year,journal.id,journal.title,total,total_year
2018,jour.1096585,Movement Disorders,15,3
2020,jour.1101544,Current Opinion in Genetics & Development,15,4
2018,jour.1084523,European Urology,15,7
2020,jour.1017084,Occupational and Environmental Medicine,15,1
2018,jour.1017084,Occupational and Environmental Medicine,15,13
2019,jour.1033763,Nature Methods,15,4
2020,jour.1033763,Nature Methods,15,4
2019,jour.1036466,Epigenetics,15,3
2020,jour.1034535,Cell Metabolism,15,3
2018,jour.1101544,Current Opinion in Genetics & Development,15,11
2018,jour.1284453,Nature Human Behaviour,15,4
2020,jour.1084523,European Urology,15,4
2020,jour.1327770,Cerebral Cortex,15,7
2019,jour.1284453,Nature Human Behaviour,15,6
2018,jour.1034535,Cell Metabolism,15,10
2018,jour.1017429,The FASEB Journal,15,4
2018,jour.1033763,Nature Methods,15,7
2019,jour.1034535,Cell Metabolism,15,2
2019,jour.1096585,Movement Disorders,15,8
2020,jour.1017429,The FASEB Journal,15,8
2019,jour.1017084,Occupational and Environmental Medicine,15,1
2019,jour.1084523,European Urology,15,4
2020,jour.1002368,The British Journal of Psychiatry,15,7
2019,jour.1017429,The FASEB Journal,15,3
2020,jour.1036466,Epigenetics,15,3
2018,jour.1002368,The British Journal of Psychiatry,15,4
2019,jour.1043645,Oncotarget,15,5
2020,jour.1096585,Movement Disorders,15,4
2018,jour.1327770,Cerebral Cortex,15,2
2019,jour.1017574,Cancer,14,5
2019,jour.1084650,Drug and Alcohol Dependence,14,5
2020,jour.1017574,Cancer,14,9
2020,jour.1019594,Thorax,14,3
2020,jour.1084650,Drug and Alcohol Dependence,14,3
2018,jour.1047619,Cancer Medicine,14,8
2019,jour.1044865,Frontiers in Endocrinology,14,7
2018,jour.1019594,Thorax,14,5
2020,jour.1019809,The American Journal of Gastroenterology,14,8
2019,jour.1090630,Psychiatry Research,14,6
2018,jour.1044865,Frontiers in Endocrinology,14,5
2019,jour.1086831,Annals of Neurology,14,3
2020,jour.1381024,PsyArXiv,14,5
2019,jour.1047619,Cancer Medicine,14,4
2018,jour.1015319,Kidney International,14,5
2020,jour.1047619,Cancer Medicine,14,2
2020,jour.1090630,Psychiatry Research,14,3
2018,jour.1084650,Drug and Alcohol Dependence,14,6
2019,jour.1381024,PsyArXiv,14,6
2019,jour.1301348,Environmental Epidemiology,14,13
2020,jour.1008525,Acta Diabetologica,14,4
2019,jour.1015319,Kidney International,14,5
2018,jour.1297438,Archives of Cardiovascular Diseases,14,5
2018,jour.1137185,Diabetologie und Stoffwechsel,14,7
2020,jour.1044865,Frontiers in Endocrinology,14,2
2018,jour.1086831,Annals of Neurology,14,5
2018,jour.1090630,Psychiatry Research,14,5
2019,jour.1019594,Thorax,14,6
2020,jour.1015319,Kidney International,14,4
2019,jour.1023607,Nature Reviews Genetics,14,6
2019,jour.1100708,Journal of the American Society of Nephrology,14,3
2019,jour.1137185,Diabetologie und Stoffwechsel,14,7
2018,jour.1019809,The American Journal of Gastroenterology,14,4
2018,jour.1301348,Environmental Epidemiology,14,1
2018,jour.1100708,Journal of the American Society of Nephrology,14,6
2019,jour.1297438,Archives of Cardiovascular Diseases,14,4
2019,jour.1019809,The American Journal of Gastroenterology,14,2
2020,jour.1297438,Archives of Cardiovascular Diseases,14,5
2018,jour.1023607,Nature Reviews Genetics,14,4
2020,jour.1086831,Annals of Neurology,14,6
2020,jour.1023607,Nature Reviews Genetics,14,4
2018,jour.1381024,PsyArXiv,14,3
2019,jour.1008525,Acta Diabetologica,14,2
2020,jour.1100708,Journal of the American Society of Nephrology,14,5
2018,jour.1008525,Acta Diabetologica,14,8
2020,jour.1016949,Acta Psychiatrica Scandinavica,13,2
2019,jour.1022778,Nature Immunology,13,10
2018,jour.1046460,Metabolites,13,2
2020,jour.1046460,Metabolites,13,2
2020,jour.1022778,Nature Immunology,13,1
2020,jour.1017255,JAMA Neurology,13,3
2018,jour.1116984,Depression and Anxiety,13,5
2019,jour.1085443,Revue d'Epidémiologie et de Santé Publique,13,2
2019,jour.1017255,JAMA Neurology,13,6
2020,jour.1298113,International Journal for Population Data Science,13,2
2018,jour.1298113,International Journal for Population Data Science,13,8
2018,jour.1085443,Revue d'Epidémiologie et de Santé Publique,13,11
2020,jour.1017855,The Journal of Urology,13,3
2019,jour.1044605,Genes,13,5
2018,jour.1017255,JAMA Neurology,13,4
2019,jour.1298113,International Journal for Population Data Science,13,3
2019,jour.1017855,The Journal of Urology,13,6
2018,jour.1011880,The American Journal of Cardiology,13,9
2018,jour.1119333,Nicotine & Tobacco Research,13,6
2020,jour.1298501,JCO Precision Oncology,13,5
2018,jour.1298501,JCO Precision Oncology,13,5
2018,jour.1022778,Nature Immunology,13,2
2018,jour.1036748,European Urology Supplements,13,7
2020,jour.1116984,Depression and Anxiety,13,4
2019,jour.1101964,Genome Research,13,3
2020,jour.1032465,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,13,11
2018,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,13,4
2018,jour.1043709,Molecular Autism,13,3
2019,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,13,6
2019,jour.1046460,Metabolites,13,9
2019,jour.1036748,European Urology Supplements,13,6
2020,jour.1048081,Molecular Genetics & Genomic Medicine,13,6
2019,jour.1011880,The American Journal of Cardiology,13,2
2019,jour.1082734,Journal of the American Academy of Child & Adolescent Psychiatry,13,7
2018,jour.1016949,Acta Psychiatrica Scandinavica,13,5
2019,jour.1016949,Acta Psychiatrica Scandinavica,13,6
2018,jour.1101964,Genome Research,13,7
2018,jour.1032465,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,13,2
2020,jour.1043709,Molecular Autism,13,5
2018,jour.1048081,Molecular Genetics & Genomic Medicine,13,2
2020,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,13,3
2019,jour.1043709,Molecular Autism,13,5
2018,jour.1021923,Familial Cancer,13,9
2020,jour.1011880,The American Journal of Cardiology,13,2
2020,jour.1101964,Genome Research,13,3
2018,jour.1297370,Rheumatology,13,7
2019,jour.1116984,Depression and Anxiety,13,4
2019,jour.1297370,Rheumatology,13,2
2018,jour.1017855,The Journal of Urology,13,4
2018,jour.1082734,Journal of the American Academy of Child & Adolescent Psychiatry,13,1
2020,jour.1297370,Rheumatology,13,4
2019,jour.1021923,Familial Cancer,13,1
2019,jour.1119333,Nicotine & Tobacco Research,13,4
2019,jour.1298501,JCO Precision Oncology,13,3
2018,jour.1044605,Genes,13,5
2020,jour.1044605,Genes,13,3
2019,jour.1048081,Molecular Genetics & Genomic Medicine,13,5
2020,jour.1119333,Nicotine & Tobacco Research,13,3
2020,jour.1021923,Familial Cancer,13,3
2020,jour.1082734,Journal of the American Academy of Child & Adolescent Psychiatry,13,5
2018,jour.1021359,European Heart Journal - Cardiovascular Imaging,12,1
2018,jour.1294896,Clinical Chemistry and Laboratory Medicine,12,6
2018,jour.1047255,JAMA Ophthalmology,12,6
2018,jour.1093917,Hepatology,12,3
2018,jour.1043541,Clinical Epidemiology,12,9
2019,jour.1098485,Neuron,12,5
2020,jour.1050678,Scientific Data,12,2
2020,jour.1021359,European Heart Journal - Cardiovascular Imaging,12,4
2018,jour.1016940,Acta Ophthalmologica,12,3
2020,jour.1017222,Annals of Internal Medicine,12,2
2018,jour.1098485,Neuron,12,6
2020,jour.1048227,Molecular Metabolism,12,2
2020,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,12,4
2019,jour.1048227,Molecular Metabolism,12,4
2019,jour.1052971,Journal of Global Oncology,12,4
2019,jour.1047740,NeuroImage Clinical,12,4
2020,jour.1047740,NeuroImage Clinical,12,5
2020,jour.1119273,Physiological Genomics,12,2
2018,jour.1047740,NeuroImage Clinical,12,3
2018,jour.1048227,Molecular Metabolism,12,6
2019,jour.1294896,Clinical Chemistry and Laboratory Medicine,12,1
2019,jour.1021359,European Heart Journal - Cardiovascular Imaging,12,7
2020,jour.1098485,Neuron,12,1
2019,jour.1016940,Acta Ophthalmologica,12,6
2020,jour.1016940,Acta Ophthalmologica,12,3
2020,jour.1031925,Environmental Health Perspectives,12,5
2018,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,12,5
2019,jour.1031925,Environmental Health Perspectives,12,5
2019,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,12,3
2018,jour.1017222,Annals of Internal Medicine,12,6
2019,jour.1017222,Annals of Internal Medicine,12,4
2020,jour.1294896,Clinical Chemistry and Laboratory Medicine,12,5
2020,jour.1047255,JAMA Ophthalmology,12,1
2019,jour.1289120,European Radiology,12,4
2018,jour.1289120,European Radiology,12,6
2019,jour.1013962,Clinical Genetics,12,5
2018,jour.1119273,Physiological Genomics,12,7
2018,jour.1013962,Clinical Genetics,12,6
2020,jour.1289120,European Radiology,12,2
2018,jour.1050678,Scientific Data,12,7
2018,jour.1031925,Environmental Health Perspectives,12,2
2018,jour.1052971,Journal of Global Oncology,12,8
2019,jour.1047255,JAMA Ophthalmology,12,5
2019,jour.1043541,Clinical Epidemiology,12,3
2020,jour.1013962,Clinical Genetics,12,1
2020,jour.1093917,Hepatology,12,8
2019,jour.1093917,Hepatology,12,1
2019,jour.1050678,Scientific Data,12,3
2019,jour.1119273,Physiological Genomics,12,3
2019,jour.1030078,Aging Cell,11,4
2020,jour.1029963,Journal of Proteome Research,11,1
2018,jour.1030078,Aging Cell,11,2
2020,jour.1095679,Diabetes Research and Clinical Practice,11,2
2019,jour.1371252,RöFo,11,3
2020,jour.1371252,RöFo,11,2
2020,jour.1019073,Acta Neuropathologica,11,4
2019,jour.1028874,International Journal of Molecular Sciences,11,4
2020,jour.1371199,Allergy,11,4
2018,jour.1019073,Acta Neuropathologica,11,3
2018,jour.1095679,Diabetes Research and Clinical Practice,11,4
2018,jour.1101150,Thyroid,11,3
2019,jour.1095679,Diabetes Research and Clinical Practice,11,5
2020,jour.1088601,Maturitas,11,3
2020,jour.1096829,Human Reproduction,11,5
2020,jour.1115265,Molecular Vision,11,1
2019,jour.1096829,Human Reproduction,11,4
2019,jour.1088601,Maturitas,11,2
2018,jour.1096829,Human Reproduction,11,2
2018,jour.1099274,Annals of Medicine,11,3
2018,jour.1029963,Journal of Proteome Research,11,7
2020,jour.1017780,Age and Ageing,11,3
2019,jour.1017780,Age and Ageing,11,5
2020,jour.1101150,Thyroid,11,5
2019,jour.1024947,BMC Medical Genetics,11,2
2020,jour.1028874,International Journal of Molecular Sciences,11,2
2018,jour.1017780,Age and Ageing,11,3
2018,jour.1044398,Frontiers in Neurology,11,4
2019,jour.1034749,American Journal of Medical Genetics Part A,11,3
2019,jour.1101150,Thyroid,11,3
2018,jour.1028874,International Journal of Molecular Sciences,11,5
2018,jour.1092853,Cephalalgia,11,5
2019,jour.1115265,Molecular Vision,11,5
2019,jour.1017004,American Heart Journal,11,3
2018,jour.1017622,Genetics,11,4
2019,jour.1017622,Genetics,11,6
2019,jour.1029963,Journal of Proteome Research,11,3
2019,jour.1019073,Acta Neuropathologica,11,4
2019,jour.1044398,Frontiers in Neurology,11,7
2018,jour.1084078,Pain,11,4
2018,jour.1017004,American Heart Journal,11,7
2018,jour.1024947,BMC Medical Genetics,11,8
2018,jour.1088601,Maturitas,11,6
2020,jour.1084078,Pain,11,2
2018,jour.1034749,American Journal of Medical Genetics Part A,11,2
2018,jour.1371252,RöFo,11,6
2020,jour.1030078,Aging Cell,11,5
2020,jour.1017622,Genetics,11,1
2020,jour.1034749,American Journal of Medical Genetics Part A,11,6
2019,jour.1084078,Pain,11,5
2019,jour.1099274,Annals of Medicine,11,5
2019,jour.1371199,Allergy,11,2
2020,jour.1017004,American Heart Journal,11,1
2020,jour.1099274,Annals of Medicine,11,3
2018,jour.1115265,Molecular Vision,11,5
2019,jour.1092853,Cephalalgia,11,3
2018,jour.1371199,Allergy,11,5
2020,jour.1024947,BMC Medical Genetics,11,1
2020,jour.1092853,Cephalalgia,11,3
2019,jour.1016108,Clinical Endocrinology,10,2
2019,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,10,3
2019,jour.1009646,Molecular Genetics and Metabolism,10,4
2019,jour.1024954,BMC Public Health,10,4
2019,jour.1284467,Blood Advances,10,5
2018,jour.1017014,American Journal of Ophthalmology,10,2
2019,jour.1004729,European Archives of Psychiatry and Clinical Neuroscience,10,6
2019,jour.1032051,Journal of Thrombosis and Haemostasis,10,3
2018,jour.1297422,Journal of Clinical Investigation,10,4
2018,jour.1294984,Journal of Human Genetics,10,4
2019,jour.1297422,Journal of Clinical Investigation,10,3
2019,jour.1024957,BMC Musculoskeletal Disorders,10,5
2019,jour.1048878,Microbiome,10,2
2019,jour.1023279,The Lancet Oncology,10,3
2018,jour.1020804,EP Europace,10,7
2019,jour.1047815,Endocrine Connections,10,5
2019,jour.1094728,Radiotherapy and Oncology,10,7
2019,jour.1294984,Journal of Human Genetics,10,4
2018,jour.1016108,Clinical Endocrinology,10,5
2019,jour.1092720,American Journal of Kidney Diseases,10,2
2019,jour.1018807,Mayo Clinic Proceedings,10,3
2019,jour.1101576,International Journal of Gynecological Cancer,10,8
2018,jour.1023279,The Lancet Oncology,10,5
2019,jour.1017014,American Journal of Ophthalmology,10,6
2018,jour.1092720,American Journal of Kidney Diseases,10,6
2018,jour.1047815,Endocrine Connections,10,1
2018,jour.1024954,BMC Public Health,10,3
2020,jour.1284467,Blood Advances,10,4
2020,jour.1018807,Mayo Clinic Proceedings,10,5
2020,jour.1048878,Microbiome,10,1
2018,jour.1284467,Blood Advances,10,1
2020,jour.1092720,American Journal of Kidney Diseases,10,2
2018,jour.1024957,BMC Musculoskeletal Disorders,10,3
2018,jour.1018807,Mayo Clinic Proceedings,10,2
2020,jour.1017014,American Journal of Ophthalmology,10,2
2020,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,10,3
2018,jour.1094728,Radiotherapy and Oncology,10,3
2018,jour.1032051,Journal of Thrombosis and Haemostasis,10,3
2020,jour.1023279,The Lancet Oncology,10,2
2020,jour.1294984,Journal of Human Genetics,10,2
2020,jour.1032051,Journal of Thrombosis and Haemostasis,10,4
2020,jour.1297422,Journal of Clinical Investigation,10,3
2020,jour.1004729,European Archives of Psychiatry and Clinical Neuroscience,10,4
2018,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,10,4
2020,jour.1009646,Molecular Genetics and Metabolism,10,4
2020,jour.1016108,Clinical Endocrinology,10,3
2020,jour.1020804,EP Europace,10,3
2018,jour.1048878,Microbiome,10,7
2020,jour.1047815,Endocrine Connections,10,4
2018,jour.1009646,Molecular Genetics and Metabolism,10,2
2020,jour.1024957,BMC Musculoskeletal Disorders,10,2
2020,jour.1024954,BMC Public Health,10,3
2020,jour.1101576,International Journal of Gynecological Cancer,10,2
2020,jour.1049365,Plastic & Reconstructive Surgery Global Open,9,3
2019,jour.1015499,The Science of The Total Environment,9,2
2020,jour.1102827,Statistical Methods in Medical Research,9,1
2018,jour.1095819,American Journal of Hypertension,9,2
2020,jour.1381023,OSF Preprints,9,2
2018,jour.1038823,Cell Stem Cell,9,2
2019,jour.1045696,Frontiers in Oncology,9,3
2019,jour.1095819,American Journal of Hypertension,9,4
2018,jour.1024952,BMC Psychiatry,9,6
2020,jour.1100479,Epidemiology,9,2
2020,jour.1016705,Gynecologic Oncology,9,1
2020,jour.1017064,Arthritis & Rheumatology,9,3
2019,jour.1035741,Breast Care,9,5
2019,jour.1038823,Cell Stem Cell,9,5
2019,jour.1100479,Epidemiology,9,5
2020,jour.1051604,Alzheimer's & Dementia Diagnosis Assessment & Disease Monitoring,9,1
2020,jour.1038823,Cell Stem Cell,9,2
2019,jour.1049365,Plastic & Reconstructive Surgery Global Open,9,3
2018,jour.1017064,Arthritis & Rheumatology,9,4
2018,jour.1049365,Plastic & Reconstructive Surgery Global Open,9,3
2019,jour.1313388,Annals of Clinical and Translational Neurology,9,4
2018,jour.1358103,European Journal of Endocrinology,9,4
2019,jour.1381023,OSF Preprints,9,4
2019,jour.1051604,Alzheimer's & Dementia Diagnosis Assessment & Disease Monitoring,9,5
2019,jour.1102827,Statistical Methods in Medical Research,9,6
2020,jour.1036887,Metabolomics,9,2
2020,jour.1056681,Journal of Clinical Epidemiology,9,2
2019,jour.1056681,Journal of Clinical Epidemiology,9,3
2018,jour.1381023,OSF Preprints,9,3
2018,jour.1294830,Journal of Proteomics,9,1
2019,jour.1024952,BMC Psychiatry,9,2
2018,jour.1062273,Journal of Neurology Neurosurgery & Psychiatry,9,3
2020,jour.1051517,Science Advances,9,5
2019,jour.1031021,Cardiovascular Diabetology,9,4
2020,jour.1045696,Frontiers in Oncology,9,2
2018,jour.1102827,Statistical Methods in Medical Research,9,2
2018,jour.1056681,Journal of Clinical Epidemiology,9,4
2019,jour.1017306,British Journal of Anaesthesia,9,2
2019,jour.1016705,Gynecologic Oncology,9,5
2020,jour.1294830,Journal of Proteomics,9,4
2020,jour.1035741,Breast Care,9,3
2018,jour.1017306,British Journal of Anaesthesia,9,2
2018,jour.1015499,The Science of The Total Environment,9,4
2019,jour.1313644,Neuroscience & Biobehavioral Reviews,9,3
2020,jour.1358103,European Journal of Endocrinology,9,4
2018,jour.1100479,Epidemiology,9,2
2020,jour.1062273,Journal of Neurology Neurosurgery & Psychiatry,9,2
2020,jour.1313388,Annals of Clinical and Translational Neurology,9,2
2020,jour.1095819,American Journal of Hypertension,9,3
2018,jour.1313644,Neuroscience & Biobehavioral Reviews,9,3
2019,jour.1052988,npj Breast Cancer,9,4
2020,jour.1052988,npj Breast Cancer,9,5
2019,jour.1089909,Journal of the American Academy of Dermatology,9,3
2018,jour.1089909,Journal of the American Academy of Dermatology,9,4
2019,jour.1358103,European Journal of Endocrinology,9,1
2018,jour.1036887,Metabolomics,9,5
2018,jour.1313388,Annals of Clinical and Translational Neurology,9,3
2019,jour.1294830,Journal of Proteomics,9,4
2019,jour.1062273,Journal of Neurology Neurosurgery & Psychiatry,9,4
2020,jour.1031021,Cardiovascular Diabetology,9,1
2020,jour.1313644,Neuroscience & Biobehavioral Reviews,9,3
2019,jour.1051517,Science Advances,9,4
2018,jour.1284215,Bipolar Disorders,9,3
2019,jour.1017064,Arthritis & Rheumatology,9,2
2020,jour.1284215,Bipolar Disorders,9,2
2018,jour.1016705,Gynecologic Oncology,9,3
2018,jour.1035741,Breast Care,9,1
2019,jour.1036887,Metabolomics,9,2
2020,jour.1089909,Journal of the American Academy of Dermatology,9,2
2019,jour.1284215,Bipolar Disorders,9,4
2018,jour.1031021,Cardiovascular Diabetology,9,4
2020,jour.1024952,BMC Psychiatry,9,1
2020,jour.1017306,British Journal of Anaesthesia,9,5
2020,jour.1015499,The Science of The Total Environment,9,3
2018,jour.1051604,Alzheimer's & Dementia Diagnosis Assessment & Disease Monitoring,9,3
2018,jour.1045696,Frontiers in Oncology,9,4
2019,jour.1048786,The Lancet Global Health,8,4
2019,jour.1097410,International Journal of Geriatric Psychiatry,8,4
2018,jour.1112096,Menopause The Journal of The North American Menopause Society,8,2
2019,jour.1102168,Journal of Diabetes and its Complications,8,1
2019,jour.1040139,Deutsches Aerzteblatt Online,8,4
2018,jour.1097410,International Journal of Geriatric Psychiatry,8,2
2020,jour.1042549,Epigenomics,8,1
2019,jour.1102857,The Breast,8,3
2019,jour.1024943,BMC Geriatrics,8,3
2020,jour.1086559,Cancer Epidemiology,8,3
2018,jour.1086559,Cancer Epidemiology,8,1
2018,jour.1102168,Journal of Diabetes and its Complications,8,6
2019,jour.1017308,British Journal of Haematology,8,4
2020,jour.1030201,Aging Clinical and Experimental Research,8,5
2018,jour.1019276,Journal of the Formosan Medical Association,8,1
2018,jour.1103300,Blood Pressure,8,1
2019,jour.1007352,Pediatric Research,8,1
2018,jour.1081904,Journal of the American Geriatrics Society,8,4
2020,jour.1100486,Journal of Dental Research,8,2
2018,jour.1102857,The Breast,8,4
2020,jour.1052432,BJPsych Open,8,1
2018,jour.1327517,The Lancet Respiratory Medicine,8,3
2020,jour.1102168,Journal of Diabetes and its Complications,8,1
2018,jour.1048786,The Lancet Global Health,8,1
2019,jour.1042549,Epigenomics,8,6
2020,jour.1019276,Journal of the Formosan Medical Association,8,1
2020,jour.1018982,Nucleic Acids Research,8,1
2019,jour.1100486,Journal of Dental Research,8,2
2020,jour.1103300,Blood Pressure,8,4
2020,jour.1102786,European Child & Adolescent Psychiatry,8,3
2020,jour.1089721,Clinical Infectious Diseases,8,6
2019,jour.1327517,The Lancet Respiratory Medicine,8,4
2018,jour.1052432,BJPsych Open,8,4
2020,jour.1024943,BMC Geriatrics,8,2
2018,jour.1007352,Pediatric Research,8,2
2019,jour.1039191,BMC Medical Genomics,8,2
2018,jour.1102786,European Child & Adolescent Psychiatry,8,4
2018,jour.1100486,Journal of Dental Research,8,4
2019,jour.1018982,Nucleic Acids Research,8,3
2018,jour.1086841,Intelligence,8,5
2019,jour.1030201,Aging Clinical and Experimental Research,8,1
2019,jour.1052432,BJPsych Open,8,3
2020,jour.1048786,The Lancet Global Health,8,3
2018,jour.1024943,BMC Geriatrics,8,3
2018,jour.1017308,British Journal of Haematology,8,3
2018,jour.1159613,ESMO Open,8,8
2019,jour.1086841,Intelligence,8,2
2018,jour.1014525,Journal of Neurology,8,3
2019,jour.1086559,Cancer Epidemiology,8,4
2019,jour.1014525,Journal of Neurology,8,3
2019,jour.1112096,Menopause The Journal of The North American Menopause Society,8,3
2018,jour.1030201,Aging Clinical and Experimental Research,8,2
2018,jour.1089721,Clinical Infectious Diseases,8,1
2020,jour.1039191,BMC Medical Genomics,8,2
2020,jour.1086841,Intelligence,8,1
2020,jour.1017308,British Journal of Haematology,8,1
2018,jour.1101614,European Psychiatry,8,5
2018,jour.1040054,Circulation Arrhythmia and Electrophysiology,8,2
2020,jour.1125021,Journal of Fish Diseases,8,2
2018,jour.1039397,Autism Research,8,4
2020,jour.1039397,Autism Research,8,4
2018,jour.1018982,Nucleic Acids Research,8,4
2019,jour.1081904,Journal of the American Geriatrics Society,8,1
2020,jour.1102857,The Breast,8,1
2018,jour.1019235,The Journal of Infectious Diseases,8,1
2018,jour.1125021,Journal of Fish Diseases,8,5
2020,jour.1019235,The Journal of Infectious Diseases,8,4
2020,jour.1007352,Pediatric Research,8,5
2020,jour.1327517,The Lancet Respiratory Medicine,8,1
2020,jour.1040054,Circulation Arrhythmia and Electrophysiology,8,4
2019,jour.1019235,The Journal of Infectious Diseases,8,3
2020,jour.1081904,Journal of the American Geriatrics Society,8,3
2019,jour.1089721,Clinical Infectious Diseases,8,1
2019,jour.1125021,Journal of Fish Diseases,8,1
2020,jour.1040139,Deutsches Aerzteblatt Online,8,1
2020,jour.1097410,International Journal of Geriatric Psychiatry,8,2
2020,jour.1101614,European Psychiatry,8,3
2018,jour.1040139,Deutsches Aerzteblatt Online,8,3
2020,jour.1014525,Journal of Neurology,8,2
2019,jour.1103300,Blood Pressure,8,3
2019,jour.1040054,Circulation Arrhythmia and Electrophysiology,8,2
2020,jour.1112096,Menopause The Journal of The North American Menopause Society,8,3
2019,jour.1102786,European Child & Adolescent Psychiatry,8,1
2018,jour.1042549,Epigenomics,8,1
2019,jour.1019276,Journal of the Formosan Medical Association,8,6
2018,jour.1039191,BMC Medical Genomics,8,4
2018,jour.1047386,European Heart Journal Acute Cardiovascular Care,7,3
2018,jour.1052695,Neurology Genetics,7,3
2019,jour.1327433,PLoS Computational Biology,7,3
2018,jour.1040297,Cancer Prevention Research,7,1
2018,jour.1044458,Frontiers in Microbiology,7,2
2019,jour.1039717,JACC Cardiovascular Imaging,7,4
2019,jour.1115214,Nature Biotechnology,7,3
2020,jour.1095198,Molecular Biology and Evolution,7,5
2020,jour.1047645,Translational Vision Science & Technology,7,3
2020,jour.1053075,JCI Insight,7,3
2019,jour.1040297,Cancer Prevention Research,7,3
2020,jour.1313752,Scandinavian Cardiovascular Journal,7,4
2018,jour.1017754,The Journal of Pediatrics,7,2
2020,jour.1015410,Thrombosis Research,7,4
2018,jour.1017430,Fertility and Sterility,7,3
2020,jour.1297461,Clinical Physiology and Functional Imaging,7,1
2018,jour.1313752,Scandinavian Cardiovascular Journal,7,3
2020,jour.1297382,Clinical Research in Cardiology,7,3
2019,jour.1097986,Social Psychiatry and Psychiatric Epidemiology,7,4
2019,jour.1017955,The Journal of Lipid Research,7,3
2019,jour.1044459,Frontiers in Physiology,7,2
2018,jour.1297382,Clinical Research in Cardiology,7,1
2019,jour.1017754,The Journal of Pediatrics,7,3
2018,jour.1038420,Brain Imaging and Behavior,7,3
2018,jour.1381055,Preprints.org,7,3
2020,jour.1381055,Preprints.org,7,2
2019,jour.1284414,Ophthalmology Retina,7,1
2020,jour.1103093,Journal of the European Academy of Dermatology and Venereology,7,1
2019,jour.1050550,The Lancet Psychiatry,7,2
2020,jour.1115214,Nature Biotechnology,7,4
2020,jour.1017955,The Journal of Lipid Research,7,2
2019,jour.1017908,Psychosomatic Medicine,7,1
2020,jour.1327433,PLoS Computational Biology,7,3
2020,jour.1100834,Osteoporosis International,7,3
2020,jour.1054668,Journal of Autism and Developmental Disorders,7,5
2019,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,7,2
2018,jour.1033184,Heart Rhythm,7,3
2018,jour.1117828,Molecular Cell,7,1
2019,jour.1297461,Clinical Physiology and Functional Imaging,7,3
2018,jour.1017955,The Journal of Lipid Research,7,2
2020,jour.1038724,Molecular Oncology,7,5
2018,jour.1018193,Der Nervenarzt,7,1
2018,jour.1093115,Ophthalmic Genetics,7,1
2018,jour.1047645,Translational Vision Science & Technology,7,3
2018,jour.1100834,Osteoporosis International,7,4
2018,jour.1039717,JACC Cardiovascular Imaging,7,3
2020,jour.1051716,Cell Systems,7,2
2019,jour.1033184,Heart Rhythm,7,3
2020,jour.1040297,Cancer Prevention Research,7,3
2019,jour.1018193,Der Nervenarzt,7,6
2018,jour.1038784,Artery Research,7,4
2020,jour.1093115,Ophthalmic Genetics,7,2
2019,jour.1117828,Molecular Cell,7,4
2019,jour.1034414,Pharmacogenetics and Genomics,7,3
2019,jour.1052695,Neurology Genetics,7,3
2018,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,7,2
2020,jour.1095981,Diabetes/Metabolism Research and Reviews,7,2
2019,jour.1103093,Journal of the European Academy of Dermatology and Venereology,7,3
2020,jour.1017908,Psychosomatic Medicine,7,2
2019,jour.1095198,Molecular Biology and Evolution,7,2
2020,jour.1023804,Haematologica,7,6
2019,jour.1017430,Fertility and Sterility,7,4
2019,jour.1136887,PeerJ,7,1
2020,jour.1038420,Brain Imaging and Behavior,7,2
2020,jour.1284414,Ophthalmology Retina,7,2
2019,jour.1047645,Translational Vision Science & Technology,7,1
2020,jour.1117828,Molecular Cell,7,2
2019,jour.1381055,Preprints.org,7,2
2018,jour.1022615,Pediatric Diabetes,7,4
2019,jour.1093115,Ophthalmic Genetics,7,4
2018,jour.1054668,Journal of Autism and Developmental Disorders,7,2
2019,jour.1038420,Brain Imaging and Behavior,7,2
2020,jour.1033184,Heart Rhythm,7,1
2020,jour.1050550,The Lancet Psychiatry,7,1
2019,jour.1038724,Molecular Oncology,7,2
2019,jour.1297382,Clinical Research in Cardiology,7,3
2020,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,7,3
2018,jour.1044459,Frontiers in Physiology,7,5
2018,jour.1017908,Psychosomatic Medicine,7,4
2020,jour.1019560,Annals of Human Genetics,7,2
2020,jour.1044458,Frontiers in Microbiology,7,2
2019,jour.1053075,JCI Insight,7,3
2020,jour.1038784,Artery Research,7,3
2020,jour.1136887,PeerJ,7,3
2019,jour.1015410,Thrombosis Research,7,2
2020,jour.1022615,Pediatric Diabetes,7,2
2018,jour.1050550,The Lancet Psychiatry,7,4
2018,jour.1327433,PLoS Computational Biology,7,1
