journal.title,count
The Turkish Journal of Gastroenterology,7
Microbiology,7
International Journal of Evidence-Based Healthcare,7
Oman Medical Journal,7
Chinese medical journal,7
Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques,7
Gut Pathogens,7
Journal of Clinical Neurophysiology,7
Platelets,6
Applied and Environmental Microbiology,6
Journal of Thoracic Imaging,6
Reviews in Clinical Gerontology,6
Eye & Contact Lens Science & Clinical Practice,6
Ophthalmic & Physiological Optics,6
Bosnian Journal of Basic Medical Sciences,6
European Journal of Cardiovascular Nursing,6
Neurocirugía,6
Blood Pressure,6
Nutrition Clinique et Métabolisme,6
The Clinical Neuropsychologist,6
Chemosphere,6
International Emergency Nursing,6
Dermatologic Clinics,6
European Child & Adolescent Psychiatry,6
Australasian Journal of Dermatology,6
Toxicologic Pathology,6
Food & Function,6
Journal of Functional Foods,6
Nucleosides Nucleotides & Nucleic Acids,6
Asia-Pacific Journal of Ophthalmology,6
Biological Psychiatry,6
Accident Analysis & Prevention,6
Australian Critical Care,6
Microbes and Infection,6
Italian Journal of Pediatrics,6
Seminars in Cardiothoracic and Vascular Anesthesia,6
European Journal of Drug Metabolism and Pharmacokinetics,6
Gastroenterology & Hepatology Open Access,6
Revista Brasileira de Cardiologia Invasiva,6
Experimental & Molecular Medicine,6
Human Psychopharmacology Clinical and Experimental,6
Child Care Health and Development,6
Journal of Theoretical Biology,6
Translational Neurodegeneration,6
Revue des Maladies Respiratoires Actualités,6
Cancer Biotherapy & Radiopharmaceuticals,6
Der Orthopäde,6
Canadian Family Physician,6
Mechanisms of Ageing and Development,6
The Journal of Dermatology,6
Psychosomatic Medicine,6
Journal of Biomechanics,6
Sleep Medicine,6
Journal of Occupational and Environmental Medicine,6
Best Practice & Research Clinical Haematology,6
Electrophoresis,6
Journal of Investigative Surgery,6
Journal of Medical Biochemistry,6
Biomedical Engineering / Biomedizinische Technik,6
Journal for ImmunoTherapy of Cancer,6
Tuberculosis and Respiratory Diseases,6
The Cerebellum,6
Progress in Retinal and Eye Research,6
Clinics in Orthopedic Surgery,6
Ophthalmic Plastic and Reconstructive Surgery,6
Current Opinion in Microbiology,6
Drugs in R&D,6
Environmental Health Perspectives,6
International Ophthalmology,6
Oral and Maxillofacial Surgery Clinics of North America,6
Journal of Orthopaedics,6
The FEBS Journal,6
The Journal of the American Board of Family Medicine,6
Current Orthopaedic Practice,6
Proceedings of The Nutrition Society,6
Journal of Neuroendocrinology,6
Clinical Reviews in Bone and Mineral Metabolism,6
Atherosclerosis Supplements,6
JMIR Preprints,6
Equine Veterinary Journal,6
Pathophysiology,6
Journal of Maxillofacial and Oral Surgery,6
Der Gynäkologe,6
Computer Methods in Biomechanics & Biomedical Engineering,6
Cancer Biology & Medicine,6
ERJ Open Research,6
Rinsho Shinkeigaku,6
Current Vascular Pharmacology,6
The Neuroradiology Journal,6
Diagnosis,6
Neurology India,6
Indian Journal of Surgical Oncology,6
Medical & Biological Engineering & Computing,6
Cleveland Clinic Journal of Medicine,6
World Journal of Critical Care Medicine,6
Sleep and Breathing,6
Revista Clínica Española,6
Journal of Orthopaedic Surgery,6
Human Reproduction,6
Forensic Science International,6
Asian Journal of Surgery,6
Applied Health Economics and Health Policy,6
Therapeutic Advances in Musculoskeletal Disease,6
EMC - Aparato Locomotor,6
Archivos de Cardiología de México,6
Physical Medicine and Rehabilitation Clinics of North America,6
InFo Hämatologie + Onkologie,6
Hepatitis Monthly,6
Acute Cardiac Care,6
Regional blood circulation and microcirculation,6
Journal of Chromatographic Science,6
Trends in Molecular Medicine,6
Cardiovascular Pathology,6
Practical Diabetes,6
Journal of Visualized Experiments,6
CPT Pharmacometrics & Systems Pharmacology,6
Congenital Anomalies,6
Annals of Hepato-Biliary-Pancreatic Surgery,6
Bone and Joint Research,6
The Physician and Sportsmedicine,6
Topics in Magnetic Resonance Imaging,6
Bipolar Disorders,6
Acta Neuropsychiatrica,6
Alcoholism Clinical and Experimental Research,6
Cardiovascular Engineering and Technology,6
The Journal of Steroid Biochemistry and Molecular Biology,6
Neuropharmacology,6
Journal of Cancer Survivorship,6
Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment,6
BMC Psychiatry,6
Journal of Bacteriology,6
Proceedings of the Institution of Mechanical Engineers Part H Journal of Engineering in Medicine,6
Gynecologic and Obstetric Investigation,6
European Heart Journal - Quality of Care and Clinical Outcomes,6
Journal of the American Association of Nurse Practitioners,6
Journal of Anaesthesiology Clinical Pharmacology,6
Orthopedic Clinics of North America,6
Journal of Renal Care,6
Perspectives in Public Health,6
Hepatology Communications,6
BMC Genetics,6
Therapeutic Apheresis and Dialysis,6
International Surgery,6
Journal of Neuroscience Research,6
The Permanente Journal,6
American Journal of Hypertension,6
Acute and Critical Care,6
Neuroscience Bulletin,6
心臓,6
Urology Practice,6
Development,6
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",6
Ochsner Journal,6
Research and Reports in Urology,6
Journal of Neuroscience,6
Emergency Medicine International,6
Birth Defects Research,6
Evidence-based Complementary and Alternative Medicine,6
Expert Opinion on Drug Discovery,6
Clinical Liver Disease,6
Plastic & Reconstructive Surgery Global Open,6
Clinical and Translational Science,6
Annals of Pediatric Surgery,6
Progress in Neuro-Psychopharmacology and Biological Psychiatry,6
Advances in Nutrition,6
Molecular Pharmacology,6
Practical Laboratory Medicine,6
Rambam Maimonides Medical Journal,6
Journal of Applied Microbiology,6
Pediatrics & Neonatology,6
Journal of Hepato-Biliary-Pancreatic Sciences,6
Advanced Biomedical Research,6
Clinical and Experimental Hepatology,6
Cancer Communications,6
International Journal of Ophthalmology,6
Neurobiology of Aging,6
Journal of Human Nutrition and Dietetics,6
Dyes and Pigments,6
Microorganisms,6
Sultan Qaboos University Medical Journal [SQUMJ],6
European Journal of Orthopaedic Surgery & Traumatology,6
Indian Journal of Orthopaedics,6
Annals of Medicine and Surgery,6
Archives de Pédiatrie,6
Chinese journal of neurology,6
American Journal of Psychiatry,6
Applied Immunohistochemistry & Molecular Morphology,6
Middle East African Journal of Ophthalmology,6
Brazilian Journal of Anesthesiology,6
Biochemia Medica,6
Journal of Proteomics,6
Revista Española de Anestesiología y Reanimación (English Edition),6
Disaster Medicine and Public Health Preparedness,6
Journal of Innate Immunity,6
Journal of Minimal Access Surgery,6
Biochemistry,6
International Journal of Language & Communication Disorders,6
Journal of Coloproctology,6
Journal of Veterinary Cardiology,6
American Journal of Physiology - Cell Physiology,6
Surgery for Obesity and Related Diseases,6
Molecular Microbiology,6
European Journal of Medicinal Chemistry,6
Journal of Ophthalmic and Vision Research,6
Folia Microbiologica,6
The Journal for Nurse Practitioners,6
Journal of Cardiovascular Pharmacology and Therapeutics,6
Acta Cirurgica Brasileira,6
International Journal of Gynecology & Obstetrics,6
Pathology - Research and Practice,6
Drug and Alcohol Dependence,6
ACG Case Reports Journal,6
Theriogenology,6
Contrast Media & Molecular Imaging,6
Case Reports in Neurological Medicine,6
Sexual Medicine Reviews,6
Progress in Transplantation,6
Revista do Colégio Brasileiro de Cirurgiões,6
Medical Journal Armed Forces India,6
Acta Histochemica,6
Expert Review of Vaccines,6
Surgery (Oxford),6
Clinical and Molecular Hepatology,6
Journal of the American Chemical Society,6
Therapeutic Delivery,6
Journal of Equine Veterinary Science,6
Revista Brasileira de Terapia Intensiva,6
Urologia Journal,6
Journal of Clinical Epidemiology,6
Annales de Chirurgie Vasculaire,6
Annals of Cardiac Anaesthesia,6
Clinical Otolaryngology,6
Cortex,6
European Journal of Epidemiology,6
Journal Of Clinical Periodontology,6
Japanese Journal of Radiology,6
Annual Review of Genomics and Human Genetics,6
Journal of the American Academy of Physician Assistants,6
The Anatolian Journal of Cardiology,6
Respiratory Investigation,6
Medical and Surgical Dermatology,6
EMC - Técnicas Quirúrgicas - Aparato Digestivo,6
Biomedical Papers,6
Current Pharmaceutical Design,6
Journal of Bone and Mineral Metabolism,6
Cold Spring Harbor Perspectives in Medicine,6
Pharmaceutics,6
Behavior Research Methods,6
Annals of Nutrition and Metabolism,6
Seminars in Spine Surgery,6
Seminars in Ultrasound CT and MRI,6
Pathogens,6
Journal of Medical Toxicology,6
Physiological Genomics,6
Journal of Nuclear Medicine,6
Journal of Pain,6
International Journal of Medical Sciences,6
IEEE Journal of Biomedical and Health Informatics,6
Canadian Journal of Physiology and Pharmacology,6
Clinical & Experimental Metastasis,6
IEEE Transactions on Medical Imaging,5
European Journal of Applied Physiology,5
Multidisciplinary Respiratory Medicine,5
Asian Cardiovascular and Thoracic Annals,5
Clinics in Podiatric Medicine and Surgery,5
PM&R,5
Journal of Investigative Medicine,5
Indian Journal of Palliative Care,5
Advances in Surgery,5
Journal of Neurochemistry,5
Immunogenetics,5
Chinese Journal of Otolaryngology Head and Neck Surgery,5
Kardiologiia,5
Heart Asia,5
Inflammopharmacology,5
European Journal of Medical Research,5
Annual Reviews in Control,5
Folia Phoniatrica et Logopaedica,5
Case Reports in Endocrinology,5
Veterinary Clinics of North America Small Animal Practice,5
Magnetic Resonance Imaging,5
Journal of Paramedic Practice,5
Craniomaxillofacial Trauma & Reconstruction,5
Journal of Vascular Surgery Cases and Innovative Techniques,5
Experimental and Clinical Endocrinology & Diabetes,5
Current Research in Translational Medicine,5
Current Drug Targets,5
Jornal de Pediatria,5
Innate Immunity,5
Nurse Education Today,5
Stem Cell Research & Therapy,5
Cancer Control,5
Der Ophthalmologe,5
Annals of Human Genetics,5
Australasian Psychiatry,5
Microcirculation,5
Cardiovascular Diagnosis and Therapy,5
Developmental Neuroscience,5
RöFo,5
Autonomic Neuroscience,5
Vision Research,5
Oncology Reviews,5
Kidney Research and Clinical Practice,5
Critical Reviews in Food Science and Nutrition,5
mSystems,5
Mammalian Genome,5
Social Care and Neurodisability,5
Facial Plastic Surgery Clinics of North America,5
Epileptic Disorders,5
Suizo,5
Laboratory Investigation,5
Injury Prevention,5
International Immunology,5
Journal of Blood Medicine,5
Hospital Medicine Clinics,5
Nurse Education in Practice,5
Frontiers in Public Health,5
Journal of Pediatric Psychology,5
Nutrition & Metabolism,5
European Journal of Plastic Surgery,5
Journal of Emergency Nursing,5
Breast Care,5
Investigative Radiology,5
中华医学遗传学杂志,5
Australasian Emergency Care,5
Journal of Multidisciplinary Healthcare,5
Science Immunology,5
Case Reports in Oncology,5
Comprehensive Psychiatry,5
PLOS Biology,5
Chemico-Biological Interactions,5
Proteomics,5
European Cardiology Review,5
Applied Sciences,5
Prehospital Emergency Care,5
Archives of Gerontology and Geriatrics,5
Journal of Motor Behavior,5
Journal of Pediatric Genetics,5
Urology Annals,5
Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,5
Obstetrical & Gynecological Survey,5
Obstetric Medicine,5
Annales Francaises d'Oto-Rhino-Laryngologie et de Pathologie Cervico-Faciale,5
Journal of Clinical Biochemistry and Nutrition,5
Pulmonology,5
Sveikatos mokslai,5
Therapeutic Advances in Neurological Disorders,5
RMD Open,5
World Journal of Clinical Oncology,5
Diabetes Mellitus,5
Journal of Lipid and Atherosclerosis,5
Open Journal of Gastroenterology,5
Clinical Nutrition ESPEN,5
Molecular Pharmaceutics,5
Iranian Journal of Public Health,5
Public Health Nutrition,5
Journal of Pediatric Health Care,5
CardioVascular Journal of Africa,5
Sleep Medicine Reviews,5
Journal of Plastic Surgery and Hand Surgery,5
Current HIV/AIDS Reports,5
Dermatologic Surgery,5
Journal of Neurosciences in Rural Practice,5
Korean Journal of Pediatrics,5
Nature Microbiology,5
Journal of Cardiovascular Electrophysiology,5
Developmental Dynamics,5
Expert Reviews in Molecular Medicine,5
Advanced Materials,5
Pain,5
Ultrasound Clinics,5
Minimally Invasive Therapy & Allied Technologies,5
Psycho-Oncology,5
Proteomics Clinical Applications,5
Nephron Extra,5
Piel,5
Journal of Perioperative Practice,5
Veterinary Surgery,5
Organic & Biomolecular Chemistry,5
Journal of Hand Surgery (European Volume),5
Annals of Human Biology,5
Computers in Biology and Medicine,5
Arquivos Brasileiros de Oftalmologia,5
PeerJ Preprints,5
Fish Physiology and Biochemistry,5
Współczesna Onkologia,5
Prostate Cancer,5
Telemedicine Journal and e-Health,5
Microbial Pathogenesis,5
Journal of the Intensive Care Society,5
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,5
Le Praticien en Anesthésie Réanimation,5
Arthroscopy The Journal of Arthroscopic and Related Surgery,5
Case Reports in Gastrointestinal Medicine,5
Wiener klinisches Magazin,5
Electronic journal of the International Federation of Clinical Chemistry and Laboratory Medicine,5
Environmental and Molecular Mutagenesis,5
Journal of Veterinary Emergency and Critical Care,5
Diagnostic Histopathology,5
Familial Cancer,5
Infection Control and Hospital Epidemiology,5
Multiple Sclerosis Journal - Experimental Translational and Clinical,5
Clinics in Laboratory Medicine,5
Diagnostic and Interventional Imaging,5
Disease Management and Health Outcomes,5
Accreditation and Quality Assurance,5
Wellcome Open Research,5
Pflügers Archiv - European Journal of Physiology,5
Advances in Medical Sciences,5
Veterinary Clinics of North America Equine Practice,5
American Journal of Hospice and Palliative Medicine®,5
Infection Genetics and Evolution,5
The Journal of Cardiovascular Nursing,5
Future Neurology,5
Journal of Texture Studies,5
Journal of Obstetrics and Gynaecology Canada,5
Molecular Medicine,5
Physiology,5
Animals,5
Sports Medicine,5
Clinical Cases in Mineral and Bone Metabolism,5
Clinical Queries Nephrology,5
Journal of the American Academy of Orthopaedic Surgeons,5
Journal of Clinical and Experimental Neuropsychology,5
Acta Neuropathologica,5
Current Allergy and Asthma Reports,5
Breathe,5
Canadian Respiratory Journal,5
American Journal of Dermatopathology,5
Aerospace Medicine and Human Performance,5
Healthcare,5
African Journal of Paediatric Surgery,5
Journal of Obstetrics and Gynaecology Research,5
Inflammation,5
Pediatric Allergy Immunology and Pulmonology,5
Integrative Biology,5
Clinical Hemorheology and Microcirculation,5
Journal of Biomedical Science,5
Enfermedad Inflamatoria Intestinal al Día,5
Revista del Laboratorio Clínico,5
Journal of Vestibular Research,5
The Veterinary Journal,5
Surgical Pathology Clinics,5
BMC Bioinformatics,5
Microchemical Journal,5
Australian Dental Journal,5
Modern Pathology,5
Aging Health,5
JACC Clinical Electrophysiology,5
Clinical & Translational Immunology,5
Journal of Pharmacokinetics and Pharmacodynamics,5
Nutrition Research,5
Kardiologia Polska,5
Food and Chemical Toxicology,5
The Egyptian Journal of Surgery,5
AIDS Research and Human Retroviruses,5
The Journal of Knee Surgery,5
Statistical Methods in Medical Research,5
Clinics in Geriatric Medicine,5
Journal of Neuroimaging,5
European Neurology,5
Primary Care Clinics in Office Practice,5
Revista Clínica Española (English Edition),5
Journal of Interventional Cardiac Electrophysiology,5
Testowy IndexCopernicus,5
Epilepsy & Behavior Case Reports,5
FEMS Microbiology Letters,5
Gastroenterología y Hepatología (English Edition),5
Brain Behavior and Immunity,5
NeoReviews,5
Journal of Epidemiology & Community Health,5
Arthroplasty Today,5
The American Journal of Gastroenterology Supplements,5
Journal of Anesthesia,5
Cardiology Research and Practice,5
Open Access Macedonian Journal of Medical Sciences,5
Journal of Biomedical Optics,5
Chinese journal of laboratory medicine,5
Clinical and Experimental Medicine,5
Diabetology International,5
Clinical and Experimental Hypertension,5
Clinical Biomechanics,5
Journal of Medical Internet Research,5
Journal of Renal Nutrition,5
Revue Francophone des Laboratoires,5
Hormone Molecular Biology and Clinical Investigation,5
Nosotchu,5
Hawai‘i Journal of Medicine & Public Health,5
Case Reports in Infectious Diseases,5
medRxiv,5
International Heart Journal,5
Case Reports in Surgery,5
Journal of Clinical Immunology,5
Scandinavian Journal of Caring Sciences,5
Journal of Molecular and Cellular Cardiology,5
Proceedings of Singapore Healthcare,5
Clinical Epidemiology,5
Immunology and Allergy Clinics of North America,5
Matrix Biology,5
Placenta,5
Annales de Dermatologie et de Vénéréologie,5
Addiction,5
Korean Journal of Ophthalmology,5
日本消化器病学会雑誌,5
Annals of Thoracic Medicine,5
Journal of Microbiology,5
Trends in Pharmacological Sciences,5
Journal of Physical Therapy Science,5
Journal of Genetics,5
Journal of Process Control,5
Blood Advances,5
Drug Metabolism Reviews,5
AINS - Anästhesiologie · Intensivmedizin · Notfallmedizin · Schmerztherapie,5
Nature Reviews Microbiology,5
British Journal of Neuroscience Nursing,5
Molecular Cancer Research,5
Journal of Diabetes,5
F1000Prime Reports,5
Local and Regional Anesthesia,5
Chinese journal of gastrointestinal surgery,5
Cancer Genetics,5
Experimental Biology and Medicine,5
Toxins,5
Analytical Biochemistry,5
Clinical and Developmental Immunology,5
BMC Geriatrics,5
Environmental Pollution,5
Reviews in the Neurosciences,5
Neurology Neuroimmunology & Neuroinflammation,5
Journal of Clinical Case Reports,5
British Journal of Cardiac Nursing,5
International Journal of Surgical Pathology,5
Journal of Ethnopharmacology,5
Therapeutic Advances in Endocrinology and Metabolism,5
Neurosurgery Clinics of North America,5
Update on Cancer Therapeutics,5
Foot & Ankle International,5
Journal of Clinical Ultrasound,5
Monatsschrift Kinderheilkunde,5
The Journal of the Korean Society for Transplantation,5
Journal of Nutrition and Metabolism,5
Child and Adolescent Psychiatric Clinics of North America,5
Clinical Pharmacist,5
The Anatomical Record,5
The EMBO Journal,5
Amino Acids,5
Journal of Ect,5
Therapeutic Advances in Drug Safety,5
Acute Medicine & Surgery,5
Southern African Journal of Anaesthesia and Analgesia,5
European Journal of Neuroscience,5
American Journal of Medical Genetics Part C Seminars in Medical Genetics,5
"GMS Current Topics in Otorhinolaryngology, Head and Neck Surgery",5
Breast Cancer,5
Chinese journal of digestive endoscopy,5
npj Parkinson's Disease,5
International Journal of Medical Robotics and Computer Assisted Surgery,5
Journal of Biomaterials Science Polymer Edition,5
JAMA Facial Plastic Surgery,5
Vaccines,5
Saudi Pharmaceutical Journal,5
Diabetes Therapy,5
Gastroenterology Research,5
International Journal of Pediatric Endocrinology,5
Evidence-Based Medicine,5
British Journal of Community Nursing,5
Asian Journal of Andrology,5
Current Medicinal Chemistry,5
Journal of Burn Care & Research,5
ACS Omega,5
Neurocritical Care,5
Cytogenetic and Genome Research,5
Journal of Child Health Care,5
Virulence,5
Pathology International,5
Genes Chromosomes and Cancer,5
Community Oncology,5
Nursing and Health Sciences,4
Diagnostic Cytopathology,4
Current Genomics,4
Magnetic Resonance in Medicine,4
Cardiology and Therapy,4
Operative Techniques in Otolaryngology-Head and Neck Surgery,4
Nature Chemical Biology,4
Clínica e Investigación en Arteriosclerosis (English Edition),4
ChemBioChem,4
Biomedical and Environmental Sciences,4
Natural Hazards,4
Journal of Food Composition and Analysis,4
Aktuelle Kardiologie,4
Progress in Biophysics and Molecular Biology,4
Scottish Medical Journal,4
The Journal of Medical Investigation,4
Iranian Journal of Pediatrics,4
Experimental and Toxicologic Pathology,4
Paediatric and Perinatal Epidemiology,4
Revue du Rhumatisme Monographies,4
Neurology Clinical Practice,4
Journal of Radiation Oncology,4
Journal of the Canadian Association of Gastroenterology,4
Egyptian Journal of Bronchology,4
Nuclear Medicine Communications,4
Physiotherapy Theory and Practice,4
Journal of the American Academy of Child & Adolescent Psychiatry,4
Journal of Kidney Care,4
Journal of Clinical Otolaryngology,4
International Journal of Gastrointestinal Intervention,4
Journal of Basic Microbiology,4
Annals of Global Health,4
Current Urology,4
Urolithiasis,4
LUTS Lower Urinary Tract Symptoms,4
Archives of Osteoporosis,4
Biochimica et Biophysica Acta (BBA) - Reviews on Cancer,4
Advances in Radiation Oncology,4
Journal of Healthcare Engineering,4
Pediatric Rheumatology,4
Experimental Gerontology,4
BMJ Open Gastroenterology,4
Brain and Cognition,4
International Ophthalmology Clinics,4
Vox Sanguinis,4
Cytotherapy,4
Expert Review of Precision Medicine and Drug Development,4
Hematological Oncology,4
Neurochemical Research,4
Health Policy,4
Equine Veterinary Education,4
Australian Prescriber,4
Drug Resistance Updates,4
Bulletin of The Royal College of Surgeons of England,4
Brain Impairment,4
Ageing Research Reviews,4
Journal of Chromatography A,4
Journal of Developmental and Behavioral Pediatrics,4
Molecular and Cellular Biology,4
Ergonomics,4
Seminars in Respiratory and Critical Care Medicine,4
Journal of Medical Imaging,4
Neuro-Oncology,4
Nutrition & Diabetes,4
Neurodegenerative Disease Management,4
Chinese Journal of Cancer Research,4
Critical Care Nurse,4
Theranostics,4
Tissue Engineering Part B Reviews,4
Anesthesiology Research and Practice,4
Journal of Movement Disorders,4
The Open Medical Informatics Journal,4
Journal of Rheumatic Diseases,4
Optometry - Journal of the American Optometric Association,4
Biophysical Chemistry,4
Gastroenterology and hepatology from bed to bench,4
Journal of Hospital Medicine,4
Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),4
Radiology and Oncology,4
Turkish Journal of Surgery,4
Journal of the American Pharmacists Association,4
Revista Argentina de Radiología / Argentinian Journal of Radiology,4
Diabetes & Metabolism Journal,4
Journal of Emergencies Trauma and Shock,4
Child Abuse & Neglect,4
Journal of Animal Science,4
Journal of the Chinese Medical Association,4
The European Journal of Health Economics,4
Microbiology and Molecular Biology Reviews,4
BMJ Supportive & Palliative Care,4
Biological Trace Element Research,4
Inflammation and Regeneration,4
Journal of Applied Biomedicine,4
Viral Immunology,4
Critical Care Nursing Quarterly,4
FEMS Microbiology Reviews,4
Techniques in Vascular and Interventional Radiology,4
Proteome Science,4
Biomedical Physics & Engineering Express,4
Annales Pharmaceutiques Françaises,4
Hand Clinics,4
Ear and Hearing,4
Contemporary Clinical Trials,4
Journal of The Electrochemical Society,4
No To Hattatsu,4
Journal of Molecular Diagnostics,4
JAPANESE JOURNAL OF MICROBIOLOGY,4
Brazilian journal of anesthesiology (Elsevier),4
Egyptian Journal of Forensic Sciences,4
Physician Assistant Clinics,4
Revista Española de Medicina Nuclear e Imagen Molecular,4
Advances in Rheumatology,4
Journal of Nephropathology,4
World Journal of Pediatrics,4
Archives of Dermatological Research,4
Seminars in Thrombosis and Hemostasis,4
BoneKEy Reports,4
Vascular Medicine,4
IEEE Sensors Journal,4
Journal of Interdisciplinary Medicine,4
Biomarkers in Cancer,4
Journal of Molecular Neuroscience,4
Am J Cardiovasc Dis,4
Orthopaedic Journal of Sports Medicine,4
Paediatrics & Child Health,4
Wiener Medizinische Wochenschrift,4
New Journal of Chemistry,4
Sports Health A Multidisciplinary Approach,4
American Journal of Ophthalmology Case Reports,4
Upsala Journal of Medical Sciences,4
"Abstracts of papers, meeting of the Finnish Medical Society",4
Journal of Tissue Engineering and Regenerative Medicine,4
Geburtshilfe und Frauenheilkunde,4
Revista de Gastroenterología de México,4
Bildgebung,4
Research and Practice in Thrombosis and Haemostasis,4
Journal of the Japanese Society of Intensive Care Medicine,4
Revista de Gastroenterología de México (English Edition),4
Occupational Medicine,4
The Journal of Pediatric Pharmacology and Therapeutics,4
The Tohoku Journal of Experimental Medicine,4
Lasers in Surgery and Medicine,4
The Journal of Allergy and Clinical Immunology In Practice,4
Current Cardiovascular Risk Reports,4
Seminars in Pediatric Neurology,4
Journal of Communication Disorders,4
Journal of the Peripheral Nervous System,4
Fetal and Pediatric Pathology,4
BMJ Open Respiratory Research,4
Acta Neuropathologica Communications,4
EXCLI Journal,4
Journal of the National Comprehensive Cancer Network,4
Photochemical & Photobiological Sciences,4
Biopreservation and Biobanking,4
Journal of Health Psychology,4
Gastrointestinal Disorders,4
Archives of Pathology & Laboratory Medicine,4
Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,4
Speech Language and Hearing,4
Clinical and Experimental Emergency Medicine,4
Journal of Gynecologic Oncology,4
Journal of Neurological Surgery Part B Skull Base,4
The International Journal of Tuberculosis and Lung Disease,4
Micromachines,4
Current Radiology Reports,4
Turkish Journal of Emergency Medicine,4
Journal of Medical Radiation Sciences,4
Journal of the American College of Nutrition,4
Journal of Immunotherapy,4
Fractals,4
Frontiers in Cell and Developmental Biology,4
Current Opinion in Hematology,4
Case Reports in Obstetrics and Gynecology,4
The Endocrinologist,4
Journal of Child Psychology and Psychiatry,4
Revista Brasileira de Ginecologia e Obstetrícia,4
Archivum Immunologiae et Therapiae Experimentalis,4
Comparative Immunology Microbiology and Infectious Diseases,4
International Journal of Morphology,4
Journal of Surgical Education,4
The Chinese-German Journal of Clinical Oncology,4
Nature Biotechnology,4
EMC - Tratado de Medicina,4
InFo Neurologie & Psychiatrie,4
Renal Replacement Therapy,4
International Journal of Hyperthermia,4
European Journal of Hospital Pharmacy,4
Experimental and Clinical Transplantation,4
The Open Orthopaedics Journal,4
Indian Journal of Psychological Medicine,4
Journal of the Royal Army Medical Corps,4
JNCI Cancer Spectrum,4
Journal of the Korean Society of Radiology,4
Virology Journal,4
AACE Clinical Case Reports,4
Chromatographia,4
Thrombosis Journal,4
Canadian Journal on Aging / La Revue canadienne du vieillissement,4
PPAR Research,4
neurogenetics,4
Problems of Endocrinology,4
SAGE Open Medicine,4
Tzu Chi Medical Journal,4
Hormones and Cancer,4
Chinese journal of ophthalmology,4
Current Opinion in Genetics & Development,4
Iranian Red Crescent Medical Journal,4
Acta Haematologica,4
European Neuropsychopharmacology,4
BJA Education,4
Biochimie,4
Australian Journal of Primary Health,4
Journal of Gastrointestinal & Digestive System,4
Biochemistry (Moscow),4
International Journal of Pediatrics,4
Clinical Neuropharmacology,4
Journal of Prescribing Practice,4
Scandinavian Journal of Primary Health Care,4
NMR in Biomedicine,4
Environmental Research,4
MUSCULOSKELETAL SURGERY,4
Journal of American Association for Pediatric Ophthalmology and Strabismus,4
Hämostaseologie,4
Drug Development Research,4
Intensive Care Medicine Experimental,4
DNA Repair,4
Lung India,4
Journal of Veterinary Diagnostic Investigation,4
Anais Brasileiros de Dermatologia,4
Pathogens and Global Health,4
British Journal of Diabetes,4
Chinese journal of contemporary pediatrics,4
Chemical Science,4
Nursing and Residential Care,4
Cell Biochemistry and Biophysics,4
American Health & Drug Benefits,4
Sociology of Health & Illness,4
International Journal of Eating Disorders,4
International Journal of Developmental Neuroscience,4
Asian-Australasian Journal of Animal Sciences,4
Nanoscale,4
Journal d imagerie diagnostique et interventionnelle,4
Journal of Renal Injury Prevention,4
Neuroimaging Clinics of North America,4
American Journal of Human Biology,4
Saudi Journal of Anaesthesia,4
Remote Sensing of Environment,4
International Journal of Mass Spectrometry,4
The Annual Review of Pharmacology and Toxicology,4
Journal of Comparative Pathology,4
Chronobiology International,4
Journal for Specialists in Pediatric Nursing,4
Critical Care Nursing Clinics of North America,4
EFSA Journal,4
Critical Reviews in Microbiology,4
BMJ Open Diabetes Research & Care,4
Antibiotics,4
BMJ Open Sport & Exercise Medicine,4
The American Journal of Sports Medicine,4
Lifestyle Genomics,4
Journal of Investigative Medicine High Impact Case Reports,4
Journal of Chemotherapy,4
Journal of Psychiatric Research,4
GE Portuguese Journal of Gastroenterology,4
Informatics in Medicine Unlocked,4
Annals of Noninvasive Electrocardiology,4
Clinical Rehabilitation,4
Frontiers in Nutrition,4
Chinese journal of hepatology,4
Pain Management,4
Genetics,4
Journal of Transcultural Nursing,4
EMC - Tecniche Chirurgiche Addominale,4
Revista Brasileira de Cardiologia Invasiva (English Edition),4
Experimental Dermatology,4
Transportation Research Part F Traffic Psychology and Behaviour,4
Science Advances,4
Neuroepidemiology,4
CNS Neuroscience & Therapeutics,4
Radiation Oncology Journal,4
Journal of Clinical Medicine Research,4
Topics in Spinal Cord Injury Rehabilitation,4
Pulmonary Pharmacology & Therapeutics,4
Neonatal Medicine,4
Veterinary Clinical Pathology,4
Cardiology Research,4
Current Sports Medicine Reports,4
Expert Review of Obstetrics & Gynecology,4
Palliative & Supportive Care,4
Poultry Science,4
Virology,4
Journal of Feline Medicine and Surgery,4
A & A Case Reports,4
Microbiome,4
Cirugía y Cirujanos,4
Molecular Biology of the Cell,4
Frontiers in Surgery,4
Revista Española de Cirugía Oral y Maxilofacial,4
Journal of Radiation Research,4
JACC Basic to Translational Science,4
