year,publisher,id,issn,journal.id,journal.title
2015,Trans Tech Publications,pub.1071999669,"['1660-9336', '1662-7482']",jour.1136876,Applied Mechanics and Materials
2015,Elsevier,pub.1020021888,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2015,Elsevier,pub.1021817472,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2015,Elsevier,pub.1016441677,"['0925-3467', '1873-1252']",jour.1129454,Optical Materials
2015,Elsevier,pub.1009869987,"['1005-0302', '1941-1162']",jour.1053018,Journal of Materials Science & Technology
2015,Elsevier,pub.1011240991,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2015,Elsevier,pub.1021227639,"['0079-6425', '1873-2208']",jour.1045007,Progress in Materials Science
2015,Elsevier,pub.1020481118,"['0264-1275', '1873-4197']",jour.1031136,Materials & Design
2015,Cambridge University Press (CUP),pub.1009304056,"['0884-2914', '2044-5326']",jour.1357547,Journal of Materials Research
2015,MDPI,pub.1052530868,"['1454-5101', '2076-3417']",jour.1050217,Applied Sciences
2015,IOP Publishing,pub.1028027318,"['1758-5082', '1758-5090']",jour.1042768,Biofabrication
2015,Taylor & Francis,pub.1018697930,"['1042-6914', '1532-2475']",jour.1128665,Materials and Manufacturing Processes
2015,SAGE Publications,pub.1063888011,"['0954-4100', '2041-3025']",jour.1026240,Proceedings of the Institution of Mechanical Engineers Part G Journal of Aerospace Engineering
2015,Springer Nature,pub.1023438180,"['1073-5623', '1543-1940']",jour.1136292,Metallurgical and Materials Transactions A
2015,Elsevier,pub.1019292339,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,Elsevier,pub.1044017208,"['2212-4403', '2212-4411']",jour.1017863,Oral Surgery Oral Medicine Oral Pathology and Oral Radiology
2015,Elsevier,pub.1017887403,"['2090-1232', '2090-1224']",jour.1044401,Journal of Advanced Research
2015,Mary Ann Liebert,pub.1059216188,"['2329-7662', '2329-7670']",jour.1051240,3D Printing and Additive Manufacturing
2015,SAGE Publications,pub.1063883039,"['0954-4054', '2041-2975', '2041-1975']",jour.1053335,Proceedings of the Institution of Mechanical Engineers Part B Journal of Engineering Manufacture
2015,Springer Nature,pub.1009668229,"['0014-4851', '1741-2765']",jour.1039819,Experimental Mechanics
2015,Elsevier,pub.1002269501,"['1005-0302', '1941-1162']",jour.1053018,Journal of Materials Science & Technology
2015,Elsevier,pub.1032404894,"['0079-6727', '1873-1627']",jour.1142474,Progress in Quantum Electronics
2015,Elsevier,pub.1041762862,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2015,"SPIE, the international society for optics and photonics",pub.1098837146,"['0277-786X', '1996-756X', '0277786x']",jour.1312104,Proceedings of SPIE
2015,The Optical Society,pub.1052052004,['1094-4087'],jour.1030495,Optics Express
2015,IOP Publishing,pub.1028802674,"['0022-3727', '1361-6463']",jour.1054347,Journal of Physics D
2015,Stellenbosch University,pub.1073637297,"['1012-277X', '2224-7890']",jour.1140363,The South African Journal of Industrial Engineering
2015,Elsevier,pub.1045039722,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Elsevier,pub.1033928769,"['0167-9317', '1873-5568']",jour.1044682,Microelectronic Engineering
2015,Elsevier,pub.1008442998,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,AIP Publishing,pub.1058094900,"['1070-664X', '1089-7674']",jour.1312263,Physics of Plasmas
2015,Elsevier,pub.1036013712,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Elsevier,pub.1050492307,"['0257-8972', '1879-3347']",jour.1044557,Surface and Coatings Technology
2015,Elsevier,pub.1021471810,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Laser Institute of America,pub.1070755849,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Elsevier,pub.1036589023,"['0890-6955', '1879-2170']",jour.1137254,International Journal of Machine Tools and Manufacture
2015,Elsevier,pub.1045141104,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,Elsevier,pub.1044338523,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,Springer Nature,pub.1033363482,"['1073-5623', '1543-1940']",jour.1136292,Metallurgical and Materials Transactions A
2015,Elsevier,pub.1014768824,"['0169-4332', '1873-5584']",jour.1038686,Applied Surface Science
2015,Wiley,pub.1011902937,"['0005-9900', '1437-1006']",jour.1137085,Beton- und Stahlbetonbau
2015,Elsevier,pub.1012675833,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,Springer Nature,pub.1050627890,"['0268-8921', '1435-604X']",jour.1096630,Lasers in Medical Science
2015,Institute of Electrical and Electronics Engineers (IEEE),pub.1061769786,"['0093-3813', '1939-9375']",jour.1031080,IEEE Transactions on Plasma Science
2015,Springer Nature,pub.1008648684,"['0268-8921', '1435-604X']",jour.1096630,Lasers in Medical Science
2015,Elsevier,pub.1028209679,"['0040-1625', '1873-5509']",jour.1027537,Technological Forecasting and Social Change
2015,Springer Nature,pub.1001749688,"['0944-6524', '1863-7353']",jour.1136430,Production Engineering
2015,Elsevier,pub.1043089648,"['0928-4931', '1873-0191']",jour.1040557,Materials Science and Engineering C
2015,Springer Nature,pub.1010333718,"['0944-6524', '1863-7353']",jour.1136430,Production Engineering
2015,"SPIE, the international society for optics and photonics",pub.1041834126,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,The Optical Society,pub.1065237855,"['0146-9592', '1539-4794']",jour.1087001,Optics Letters
2015,"SPIE, the international society for optics and photonics",pub.1047093925,"['1083-3668', '1560-2281']",jour.1115330,Journal of Biomedical Optics
2015,The Optical Society,pub.1026576616,['1094-4087'],jour.1030495,Optics Express
2015,Taylor & Francis,pub.1049080876,"['0570-4928', '1520-569X']",jour.1053478,Applied Spectroscopy Reviews
2015,Springer Nature,pub.1028413111,"['1960-6206', '1960-6214']",jour.1136846,International Journal of Material Forming
2015,Wiley,pub.1049098527,"['0002-7820', '1551-2916']",jour.1041745,Journal of the American Ceramic Society
2015,Elsevier,pub.1052012102,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,Wiley,pub.1038750569,"['0933-5137', '1521-4052']",jour.1035316,Materialwissenschaft und Werkstofftechnik
2015,Mary Ann Liebert,pub.1059306989,"['1549-5418', '1557-8089', '1557-8550']",jour.1094497,Photobiomodulation Photomedicine and Laser Surgery
2015,Wiley,pub.1053151422,"['0933-5137', '1521-4052']",jour.1035316,Materialwissenschaft und Werkstofftechnik
2015,Springer Nature,pub.1002654013,"['0268-8921', '1435-604X']",jour.1096630,Lasers in Medical Science
2015,Elsevier,pub.1033406127,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2015,Elsevier,pub.1049344167,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Elsevier,pub.1014421048,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Wiley,pub.1047427401,"['0001-1541', '1547-5905']",jour.1123338,AIChE Journal
2015,"SPIE, the international society for optics and photonics",pub.1015970922,"['0091-3286', '1560-2303']",jour.1122763,Optical Engineering
2015,Taylor & Francis,pub.1023902685,"['1468-6996', '1878-5514']",jour.1048844,Science and Technology of Advanced Materials
2015,"SPIE, the international society for optics and photonics",pub.1099008696,"['0277-786X', '1996-756X', '0277786x']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1020813773,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,The Optical Society,pub.1065207706,['1094-4087'],jour.1030495,Optics Express
2015,Institution of Engineering and Technology (IET),pub.1056833118,"['1751-8768', '1751-8776']",jour.1141627,IET Optoelectronics
2015,The Optical Society,pub.1065237641,"['0146-9592', '1539-4794']",jour.1087001,Optics Letters
2015,Elsevier,pub.1024060888,"['0167-9317', '1873-5568']",jour.1044682,Microelectronic Engineering
2015,Elsevier,pub.1046588469,['0261-3069'],jour.1328589,Materials & Design
2015,Wiley,pub.1045851704,"['1932-6254', '1932-7005']",jour.1038739,Journal of Tissue Engineering and Regenerative Medicine
2015,Elsevier,pub.1048481935,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Springer Nature,pub.1039029045,"['1085-9195', '1559-0283']",jour.1090910,Cell Biochemistry and Biophysics
2015,Springer Nature,pub.1016731185,"['0170-6012', '1432-122X']",jour.1136716,Informatik Spektrum
2015,Springer Nature,pub.1004668434,"['2095-0233', '2095-0241']",jour.1136659,Frontiers of Mechanical Engineering
2015,Taylor & Francis,pub.1052390558,"['0267-0836', '1743-2847']",jour.1327850,Materials Science and Technology
2015,Elsevier,pub.1037016964,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,Elsevier,pub.1031293094,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Elsevier,pub.1019045958,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2015,Taylor & Francis,pub.1003005528,"['0267-0836', '1743-2847']",jour.1327850,Materials Science and Technology
2015,Elsevier,pub.1045554760,"['1359-6454', '1873-2453']",jour.1039813,Acta Materialia
2015,Elsevier,pub.1013696701,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,FapUNIFESP (SciELO),pub.1005988211,"['0104-9224', '1980-6973']",jour.1143003,Soldagem & Inspeção
2015,Elsevier,pub.1041989837,"['0257-8972', '1879-3347']",jour.1044557,Surface and Coatings Technology
2015,SAGE Publications,pub.1063623142,"['0021-9983', '1530-793X']",jour.1041779,Journal of Composite Materials
2015,"SPIE, the international society for optics and photonics",pub.1010120418,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,The Optical Society,pub.1065132090,"['0003-6935', '1539-4522', '1559-128x']",jour.1327376,Applied Optics
2015,"SPIE, the international society for optics and photonics",pub.1038575833,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,The Optical Society,pub.1065237617,"['0146-9592', '1539-4794']",jour.1087001,Optics Letters
2015,"SPIE, the international society for optics and photonics",pub.1014707695,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1042649621,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,Laser Institute of America,pub.1070755840,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Elsevier,pub.1008888697,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,Elsevier,pub.1031706399,"['1359-6462', '1872-8456']",jour.1039309,Scripta Materialia
2015,Elsevier,pub.1037496396,"['0263-2241', '1873-412X']",jour.1052495,Measurement
2015,Elsevier,pub.1008505447,"['1755-5817', '1878-0016']",jour.1141794,CIRP Journal of Manufacturing Science and Technology
2015,Springer Nature,pub.1048225022,"['1011-8861', '1226-4865', '1738-494x', '1976-3824']",jour.1295111,Journal of Mechanical Science and Technology
2015,Springer Nature,pub.1045120839,"['0043-2288', '1878-6669']",jour.1136492,Welding in the World
2015,Springer Nature,pub.1007767586,"['0268-8921', '1435-604X']",jour.1096630,Lasers in Medical Science
2015,The Optical Society,pub.1032510044,['1094-4087'],jour.1030495,Optics Express
2015,The Optical Society,pub.1028516452,['1094-4087'],jour.1030495,Optics Express
2015,Institution of Engineering and Technology (IET),pub.1056833132,"['1751-8768', '1751-8776']",jour.1141627,IET Optoelectronics
2015,ASME International,pub.1062154236,"['1087-1357', '1528-8935']",jour.1137193,Journal of Manufacturing Science and Engineering
2015,Springer Nature,pub.1009515307,"['0268-8921', '1435-604X']",jour.1096630,Lasers in Medical Science
2015,Trans Tech Publications,pub.1071996219,"['1660-9336', '1662-7482']",jour.1136876,Applied Mechanics and Materials
2015,Elsevier,pub.1035742521,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2015,Elsevier,pub.1031928532,"['1359-6454', '1873-2453']",jour.1039813,Acta Materialia
2015,Elsevier,pub.1029914618,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2015,Elsevier,pub.1007182222,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2015,Springer Nature,pub.1023259445,"['0947-8396', '1432-0630']",jour.1022207,Applied Physics A
2015,Springer Nature,pub.1010219062,"['1073-5615', '1543-1916']",jour.1136775,Metallurgical and Materials Transactions B
2015,The Korea Academia-Industrial Cooperation Society,pub.1004182856,['1975-4701'],jour.1137112,Journal of the Korea Academia-Industrial cooperation Society
2015,"SPIE, the international society for optics and photonics",pub.1027159603,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,AIP Publishing,pub.1007437226,"['0021-8979', '1089-7550']",jour.1077136,Journal of Applied Physics
2015,"SPIE, the international society for optics and photonics",pub.1001019137,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,Emerald,pub.1047583706,"['1355-2546', '1758-7670']",jour.1052037,Rapid Prototyping Journal
2015,Emerald,pub.1011794863,"['1355-2546', '1758-7670']",jour.1052037,Rapid Prototyping Journal
2015,"SPIE, the international society for optics and photonics",pub.1002989620,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1049282843,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,Emerald,pub.1000548905,"['1355-2546', '1758-7670']",jour.1052037,Rapid Prototyping Journal
2015,"SPIE, the international society for optics and photonics",pub.1006712378,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1000922114,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,Stellenbosch University,pub.1073637271,"['1012-277X', '2224-7890']",jour.1140363,The South African Journal of Industrial Engineering
2015,"SPIE, the international society for optics and photonics",pub.1014851092,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1022970107,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1009382357,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1039380819,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,MDPI,pub.1017188417,"['1424-8220', '1424-8239']",jour.1033312,Sensors
2015,"SPIE, the international society for optics and photonics",pub.1001788783,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1019771245,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1002398386,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1033446130,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1014482221,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1003733785,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1016406641,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1007375654,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1014333857,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1032791297,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1011299784,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,The Optical Society,pub.1065131677,"['0003-6935', '1539-4522', '1559-128x', '2155-3165']",jour.1327376,Applied Optics
2015,"Rubber Division, ACS",pub.1003703543,"['0035-9475', '1943-4804']",jour.1137020,Rubber Chemistry and Technology
2015,Springer Nature,pub.1008145427,"['1047-4838', '1543-1851']",jour.1042541,JOM
2015,Elsevier,pub.1051707427,"['0143-8166', '1873-0302']",jour.1038957,Optics and Lasers in Engineering
2015,Wiley,pub.1003146508,"['0044-2267', '1521-4001']",jour.1297147,ZAMM ‐ Journal of Applied Mathematics and Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik
2015,Springer Nature,pub.1022394291,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2015,Springer Nature,pub.1048518084,"['1047-4838', '1543-1851']",jour.1042541,JOM
2015,Wiley,pub.1008568272,"['1438-1656', '1527-2648']",jour.1043951,Advanced Engineering Materials
2015,AIP Publishing,pub.1048121892,"['0034-6748', '1089-7623']",jour.1018818,Review of Scientific Instruments
2015,Springer Nature,pub.1032112600,"['0946-2171', '1432-0649']",jour.1312262,Applied Physics B
2015,Elsevier,pub.1013365438,"['0143-8166', '1873-0302']",jour.1038957,Optics and Lasers in Engineering
2015,Elsevier,pub.1005333437,"['1359-8368', '1879-1069']",jour.1137177,Composites Part B Engineering
2015,Elsevier,pub.1020985739,"['0272-8842', '1873-3956']",jour.1051522,Ceramics International
2015,Springer Nature,pub.1028107477,"['1087-0156', '1546-1696']",jour.1115214,Nature Biotechnology
2015,Wiley,pub.1018376972,"['1438-1656', '1527-2648']",jour.1043951,Advanced Engineering Materials
2015,Elsevier,pub.1003079737,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2015,Wiley,pub.1039126494,"['1863-8880', '1863-8899']",jour.1041981,Laser & Photonics Review
2015,Springer Nature,pub.1037726157,"['1047-4838', '1543-1851']",jour.1042541,JOM
2015,Elsevier,pub.1033785401,"['0927-0248', '1879-3398']",jour.1052512,Solar Energy Materials and Solar Cells
2015,The Optical Society,pub.1015891827,['1094-4087'],jour.1030495,Optics Express
2015,"SPIE, the international society for optics and photonics",pub.1011089358,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,"SPIE, the international society for optics and photonics",pub.1015358789,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2015,American Chemical Society (ACS),pub.1055146920,"['1944-8244', '1944-8252']",jour.1041450,ACS Applied Materials & Interfaces
2015,Japan Society of Applied Physics,pub.1073839470,"['0021-4922', '1347-4065']",jour.1312269,Japanese Journal of Applied Physics
2015,Elsevier,pub.1036540341,"['1359-6454', '1873-2453']",jour.1039813,Acta Materialia
2015,Laser Institute of America,pub.1070755738,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Laser Institute of America,pub.1070755807,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Laser Institute of America,pub.1070755829,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Laser Institute of America,pub.1070755837,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Laser Institute of America,pub.1070755820,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Elsevier,pub.1040554685,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Springer Nature,pub.1000737629,"['0944-6524', '1863-7353']",jour.1136430,Production Engineering
2015,Laser Institute of America,pub.1070755826,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Wiley,pub.1047343125,"['0003-3146', '1522-9505', '1439-2054']",jour.1008963,Macromolecular Materials and Engineering
2015,Laser Institute of America,pub.1070755814,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Elsevier,pub.1028611452,"['1359-6462', '1872-8456']",jour.1039309,Scripta Materialia
2015,Laser Institute of America,pub.1070755816,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Institute of Electrical and Electronics Engineers (IEEE),pub.1049437399,"['1943-0647', '1943-0655']",jour.1043932,IEEE Photonics Journal
2015,Springer Nature,pub.1025756777,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2015,Springer Nature,pub.1046515159,"['0268-8921', '1435-604X']",jour.1096630,Lasers in Medical Science
2015,Laser Institute of America,pub.1070755771,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2015,Elsevier,pub.1027237994,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,IOP Publishing,pub.1035250859,"['0022-3727', '1361-6463']",jour.1054347,Journal of Physics D
2015,The Optical Society,pub.1032748545,['1094-4087'],jour.1030495,Optics Express
2015,Emerald,pub.1001128053,"['1355-2546', '1758-7670']",jour.1052037,Rapid Prototyping Journal
2015,The Optical Society,pub.1034678621,['2156-7085'],jour.1044173,Biomedical Optics Express
2015,IOP Publishing,pub.1059146002,"['1612-2011', '1612-202X']",jour.1046926,Laser Physics Letters
2015,Wiley,pub.1021152779,"['1546-542X', '1744-7402']",jour.1138142,International Journal of Applied Ceramic Technology
2015,Elsevier,pub.1007776393,"['0959-6526', '1879-1786']",jour.1044002,Journal of Cleaner Production
2015,Elsevier,pub.1042139458,"['0017-9310', '1879-2189']",jour.1327455,International Journal of Heat and Mass Transfer
2015,Elsevier,pub.1024046954,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2015,Springer Nature,pub.1013169037,"['0957-4530', '1573-4838']",jour.1100668,Journal of Materials Science: Materials in Medicine
2015,Elsevier,pub.1051511005,"['0257-8972', '1879-3347']",jour.1044557,Surface and Coatings Technology
2015,Springer Nature,pub.1022321157,"['2234-7593', '2005-4602']",jour.1135952,International Journal of Precision Engineering and Manufacturing
2015,Elsevier,pub.1000400911,"['0264-1275', '1873-4197', '0261-3069']",jour.1031136,Materials & Design
2015,Institute of Electrical and Electronics Engineers (IEEE),pub.1006746963,"['1077-260X', '1558-4542']",jour.1033570,IEEE Journal of Selected Topics in Quantum Electronics
2015,Elsevier,pub.1043255937,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2015,Elsevier,pub.1034924424,"['1359-6462', '1872-8456']",jour.1039309,Scripta Materialia
2015,Institute of Electrical and Electronics Engineers (IEEE),pub.1061337024,"['1077-260X', '1558-4542']",jour.1033570,IEEE Journal of Selected Topics in Quantum Electronics
2015,Elsevier,pub.1027251090,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2015,Elsevier,pub.1010234395,"['0264-1275', '1873-4197', '0261-3069']",jour.1031136,Materials & Design
2015,Elsevier,pub.1048704687,"['1526-6125', '2212-4616']",jour.1320081,Journal of Manufacturing Processes
2015,Elsevier,pub.1017078803,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Elsevier,pub.1033103685,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Elsevier,pub.1012423556,"['0928-4931', '1873-0191']",jour.1040557,Materials Science and Engineering C
2015,Elsevier,pub.1051994736,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2015,Elsevier,pub.1031165341,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2015,Royal Society of Chemistry (RSC),pub.1026637388,"['0267-9477', '1364-5544']",jour.1096405,Journal of Analytical Atomic Spectrometry
2015,Royal Society of Chemistry (RSC),pub.1031742986,['2046-2069'],jour.1046724,RSC Advances
2015,Elsevier,pub.1004474539,"['1875-3884', '1875-3892']",jour.1044218,Physics Procedia
2015,Hindawi,pub.1040122351,"['2314-6133', '2314-6141']",jour.1047896,BioMed Research International
2015,Japan Society of Mechanical Engineers,pub.1086896490,['2424-3086'],jour.1298034,Proceedings of International Conference on Leading Edge Manufacturing in 21st century LEM21
2015,Japan Institute of Metals,pub.1029250429,"['0916-1821', '1345-9678', '1347-5320']",jour.1136959,Materials Transactions
2015,OMICS International,pub.1051438744,['2168-9806'],jour.1149385,Journal of Powder Metallurgy and Mining
2015,Hindawi,pub.1048393402,"['1741-427X', '1741-4288']",jour.1033735,Evidence-based Complementary and Alternative Medicine
2015,Elsevier,pub.1010305175,"['1875-3884', '1875-3892']",jour.1044218,Physics Procedia
2015,Royal Society of Chemistry (RSC),pub.1004432598,"['0267-9477', '1364-5544']",jour.1096405,Journal of Analytical Atomic Spectrometry
2015,Elsevier,pub.1034500889,"['1875-3884', '1875-3892']",jour.1044218,Physics Procedia
2015,Royal Society of Chemistry (RSC),pub.1049250565,"['1759-9660', '1759-9679']",jour.1042552,Analytical Methods
2015,Elsevier,pub.1047589773,['2212-0173'],jour.1137561,Procedia Technology
2015,Hindawi,pub.1045280979,"['2090-9063', '2090-9071']",jour.1047360,Journal of Chemistry
2015,Royal Society of Chemistry (RSC),pub.1021354003,"['0267-9477', '1364-5544']",jour.1096405,Journal of Analytical Atomic Spectrometry
2015,Elsevier,pub.1024290077,"['1875-3884', '1875-3892']",jour.1044218,Physics Procedia
2015,Elsevier,pub.1004561617,['2212-8271'],jour.1137294,Procedia CIRP
2015,Royal Society of Chemistry (RSC),pub.1026877604,"['0267-9477', '1364-5544']",jour.1096405,Journal of Analytical Atomic Spectrometry
2015,EDP Sciences,pub.1057044665,"['2271-3646', '2271-3654']",jour.1146856,Metallurgical Research & Technology
2015,EDP Sciences,pub.1056965088,"['2101-6275', '2100-014X']",jour.1136993,EPJ Web of Conferences
2014,"SPIE, the international society for optics and photonics",pub.1048599075,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2014,MDPI,pub.1038139767,['2075-1702'],jour.1150639,Machines
2014,The Optical Society,pub.1065236759,"['0146-9592', '1539-4794']",jour.1087001,Optics Letters
2014,The Optical Society,pub.1049219849,"['0146-9592', '1539-4794']",jour.1087001,Optics Letters
2014,"SPIE, the international society for optics and photonics",pub.1041921841,"['0277-786X', '1996-756X']",jour.1312104,Proceedings of SPIE
2014,ASME International,pub.1062153842,"['1087-1357', '1528-8935']",jour.1137193,Journal of Manufacturing Science and Engineering
2014,ASME International,pub.1062153851,"['1087-1357', '1528-8935']",jour.1137193,Journal of Manufacturing Science and Engineering
2014,The Optical Society,pub.1065236690,"['0146-9592', '1539-4794']",jour.1087001,Optics Letters
2014,ASME International,pub.1062153931,"['1087-1357', '1528-8935']",jour.1137193,Journal of Manufacturing Science and Engineering
2014,Springer Nature,pub.1006644214,"['2192-9262', '2192-9270']",jour.1136434,"Metallography, Microstructure, and Analysis"
2014,Elsevier,pub.1047692343,"['0022-3913', '1097-6841']",jour.1017849,Journal of Prosthetic Dentistry
2014,Elsevier,pub.1020292858,"['0012-8252', '1872-6828']",jour.1052623,Earth-Science Reviews
2014,Springer Nature,pub.1030622016,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2014,Elsevier,pub.1044781116,"['1010-5182', '1878-4119']",jour.1016873,Journal of Cranio-Maxillofacial Surgery
2014,Wiley,pub.1022339488,"['1478-5951', '1478-596X']",jour.1035542,International Journal of Medical Robotics and Computer Assisted Surgery
2014,Elsevier,pub.1033880100,"['0272-8842', '1873-3956']",jour.1051522,Ceramics International
2014,Elsevier,pub.1043890497,"['0955-2219', '1873-619X']",jour.1284287,Journal of the European Ceramic Society
2014,Elsevier,pub.1043562767,"['0257-8972', '1879-3347']",jour.1044557,Surface and Coatings Technology
2014,Taylor & Francis,pub.1023206285,"['1364-0461', '1743-1336']",jour.1139835,International Journal of Cast Metals Research
