year,journal.id,journal.title,total,total_year
2019,jour.1297427,Clinical and Experimental Ophthalmology,13,4
2018,jour.1297427,Clinical and Experimental Ophthalmology,13,4
2019,jour.1097694,Brain Behavior and Immunity,13,4
2018,jour.1097694,Brain Behavior and Immunity,13,4
2018,jour.1294812,Scandinavian Journal of Public Health,13,7
2020,jour.1084650,Drug and Alcohol Dependence,13,2
2020,jour.1019594,Thorax,13,2
2019,jour.1105433,Human Brain Mapping,13,4
2018,jour.1105433,Human Brain Mapping,13,7
2018,jour.1019594,Thorax,13,5
2019,jour.1017004,American Heart Journal,13,4
2019,jour.1016949,Acta Psychiatrica Scandinavica,13,6
2020,jour.1294812,Scandinavian Journal of Public Health,13,3
2020,jour.1105433,Human Brain Mapping,13,2
2018,jour.1036748,European Urology Supplements,13,7
2019,jour.1297370,Rheumatology,13,3
2019,jour.1036748,European Urology Supplements,13,6
2019,jour.1294896,Clinical Chemistry and Laboratory Medicine,13,1
2019,jour.1000907,Addiction,13,5
2019,jour.1017409,Clinical Pharmacology & Therapeutics,13,5
2019,jour.1019594,Thorax,13,6
2019,jour.1084650,Drug and Alcohol Dependence,13,5
2018,jour.1084650,Drug and Alcohol Dependence,13,6
2018,jour.1297370,Rheumatology,13,8
2020,jour.1097694,Brain Behavior and Immunity,13,5
2020,jour.1017409,Clinical Pharmacology & Therapeutics,13,4
2020,jour.1284453,Nature Human Behaviour,13,2
2019,jour.1284453,Nature Human Behaviour,13,6
2020,jour.1297370,Rheumatology,13,2
2020,jour.1297427,Clinical and Experimental Ophthalmology,13,5
2020,jour.1294896,Clinical Chemistry and Laboratory Medicine,13,4
2018,jour.1017409,Clinical Pharmacology & Therapeutics,13,4
2018,jour.1294896,Clinical Chemistry and Laboratory Medicine,13,8
2020,jour.1000907,Addiction,13,4
2019,jour.1023607,Nature Reviews Genetics,13,6
2018,jour.1000907,Addiction,13,4
2020,jour.1016949,Acta Psychiatrica Scandinavica,13,2
2018,jour.1284453,Nature Human Behaviour,13,5
2018,jour.1016949,Acta Psychiatrica Scandinavica,13,5
2020,jour.1093917,Hepatology,13,7
2018,jour.1017004,American Heart Journal,13,9
2020,jour.1008525,Acta Diabetologica,12,2
2020,jour.1298113,International Journal for Population Data Science,12,1
2019,jour.1047619,Cancer Medicine,12,3
2019,jour.1044605,Genes,12,5
2019,jour.1023786,BMC Bioinformatics,12,6
2019,jour.1048227,Molecular Metabolism,12,4
2018,jour.1022778,Nature Immunology,12,2
2019,jour.1033763,Nature Methods,12,3
2018,jour.1033763,Nature Methods,12,6
2020,jour.1044865,Frontiers in Endocrinology,12,1
2018,jour.1098485,Neuron,12,6
2020,jour.1044605,Genes,12,2
2019,jour.1098485,Neuron,12,6
2019,jour.1044865,Frontiers in Endocrinology,12,6
2019,jour.1008525,Acta Diabetologica,12,2
2019,jour.1021923,Familial Cancer,12,1
2019,jour.1327770,Cerebral Cortex,12,7
2020,jour.1048227,Molecular Metabolism,12,2
2019,jour.1022778,Nature Immunology,12,9
2019,jour.1013962,Clinical Genetics,12,6
2018,jour.1044865,Frontiers in Endocrinology,12,5
2019,jour.1047255,JAMA Ophthalmology,12,6
2019,jour.1298113,International Journal for Population Data Science,12,3
2020,jour.1022778,Nature Immunology,12,1
2018,jour.1327770,Cerebral Cortex,12,1
2018,jour.1013962,Clinical Genetics,12,6
2019,jour.1043541,Clinical Epidemiology,12,3
2018,jour.1043541,Clinical Epidemiology,12,9
2018,jour.1047619,Cancer Medicine,12,8
2020,jour.1047255,JAMA Ophthalmology,12,1
2020,jour.1101544,Current Opinion in Genetics & Development,12,1
2018,jour.1119333,Nicotine & Tobacco Research,12,6
2018,jour.1048227,Molecular Metabolism,12,6
2018,jour.1023786,BMC Bioinformatics,12,5
2018,jour.1101544,Current Opinion in Genetics & Development,12,11
2018,jour.1021923,Familial Cancer,12,9
2019,jour.1119333,Nicotine & Tobacco Research,12,6
2018,jour.1008525,Acta Diabetologica,12,8
2020,jour.1023786,BMC Bioinformatics,12,1
2020,jour.1033763,Nature Methods,12,3
2018,jour.1298113,International Journal for Population Data Science,12,8
2018,jour.1047255,JAMA Ophthalmology,12,5
2020,jour.1021923,Familial Cancer,12,2
2018,jour.1044605,Genes,12,5
2020,jour.1327770,Cerebral Cortex,12,4
2020,jour.1047619,Cancer Medicine,12,1
2019,jour.1116984,Depression and Anxiety,11,4
2018,jour.1298501,JCO Precision Oncology,11,5
2020,jour.1092853,Cephalalgia,11,3
2018,jour.1345647,JMIR Preprints,11,4
2020,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,11,2
2018,jour.1119273,Physiological Genomics,11,7
2018,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,11,4
2019,jour.1298501,JCO Precision Oncology,11,3
2020,jour.1019073,Acta Neuropathologica,11,3
2020,jour.1031925,Environmental Health Perspectives,11,3
2020,jour.1116984,Depression and Anxiety,11,3
2019,jour.1050678,Scientific Data,11,3
2018,jour.1019073,Acta Neuropathologica,11,4
2019,jour.1101576,International Journal of Gynecological Cancer,11,9
2018,jour.1031925,Environmental Health Perspectives,11,3
2020,jour.1030059,Cancer Cell,11,2
2019,jour.1297438,Archives of Cardiovascular Diseases,11,4
2020,jour.1119273,Physiological Genomics,11,1
2018,jour.1017827,Journal of Psychosomatic Research,11,4
2018,jour.1050678,Scientific Data,11,7
2019,jour.1047740,NeuroImage Clinical,11,4
2019,jour.1024947,BMC Medical Genetics,11,2
2018,jour.1047740,NeuroImage Clinical,11,3
2019,jour.1289120,European Radiology,11,4
2018,jour.1029963,Journal of Proteome Research,11,7
2018,jour.1044398,Frontiers in Neurology,11,4
2018,jour.1024947,BMC Medical Genetics,11,8
2020,jour.1298501,JCO Precision Oncology,11,3
2020,jour.1047740,NeuroImage Clinical,11,4
2019,jour.1019073,Acta Neuropathologica,11,4
2019,jour.1119273,Physiological Genomics,11,3
2019,jour.1101964,Genome Research,11,3
2020,jour.1297438,Archives of Cardiovascular Diseases,11,2
2019,jour.1029963,Journal of Proteome Research,11,4
2018,jour.1101964,Genome Research,11,6
2019,jour.1044398,Frontiers in Neurology,11,7
2020,jour.1017622,Genetics,11,1
2019,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,11,5
2018,jour.1116984,Depression and Anxiety,11,4
2020,jour.1289120,European Radiology,11,1
2019,jour.1017622,Genetics,11,6
2018,jour.1030059,Cancer Cell,11,6
2018,jour.1092853,Cephalalgia,11,5
2020,jour.1101576,International Journal of Gynecological Cancer,11,2
2019,jour.1345647,JMIR Preprints,11,7
2019,jour.1092853,Cephalalgia,11,3
2018,jour.1017622,Genetics,11,4
2020,jour.1050678,Scientific Data,11,1
2018,jour.1289120,European Radiology,11,6
2020,jour.1101964,Genome Research,11,2
2018,jour.1297438,Archives of Cardiovascular Diseases,11,5
2020,jour.1024947,BMC Medical Genetics,11,1
2019,jour.1031925,Environmental Health Perspectives,11,5
2019,jour.1030059,Cancer Cell,11,3
2019,jour.1017827,Journal of Psychosomatic Research,11,5
2020,jour.1017827,Journal of Psychosomatic Research,11,2
2019,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,10,3
2020,jour.1090630,Psychiatry Research,10,1
2020,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,10,3
2018,jour.1024957,BMC Musculoskeletal Disorders,10,3
2019,jour.1030078,Aging Cell,10,4
2020,jour.1024957,BMC Musculoskeletal Disorders,10,2
2019,jour.1024957,BMC Musculoskeletal Disorders,10,5
2018,jour.1028874,International Journal of Molecular Sciences,10,5
2019,jour.1095679,Diabetes Research and Clinical Practice,10,5
2019,jour.1094728,Radiotherapy and Oncology,10,7
2019,jour.1047815,Endocrine Connections,10,6
2018,jour.1046460,Metabolites,10,1
2020,jour.1021359,European Heart Journal - Cardiovascular Imaging,10,2
2018,jour.1009646,Molecular Genetics and Metabolism,10,2
2019,jour.1090630,Psychiatry Research,10,4
2019,jour.1009646,Molecular Genetics and Metabolism,10,4
2018,jour.1030078,Aging Cell,10,2
2018,jour.1090630,Psychiatry Research,10,5
2018,jour.1095679,Diabetes Research and Clinical Practice,10,4
2018,jour.1294984,Journal of Human Genetics,10,4
2019,jour.1046460,Metabolites,10,9
2019,jour.1084078,Pain,10,5
2019,jour.1017064,Arthritis & Rheumatology,10,2
2020,jour.1017064,Arthritis & Rheumatology,10,3
2020,jour.1017574,Cancer,10,5
2019,jour.1052971,Journal of Global Oncology,10,4
2018,jour.1084078,Pain,10,4
2020,jour.1009646,Molecular Genetics and Metabolism,10,4
2018,jour.1041454,Science Translational Medicine,10,7
2020,jour.1294984,Journal of Human Genetics,10,2
2019,jour.1371252,RöFo,10,3
2019,jour.1041454,Science Translational Medicine,10,3
2018,jour.1052971,Journal of Global Oncology,10,6
2018,jour.1017064,Arthritis & Rheumatology,10,5
2019,jour.1021359,European Heart Journal - Cardiovascular Imaging,10,7
2019,jour.1028874,International Journal of Molecular Sciences,10,5
2020,jour.1032465,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,10,7
2020,jour.1030078,Aging Cell,10,4
2020,jour.1047815,Endocrine Connections,10,3
2018,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,10,4
2019,jour.1294984,Journal of Human Genetics,10,4
2020,jour.1371252,RöFo,10,1
2019,jour.1017574,Cancer,10,5
2018,jour.1094728,Radiotherapy and Oncology,10,3
2018,jour.1032465,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,10,3
2020,jour.1095679,Diabetes Research and Clinical Practice,10,1
2018,jour.1047815,Endocrine Connections,10,1
2018,jour.1021359,European Heart Journal - Cardiovascular Imaging,10,1
2020,jour.1084078,Pain,10,1
2018,jour.1371252,RöFo,10,6
2019,jour.1284215,Bipolar Disorders,9,4
2019,jour.1089909,Journal of the American Academy of Dermatology,9,3
2019,jour.1099274,Annals of Medicine,9,5
2019,jour.1048878,Microbiome,9,2
2018,jour.1015319,Kidney International,9,4
2018,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,9,5
2020,jour.1019809,The American Journal of Gastroenterology,9,3
2019,jour.1043709,Molecular Autism,9,5
2020,jour.1050736,BMJ Open Diabetes Research & Care,9,4
2019,jour.1016940,Acta Ophthalmologica,9,6
2020,jour.1297422,Journal of Clinical Investigation,9,1
2020,jour.1099274,Annals of Medicine,9,1
2020,jour.1020804,EP Europace,9,2
2020,jour.1032051,Journal of Thrombosis and Haemostasis,9,3
2019,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,9,1
2018,jour.1101150,Thyroid,9,2
2019,jour.1019809,The American Journal of Gastroenterology,9,2
2020,jour.1017014,American Journal of Ophthalmology,9,1
2018,jour.1297382,Clinical Research in Cardiology,9,1
2020,jour.1284215,Bipolar Disorders,9,2
2020,jour.1297382,Clinical Research in Cardiology,9,5
2018,jour.1040054,Circulation Arrhythmia and Electrophysiology,9,2
2019,jour.1297422,Journal of Clinical Investigation,9,3
2018,jour.1050736,BMJ Open Diabetes Research & Care,9,2
2018,jour.1294830,Journal of Proteomics,9,1
2019,jour.1040054,Circulation Arrhythmia and Electrophysiology,9,3
2020,jour.1089909,Journal of the American Academy of Dermatology,9,2
2018,jour.1099274,Annals of Medicine,9,3
2018,jour.1019809,The American Journal of Gastroenterology,9,4
2020,jour.1088601,Maturitas,9,1
2018,jour.1020804,EP Europace,9,7
2018,jour.1284215,Bipolar Disorders,9,3
2019,jour.1313388,Annals of Clinical and Translational Neurology,9,4
2018,jour.1313644,Neuroscience & Biobehavioral Reviews,9,3
2019,jour.1050736,BMJ Open Diabetes Research & Care,9,3
2018,jour.1088601,Maturitas,9,6
2019,jour.1313644,Neuroscience & Biobehavioral Reviews,9,3
2020,jour.1358103,European Journal of Endocrinology,9,3
2020,jour.1101150,Thyroid,9,4
2019,jour.1358103,European Journal of Endocrinology,9,1
2020,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,9,3
2018,jour.1016940,Acta Ophthalmologica,9,3
2019,jour.1088601,Maturitas,9,2
2020,jour.1040054,Circulation Arrhythmia and Electrophysiology,9,4
2019,jour.1297382,Clinical Research in Cardiology,9,3
2018,jour.1043709,Molecular Autism,9,3
2020,jour.1313388,Annals of Clinical and Translational Neurology,9,2
2018,jour.1048878,Microbiome,9,7
2020,jour.1294830,Journal of Proteomics,9,4
2020,jour.1043709,Molecular Autism,9,1
2018,jour.1297422,Journal of Clinical Investigation,9,5
2018,jour.1358103,European Journal of Endocrinology,9,5
2019,jour.1032051,Journal of Thrombosis and Haemostasis,9,3
2018,jour.1017014,American Journal of Ophthalmology,9,2
2019,jour.1015319,Kidney International,9,5
2019,jour.1017014,American Journal of Ophthalmology,9,6
2019,jour.1101150,Thyroid,9,3
2018,jour.1089909,Journal of the American Academy of Dermatology,9,4
2020,jour.1313644,Neuroscience & Biobehavioral Reviews,9,3
2018,jour.1032051,Journal of Thrombosis and Haemostasis,9,3
2019,jour.1294830,Journal of Proteomics,9,4
2018,jour.1313388,Annals of Clinical and Translational Neurology,9,3
2018,jour.1015499,The Science of The Total Environment,8,4
2020,jour.1092720,American Journal of Kidney Diseases,8,1
2020,jour.1017429,The FASEB Journal,8,5
2019,jour.1017780,Age and Ageing,8,3
2018,jour.1371199,Allergy,8,4
2019,jour.1016705,Gynecologic Oncology,8,5
2019,jour.1017308,British Journal of Haematology,8,4
2020,jour.1031021,Cardiovascular Diabetology,8,1
2018,jour.1031021,Cardiovascular Diabetology,8,3
2019,jour.1031021,Cardiovascular Diabetology,8,4
2019,jour.1015499,The Science of The Total Environment,8,2
2019,jour.1095819,American Journal of Hypertension,8,4
2019,jour.1097410,International Journal of Geriatric Psychiatry,8,4
2020,jour.1086841,Intelligence,8,1
2020,jour.1112096,Menopause The Journal of The North American Menopause Society,8,2
2018,jour.1023279,The Lancet Oncology,8,4
2019,jour.1092720,American Journal of Kidney Diseases,8,3
2020,jour.1100479,Epidemiology,8,2
2019,jour.1036887,Metabolomics,8,2
2019,jour.1062273,Journal of Neurology Neurosurgery & Psychiatry,8,4
2019,jour.1017429,The FASEB Journal,8,2
2019,jour.1371199,Allergy,8,1
2019,jour.1102786,European Child & Adolescent Psychiatry,8,2
2018,jour.1016705,Gynecologic Oncology,8,3
2018,jour.1159613,ESMO Open,8,8
2019,jour.1052695,Neurology Genetics,8,4
2018,jour.1092720,American Journal of Kidney Diseases,8,4
2018,jour.1034749,American Journal of Medical Genetics Part A,8,2
2019,jour.1034749,American Journal of Medical Genetics Part A,8,3
2018,jour.1017429,The FASEB Journal,8,1
2020,jour.1102786,European Child & Adolescent Psychiatry,8,2
2018,jour.1096829,Human Reproduction,8,2
2018,jour.1086841,Intelligence,8,5
2020,jour.1096829,Human Reproduction,8,2
2018,jour.1097410,International Journal of Geriatric Psychiatry,8,2
2020,jour.1125021,Journal of Fish Diseases,8,2
2018,jour.1102827,Statistical Methods in Medical Research,8,2
2018,jour.1062273,Journal of Neurology Neurosurgery & Psychiatry,8,3
2018,jour.1019276,Journal of the Formosan Medical Association,8,1
2020,jour.1095819,American Journal of Hypertension,8,1
2018,jour.1095819,American Journal of Hypertension,8,3
2019,jour.1112096,Menopause The Journal of The North American Menopause Society,8,3
2020,jour.1019276,Journal of the Formosan Medical Association,8,1
2018,jour.1017308,British Journal of Haematology,8,3
2018,jour.1036887,Metabolomics,8,5
2019,jour.1102827,Statistical Methods in Medical Research,8,6
2018,jour.1102786,European Child & Adolescent Psychiatry,8,4
2020,jour.1062273,Journal of Neurology Neurosurgery & Psychiatry,8,1
2020,jour.1052432,BJPsych Open,8,1
2019,jour.1019276,Journal of the Formosan Medical Association,8,6
2018,jour.1125021,Journal of Fish Diseases,8,5
2018,jour.1112096,Menopause The Journal of The North American Menopause Society,8,3
2018,jour.1052695,Neurology Genetics,8,2
2020,jour.1097410,International Journal of Geriatric Psychiatry,8,2
2019,jour.1023279,The Lancet Oncology,8,4
2019,jour.1096829,Human Reproduction,8,4
2020,jour.1017780,Age and Ageing,8,2
2019,jour.1125021,Journal of Fish Diseases,8,1
2020,jour.1034749,American Journal of Medical Genetics Part A,8,3
2019,jour.1086841,Intelligence,8,2
2018,jour.1017780,Age and Ageing,8,3
2020,jour.1371199,Allergy,8,3
2019,jour.1100479,Epidemiology,8,4
2018,jour.1052432,BJPsych Open,8,4
2020,jour.1017308,British Journal of Haematology,8,1
2020,jour.1036887,Metabolomics,8,1
2018,jour.1021029,Neuro-Oncology,8,2
2020,jour.1052695,Neurology Genetics,8,2
2018,jour.1100479,Epidemiology,8,2
2020,jour.1015499,The Science of The Total Environment,8,2
2019,jour.1024954,BMC Public Health,8,4
2019,jour.1052432,BJPsych Open,8,3
2019,jour.1021029,Neuro-Oncology,8,6
2018,jour.1024954,BMC Public Health,8,4
2019,jour.1039397,Autism Research,7,2
2020,jour.1030201,Aging Clinical and Experimental Research,7,4
2018,jour.1044459,Frontiers in Physiology,7,5
2019,jour.1039191,BMC Medical Genomics,7,2
2019,jour.1102857,The Breast,7,3
2020,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,7,2
2020,jour.1101614,European Psychiatry,7,2
2020,jour.1097986,Social Psychiatry and Psychiatric Epidemiology,7,1
2018,jour.1047386,European Heart Journal Acute Cardiovascular Care,7,3
2019,jour.1040139,Deutsches Aerzteblatt Online,7,4
2018,jour.1053075,JCI Insight,7,2
2020,jour.1345191,Molecular Nutrition & Food Research,7,2
2018,jour.1095981,Diabetes/Metabolism Research and Reviews,7,4
2019,jour.1150349,ASVIDE,7,7
2019,jour.1045696,Frontiers in Oncology,7,2
2019,jour.1024952,BMC Psychiatry,7,1
2018,jour.1101614,European Psychiatry,7,5
2020,jour.1284467,Blood Advances,7,1
2018,jour.1115265,Molecular Vision,7,2
2018,jour.1050550,The Lancet Psychiatry,7,4
2019,jour.1047386,European Heart Journal Acute Cardiovascular Care,7,3
2018,jour.1034414,Pharmacogenetics and Genomics,7,4
2019,jour.1103183,European Journal of Cancer Prevention,7,3
2019,jour.1044459,Frontiers in Physiology,7,2
2020,jour.1136887,PeerJ,7,3
2019,jour.1014525,Journal of Neurology,7,3
2018,jour.1039717,JACC Cardiovascular Imaging,7,3
2018,jour.1040139,Deutsches Aerzteblatt Online,7,3
2018,jour.1345191,Molecular Nutrition & Food Research,7,2
2019,jour.1030201,Aging Clinical and Experimental Research,7,1
2020,jour.1045696,Frontiers in Oncology,7,1
2019,jour.1051517,Science Advances,7,4
2019,jour.1018807,Mayo Clinic Proceedings,7,3
2020,jour.1048786,The Lancet Global Health,7,2
2019,jour.1345191,Molecular Nutrition & Food Research,7,3
2020,jour.1018807,Mayo Clinic Proceedings,7,2
2018,jour.1327517,The Lancet Respiratory Medicine,7,3
2019,jour.1095981,Diabetes/Metabolism Research and Reviews,7,2
2019,jour.1018982,Nucleic Acids Research,7,3
2020,jour.1050550,The Lancet Psychiatry,7,1
2018,jour.1039397,Autism Research,7,4
2018,jour.1014525,Journal of Neurology,7,3
2018,jour.1048786,The Lancet Global Health,7,1
2020,jour.1053075,JCI Insight,7,2
2018,jour.1018807,Mayo Clinic Proceedings,7,2
2020,jour.1047386,European Heart Journal Acute Cardiovascular Care,7,1
2018,jour.1024952,BMC Psychiatry,7,5
2019,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,7,2
2020,jour.1102168,Journal of Diabetes and its Complications,7,1
2019,jour.1102168,Journal of Diabetes and its Complications,7,1
2018,jour.1102168,Journal of Diabetes and its Complications,7,5
2020,jour.1024943,BMC Geriatrics,7,1
2019,jour.1136887,PeerJ,7,1
2019,jour.1034414,Pharmacogenetics and Genomics,7,3
2019,jour.1053075,JCI Insight,7,3
2020,jour.1115265,Molecular Vision,7,1
2020,jour.1056681,Journal of Clinical Epidemiology,7,2
2019,jour.1056681,Journal of Clinical Epidemiology,7,2
2018,jour.1039191,BMC Medical Genomics,7,5
2018,jour.1056681,Journal of Clinical Epidemiology,7,3
2020,jour.1095981,Diabetes/Metabolism Research and Reviews,7,1
2019,jour.1327517,The Lancet Respiratory Medicine,7,4
2019,jour.1039717,JACC Cardiovascular Imaging,7,4
2019,jour.1048786,The Lancet Global Health,7,4
2018,jour.1102857,The Breast,7,4
2020,jour.1014525,Journal of Neurology,7,1
2019,jour.1097986,Social Psychiatry and Psychiatric Epidemiology,7,4
2018,jour.1045696,Frontiers in Oncology,7,4
2020,jour.1051517,Science Advances,7,3
2018,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,7,3
2018,jour.1097986,Social Psychiatry and Psychiatric Epidemiology,7,2
2019,jour.1284425,Hepatology Communications,7,7
2020,jour.1024952,BMC Psychiatry,7,1
2018,jour.1024943,BMC Geriatrics,7,3
2020,jour.1103183,European Journal of Cancer Prevention,7,1
2019,jour.1284467,Blood Advances,7,5
2018,jour.1284467,Blood Advances,7,1
2019,jour.1050550,The Lancet Psychiatry,7,2
2018,jour.1103183,European Journal of Cancer Prevention,7,3
2020,jour.1039397,Autism Research,7,1
2019,jour.1024943,BMC Geriatrics,7,3
2019,jour.1115265,Molecular Vision,7,4
2018,jour.1018982,Nucleic Acids Research,7,4
2018,jour.1136887,PeerJ,7,3
2018,jour.1030201,Aging Clinical and Experimental Research,7,2
2019,jour.1004729,European Archives of Psychiatry and Clinical Neuroscience,6,4
2020,jour.1015410,Thrombosis Research,6,2
2019,jour.1102286,Journal of Genetic Counseling,6,2
2019,jour.1051604,Alzheimer's & Dementia Diagnosis Assessment & Disease Monitoring,6,4
2019,jour.1097360,AIDS,6,4
2018,jour.1086802,Alcoholism Clinical and Experimental Research,6,2
2018,jour.1327433,PLoS Computational Biology,6,1
2018,jour.1017754,The Journal of Pediatrics,6,2
2018,jour.1027091,Atherosclerosis Supplements,6,6
2020,jour.1103300,Blood Pressure,6,1
2018,jour.1051604,Alzheimer's & Dementia Diagnosis Assessment & Disease Monitoring,6,2
2020,jour.1019235,The Journal of Infectious Diseases,6,2
2018,jour.1021565,Journal of the American Medical Directors Association,6,1
2019,jour.1284414,Ophthalmology Retina,6,1
2019,jour.1052988,npj Breast Cancer,6,4
2019,jour.1035741,Breast Care,6,5
2018,jour.1039955,Translational Oncology,6,2
2020,jour.1048081,Molecular Genetics & Genomic Medicine,6,1
2018,jour.1053424,PeerJ Preprints,6,2
2019,jour.1358828,The Medical Journal of Australia,6,2
2019,jour.1102933,Journal of Sleep Research,6,3
2019,jour.1054668,Journal of Autism and Developmental Disorders,6,2
2018,jour.1115233,Addiction Biology,6,1
2018,jour.1054668,Journal of Autism and Developmental Disorders,6,3
2020,jour.1044626,Journal of Community Genetics,6,1
2018,jour.1047804,JACC Heart Failure,6,3
2018,jour.1038420,Brain Imaging and Behavior,6,3
2019,jour.1115233,Addiction Biology,6,3
2019,jour.1039955,Translational Oncology,6,2
2018,jour.1022615,Pediatric Diabetes,6,4
2019,jour.1053424,PeerJ Preprints,6,4
2020,jour.1102933,Journal of Sleep Research,6,1
2019,jour.1327433,PLoS Computational Biology,6,3
2019,jour.1038420,Brain Imaging and Behavior,6,2
2019,jour.1019235,The Journal of Infectious Diseases,6,3
2019,jour.1095198,Molecular Biology and Evolution,6,2
2019,jour.1103300,Blood Pressure,6,4
2020,jour.1313752,Scandinavian Cardiovascular Journal,6,2
2018,jour.1035741,Breast Care,6,1
2019,jour.1033184,Heart Rhythm,6,3
2020,jour.1052988,npj Breast Cancer,6,2
2018,jour.1313752,Scandinavian Cardiovascular Journal,6,3
2018,jour.1284414,Ophthalmology Retina,6,4
2019,jour.1098658,Journal of Human Hypertension,6,3
2020,jour.1036729,Clinical Journal of the American Society of Nephrology,6,1
2020,jour.1358828,The Medical Journal of Australia,6,1
2020,jour.1040297,Cancer Prevention Research,6,3
2018,jour.1102286,Journal of Genetic Counseling,6,4
2018,jour.1024230,Pancreatology,6,5
2018,jour.1048308,United European Gastroenterology Journal,6,3
2018,jour.1015410,Thrombosis Research,6,2
2019,jour.1015410,Thrombosis Research,6,2
2019,jour.1040297,Cancer Prevention Research,6,3
2019,jour.1031176,Metabolic Syndrome and Related Disorders,6,2
2020,jour.1115233,Addiction Biology,6,2
2019,jour.1019560,Annals of Human Genetics,6,2
2020,jour.1041797,Alzheimer's Research & Therapy,6,1
2020,jour.1023804,Haematologica,6,2
2019,jour.1048081,Molecular Genetics & Genomic Medicine,6,4
2018,jour.1031176,Metabolic Syndrome and Related Disorders,6,3
2018,jour.1024935,BMC Cardiovascular Disorders,6,3
2018,jour.1017874,Pediatrics,6,1
2019,jour.1016108,Clinical Endocrinology,6,1
2020,jour.1095198,Molecular Biology and Evolution,6,4
2020,jour.1038420,Brain Imaging and Behavior,6,1
2018,jour.1097360,AIDS,6,2
2018,jour.1086559,Cancer Epidemiology,6,1
2019,jour.1098683,Journal of Autoimmunity,6,1
2019,jour.1313752,Scandinavian Cardiovascular Journal,6,1
2018,jour.1295180,Archives des Maladies Professionnelles et de l Environnement,6,1
2020,jour.1038724,Molecular Oncology,6,4
2020,jour.1295180,Archives des Maladies Professionnelles et de l Environnement,6,5
2019,jour.1042549,Epigenomics,6,5
2018,jour.1102933,Journal of Sleep Research,6,2
2018,jour.1016108,Clinical Endocrinology,6,4
2019,jour.1038724,Molecular Oncology,6,2
2020,jour.1039955,Translational Oncology,6,2
2019,jour.1017754,The Journal of Pediatrics,6,4
2018,jour.1098683,Journal of Autoimmunity,6,4
2020,jour.1086802,Alcoholism Clinical and Experimental Research,6,2
2019,jour.1044626,Journal of Community Genetics,6,4
2019,jour.1051634,Data in Brief,6,4
2018,jour.1017430,Fertility and Sterility,6,2
2019,jour.1017874,Pediatrics,6,2
2019,jour.1045560,"G3: Genes, Genomes, Genetics",6,3
2019,jour.1047804,JACC Heart Failure,6,1
2020,jour.1086559,Cancer Epidemiology,6,2
2018,jour.1103300,Blood Pressure,6,1
2020,jour.1044458,Frontiers in Microbiology,6,1
2020,jour.1284414,Ophthalmology Retina,6,1
2018,jour.1082976,Proceedings of The Nutrition Society,6,4
2019,jour.1103093,Journal of the European Academy of Dermatology and Venereology,6,3
2020,jour.1016108,Clinical Endocrinology,6,1
2020,jour.1047804,JACC Heart Failure,6,2
2020,jour.1019560,Annals of Human Genetics,6,2
2020,jour.1004729,European Archives of Psychiatry and Clinical Neuroscience,6,2
2019,jour.1017430,Fertility and Sterility,6,4
2018,jour.1048081,Molecular Genetics & Genomic Medicine,6,1
2019,jour.1044458,Frontiers in Microbiology,6,3
2018,jour.1051634,Data in Brief,6,2
2019,jour.1024230,Pancreatology,6,1
2018,jour.1044458,Frontiers in Microbiology,6,2
2019,jour.1086802,Alcoholism Clinical and Experimental Research,6,2
2019,jour.1022615,Pediatric Diabetes,6,1
2020,jour.1031176,Metabolic Syndrome and Related Disorders,6,1
2020,jour.1098683,Journal of Autoimmunity,6,1
2020,jour.1098658,Journal of Human Hypertension,6,3
2018,jour.1045560,"G3: Genes, Genomes, Genetics",6,3
2018,jour.1358828,The Medical Journal of Australia,6,3
2018,jour.1033184,Heart Rhythm,6,3
2018,jour.1019235,The Journal of Infectious Diseases,6,1
2018,jour.1042549,Epigenomics,6,1
2018,jour.1019560,Annals of Human Genetics,6,2
2020,jour.1022615,Pediatric Diabetes,6,1
2020,jour.1017874,Pediatrics,6,3
2018,jour.1044626,Journal of Community Genetics,6,1
2020,jour.1327433,PLoS Computational Biology,6,2
2018,jour.1036729,Clinical Journal of the American Society of Nephrology,6,3
2019,jour.1086559,Cancer Epidemiology,6,3
2020,jour.1054668,Journal of Autism and Developmental Disorders,6,1
2018,jour.1041797,Alzheimer's Research & Therapy,6,5
2019,jour.1021565,Journal of the American Medical Directors Association,6,5
2019,jour.1082976,Proceedings of The Nutrition Society,6,2
2019,jour.1023804,Haematologica,6,4
2018,jour.1103093,Journal of the European Academy of Dermatology and Venereology,6,3
