aff_id,aff_name,aff_city,aff_city_id,aff_country,aff_country_code,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,"Institute of Genetic Epidemiology, Helmholtz Zentrum München—German Research Centre for Environmental Health, Neuherberg, Germany",,,,,,,pub.1121426348,,Konstantin,Strauch
,"Heart Centre Leipzig, Leipzig, Germany",,,,,,,pub.1121426348,,Andrej,Teren
,"San Raffaele Research Institute, Milano, Italy",,,,,,,pub.1121426348,,Daniela,Toniolo
,"Genomics plc, Oxford, UK",,,,,,,pub.1121426348,ur.01302157177.43,Niek,Verweij
,"Research Unit of Molecular Epidemiology, Helmholtz Zentrum München—German Research Centre for Environmental Health, Neuherberg, Germany",,,,,,,pub.1121426348,ur.0611237150.50,Melanie,Waldenberger
,"Department of Physiology and Biophysics, University of Mississippi Medical Centre, Jackson, MS, USA",,,,,,,pub.1121426348,,James G.,Wilson
,"Geisinger Research, Biomedical and Translational Informatics Institute, Danville, PA, USA",,,,,,,pub.1121426348,,Sarah A.,Pendergrass
,"Kidney Health Research Institute, Geisinger, Danville, PA, USA",,,,,,,pub.1121426348,,Kevin,Ho
,"Department of Nephrology, Geisinger, Danville, PA, USA",,,,,,,pub.1121426348,,Kevin,Ho
,"Eurac Research, Institute for Biomedicine, Bolzano, Italy",,,,,,,pub.1121426348,,Peter P.,Pramstaller
,"Department of Nephrology and Rheumatology, Kliniken Südostbayern AG, Traunstein, Germany",,,,,,,pub.1121426348,ur.0625674224.49,Carsten A.,Böger
,"Laboratory for Statistical Analysis, RIKEN Centre for Integrative Medical Sciences, Osaka, Japan",,,,,,,pub.1121426348,,Yukinori,Okada
,"Eurac Research, Institute for Biomedicine, Bolzano, Italy",,,,,,,pub.1121426348,,Cristian,Pattaro
,"Brotman Baty Institute for Precision Medicine, Seattle, WA, USA",,,,,,,pub.1120762299,ur.01221110417.53,Jay,Shendure
,"Allen Discovery Center for Cell Lineage Tracing, Seattle, WA, USA",,,,,,,pub.1120762299,ur.01221110417.53,Jay,Shendure
,"Brotman Baty Institute for Precision Medicine, Seattle, WA, USA",,,,,,,pub.1120762299,ur.01247375013.30,Cole,Trapnell
,"Allen Discovery Center for Cell Lineage Tracing, Seattle, WA, USA",,,,,,,pub.1120762299,ur.01247375013.30,Cole,Trapnell
,"NORMENT, KG Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1120394720,ur.012215342017.17,Oleksandr,Frei
,"NORMENT, KG Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1120394720,ur.01263457230.91,Ole A.,Andreassen
,"Belfast Health and Social Care Trust, Belfast, Northern, Ireland",,,,,,,pub.1120284133,,Derek J.,Fairley
,"Department of Microbiology, PathWest Laboratory Medicine, Queen Elizabeth II Medical Centre, Nedlands, Western Australia, Australia",,,,,,,pub.1120284133,ur.01006045430.46,Thomas V.,Riley
,"RIKEN Baton Zone Program, Yokohama, Japan",,,,,,,pub.1120764582,,Shigeki,Hirabayashi
,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1120764582,,Shigeki,Hirabayashi
,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1120764582,ur.011000413413.23,Shruti,Bhagat
,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1120764582,ur.016404610411.37,Yu,Matsuki
,"K.K. DNAFORM, Yokohama, Japan",,,,,,,pub.1120764582,ur.016404610411.37,Yu,Matsuki
,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1120764582,,Yujiro,Takegami
,"K.K. DNAFORM, Yokohama, Japan",,,,,,,pub.1120764582,,Yujiro,Takegami
,"K.K. DNAFORM, Yokohama, Japan",,,,,,,pub.1120764582,,Ai,Kanemaru
,"RIKEN Preventive Medicine and Diagnosis Innovation Program, Wako, Japan",,,,,,,pub.1120764582,ur.014416656462.25,Masayoshi,Itoh
,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1120764582,ur.01023710753.40,Piero,Carninci
,"RIKEN Preventive Medicine and Diagnosis Innovation Program, Wako, Japan",,,,,,,pub.1120764582,ur.01044771434.80,Yoshihide,Hayashizaki
,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1120764582,ur.0676231070.38,Hideya,Kawaji
,"RIKEN Preventive Medicine and Diagnosis Innovation Program, Wako, Japan",,,,,,,pub.1120764582,ur.0676231070.38,Hideya,Kawaji
,"RIKEN Baton Zone Program, Yokohama, Japan",,,,,,,pub.1120764582,ur.01220443336.95,Yasuhiro,Murakawa
,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1120764582,ur.01220443336.95,Yasuhiro,Murakawa
,"RIKEN Preventive Medicine and Diagnosis Innovation Program, Wako, Japan",,,,,,,pub.1120764582,ur.01220443336.95,Yasuhiro,Murakawa
,"Gastroenterology Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Sahar,Nissim
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Sahar,Nissim
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,ur.01152547407.11,Ignaty,Leshchiner
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,ur.0622061551.48,Ophélia,Maertens
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Christopher A.,Cassa
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,John,Hedgepeth
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Julia I.,Wucherpfennig
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Andrew J.,Kim
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Jake E.,Henderson
,"Cancer Center and Department of Pathology, Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Gad,Getz
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,ur.01310516710.30,Shamil R.,Sunyaev
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Karen,Cichowski
,"Gastroenterology Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,ur.01351357352.20,Sapna,Syngal
,"Genetics Division, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Wolfram,Goessling
,"Division of Gastroenterology, Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120282066,,Wolfram,Goessling
,"Laboratory for Developmental Epigenetics, RIKEN Center for Developmental Biology and Center for Biosystems Dynamics Research, Kobe, Japan",,,,,,,pub.1120288266,ur.015511424170.45,Hisashi,Miura
,"Laboratory for Developmental Epigenetics, RIKEN Center for Developmental Biology and Center for Biosystems Dynamics Research, Kobe, Japan",,,,,,,pub.1120288266,ur.0705001625.31,Saori,Takahashi
,"Laboratory for Developmental Epigenetics, RIKEN Center for Developmental Biology and Center for Biosystems Dynamics Research, Kobe, Japan",,,,,,,pub.1120288266,,Rawin,Poonperm
,"Laboratory for Developmental Epigenetics, RIKEN Center for Developmental Biology and Center for Biosystems Dynamics Research, Kobe, Japan",,,,,,,pub.1120288266,,Akie,Tanigawa
,"Laboratory for Developmental Epigenetics, RIKEN Center for Developmental Biology and Center for Biosystems Dynamics Research, Kobe, Japan",,,,,,,pub.1120288266,ur.0601254713.95,Ichiro,Hiratani
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Anne,Boland
,"Framingham Heart Study, Framingham, MA, USA",,,,,,,pub.1120339349,,Vincent,Chouraki
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Robert,Olaso
,"Gertrude H. Sergievsky Center, Columbia University, New York, NY, USA",,,,,,,pub.1120339349,,Badri N.,Vardarajan
,"UMR 894, Center for Psychiatry and Neuroscience, Inserm, Université Paris Descartes, Paris, France",,,,,,,pub.1120339349,,Jacques,Epelbaum
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Jean-Guillaume,Garnier
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Marie-Laure,Moutet
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Delphine,Bacq
,"Neurology Service and CIBERNED, ‘Marqués de Valdecilla’ University Hospital (University of Cantabria and IDIVAL), Santander, Spain",,,,,,,pub.1120339349,,Ignacio,Mateo
,"Department of Immunology, Hospital Universitario Doctor Negrín, Las Palmas de Gran Canaria, Spain",,,,,,,pub.1120339349,,Florentino,Sanchez-Garcia
,"Department of Immunology, Hospital Universitario Doctor Negrín, Las Palmas de Gran Canaria, Spain",,,,,,,pub.1120339349,ur.0756031766.85,Maria Candida Deniz,Naranjo
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Fabienne,Garzia
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Bertrand,Fin
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Stéphane,Meslage
,"Department of Neurology and Memory Clinic, Hospital Network Antwerp, Antwerp, Belgium",,,,,,,pub.1120339349,,Sebastiaan,Engelborghs
,"Department of Psychiatry and Psychotherapy, University Hospital, Saarland, Germany",,,,,,,pub.1120339349,,Sabrina,Sordon
,"Department of Psychiatry and Psychotherapy, University Hospital, Saarland, Germany",,,,,,,pub.1120339349,,Manuel,Mayhaus
,"Framingham Heart Study, Framingham, MA, USA",,,,,,,pub.1120339349,ur.01365531352.22,L. Adrienne,Cupples
,"Department of Neurology and Memory Clinic, Hospital Network Antwerp, Antwerp, Belgium",,,,,,,pub.1120339349,,Peter P.,De Deyn
,"Department of Psychiatry and Psychotherapy, University Hospital, Saarland, Germany",,,,,,,pub.1120339349,,Wei,Gu
,"Framingham Heart Study, Framingham, MA, USA",,,,,,,pub.1120339349,,Jayanadra J.,Himali
,"Department of Psychiatry, Massachusetts General Hospital/Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120339349,,Deborah,Blacker
,"Neurology Service and CIBERNED, ‘Marqués de Valdecilla’ University Hospital (University of Cantabria and IDIVAL), Santander, Spain",,,,,,,pub.1120339349,,Eloy,Rodriguez-Rodriguez
,"Department of Immunology, Hospital Universitario Doctor Negrín, Las Palmas de Gran Canaria, Spain",,,,,,,pub.1120339349,,Carmen,Munoz-Fernadez
,"Department of Immunology, Hospital Universitario Doctor Negrín, Las Palmas de Gran Canaria, Spain",,,,,,,pub.1120339349,,Yolanda A.,Benito
,"Department for Neurodegenerative Diseases and Geriatric Psychiatry, University Hospital Bonn, Bonn, Germany",,,,,,,pub.1120339349,,Amit,Kawalia
,"Institute for Medical Informatics, Biometry and Epidemiology, University Hospital of Essen, University Duisburg-Essen, Essen, Germany",,,,,,,pub.1120339349,ur.01260346064.17,Susanne,Moebus
,"Institute of Genetics, Queen’s Medical Centre, University of Nottingham, Nottingham, UK",,,,,,,pub.1120339349,,James,Turton
,"FERB-Alzheimer Center, Gazzaniga (Bergamo), Italy",,,,,,,pub.1120339349,,Letizia,Concari
,"Institute of Genetics, Queen’s Medical Centre, University of Nottingham, Nottingham, UK",,,,,,,pub.1120339349,,Jenny,Lord
,"Framingham Heart Study, Framingham, MA, USA",,,,,,,pub.1120339349,ur.016714266137.49,Alexa S.,Beiser
,"Netherlands Consortium on Health Aging and National Genomics Initiative, Leiden, the Netherlands",,,,,,,pub.1120339349,ur.01006410206.09,Fernando,Rivadeneira
,"Arizona Alzheimer’s Consortium, Phoenix, AZ, USA",,,,,,,pub.1120339349,ur.011311252257.86,Eric M.,Reiman
,"Regional Neurogenetic Centre (CRN), ASP Catanzaro, Lamezia Terme, Italy",,,,,,,pub.1120339349,,Chiara,Cupidi
,"Netherlands Consortium on Health Aging and National Genomics Initiative, Leiden, the Netherlands",,,,,,,pub.1120339349,,A. G. Andre,Uitterlinden
,"Regional Neurogenetic Centre (CRN), ASP Catanzaro, Lamezia Terme, Italy",,,,,,,pub.1120339349,,Raffaele Giovanni,Maletta
,"Inserm U1061 Neuropsychiatry, La Colombière Hospital, Montpellier, France",,,,,,,pub.1120339349,ur.01042104705.91,Karen,Ritchie
,"VA Puget Sound Health Care System/>GRECC, Seattle, WA, USA",,,,,,,pub.1120339349,ur.014770173647.24,Debby W.,Tsuang
,"Sorbonne Universités, Université Pierre et Marie Curie, Hôpital de la Pitié-Salpêtrière, AP-HP, Paris, France",,,,,,,pub.1120339349,ur.01341261621.01,Bruno,Dubois
,"Michigan Alzheimer Disease Center, Ann Arbor, MI, USA",,,,,,,pub.1120339349,ur.01111076063.80,Roger L.,Albin
,"Wisconsin Alzheimer’s Disease Research Center, Madison, WI, USA",,,,,,,pub.1120339349,ur.0652434253.87,Sanjay,Asthana
,"Institute of Genetics, Queen’s Medical Centre, University of Nottingham, Nottingham, UK",,,,,,,pub.1120339349,,Paolo,Caffarra
,"Sorbonne University, GRC n° 21, Alzheimer Precision Medicine (APM), AP-HP, Pitié-Salpêtrière Hospital, Paris, France",,,,,,,pub.1120339349,,Harald,Hampel
,"Institute of Memory and Alzheimer’s Disease, Department of Neurology, Pitié-Salpêtrière Hospital, AP-HP, Paris, France",,,,,,,pub.1120339349,,Harald,Hampel
,"Gertrude H. Sergievsky Center, Columbia University, New York, NY, USA",,,,,,,pub.1120339349,,Sandra,Barral
,"VA Puget Sound Health Care System/>GRECC, Seattle, WA, USA",,,,,,,pub.1120339349,,Thomas D.,Bird
,"Wisconsin Alzheimer’s Disease Research Center, Madison, WI, USA",,,,,,,pub.1120339349,,Chris S.,Carlson
,"Department of Psychiatry and Psychotherapy, University Hospital, Saarland, Germany",,,,,,,pub.1120339349,,Matthias,Riemenschneider
,"Department of Neurology, Massachusetts General Hospital/Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120339349,,John H.,Growdon
,"Department of Psychiatry and Psychotherapy, University Hospital, Saarland, Germany",,,,,,,pub.1120339349,,Thomas,Feulner
,"Department of Neurology, Massachusetts General Hospital/Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120339349,,Bradley T.,Hyman
,"Institute for Medical Informatics, Biometry and Epidemiology, University Hospital of Essen, University Duisburg-Essen, Essen, Germany",,,,,,,pub.1120339349,ur.01110577373.52,Karl-Heinz,Jöckel
,"Joint Biobank Munich and KORA Biobank, Baltimore, MD, USA",,,,,,,pub.1120339349,ur.01141622516.63,H-Erich,Wichmann
,"Institute of Genetics, Queen’s Medical Centre, University of Nottingham, Nottingham, UK",,,,,,,pub.1120339349,,Kristelle,Brown
,"Institute of Genetics, Queen’s Medical Centre, University of Nottingham, Nottingham, UK",,,,,,,pub.1120339349,,Christopher,Medway
,"Molecular Genetics Laboratory-Hospital, University of Central Asturias, Oviedo, Spain",,,,,,,pub.1120339349,,Victoria,Alvarez
,"Michigan Alzheimer Disease Center, Ann Arbor, MI, USA",,,,,,,pub.1120339349,ur.01167167075.12,Henry L.,Paulson
,"IRCCS Fondazione Don Carlo Gnocchi, Florence, Italy",,,,,,,pub.1120339349,ur.01315057536.62,Sandro,Sorbi
,"Gertrude H. Sergievsky Center, Columbia University, New York, NY, USA",,,,,,,pub.1120339349,ur.01213123243.60,Christiane,Reitz
,"Oxford Project to Investigate Memory and Ageing, University of Oxford, Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, Oxford, UK",,,,,,,pub.1120339349,,A David,Smith
,"Oxford Project to Investigate Memory and Ageing, University of Oxford, Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, Oxford, UK",,,,,,,pub.1120339349,,Donald,Warden
,"Oxford Project to Investigate Memory and Ageing, University of Oxford, Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, Oxford, UK",,,,,,,pub.1120339349,,Gordon,Wilcock
,"Regional Neurogenetic Centre (CRN), ASP Catanzaro, Lamezia Terme, Italy",,,,,,,pub.1120339349,,Amalia Cecilia,Bruni
,"Regional Neurogenetic Centre (CRN), ASP Catanzaro, Lamezia Terme, Italy",,,,,,,pub.1120339349,,Maura,Gallo
,"Department of Neurology, Massachusetts General Hospital/Harvard Medical School, Boston, MA, USA",,,,,,,pub.1120339349,ur.01211075403.64,Rudolph E.,Tanzi
,"Department of Neurology, University of California, Los Angeles, Los Angeles, CA, USA",,,,,,,pub.1120339349,ur.0660103227.49,Harry V.,Vinters
,"Instituto di Ricovero e Cura a Carattere Scientifico, Associazione Oasi Maria Santissima Srl, Troina, Italy",,,,,,,pub.1120339349,,Paola,Bosco
,"Molecular Genetics Laboratory-Hospital, University of Central Asturias, Oviedo, Spain",,,,,,,pub.1120339349,,Eliecer,Coto
,"Neurology Service and CIBERNED, ‘Marqués de Valdecilla’ University Hospital (University of Cantabria and IDIVAL), Santander, Spain",,,,,,,pub.1120339349,,Pascual,Sanchez-Juan
,"University of Bristol Medical School, Learning & Research level 2, Southmead Hospital, Bristol, UK",,,,,,,pub.1120339349,ur.01347205370.27,Patrick G.,Kehoe
,"Inserm U1061 Neuropsychiatry, La Colombière Hospital, Montpellier, France",,,,,,,pub.1120339349,ur.0650501543.88,Claudine,Berr
,"University of Bristol Medical School, Learning & Research level 2, Southmead Hospital, Bristol, UK",,,,,,,pub.1120339349,,Seth,Love
,"Memory Research and Resources Center, CMRR de Bordeaux, Bordeaux, France",,,,,,,pub.1120339349,,Jean-Francois,Dartigues
,"Department of Research Rouvray Psychiatric Hospital, Sotteville-lès-Rouen, France",,,,,,,pub.1120339349,,Dominique,Campion
,"Center for Applied Genomics, Children’s Hospital of Philadelphia, The Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",,,,,,,pub.1120339349,ur.010700526417.77,Hakon,Hakonarson
,"Centre National de Recherche en Génomique Humaine, Institut de Biologie François Jacob, CEA, Université Paris-Saclay, and LabEx GENMED, Evry, France",,,,,,,pub.1120339349,,Jean-Francois,Deleuze
,"Gertrude H. Sergievsky Center, Columbia University, New York, NY, USA",,,,,,,pub.1120339349,ur.0614165570.08,Richard,Mayeux
,"Department for Neurodegenerative Diseases and Geriatric Psychiatry, University Hospital Bonn, Bonn, Germany",,,,,,,pub.1120339349,ur.01275771644.36,Alfredo,Ramirez
,"Framingham Heart Study, Framingham, MA, USA",,,,,,,pub.1120339349,ur.0675511437.67,Sudha,Seshadri
,"Glenn Biggs Institute for Alzheimer’s and Neurodegenerative Diseases, San Antonio, TX, USA",,,,,,,pub.1120339349,ur.0675511437.67,Sudha,Seshadri
,"Etude du Polymorphisme des Génomes Végétaux, INRA, Université Paris-Saclay, Evry, France",,,,,,,pub.1120764485,,Aurélie,Bérard
,"Etude du Polymorphisme des Génomes Végétaux, INRA, Université Paris-Saclay, Evry, France",,,,,,,pub.1120764485,ur.01004015647.31,Marie-Christine,Le Paslier
,"Chan-Zuckerberg Biohub, San Francisco, CA, USA",,,,,,,pub.1118144447,ur.01252121116.89,Katherine S.,Pollard
,"Department of Neurology, National Hospital Organization Higashisaitama Hospital, Saitama, Japan",,,,,,,pub.1118151774,,Katsuhisa,Ogata
,"Department of Neurology, National hospital organization Suzuka National Hospital, Suzuka, Japan",,,,,,,pub.1118147460,,Jun,Sone
,"Department of Neurology, Oyamada Memorial Spa Hospital, Yokkaichi, Japan",,,,,,,pub.1118147460,,Keiko,Mori
,"Department of Neurology, National hospital organization Higashi-Ohmi General Medical Center, Higashi-Ohmi, Japan",,,,,,,pub.1118147460,,Kengo,Maeda
,"Department of Child and Adolescent Psychiatry, University Hospital Essen, University of Duisburg-Essen, Essen, Germany",,,,,,,pub.1118009774,ur.01166020076.17,Anke,Hinney
,"Center for Eating Disorders Rintveld, Altrecht Mental Health Institute, Zeist, the Netherlands",,,,,,,pub.1118009774,ur.016407714177.92,Roger A. H.,Adan
,"NORMENT KG Jebsen Centre, Division of Mental Health and Addiction, University of Oslo, Oslo University Hospital, Oslo, Norway",,,,,,,pub.1118009774,,Ole A.,Andreassen
,"Department of Child and Adolescent Psychiatry, Klinikum Frankfurt/Oder, Frankfurt, Germany",,,,,,,pub.1118009774,,Roland,Burghardt
,"Department of Emergency Psychiatry and Post-Acute Care, CHRU Montpellier, University of Montpellier, Montpellier, France",,,,,,,pub.1118009774,,Philippe,Courtet
,"Center for Eating Disorders Rintveld, Altrecht Mental Health Institute, Zeist, the Netherlands",,,,,,,pub.1118009774,ur.01213757477.38,Unna N.,Danner
,"Department of Child and Adolescent Psychiatry, University Hospital Essen, University of Duisburg-Essen, Essen, Germany",,,,,,,pub.1118009774,ur.0704254754.41,Manuel,Föcker
,"Department of Child and Adolescent Psychiatry, University Hospital Essen, University of Duisburg-Essen, Essen, Germany",,,,,,,pub.1118009774,,Johanna,Giuranna
,"Department of Emergency Psychiatry and Post-Acute Care, CHRU Montpellier, University of Montpellier, Montpellier, France",,,,,,,pub.1118009774,,Sébastien,Guillaume
,"Department of Child and Adolescent Psychiatry, University Hospital Essen, University of Duisburg-Essen, Essen, Germany",,,,,,,pub.1118009774,ur.01266642064.26,Johannes,Hebebrand
,"Zorg op Orde, Leidschendam, the Netherlands",,,,,,,pub.1118009774,ur.0672005125.36,Sietske G.,Helder
,"Department of General Internal Medicine and Psychosomatics, Heidelberg University Hospital, Heidelberg University, Heidelberg, Germany",,,,,,,pub.1118009774,,Wolfgang,Herzog
,"Biological Psychiatry Laboratory, McLean Hospital/Harvard Medical School, Boston, MA, USA",,,,,,,pub.1118009774,,James I.,Hudson
,"Eating Disorders Unit, Parklandklinik, Bad Wildungen, Germany",,,,,,,pub.1118009774,,Hartmut,Imgart
,"NORMENT KG Jebsen Centre, Division of Mental Health and Addiction, University of Oslo, Oslo University Hospital, Oslo, Norway",,,,,,,pub.1118009774,ur.01021230325.26,Morten,Mattingsdal
,"HSE National Clinical Programme for Eating Disorders, Cork, Ireland",,,,,,,pub.1118009774,,Sara,McDevitt
,"National Center for PTSD, VA Boston Healthcare System, Department of Psychiatry, Boston University School of Medicine, Boston, MA, USA",,,,,,,pub.1118009774,,Karen,Mitchell
,"Kartini Clinic, Portland, OR, USA",,,,,,,pub.1118009774,,Julie K.,O’Toole
,"Saint Joan de Déu Research Institute, Saint Joan de Déu Barcelona Children’s Hospital, Barcelona, Spain",,,,,,,pub.1118009774,ur.01262207044.18,Raquel,Rabionet
,"IRCSS Fondazione Don Carlo Gnocchi, Florence, Italy",,,,,,,pub.1118009774,ur.01315057536.62,Sandro,Sorbi
,"Brain Sciences Department, Stremble Ventures, Limassol, Cyprus",,,,,,,pub.1118009774,,Federica,Tozzi
,"Center for Eating Disorders Rintveld, Altrecht Mental Health Institute, Zeist, the Netherlands",,,,,,,pub.1118009774,,Annemarie A.,van Elburg
,"Department of Internal Medicine VI, Psychosomatic Medicine and Psychotherapy, University Medical Hospital Tuebingen, Tuebingen, Germany",,,,,,,pub.1118009774,ur.01117260227.41,Stephan,Zipfel
,"BioRealm, LLC, Walnut, CA, USA",,,,,,,pub.1118009774,ur.01265510400.19,Andrew W.,Bergen
,"Eating Recovery Center, Denver, CO, USA",,,,,,,pub.1118009774,,Craig,Johnson
,"Wellcome Trust Research Centre, Kilifi, Kenya",,,,,,,pub.1118096636,,Anna C.,Seale
,"Laboratory of Bacteriology, Epidemiology Laboratory and Disease Control Division, Laboratório Central do Estado do Paraná, Curitiba, Brazil",,,,,,,pub.1118096636,,Rosângela S. L. A.,Torres
,"Telethon Kids Institute, University of Western Australia and Perth Children’s Hospital, Perth, Western Australia, Australia",,,,,,,pub.1118096636,ur.01070727074.20,Jonathan R.,Carapetis
,"Swift Current Research and Development Centre, Swift Current, Saskatchewan, Canada",,,,,,,pub.1117131963,ur.0764632407.78,Ron,Knox
,"Swift Current Research and Development Centre, Swift Current, Saskatchewan, Canada",,,,,,,pub.1117131963,ur.01276610520.95,Richard,Cuthbert
,"Corteva Agriscience, Agriculture Division of DowDuPont, Indianapolis, IN, USA",,,,,,,pub.1117131963,ur.01230120324.32,John P.,Davies
,"Corteva Agriscience, Agriculture Division of DowDuPont, Indianapolis, IN, USA",,,,,,,pub.1117131963,ur.014570252611.24,Steve R.,Webb
,"Université Sorbonne, UPMC Univ Paris 06, Inserm, CNRS, Institut du cerveau et de la moelle—Hôpital Pitié-Salpêtrière, Boulevard de l’Hôpital, Paris, France",,,,,,,pub.1117620864,,Philippe,Ravassard
,"Hubrecht Institute/KNAW, Utrecht, the Netherlands",,,,,,,pub.1117620864,ur.01212134763.61,Eelco J. P.,de Koning
,"Department of Medical Genetics, Ashgrove House, Foresterhill, Aberdeen, UK",,,,,,,pub.1116672221,ur.012447546640.25,Alison,Ross
,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,,,,,pub.1116491931,,Valérie,Turcot
,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt Epidemiology Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,,,,,pub.1116491931,,Yingchang,Lu
,"Quantinuum Research, LLC, San Diego, CA, USA",,,,,,,pub.1116491931,,Jonathan P.,Bradfield
,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,,,,,pub.1116491931,ur.01110255466.35,Nicholas G. D.,Masca
,"INSERM U1167, Lille, France",,,,,,,pub.1116491931,ur.01077652051.47,Philippe,Amouyel
,"Department of Cardiology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1116491931,,Lia E.,Bang
,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,,,,pub.1116491931,ur.0706723243.24,Marianne,Benn
,"NHLBI Framingham Heart Study, Framingham, MA, USA",,,,,,,pub.1116491931,,Audrey Y.,Chu
,"Department of Human Genetics, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, the Netherlands",,,,,,,pub.1116491931,ur.013374310473.84,Jordi Corominas,Galbany
,"Department of Ophthalmology, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, the Netherlands",,,,,,,pub.1116491931,ur.013374310473.84,Jordi Corominas,Galbany
,"Department of Ophthalmology, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, the Netherlands",,,,,,,pub.1116491931,ur.014662071411.49,Anneke I.,Hollander
,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,,,,,pub.1116491931,,Marie-Pierre,Dubé
