aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
Oklahoma City,4544349.0,United States,US,,"Oklahoma Center for Neuroscience, Oklahoma City, OK, USA","Oklahoma Center for Neuroscience, Oklahoma City, OK, USA",Oklahoma,US-OK,pub.1116501880,ur.01143222103.28,Dharambir K.,Sanghera
Terrassa,3108286.0,Spain,ES,,"Stroke Pharmacogenomics and Genetics, Fundacio Docència i Recerca MutuaTerrassa, Terrassa, Spain","Stroke Pharmacogenomics and Genetics, Fundacio Docència i Recerca MutuaTerrassa, Terrassa, Spain",Catalonia,,pub.1116501880,ur.0612116203.71,Israel,Fernandez-Cadenas
Rostock,2844588.0,Germany,DE,,"Albrecht Kossel Institute, University Clinic of Rostock, Rostock, Germany","Albrecht Kossel Institute, University Clinic of Rostock, Rostock, Germany",Mecklenburg-Vorpommern,,pub.1116501880,ur.011757553124.75,Arndt,Rolfs
San Diego,5391811.0,United States,US,,"Quantinuum Research, LLC, San Diego, CA, USA","Quantinuum Research, LLC, San Diego, CA, USA",California,US-CA,pub.1116491931,ur.01163136127.22,Jonathan P.,Bradfield
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, UK",,,,pub.1116491931,ur.01325572134.46,Sara M.,Willems
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1116491931,ur.0706723243.24,Marianne,Benn
Skelleftea,602913.0,Sweden,SE,,"Research Unit Skellefteå, Skellefteå, Sweden","Research Unit Skellefteå, Skellefteå, Sweden",Vaesterbotten,,pub.1116491931,ur.01267366417.52,Jan-Håkan,Jansson
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1116491931,ur.014444132034.29,Pia R.,Kamstrup
Echinos,736354.0,Greece,GR,,"Echinos Medical Centre, Echinos, Greece","Echinos Medical Centre, Echinos, Greece",,,pub.1116491931,ur.01341205376.74,Maria,Karaleftheri
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, UK",,,,pub.1116491931,ur.0616003437.07,Claudia,Langenberg
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, UK",,,,pub.1116491931,ur.0776707354.45,Jian’an,Luan
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1116491931,ur.0611452663.46,Sune F.,Nielsen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1116491931,ur.0664172257.33,Børge G.,Nordestgaard
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, UK",,,,pub.1116491931,ur.015600745002.61,John R. B.,Perry
,,,,,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,,pub.1116491931,ur.01117072553.44,Annette,Peters
Seinaejoki,637219.0,Finland,FI,,"Central Hospital of Southern Ostrobothnia, Seinäjoki, Finland","Central Hospital of Southern Ostrobothnia, Seinäjoki, Finland",Southern Ostrobothnia,,pub.1116491931,ur.0737527073.07,Hannu,Puolijoki
Oxford,2640729.0,United Kingdom,GB,,"NHS Blood and Transplant–Oxford Centre, Oxford, UK","NHS Blood and Transplant–Oxford Centre, Oxford, UK",England,,pub.1116491931,ur.01154507440.57,David J.,Roberts
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, UK",,,,pub.1116491931,ur.012470551052.55,Robert A.,Scott
Cary,4459467.0,United States,US,,"OmicSoft at Qiagen Company, Cary, NC, USA","OmicSoft at Qiagen Company, Cary, NC, USA",North Carolina,US-NC,pub.1116491931,,Andrew J.,Slater
Anogeia,264806.0,Greece,GR,,"Anogia Medical Centre, Anogia, Greece","Anogia Medical Centre, Anogia, Greece",,,pub.1116491931,ur.01356227124.82,Emmanouil,Tsafantakis
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1116491931,ur.0646101614.57,Anette,Varbo
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, UK",,,,pub.1116491931,ur.013723776517.34,Nicholas J.,Wareham
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, UK",,,,pub.1116491931,ur.01305467031.32,Jing Hua,Zhao
Chapel Hill,4460162.0,United States,US,,"Department of Epidemiology and Carolina Center of Genome Sciences, Chapel Hill, NC, USA","Department of Epidemiology and Carolina Center of Genome Sciences, Chapel Hill, NC, USA",North Carolina,US-NC,pub.1116491931,ur.011405001662.87,Kari E.,North
Paris,2988507.0,France,FR,,"HiFiBiO SAS, Paris, France","HiFiBiO SAS, Paris, France",Ile-de-France,,pub.1116090066,ur.012751020207.21,Kevin,Grosselin
Paris,2988507.0,France,FR,,"HiFiBiO SAS, Paris, France","HiFiBiO SAS, Paris, France",Ile-de-France,,pub.1116090066,,Adeline,Poitou
Paris,2988507.0,France,FR,,"HiFiBiO SAS, Paris, France","HiFiBiO SAS, Paris, France",Ile-de-France,,pub.1116090066,,Olivia,Frenoy
Paris,2988507.0,France,FR,,"HiFiBiO SAS, Paris, France","HiFiBiO SAS, Paris, France",Ile-de-France,,pub.1116090066,,Yannick,Pousse
Paris,2988507.0,France,FR,,"HiFiBiO SAS, Paris, France","HiFiBiO SAS, Paris, France",Ile-de-France,,pub.1116090066,,Marcel,Reichen
Paris,2988507.0,France,FR,,"HiFiBiO SAS, Paris, France","HiFiBiO SAS, Paris, France",Ile-de-France,,pub.1116090066,,Adam,Woolfe
Paris,2988507.0,France,FR,,"HiFiBiO SAS, Paris, France","HiFiBiO SAS, Paris, France",Ile-de-France,,pub.1116090066,,Colin,Brenan
,,United States,US,,"HiFiBiO Inc., Cambridge, MA, USA","HiFiBiO Inc., Cambridge, MA, USA",,,pub.1116090066,,Colin,Brenan
Paris,2988507.0,France,FR,,"HiFiBiO SAS, Paris, France","HiFiBiO SAS, Paris, France",Ile-de-France,,pub.1116090066,,Annabelle,Gérard
Baltimore,4347778.0,United States,US,,"Welch Center for Prevention, Epidemiology and Clinical Research, Baltimore, MD, USA","Welch Center for Prevention, Epidemiology and Clinical Research, Baltimore, MD, USA",Maryland,US-MD,pub.1116078524,ur.01141403460.39,Adrienne,Tin
Milan,3173435.0,Italy,IT,,"San Raffaele Research Institute, Milan, Italy","San Raffaele Research Institute, Milan, Italy",Lombardy,,pub.1116078524,ur.01046422055.08,Cinzia Felicita,Sala
,,,,,"Research Unit of Molecular Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,,pub.1116078524,ur.011673465237.05,Christian,Gieger
Rockville,4367175.0,United States,US,,"Geisinger Research, Biomedical and Translational Informatics Institute, Rockville, MD, USA","Geisinger Research, Biomedical and Translational Informatics Institute, Rockville, MD, USA",Maryland,US-MD,pub.1116078524,ur.011147337014.13,Navya Shilpa,Josyula
,,,,,"Research Unit of Molecular Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,,pub.1116078524,ur.01030014320.71,Brigitte,Kühnel
,,,,,"Institute of Human Genetics, Helmholtz Zentrum München, Neuherberg, Germany",,,,pub.1116078524,ur.015725517277.33,Thomas,Meitinger
,,,,,"Department of Medicine, Geriatrics Section, Boston Medical Center, Boston University School of Medicine, Boston, MA, USA",,,,pub.1116078524,ur.01134014315.28,Thomas,Perls
Zagreb,3186886.0,Croatia,HR,,"Gen-info Ltd, Zagreb, Croatia","Gen-info Ltd, Zagreb, Croatia",City of Zagreb,,pub.1116078524,ur.01301232211.13,Ozren,Polasek
Milan,3173435.0,Italy,IT,,"ePhood Scientific Unit, ePhood SRL, Milano, Italy","ePhood Scientific Unit, ePhood SRL, Milano, Italy",Lombardy,,pub.1116078524,,Federica,Rizzi
,,,,,"Gertrude H. Sergievsky Center, Columbia University Medical Center, New York, NY, USA",,,,pub.1116078524,ur.01042444720.15,Nicole,Schupf
,,,,,"Department of Clinical Science and Education, Karolinska Institutet, Södersjukhuset, Stockholm, Sweden",,,,pub.1116078524,ur.011657562640.20,Per O.,Svensson
Milan,3173435.0,Italy,IT,,"San Raffaele Research Institute, Milan, Italy","San Raffaele Research Institute, Milan, Italy",Lombardy,,pub.1116078524,,Daniela,Toniolo
,,,,,"Research Unit of Molecular Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,,pub.1116078524,ur.0611237150.50,Melanie,Waldenberger
Danville,5186327.0,United States,US,,"Kidney Health Research Institute (KHRI), Geisinger, Danville, PA, USA","Kidney Health Research Institute (KHRI), Geisinger, Danville, PA, USA",Pennsylvania,US-PA,pub.1116078524,,Kevin,Ho
Danville,5186327.0,United States,US,,"Department of Nephrology, Geisinger, Danville, PA, USA","Department of Nephrology, Geisinger, Danville, PA, USA",Pennsylvania,US-PA,pub.1116078524,,Kevin,Ho
Danville,5186327.0,United States,US,,"Geisinger Research, Biomedical and Translational Informatics Institute, Danville, PA, USA","Geisinger Research, Biomedical and Translational Informatics Institute, Danville, PA, USA",Pennsylvania,US-PA,pub.1116078524,ur.012261431577.52,Sarah A.,Pendergrass
Regensburg,2849483.0,Germany,DE,,"Department of Nephrology and Rheumatology, Kliniken Südostbayern, Regensburg, Germany","Department of Nephrology and Rheumatology, Kliniken Südostbayern, Regensburg, Germany",Bavaria,,pub.1116078524,ur.0625674224.49,Carsten A.,Böger
Milan,3173435.0,Italy,IT,,"Division of Genetics and Cell Biology, San Faffaele Research Institute, Milan, Italy","Division of Genetics and Cell Biology, San Faffaele Research Institute, Milan, Italy",Lombardy,,pub.1116008893,,Daniela,Toniolo
,,,,,"Institut Curie, CNRS UMR3215, INSERM U934, Paris, France. jokevbemmel@gmail.com.",,,,pub.1115911604,ur.01316017576.39,Joke G,van Bemmel
San Francisco,5391959.0,United States,US,,"Gladstone Institute of Cardiovascular Diseases, San Francisco, CA, USA. jokevbemmel@gmail.com.","Gladstone Institute of Cardiovascular Diseases, San Francisco, CA, USA. jokevbemmel@gmail.com.",California,US-CA,pub.1115911604,ur.01316017576.39,Joke G,van Bemmel
,,,,,"Institut Curie, CNRS UMR3215, INSERM U934, Paris, France.",,,,pub.1115911604,ur.0615602034.18,Rafael,Galupa
,,,,,"Institut Curie, CNRS UMR3215, INSERM U934, Paris, France.",,,,pub.1115911604,ur.010477263771.82,Chris,Gard
,,,,,"Institut Curie, PSL Research University, INSERM, U900, Paris, France.",,,,pub.1115911604,ur.01157647425.78,Nicolas,Servant
,,,,,"Institut Curie, CNRS UMR3215, INSERM U934, Paris, France.",,,,pub.1115911604,ur.01133577276.47,Christel,Picard
,,,,,"Institut Curie, CNRS UMR3215, INSERM U934, Paris, France.",,,,pub.1115911604,ur.01336320361.23,Jan J,Żylicz
,,,,,"Institut Curie, CNRS UMR3215, INSERM U934, Paris, France. edith.heard@curie.fr.",,,,pub.1115911604,ur.01205631542.42,Edith,Heard
Kilifi,192067.0,Kenya,KE,,"Wellcome Trust Research Centre, Kilifi, Kenya","Wellcome Trust Research Centre, Kilifi, Kenya",Kilifi,,pub.1115907105,ur.01366717764.37,Anna C.,Seale
Curitiba,3464975.0,Brazil,BR,,"Laboratory of Bacteriology, Epidemiology Laboratory and Disease Control Division, Laboratório Central do Estado do Paraná, Curitiba, Brazil","Laboratory of Bacteriology, Epidemiology Laboratory and Disease Control Division, Laboratório Central do Estado do Paraná, Curitiba, Brazil",Parana,,pub.1115907105,ur.0773364457.70,Rosângela S. L. A.,Torres
,,,,,"Telethon Kids Institute, University of Western Australia and Perth Children’s Hospital, Perth, Western Australia, Australia",,,,pub.1115907105,ur.01070727074.20,Jonathan R.,Carapetis
,,,,,"PathWest Laboratory Medicine of WA,Sir Charles Gairdner Hospital, Crawley, Western Australia, Australia",,,,pub.1114973474,ur.01170105012.61,Jennie,Hui
Collegeville,5184966.0,United States,US,,"GSK R&D, Collegeville, PA, USA","GSK R&D, Collegeville, PA, USA",Pennsylvania,US-PA,pub.1114973474,,Nicholas,Locantore
Collegeville,5184966.0,United States,US,,"GSK R&D, Collegeville, PA, USA","GSK R&D, Collegeville, PA, USA",Pennsylvania,US-PA,pub.1114973474,ur.01143451364.08,Ruth,Tal-Singer
Corrientes,3435217.0,Argentina,AR,,"Instituto de Botánica del Nordeste (CONICET-UNNE), Corrientes, Argentina","Instituto de Botánica del Nordeste (CONICET-UNNE), Corrientes, Argentina",Corrientes,,pub.1113858746,ur.0777720647.08,Guillermo,Seijo
Corrientes,3435217.0,Argentina,AR,,"Instituto de Botánica del Nordeste (CONICET-UNNE), Corrientes, Argentina","Instituto de Botánica del Nordeste (CONICET-UNNE), Corrientes, Argentina",Corrientes,,pub.1113858746,ur.01305026642.99,Sergio S.,Samoluk
Brasilia,3469058.0,Brazil,BR,,"Embrapa Genetic Resources and Biotechnology, Brasília, Brazil","Embrapa Genetic Resources and Biotechnology, Brasília, Brazil",Federal District,,pub.1113858746,ur.0720653123.20,Márcio C.,Moretzsohn
,,,,,"Department of Public Health, Amsterdam Public Health Research Institute, Amsterdam UMC, Academic Medical Center, University of Amsterdam, Amsterdam, the Netherlands",,,,pub.1113858744,ur.0731127127.09,Mohammad H.,Zafarmand
,,,,,"Department of Clinical Epidemiology, Biostatistics and Bioinformatics, Amsterdam Public Health Research Institute, Amsterdam UMC, Academic Medical Center, University of Amsterdam, Amsterdam, the Netherlands",,,,pub.1113858744,ur.0731127127.09,Mohammad H.,Zafarmand
San Diego,5391811.0,United States,US,,"Quantinuum Research, San Diego, CA, USA","Quantinuum Research, San Diego, CA, USA",California,US-CA,pub.1113858744,ur.01163136127.22,Jonathan P.,Bradfield
,,,,,"Barcelonabeta Brain Research Center, Pasqual Maragall Foundation, Barcelona, Spain",,,,pub.1113858744,ur.0652571001.00,Natalia,Vilor-Tejedor
,,,,,"QIMR Berghofer Medical Research Institute, Royal Brisbane Hospital, Brisbane, Queensland, Australia",,,,pub.1113858744,,Jodie N.,Painter
San Sebastian,3110044.0,Spain,ES,,"Subdirección de Salud Pública y Adicciones de Gipuzkoa, San Sebastián, Spain","Subdirección de Salud Pública y Adicciones de Gipuzkoa, San Sebastián, Spain",Basque Country,,pub.1113858744,ur.01002747270.07,Loreto,Santa-Marina
Barcelona,3128760.0,Spain,ES,,"Genomics Unit, Dexeus Woman’s Health, Barcelona, Spain","Genomics Unit, Dexeus Woman’s Health, Barcelona, Spain",Catalonia,,pub.1113858744,ur.0675214555.67,Xavier,Estivill
,,Canada,CA,,"ECOGENE-21 and Lipid Clinic, Chicoutimi Hospital, Saguenay, Quebec, Canada","ECOGENE-21 and Lipid Clinic, Chicoutimi Hospital, Saguenay, Quebec, Canada",,,pub.1113858744,ur.0614671165.21,Luigi,Bouchard
Cincinnati,4508722.0,United States,US,,"March of Dimes Prematurity Research Center Ohio Collaborative, Cincinnati, OH, USA","March of Dimes Prematurity Research Center Ohio Collaborative, Cincinnati, OH, USA",Ohio,US-OH,pub.1113858744,ur.0650556115.09,Ge,Zhang
Cincinnati,4508722.0,United States,US,,"March of Dimes Prematurity Research Center Ohio Collaborative, Cincinnati, OH, USA","March of Dimes Prematurity Research Center Ohio Collaborative, Cincinnati, OH, USA",Ohio,US-OH,pub.1113858744,ur.014754421537.43,Louis J.,Muglia
,,,,,"Bioinformatics Laboratory, Clinical Epidemiology, Biostatistics and Bioinformatics, Amsterdam Public Health Research Institute, Academic Medical Center, University of Amsterdam, Amsterdam, the Netherlands",,,,pub.1113858744,ur.07537261677.24,Antoine H. C.,van Kampen
,,,,,"Bioinformatics Laboratory, Clinical Epidemiology, Biostatistics and Bioinformatics, Amsterdam Public Health Research Institute, Academic Medical Center, University of Amsterdam, Amsterdam, the Netherlands",,,,pub.1113858744,ur.0703213171.96,Barbera D. C.,van Schaik
Amsterdam,2759794.0,Netherlands,NL,,"Amsterdam Reproduction and Development, Amsterdam, the Netherlands","Amsterdam Reproduction and Development, Amsterdam, the Netherlands",North Holland,,pub.1113858744,ur.0650417210.95,Hamdi,Mbarek
,,,,,"QIMR Berghofer Medical Research Institute, Royal Brisbane Hospital, Brisbane, Queensland, Australia",,,,pub.1113858744,ur.01006332473.11,Penelope A.,Lind
,,,,,"QIMR Berghofer Medical Research Institute, Royal Brisbane Hospital, Brisbane, Queensland, Australia",,,,pub.1113858744,ur.01074226355.01,Sarah E.,Medland
,,,,,"QIMR Berghofer Medical Research Institute, Royal Brisbane Hospital, Brisbane, Queensland, Australia",,,,pub.1113858744,,Grant W.,Montgomery
,,,,,"Department of Public Health, Amsterdam Public Health Research Institute, Amsterdam UMC, Academic Medical Center, University of Amsterdam, Amsterdam, the Netherlands",,,,pub.1113858744,ur.010502457577.66,Tanja G. M.,Vrijkotte
Amsterdam,2759794.0,Netherlands,NL,,"Amsterdam Reproduction and Development, Amsterdam, the Netherlands","Amsterdam Reproduction and Development, Amsterdam, the Netherlands",North Holland,,pub.1113858744,ur.0610667722.81,Dorret I.,Boomsma
Copenhagen,2618425.0,Denmark,DK,,"Institute of Biological Psychiatry, Mental Health Centre Sct. Hans, Copenhagen, DK","Institute of Biological Psychiatry, Mental Health Centre Sct. Hans, Copenhagen, DK",Capital Region,,pub.1113858742,,Yunpeng,Wang
Stockholm,2673730.0,Sweden,SE,,"Child and Adolescent Psychiatry Research Center, Stockholm, SE","Child and Adolescent Psychiatry Research Center, Stockholm, SE",Stockholm,,pub.1113858742,ur.01034344304.91,Louise,Frisén
Los Angeles,5368361.0,United States,US,,"Neurogenomics, TGen, Los Angeles, AZ, US","Neurogenomics, TGen, Los Angeles, AZ, US",California,US-CA,pub.1113858742,ur.015521757427.13,Szabolcs,Szelinger
Wiesloch,2809138.0,Germany,DE,,"Psychiatry, Psychiatrisches Zentrum Nordbaden, Wiesloch, DE","Psychiatry, Psychiatrisches Zentrum Nordbaden, Wiesloch, DE",Baden-Wuerttemberg,,pub.1113858742,,Helmut,Vedder
List,2876837.0,Germany,DE,,A list of members appears in the Supplementary Note,A list of members appears in the Supplementary Note,Schleswig-Holstein,,pub.1113858742,,eQTLGen,Consortium
List,2876837.0,Germany,DE,,A list of members appears in the Supplementary Note,A list of members appears in the Supplementary Note,Schleswig-Holstein,,pub.1113858742,,BIOS,Consortium
Paris,2988507.0,France,FR,,"Paris Bipolar and TRD Expert Centres, FondaMental Foundation, Paris, FR","Paris Bipolar and TRD Expert Centres, FondaMental Foundation, Paris, FR",Ile-de-France,,pub.1113858742,ur.01272240537.53,Frank,Bellivier
Namsos,3145023.0,Norway,NO,,"Department of Psychiatry, Hospital Namsos, Namsos, NO","Department of Psychiatry, Hospital Namsos, Namsos, NO",Trondelag,,pub.1113858742,ur.01372431516.49,Eystein,Stordal
,,,,,"Department of Mental Health, Norwegian University of Science and Technology, Trondheim NO",,,,pub.1113858742,ur.01372431516.49,Eystein,Stordal
,,,,,"Dept of Psychiatry, Sankt Olavs Hospital Universitetssykehuset i Trondheim, Trondheim, NO",,,,pub.1113858742,ur.015360703571.93,Arne E,Vaaler
,,,,,"Clinical Institute of Neuroscience, Hospital Clinic, University of Barcelona, IDIBAPS, CIBERSAM, Barcelona, ES",,,,pub.1113858742,ur.01247375326.31,Eduard,Vieta
List,2876837.0,Germany,DE,,A list of members appears in the Supplementary Note,A list of members appears in the Supplementary Note,Schleswig-Holstein,,pub.1113858742,,,
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"Council for Agricultural Research and Economics (CREA), Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","Council for Agricultural Research and Economics (CREA), Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113858740,ur.01254055060.47,Alessandro,Tondelli
Bonn,2946447.0,Germany,DE,,"Global Crop Diversity Trust, Bonn, Germany","Global Crop Diversity Trust, Bonn, Germany",North Rhine-Westphalia,,pub.1113858740,ur.0617715465.37,Benjamin,Kilian
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"Council for Agricultural Research and Economics (CREA), Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","Council for Agricultural Research and Economics (CREA), Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113858740,ur.01154124032.64,Luigi,Cattivelli
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.0771167137.62,Raj,Pasam
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.013757062503.14,Fan,Shi
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.0623220553.12,Surya,Kant
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.0744143154.28,Gabriel,Keeble-Gagnere
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.0747563035.17,Pippa,Kay
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.0755302636.19,Kerrie,Forrest
Swift Current,6160603.0,Canada,CA,,"Swift Current Research and Development Centre, Swift Current, Saskatchewan, Canada","Swift Current Research and Development Centre, Swift Current, Saskatchewan, Canada",Saskatchewan,CA-SK,pub.1113858739,ur.0764632407.78,Ron,Knox
Swift Current,6160603.0,Canada,CA,,"Swift Current Research and Development Centre, Swift Current, Saskatchewan, Canada","Swift Current Research and Development Centre, Swift Current, Saskatchewan, Canada",Saskatchewan,CA-SK,pub.1113858739,ur.01276610520.95,Richard,Cuthbert
Indianapolis,4259418.0,United States,US,,"Corteva Agriscience, Agriculture Division of DowDuPont, Indianapolis, IN, USA","Corteva Agriscience, Agriculture Division of DowDuPont, Indianapolis, IN, USA",Indiana,US-IN,pub.1113858739,ur.01230120324.32,John P.,Davies
Indianapolis,4259418.0,United States,US,,"Corteva Agriscience, Agriculture Division of DowDuPont, Indianapolis, IN, USA","Corteva Agriscience, Agriculture Division of DowDuPont, Indianapolis, IN, USA",Indiana,US-IN,pub.1113858739,ur.014570252611.24,Steve R.,Webb
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.0671164711.31,German,Spangenberg
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.0673516016.79,Ben,Hayes
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.01246220003.09,Hans,Daetwyler
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.01241300575.11,Josquin,Tibbits
,,,,,"Agriculture Victoria, AgriBio, Centre for AgriBioscience, Bundoora, Victoria, Australia",,,,pub.1113858739,ur.01053372272.65,Matthew,Hayden
Jhansi,1269006.0,India,IN,,"Rani Lakshmi Bai Central Agricultural University, Jhansi, India","Rani Lakshmi Bai Central Agricultural University, Jhansi, India",Uttar Pradesh,,pub.1113811359,ur.0747410545.11,Sushil K.,Chaturvedi
Addis Ababa,344979.0,Ethiopia,ET,,"International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), Addis Ababa, Ethiopia","International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), Addis Ababa, Ethiopia",Addis Ababa,,pub.1113811359,ur.01217051445.13,Asnake,Fikre
Shenzhen,1795565.0,China,CN,,"iCarbonX, Shenzhen, China","iCarbonX, Shenzhen, China",Guangdong,,pub.1113811359,,Jun,Wang
Shenzhen,1795565.0,China,CN,,"State Key Laboratory of Agricultural Genomics, Shenzhen, China","State Key Laboratory of Agricultural Genomics, Shenzhen, China",Guangdong,,pub.1113811359,ur.013217252727.69,Xin,Liu
Foggia,3176885.0,Italy,IT,,"CREA—Research Centre for Cereal and Industrial Crops, Foggia, Italy","CREA—Research Centre for Cereal and Industrial Crops, Foggia, Italy",Apulia,,pub.1113300828,ur.0774103643.99,Marco,Maccaferri
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113300828,ur.01103323020.38,Paolo,Bagnaresi
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113300828,ur.01233251141.20,Primetta,Faccioli
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113300828,,Francesca,Desiderio
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113300828,ur.01260665726.16,Caterina,Marè
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113300828,,Cristina,Crosatti
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113300828,,Erica,Mica
Bonn,2946447.0,Germany,DE,,"Global Crop Diversity Trust, Bonn, Germany","Global Crop Diversity Trust, Bonn, Germany",North Rhine-Westphalia,,pub.1113300828,ur.0617715465.37,Benjamin,Kilian
Foggia,3176885.0,Italy,IT,,"CREA—Research Centre for Cereal and Industrial Crops, Foggia, Italy","CREA—Research Centre for Cereal and Industrial Crops, Foggia, Italy",Apulia,,pub.1113300828,ur.0651115131.29,Pasquale,De Vita
Foggia,3176885.0,Italy,IT,,"CREA—Research Centre for Cereal and Industrial Crops, Foggia, Italy","CREA—Research Centre for Cereal and Industrial Crops, Foggia, Italy",Apulia,,pub.1113300828,,Daniela,Marone
Fiorenzuola d'Arda,3176964.0,Italy,IT,,"CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy","CREA—Research Centre for Genomics and Bioinformatics, Fiorenzuola d’Arda, Italy",Emilia-Romagna,,pub.1113300828,ur.01327001126.01,Elisabetta,Mazzucotelli
Foggia,3176885.0,Italy,IT,,"CREA—Research Centre for Cereal and Industrial Crops, Foggia, Italy","CREA—Research Centre for Cereal and Industrial Crops, Foggia, Italy",Apulia,,pub.1113300828,,Nicola,Pecchioni
