year,journal.id,journal.title,total,total_year
2019,jour.1102176,European Journal of Public Health,14,6
2021,jour.1082734,Journal of the American Academy of Child & Adolescent Psychiatry,14,3
2019,jour.1327707,EClinicalMedicine,14,1
2020,jour.1082976,Proceedings of The Nutrition Society,14,10
2019,jour.1086559,Cancer Epidemiology,14,2
2019,jour.1040297,Cancer Prevention Research,14,3
2020,jour.1048081,Molecular Genetics & Genomic Medicine,14,7
2021,jour.1086559,Cancer Epidemiology,14,2
2018,jour.1043594,Clinical and Translational Gastroenterology,14,2
2018,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,14,5
2021,jour.1047619,Cancer Medicine,14,2
2019,jour.1027238,The Pharmacogenomics Journal,14,6
2021,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,14,2
2020,jour.1040297,Cancer Prevention Research,14,6
2019,jour.1082734,Journal of the American Academy of Child & Adolescent Psychiatry,14,6
2020,jour.1043594,Clinical and Translational Gastroenterology,14,6
2018,jour.1024230,Pancreatology,14,8
2021,jour.1048081,Molecular Genetics & Genomic Medicine,14,1
2018,jour.1047619,Cancer Medicine,14,8
2021,jour.1327707,EClinicalMedicine,14,8
2021,jour.1102176,European Journal of Public Health,14,1
2021,jour.1040297,Cancer Prevention Research,14,4
2018,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,14,4
2020,jour.1101566,Scandinavian Journal of Medicine and Science in Sports,14,5
2021,jour.1094728,Radiotherapy and Oncology,13,4
2018,jour.1381023,OSF Preprints,13,3
2020,jour.1034424,Hereditary Cancer in Clinical Practice,13,1
2020,jour.1381023,OSF Preprints,13,2
2020,jour.1114286,Multiple Sclerosis Journal,13,3
2020,jour.1298501,JCO Precision Oncology,13,5
2018,jour.1092853,Cephalalgia,13,3
2020,jour.1016949,Acta Psychiatrica Scandinavica,13,2
2018,jour.1095180,Journal of Neurotrauma,13,1
2020,jour.1297382,Clinical Research in Cardiology,13,3
2021,jour.1381023,OSF Preprints,13,5
2019,jour.1094728,Radiotherapy and Oncology,13,6
2018,jour.1094728,Radiotherapy and Oncology,13,3
2020,jour.1017780,Age and Ageing,13,4
2021,jour.1092853,Cephalalgia,13,2
2020,jour.1092853,Cephalalgia,13,3
2018,jour.1284467,Blood Advances,13,1
2020,jour.1095180,Journal of Neurotrauma,13,7
2021,jour.1297382,Clinical Research in Cardiology,13,4
2019,jour.1016949,Acta Psychiatrica Scandinavica,13,3
2021,jour.1016949,Acta Psychiatrica Scandinavica,13,3
2019,jour.1017780,Age and Ageing,13,4
2018,jour.1297382,Clinical Research in Cardiology,13,2
2021,jour.1313388,Annals of Clinical and Translational Neurology,13,1
2018,jour.1016949,Acta Psychiatrica Scandinavica,13,5
2021,jour.1095180,Journal of Neurotrauma,13,1
2019,jour.1092853,Cephalalgia,13,5
2018,jour.1017780,Age and Ageing,13,2
2019,jour.1381023,OSF Preprints,13,3
2018,jour.1034424,Hereditary Cancer in Clinical Practice,13,2
2019,jour.1313388,Annals of Clinical and Translational Neurology,13,5
2019,jour.1034424,Hereditary Cancer in Clinical Practice,13,6
2020,jour.1313388,Annals of Clinical and Translational Neurology,13,5
2018,jour.1313388,Annals of Clinical and Translational Neurology,13,2
2021,jour.1114286,Multiple Sclerosis Journal,13,2
2019,jour.1297382,Clinical Research in Cardiology,13,4
2021,jour.1284467,Blood Advances,13,4
2019,jour.1114286,Multiple Sclerosis Journal,13,2
2018,jour.1298501,JCO Precision Oncology,13,3
2021,jour.1034424,Hereditary Cancer in Clinical Practice,13,4
2021,jour.1298501,JCO Precision Oncology,13,3
2021,jour.1017780,Age and Ageing,13,3
2019,jour.1284467,Blood Advances,13,4
2020,jour.1284467,Blood Advances,13,4
2018,jour.1114286,Multiple Sclerosis Journal,13,6
2019,jour.1298501,JCO Precision Oncology,13,2
2019,jour.1095180,Journal of Neurotrauma,13,4
2020,jour.1016108,Clinical Endocrinology,12,3
2018,jour.1051716,Cell Systems,12,6
2020,jour.1150756,Biomedicines,12,3
2021,jour.1045210,Cancer Discovery,12,5
2020,jour.1090630,Psychiatry Research,12,3
2018,jour.1015410,Thrombosis Research,12,3
2018,jour.1049365,Plastic & Reconstructive Surgery Global Open,12,5
2019,jour.1049365,Plastic & Reconstructive Surgery Global Open,12,3
2021,jour.1051716,Cell Systems,12,3
2019,jour.1101576,International Journal of Gynecological Cancer,12,10
2018,jour.1095981,Diabetes/Metabolism Research and Reviews,12,7
2019,jour.1045696,Frontiers in Oncology,12,2
2020,jour.1112096,Menopause The Journal of The North American Menopause Society,12,2
2020,jour.1045210,Cancer Discovery,12,2
2019,jour.1016108,Clinical Endocrinology,12,2
2021,jour.1101576,International Journal of Gynecological Cancer,12,1
2020,jour.1089909,Journal of the American Academy of Dermatology,12,4
2019,jour.1052432,BJPsych Open,12,2
2020,jour.1289120,European Radiology,12,2
2019,jour.1090630,Psychiatry Research,12,4
2019,jour.1289120,European Radiology,12,3
2019,jour.1099274,Annals of Medicine,12,4
2021,jour.1030078,Aging Cell,12,3
2020,jour.1018807,Mayo Clinic Proceedings,12,5
2018,jour.1052432,BJPsych Open,12,4
2018,jour.1045696,Frontiers in Oncology,12,1
2020,jour.1045696,Frontiers in Oncology,12,6
2020,jour.1030078,Aging Cell,12,4
2018,jour.1048878,Microbiome,12,8
2021,jour.1089909,Journal of the American Academy of Dermatology,12,1
2018,jour.1112096,Menopause The Journal of The North American Menopause Society,12,2
2018,jour.1090630,Psychiatry Research,12,2
2019,jour.1050550,The Lancet Psychiatry,12,2
2019,jour.1048878,Microbiome,12,1
2019,jour.1030078,Aging Cell,12,4
2018,jour.1030078,Aging Cell,12,1
2018,jour.1289120,European Radiology,12,6
2019,jour.1043541,Clinical Epidemiology,12,3
2021,jour.1016108,Clinical Endocrinology,12,2
2018,jour.1050550,The Lancet Psychiatry,12,3
2020,jour.1051716,Cell Systems,12,3
2021,jour.1112096,Menopause The Journal of The North American Menopause Society,12,4
2019,jour.1112096,Menopause The Journal of The North American Menopause Society,12,4
2021,jour.1048878,Microbiome,12,2
2018,jour.1045210,Cancer Discovery,12,4
2020,jour.1095981,Diabetes/Metabolism Research and Reviews,12,2
2018,jour.1016108,Clinical Endocrinology,12,5
2021,jour.1018807,Mayo Clinic Proceedings,12,2
2020,jour.1015410,Thrombosis Research,12,5
2021,jour.1090630,Psychiatry Research,12,3
2019,jour.1018807,Mayo Clinic Proceedings,12,3
2020,jour.1049365,Plastic & Reconstructive Surgery Global Open,12,4
2019,jour.1095981,Diabetes/Metabolism Research and Reviews,12,3
2020,jour.1052432,BJPsych Open,12,2
2021,jour.1289120,European Radiology,12,1
2021,jour.1045696,Frontiers in Oncology,12,3
2021,jour.1150756,Biomedicines,12,9
2018,jour.1043541,Clinical Epidemiology,12,8
2021,jour.1099274,Annals of Medicine,12,4
2020,jour.1048878,Microbiome,12,1
2021,jour.1015410,Thrombosis Research,12,1
2020,jour.1099274,Annals of Medicine,12,4
2019,jour.1045210,Cancer Discovery,12,1
2019,jour.1015410,Thrombosis Research,12,3
2020,jour.1050550,The Lancet Psychiatry,12,4
2021,jour.1043541,Clinical Epidemiology,12,1
2021,jour.1052432,BJPsych Open,12,4
2021,jour.1050550,The Lancet Psychiatry,12,3
2020,jour.1101576,International Journal of Gynecological Cancer,12,1
2018,jour.1018807,Mayo Clinic Proceedings,12,2
2018,jour.1089909,Journal of the American Academy of Dermatology,12,7
2019,jour.1011665,The Journal of Pathology,11,2
2021,jour.1039049,Stem Cell Research,11,2
2020,jour.1102933,Journal of Sleep Research,11,1
2021,jour.1097065,Leukemia,11,2
2020,jour.1045560,"G3: Genes, Genomes, Genetics",11,2
2020,jour.1044459,Frontiers in Physiology,11,3
2021,jour.1392520,Human Genetics and Genomics Advances,11,9
2018,jour.1117828,Molecular Cell,11,1
2018,jour.1100486,Journal of Dental Research,11,3
2021,jour.1040054,Circulation Arrhythmia and Electrophysiology,11,2
2021,jour.1085446,Thrombosis and Haemostasis,11,3
2020,jour.1102786,European Child & Adolescent Psychiatry,11,1
2019,jour.1085443,Revue d'Epidémiologie et de Santé Publique,11,2
2018,jour.1085446,Thrombosis and Haemostasis,11,5
2021,jour.1102933,Journal of Sleep Research,11,6
2019,jour.1100486,Journal of Dental Research,11,4
2019,jour.1097065,Leukemia,11,4
2021,jour.1044459,Frontiers in Physiology,11,1
2019,jour.1056681,Journal of Clinical Epidemiology,11,1
2021,jour.1115214,Nature Biotechnology,11,4
2018,jour.1115265,Molecular Vision,11,5
2018,jour.1038823,Cell Stem Cell,11,3
2019,jour.1119333,Nicotine & Tobacco Research,11,2
2021,jour.1048786,The Lancet Global Health,11,2
2019,jour.1039049,Stem Cell Research,11,2
2021,jour.1102786,European Child & Adolescent Psychiatry,11,6
2018,jour.1019235,The Journal of Infectious Diseases,11,1
2021,jour.1038823,Cell Stem Cell,11,2
2021,jour.1036887,Metabolomics,11,3
2021,jour.1019235,The Journal of Infectious Diseases,11,2
2020,jour.1038823,Cell Stem Cell,11,1
2020,jour.1117828,Molecular Cell,11,2
2020,jour.1115214,Nature Biotechnology,11,4
2018,jour.1036887,Metabolomics,11,4
2019,jour.1085446,Thrombosis and Haemostasis,11,3
2018,jour.1011665,The Journal of Pathology,11,3
2019,jour.1038823,Cell Stem Cell,11,5
2018,jour.1056681,Journal of Clinical Epidemiology,11,6
2021,jour.1011665,The Journal of Pathology,11,4
2019,jour.1312220,The Journals of Gerontology Series B,11,3
2021,jour.1100486,Journal of Dental Research,11,2
2020,jour.1056681,Journal of Clinical Epidemiology,11,3
2020,jour.1115265,Molecular Vision,11,1
2020,jour.1097065,Leukemia,11,1
2020,jour.1312220,The Journals of Gerontology Series B,11,2
2019,jour.1036887,Metabolomics,11,2
2020,jour.1102857,The Breast,11,5
2018,jour.1119333,Nicotine & Tobacco Research,11,4
2018,jour.1085443,Revue d'Epidémiologie et de Santé Publique,11,9
2019,jour.1117828,Molecular Cell,11,4
2020,jour.1039049,Stem Cell Research,11,3
2018,jour.1312220,The Journals of Gerontology Series B,11,4
2019,jour.1040054,Circulation Arrhythmia and Electrophysiology,11,2
2021,jour.1056681,Journal of Clinical Epidemiology,11,1
2019,jour.1115265,Molecular Vision,11,5
2018,jour.1102933,Journal of Sleep Research,11,2
2021,jour.1119333,Nicotine & Tobacco Research,11,4
2018,jour.1048786,The Lancet Global Health,11,2
2020,jour.1119333,Nicotine & Tobacco Research,11,1
2018,jour.1102857,The Breast,11,2
2019,jour.1048786,The Lancet Global Health,11,3
2018,jour.1045560,"G3: Genes, Genomes, Genetics",11,2
2019,jour.1102857,The Breast,11,1
2021,jour.1312220,The Journals of Gerontology Series B,11,2
2019,jour.1102933,Journal of Sleep Research,11,2
2021,jour.1102857,The Breast,11,3
2021,jour.1043645,Oncotarget,11,1
2021,jour.1159613,ESMO Open,11,1
2019,jour.1044459,Frontiers in Physiology,11,2
2018,jour.1044459,Frontiers in Physiology,11,5
2020,jour.1040054,Circulation Arrhythmia and Electrophysiology,11,5
2018,jour.1040054,Circulation Arrhythmia and Electrophysiology,11,2
2021,jour.1117828,Molecular Cell,11,4
2020,jour.1392520,Human Genetics and Genomics Advances,11,2
2020,jour.1036887,Metabolomics,11,2
2019,jour.1102786,European Child & Adolescent Psychiatry,11,1
2020,jour.1019235,The Journal of Infectious Diseases,11,5
2020,jour.1100486,Journal of Dental Research,11,2
2018,jour.1039049,Stem Cell Research,11,4
2020,jour.1011665,The Journal of Pathology,11,2
2020,jour.1043645,Oncotarget,11,1
2019,jour.1043645,Oncotarget,11,5
2020,jour.1048786,The Lancet Global Health,11,4
2018,jour.1159613,ESMO Open,11,10
2018,jour.1102786,European Child & Adolescent Psychiatry,11,3
2018,jour.1097065,Leukemia,11,4
2021,jour.1045560,"G3: Genes, Genomes, Genetics",11,4
2018,jour.1043645,Oncotarget,11,4
2019,jour.1019235,The Journal of Infectious Diseases,11,3
2019,jour.1045560,"G3: Genes, Genomes, Genetics",11,3
2019,jour.1115214,Nature Biotechnology,11,3
2018,jour.1119273,Physiological Genomics,10,4
2019,jour.1119273,Physiological Genomics,10,3
2021,jour.1036729,Clinical Journal of the American Society of Nephrology,10,2
2018,jour.1113451,Journal of Cardiac Failure,10,3
2019,jour.1297479,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,10,2
2019,jour.1077253,Medicine,10,1
2018,jour.1089721,Clinical Infectious Diseases,10,2
2018,jour.1295180,Archives des Maladies Professionnelles et de l Environnement,10,1
2019,jour.1036748,European Urology Open Science,10,5
2019,jour.1113451,Journal of Cardiac Failure,10,1
2020,jour.1125021,Journal of Fish Diseases,10,2
2021,jour.1038724,Molecular Oncology,10,2
2020,jour.1029963,Journal of Proteome Research,10,2
2019,jour.1023804,Haematologica,10,2
2020,jour.1048594,Acta Neuropathologica Communications,10,2
2021,jour.1113451,Journal of Cardiac Failure,10,2
2020,jour.1086841,Intelligence,10,1
2019,jour.1039499,Primary Care Diabetes,10,1
2021,jour.1125021,Journal of Fish Diseases,10,2
2019,jour.1029963,Journal of Proteome Research,10,2
2020,jour.1023804,Haematologica,10,5
2021,jour.1042549,Epigenomics,10,1
2018,jour.1029963,Journal of Proteome Research,10,3
2020,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,10,3
2018,jour.1017908,Psychosomatic Medicine,10,5
2018,jour.1086841,Intelligence,10,5
2021,jour.1048594,Acta Neuropathologica Communications,10,5
2020,jour.1119273,Physiological Genomics,10,2
2018,jour.1027091,Atherosclerosis Supplements,10,5
2019,jour.1036729,Clinical Journal of the American Society of Nephrology,10,2
2019,jour.1048594,Acta Neuropathologica Communications,10,2
2018,jour.1023804,Haematologica,10,2
2021,jour.1297479,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,10,2
2018,jour.1048594,Acta Neuropathologica Communications,10,1
2020,jour.1297479,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,10,4
2021,jour.1017908,Psychosomatic Medicine,10,2
2020,jour.1104056,American Journal of Geriatric Psychiatry,10,3
2019,jour.1284425,Hepatology Communications,10,6
2018,jour.1036748,European Urology Open Science,10,2
2021,jour.1017754,The Journal of Pediatrics,10,4
2018,jour.1297479,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,10,2
2020,jour.1103300,Blood Pressure,10,3
2019,jour.1038724,Molecular Oncology,10,4
2020,jour.1089721,Clinical Infectious Diseases,10,6
2020,jour.1284425,Hepatology Communications,10,1
2019,jour.1017754,The Journal of Pediatrics,10,4
2018,jour.1017754,The Journal of Pediatrics,10,1
2018,jour.1043709,Molecular Autism,10,1
2019,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,10,5
2020,jour.1043709,Molecular Autism,10,4
2021,jour.1077253,Medicine,10,3
2019,jour.1042549,Epigenomics,10,5
2020,jour.1038724,Molecular Oncology,10,3
2019,jour.1125021,Journal of Fish Diseases,10,2
2020,jour.1027091,Atherosclerosis Supplements,10,3
2018,jour.1103300,Blood Pressure,10,2
2018,jour.1077253,Medicine,10,5
2018,jour.1042549,Epigenomics,10,1
2021,jour.1089721,Clinical Infectious Diseases,10,1
2021,jour.1023804,Haematologica,10,1
2019,jour.1103300,Blood Pressure,10,3
2019,jour.1027091,Atherosclerosis Supplements,10,2
2021,jour.1104056,American Journal of Geriatric Psychiatry,10,3
2019,jour.1017908,Psychosomatic Medicine,10,1
2019,jour.1097143,Alimentary Pharmacology & Therapeutics,10,3
2020,jour.1017754,The Journal of Pediatrics,10,1
2018,jour.1039499,Primary Care Diabetes,10,1
2019,jour.1086841,Intelligence,10,2
2020,jour.1077253,Medicine,10,1
2020,jour.1097143,Alimentary Pharmacology & Therapeutics,10,5
2020,jour.1036748,European Urology Open Science,10,3
2020,jour.1036729,Clinical Journal of the American Society of Nephrology,10,5
2021,jour.1050942,Bone Reports,10,3
2021,jour.1103300,Blood Pressure,10,2
2020,jour.1039499,Primary Care Diabetes,10,5
2021,jour.1086841,Intelligence,10,2
2021,jour.1029963,Journal of Proteome Research,10,3
2020,jour.1017908,Psychosomatic Medicine,10,2
2019,jour.1104056,American Journal of Geriatric Psychiatry,10,3
2020,jour.1024943,BMC Geriatrics,10,4
2018,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,10,2
2020,jour.1295180,Archives des Maladies Professionnelles et de l Environnement,10,9
2018,jour.1036729,Clinical Journal of the American Society of Nephrology,10,1
2018,jour.1024943,BMC Geriatrics,10,2
2020,jour.1042549,Epigenomics,10,3
2018,jour.1104056,American Journal of Geriatric Psychiatry,10,1
2020,jour.1113451,Journal of Cardiac Failure,10,4
2018,jour.1125021,Journal of Fish Diseases,10,4
2021,jour.1043709,Molecular Autism,10,3
2019,jour.1089721,Clinical Infectious Diseases,10,1
2021,jour.1097143,Alimentary Pharmacology & Therapeutics,10,2
2019,jour.1024943,BMC Geriatrics,10,2
2020,jour.1050942,Bone Reports,10,7
2021,jour.1024943,BMC Geriatrics,10,2
2021,jour.1119273,Physiological Genomics,10,1
2018,jour.1038724,Molecular Oncology,10,1
2021,jour.1039499,Primary Care Diabetes,10,3
2021,jour.1284425,Hepatology Communications,10,3
2019,jour.1043709,Molecular Autism,10,2
2019,jour.1118265,Public Health Nutrition,9,1
2018,jour.1093572,Neuroepidemiology,9,1
2019,jour.1052556,European Heart Journal - Cardiovascular Pharmacotherapy,9,1
2019,jour.1041030,Gut Microbes,9,1
2020,jour.1047694,Biomolecules,9,2
2019,jour.1053721,Kidney International Reports,9,2
2019,jour.1052749,ERJ Open Research,9,1
2019,jour.1015263,Preventive Medicine,9,1
2020,jour.1014810,Clinical & Experimental Allergy,9,1
2018,jour.1053404,mSystems,9,1
2020,jour.1412139,Transplantation and Cellular Therapy,9,1
2019,jour.1412139,Transplantation and Cellular Therapy,9,1
2020,jour.1053404,mSystems,9,3
2019,jour.1097410,International Journal of Geriatric Psychiatry,9,2
2019,jour.1113568,Neurobiology of Disease,9,1
2019,jour.1017874,Pediatrics,9,2
2020,jour.1118265,Public Health Nutrition,9,2
2021,jour.1113568,Neurobiology of Disease,9,2
2019,jour.1095198,Molecular Biology and Evolution,9,3
2020,jour.1008525,Acta Diabetologica,9,4
2019,jour.1294830,Journal of Proteomics,9,7
2021,jour.1014810,Clinical & Experimental Allergy,9,3
2020,jour.1393105,RFo - Fortschritte auf dem Gebiet der Rntgenstrahlen und der bildgebenden Verfahren,9,1
2018,jour.1052556,European Heart Journal - Cardiovascular Pharmacotherapy,9,1
2019,jour.1005851,Experimental Gerontology,9,1
2019,jour.1393105,RFo - Fortschritte auf dem Gebiet der Rntgenstrahlen und der bildgebenden Verfahren,9,3
2021,jour.1095198,Molecular Biology and Evolution,9,3
2018,jour.1043096,Frontiers in Aging Neuroscience,9,4
2021,jour.1097410,International Journal of Geriatric Psychiatry,9,2
2021,jour.1020092,Journal Of Clinical Periodontology,9,3
2019,jour.1053404,mSystems,9,1
2021,jour.1053721,Kidney International Reports,9,3
2020,jour.1095198,Molecular Biology and Evolution,9,3
2021,jour.1042630,Journal of Diabetes Investigation,9,1
2019,jour.1042158,Diabetes Metabolic Syndrome and Obesity Targets and Therapy,9,2
2021,jour.1053404,mSystems,9,4
2018,jour.1393105,RFo - Fortschritte auf dem Gebiet der Rntgenstrahlen und der bildgebenden Verfahren,9,5
2019,jour.1319557,Adipositas - Ursachen Folgeerkrankungen Therapie,9,3
2020,jour.1015263,Preventive Medicine,9,2
2018,jour.1113568,Neurobiology of Disease,9,2
2021,jour.1052714,Biological Psychiatry Cognitive Neuroscience and Neuroimaging,9,3
2021,jour.1045793,Brain and Behavior,9,4
2021,jour.1015263,Preventive Medicine,9,4
2020,jour.1004765,Zeitschrift für Gastroenterologie,9,4
2020,jour.1017752,Journal of the Neurological Sciences,9,3
2020,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,9,4
2019,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,9,2
2019,jour.1043096,Frontiers in Aging Neuroscience,9,1
2019,jour.1093572,Neuroepidemiology,9,2
2019,jour.1014810,Clinical & Experimental Allergy,9,3
2019,jour.1017306,British Journal of Anaesthesia,9,1
2021,jour.1319557,Adipositas - Ursachen Folgeerkrankungen Therapie,9,2
2020,jour.1097410,International Journal of Geriatric Psychiatry,9,2
2019,jour.1008525,Acta Diabetologica,9,1
2020,jour.1103190,Journal of Glaucoma,9,3
2019,jour.1047694,Biomolecules,9,1
2021,jour.1043096,Frontiers in Aging Neuroscience,9,3
2019,jour.1004765,Zeitschrift für Gastroenterologie,9,2
2020,jour.1319557,Adipositas - Ursachen Folgeerkrankungen Therapie,9,4
2020,jour.1017306,British Journal of Anaesthesia,9,5
2019,jour.1097986,Social Psychiatry and Psychiatric Epidemiology,9,4
2021,jour.1052749,ERJ Open Research,9,2
2019,jour.1020092,Journal Of Clinical Periodontology,9,2
2019,jour.1017752,Journal of the Neurological Sciences,9,3
2019,jour.1042630,Journal of Diabetes Investigation,9,1
2018,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,9,2
2018,jour.1097410,International Journal of Geriatric Psychiatry,9,3
2021,jour.1017752,Journal of the Neurological Sciences,9,2
2019,jour.1020835,Value in Health,9,2
2018,jour.1017874,Pediatrics,9,1
2020,jour.1043096,Frontiers in Aging Neuroscience,9,1
2018,jour.1047694,Biomolecules,9,2
2021,jour.1004765,Zeitschrift für Gastroenterologie,9,1
2021,jour.1118265,Public Health Nutrition,9,2
2021,jour.1041030,Gut Microbes,9,3
2021,jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,9,1
2020,jour.1005851,Experimental Gerontology,9,3
2021,jour.1412139,Transplantation and Cellular Therapy,9,4
2018,jour.1020835,Value in Health,9,1
2021,jour.1097986,Social Psychiatry and Psychiatric Epidemiology,9,3
2018,jour.1042630,Journal of Diabetes Investigation,9,4
2018,jour.1052749,ERJ Open Research,9,2
2021,jour.1052556,European Heart Journal - Cardiovascular Pharmacotherapy,9,2
2018,jour.1017306,British Journal of Anaesthesia,9,3
2021,jour.1005851,Experimental Gerontology,9,4
2021,jour.1103190,Journal of Glaucoma,9,2
2020,jour.1042630,Journal of Diabetes Investigation,9,3
2021,jour.1017874,Pediatrics,9,1
2018,jour.1412139,Transplantation and Cellular Therapy,9,3
2018,jour.1041030,Gut Microbes,9,2
2020,jour.1294830,Journal of Proteomics,9,1
2021,jour.1093572,Neuroepidemiology,9,2
2021,jour.1008525,Acta Diabetologica,9,2
2018,jour.1118265,Public Health Nutrition,9,4
2018,jour.1014810,Clinical & Experimental Allergy,9,2
2020,jour.1052556,European Heart Journal - Cardiovascular Pharmacotherapy,9,5
2020,jour.1041030,Gut Microbes,9,3
2020,jour.1093572,Neuroepidemiology,9,4
2018,jour.1005851,Experimental Gerontology,9,1
2020,jour.1113568,Neurobiology of Disease,9,4
2020,jour.1052749,ERJ Open Research,9,4
2018,jour.1017752,Journal of the Neurological Sciences,9,1
2018,jour.1097986,Social Psychiatry and Psychiatric Epidemiology,9,2
2020,jour.1020835,Value in Health,9,5
2020,jour.1017874,Pediatrics,9,5
2021,jour.1020835,Value in Health,9,1
2020,jour.1052714,Biological Psychiatry Cognitive Neuroscience and Neuroimaging,9,2
2018,jour.1015263,Preventive Medicine,9,2
2020,jour.1042158,Diabetes Metabolic Syndrome and Obesity Targets and Therapy,9,7
2020,jour.1053721,Kidney International Reports,9,4
2018,jour.1008525,Acta Diabetologica,9,2
2018,jour.1045793,Brain and Behavior,9,2
2018,jour.1294830,Journal of Proteomics,9,1
2018,jour.1004765,Zeitschrift für Gastroenterologie,9,2
2020,jour.1045793,Brain and Behavior,9,3
2018,jour.1020092,Journal Of Clinical Periodontology,9,4
2018,jour.1103190,Journal of Glaucoma,9,4
2021,jour.1047694,Biomolecules,9,4
2018,jour.1052714,Biological Psychiatry Cognitive Neuroscience and Neuroimaging,9,4
2020,jour.1020804,EP Europace,8,1
2021,jour.1115525,Journal of Epidemiology,8,6
2018,jour.1023731,GeroScience,8,1
2020,jour.1038784,Artery Research,8,4
2019,jour.1020804,EP Europace,8,3
2019,jour.1092307,Anticancer Research,8,2
2018,jour.1345191,Molecular Nutrition & Food Research,8,1
2021,jour.1049249,Journal for ImmunoTherapy of Cancer,8,4
2018,jour.1017955,Journal of Lipid Research,8,4
2021,jour.1038420,Brain Imaging and Behavior,8,1
2018,jour.1040340,Circulation Heart Failure,8,2
2020,jour.1051634,Data in Brief,8,2
2021,jour.1292770,BMJ Open Ophthalmology,8,4
2020,jour.1035853,Pediatric Obesity,8,2
2019,jour.1086960,Progress in Neuro-Psychopharmacology and Biological Psychiatry,8,2
2019,jour.1030201,Aging Clinical and Experimental Research,8,3
2019,jour.1023731,GeroScience,8,2
2021,jour.1076813,Epilepsia,8,2
2021,jour.1022710,The Journal of Headache and Pain,8,4
2018,jour.1076813,Epilepsia,8,1
2019,jour.1292770,BMJ Open Ophthalmology,8,3
2018,jour.1358828,The Medical Journal of Australia,8,3
2019,jour.1300099,HemaSphere,8,7
2018,jour.1050678,Scientific Data,8,3
2019,jour.1017955,Journal of Lipid Research,8,3
2019,jour.1115525,Journal of Epidemiology,8,1
2019,jour.1015499,The Science of The Total Environment,8,1
2019,jour.1113239,medizinische genetik,8,1
2021,jour.1050678,Scientific Data,8,1
2021,jour.1018654,Scandinavian Journal of Clinical and Laboratory Investigation,8,3
2018,jour.1035853,Pediatric Obesity,8,2
2020,jour.1032802,Journal of Physical Activity and Health,8,1
2018,jour.1093988,Ultraschall in der Medizin - European Journal of Ultrasound,8,2
2021,jour.1031452,The Ocular Surface,8,5
2020,jour.1039717,JACC Cardiovascular Imaging,8,2
2020,jour.1038420,Brain Imaging and Behavior,8,1
2020,jour.1018654,Scandinavian Journal of Clinical and Laboratory Investigation,8,2
2021,jour.1086960,Progress in Neuro-Psychopharmacology and Biological Psychiatry,8,4
2021,jour.1363508,Nature Cancer,8,4
2018,jour.1020804,EP Europace,8,2
2020,jour.1031176,Metabolic Syndrome and Related Disorders,8,3
2020,jour.1017430,Fertility and Sterility,8,1
2020,jour.1300099,HemaSphere,8,1
2021,jour.1093115,Ophthalmic Genetics,8,2
2018,jour.1018204,Obstetrical & Gynecological Survey,8,4
2020,jour.1015499,The Science of The Total Environment,8,2
2021,jour.1017955,Journal of Lipid Research,8,1
2018,jour.1284215,Bipolar Disorders,8,2
2020,jour.1381050,Authorea,8,4
2020,jour.1092307,Anticancer Research,8,1
2021,jour.1007352,Pediatric Research,8,3
2021,jour.1035853,Pediatric Obesity,8,2
2020,jour.1113239,medizinische genetik,8,6
2020,jour.1023731,GeroScience,8,1
2018,jour.1102168,Journal of Diabetes and its Complications,8,4
2018,jour.1092307,Anticancer Research,8,5
2020,jour.1102168,Journal of Diabetes and its Complications,8,1
2020,jour.1363508,Nature Cancer,8,4
2019,jour.1102404,Pharmacoepidemiology and Drug Safety,8,1
2018,jour.1051634,Data in Brief,8,1
2019,jour.1076813,Epilepsia,8,2
2019,jour.1031452,The Ocular Surface,8,1
2020,jour.1292770,BMJ Open Ophthalmology,8,1
2020,jour.1045244,2016 Computing in Cardiology Conference (CinC),8,7
2018,jour.1038420,Brain Imaging and Behavior,8,3
2019,jour.1050678,Scientific Data,8,1
2021,jour.1018204,Obstetrical & Gynecological Survey,8,2
2020,jour.1018204,Obstetrical & Gynecological Survey,8,1
2021,jour.1102168,Journal of Diabetes and its Complications,8,3
2020,jour.1093988,Ultraschall in der Medizin - European Journal of Ultrasound,8,2
2019,jour.1022710,The Journal of Headache and Pain,8,1
2019,jour.1018654,Scandinavian Journal of Clinical and Laboratory Investigation,8,1
2020,jour.1050678,Scientific Data,8,3
2018,jour.1039717,JACC Cardiovascular Imaging,8,1
2019,jour.1018204,Obstetrical & Gynecological Survey,8,1
2020,jour.1115525,Journal of Epidemiology,8,1
