aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,,,,,"Institute for Respiratory Health, Harry Perkins Institute of Medical Research, University of Western Australia, Nedlands, Western Australia, Australia",,,pub.1105604289,ur.016126045277.65,Philip J.,Thompson
,,,,,"Ib-Salut, Area de Salut de Menorca, Institut d’Investigacio Sanitaria Illes Balears (IdISBa), Palma de Mallorca, Spain",,,pub.1105604289,ur.01167071067.42,Maties,Torrent
,,,,,"Department of Dermatology, Venereology and Allergology, University-Hospital Schleswig-Hostein, Campus Kiel, Kiel, Germany",,,pub.1105604289,ur.010067635134.61,Stephan,Weidinger
,,,,,"COPSAC, Copenhagen Prospective Studies on Asthma in Childhood, Herlev and Gentofte Hospital, University of Copenhagen, Copenhagen, Denmark",,,pub.1105604289,ur.0713540153.74,Hans,Bisgaard
,,,,,"COPSAC, Copenhagen Prospective Studies on Asthma in Childhood, Herlev and Gentofte Hospital, University of Copenhagen, Copenhagen, Denmark",,,pub.1105604289,ur.0751271413.44,Klaus,Bønnelykke
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.014556454405.39,Gang,Li
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.0744052017.48,Marta,Martínez-Bonet
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,,Yu,Yang
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.012522716327.26,Jing,Cui
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.0771021353.44,Hung N.,Nguyen
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.013214476331.97,Pierre,Cunin
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.01001120525.24,Anaïs,Levescot
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.010143467307.01,Ming,Bai
,,,,,"Division of Genetics, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.01121615754.11,Harm-Jan,Westra
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.012505373752.33,Michael B.,Brenner
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.012114463457.52,Soumya,Raychaudhuri
,,,,,"Division of Genetics, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.012114463457.52,Soumya,Raychaudhuri
,,,,,"Division of Genetics, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.0701301704.08,Richard L.,Maas
,,,,,"Division of Rheumatology, Immunology and Allergy, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105584564,ur.0764776565.38,Peter A.,Nigrovic
,,,,,"Kariminejad-Najmabadi Pathology and Genetic Center, Tehran, Iran",,,pub.1105584567,ur.01132315601.20,Ariana,Kariminejad
,,,,,"Mashhad Medical Genetic Counseling Center, Mashhad, Iran",,,pub.1105584567,ur.01146234314.59,Faezeh,Mojahedi
,,,,,"University of Tripoli, Tripoli Children’s Hospital, Tripoli, Libya",,,pub.1105584567,,Majdi,Kara
,,,,,"University of Tripoli, Tripoli Children’s Hospital, Tripoli, Libya",,,pub.1105584567,,Seham,Elsharif
,,,,,"L.E.S. Mikrogen Genetic Diseases Diagnosis Center, Istanbul, Turkey",,,pub.1105584567,ur.01165521440.95,Elif,Fenercioglu
,,,,,"Pediatric Genetics Unit, Department of Pediatrics, Acibadem Mehmet Ali Aydinlar University, Istanbul, Turkey",,,pub.1105584567,,Yasemin,Alanay
,,,,,"Department of Pediatrics, MediClubGeorgia, Tbilisi, Georgia",,,pub.1105584567,ur.01352046542.25,Gia,Melikishvili
,,,,,"Pediatric Department, Neuropediatric Unit, Cairo University Children’s Hospital, Cairo, Egypt",,,pub.1105584567,,Lobna,Mansour
,,,,,"Earlham Institute, Norwich Research Park, Norwich, UK",,,pub.1105236502,ur.01105411421.12,Graham J.,Etherington
,,,,,"Earlham Institute, Norwich Research Park, Norwich, UK",,,pub.1105236502,ur.016654351110.96,Will J.,Nash
,,,,,"Earlham Institute, Norwich Research Park, Norwich, UK",,,pub.1105236502,ur.01102147675.34,Wilfried,Haerty
,,,,,"Earlham Institute, Norwich Research Park, Norwich, UK",,,pub.1105236502,ur.01107703504.60,Amanda Yoon-Yee,Chong
,,,,,"Earlham Institute, Norwich Research Park, Norwich, UK",,,pub.1105236502,ur.01237641305.48,Federica,Di Palma
,,,,,"BrainWorkup, LLC, Santa Monica, CA, USA",,,pub.1105743456,ur.01061335475.70,Joey W.,Trampush
,,,,,"Division of Population Health Sciences, Ninewells Hospital and Medical School, University of Dundee, Dundee, UK",,,pub.1105743456,ur.01354003761.82,Blair H.,Smith
,,,,,"Center for Molecular Medicine, University Medical Center, Utrecht University, Utrecht, the Netherlands",,,pub.1105391079,ur.01057544551.51,Amin,Allahyar
,,,,,"Center for Molecular Medicine, University Medical Center, Utrecht University, Utrecht, the Netherlands",,,pub.1105391079,ur.010420051060.42,Roy,Straver
,,,,,"Center for Molecular Medicine, University Medical Center, Utrecht University, Utrecht, the Netherlands",,,pub.1105391079,ur.0617011321.11,Ivo J.,Renkens
,,,,,"Center for Molecular Medicine, University Medical Center, Utrecht University, Utrecht, the Netherlands",,,pub.1105391079,ur.01203275660.33,Wigard P.,Kloosterman
,,,,,"Center for Molecular Medicine, University Medical Center, Utrecht University, Utrecht, the Netherlands",,,pub.1105391079,ur.016226757360.92,Jeroen,de Ridder
,,,,,"Vertex Pharmaceuticals Europe Ltd, Milton Park, Abingdon, UK",,,pub.1105743457,ur.01270563766.13,Soren K.,Thomsen
,,,,,"Institute of Cell Biology (Cancer Research), University of Duisburg-Essen, Medical School, Essen, Germany",,,pub.1105584569,ur.01060644371.32,Sebastian,Oeck
,,,,,"Southeast Radiation Oncology and Levine Cancer Institute, Atrium Health, Charlotte, NC, USA",,,pub.1105584569,ur.01153460101.90,Christopher D.,Corso
,,,,,"Discipline of Ophthalmology, Faculty of Medicine & Health Sciences, University of Sydney, Sydney Eye Hospital, Sydney, New South Wales, Australia",,,pub.1105714175,ur.0634613315.22,Paul R.,Healey
,,,,,"Discipline of Ophthalmology, Faculty of Medicine & Health Sciences, University of Sydney, Sydney Eye Hospital, Sydney, New South Wales, Australia",,,pub.1105714175,,John R,Grigg
,,,,,"Discipline of Ophthalmology, Faculty of Medicine & Health Sciences, University of Sydney, Sydney Eye Hospital, Sydney, New South Wales, Australia",,,pub.1105714175,,Ivan,Goldberg
,,,,,"DarwinHealth Inc, New York, NY, USA",,,pub.1104656606,ur.01243321304.76,Mariano J.,Alvarez
,,,,,"Department of General and Visceral Surgery, Zentralklinik, Bad Berka, Germany",,,pub.1104656606,ur.01345223722.71,Daniel,Kaemmerer
,,,,,"Wren Laboratories, Branford, CT, USA",,,pub.1104656606,ur.0600466235.70,Mark,Kidd
,,,,,"Division of Hematology Oncology, Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea",,,pub.1104656606,,Kyoung M.,Kim
,,,,,"Division of Hematology Oncology, Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea",,,pub.1104656606,,Hee C.,Kim
,,,,,"Falconwood Foundation, New York, NY, USA",,,pub.1104656606,,Zhong,Li
,,,,,"Division of Hematology Oncology, Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea",,,pub.1104656606,,Jeeyun,Lee
,,,,,"Falconwood Foundation, New York, NY, USA",,,pub.1104656606,,Tony,Detre
,,,,,"Department of General and Visceral Surgery, Zentralklinik, Bad Berka, Germany",,,pub.1104656606,ur.01117123122.77,Merten,Hommann
,,,,,"Medical Oncology, National Center for Tumor Diseases Heidelberg, University Medical Center Heidelberg, Heidelberg, Germany",,,pub.1104656606,,Dirk,Jaeger
,,,,,"Division of Hematology Oncology, Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea",,,pub.1104656606,,Young S.,Park
,,,,,"Department of Internal Medicine, Division of Gastroenterology, Charite, Universitätsmedizin Berlin, Berlin, Germany",,,pub.1104656606,,Bertram,Wiedenmann
,,,,,"Program in Bioinformatics and Integrative Genomics, Harvard Graduate School of Arts and Sciences, Boston, MA, USA",,,pub.1105071622,ur.011266346001.77,Luke,O’Connor
,,,,,"Dana Farber Cancer Institute, Harvard Medical School, Boston, MA, USA",,,pub.1105071622,ur.01047400610.27,Alexander,Gusev
,,,,,"Excellence Cluster Cardio Pulmonary System (ECCPS), the Universities of Giessen and Marburg Lung Center (UGMLC), and the German Center of Lung Research (Deutsches Zentrum für Lungenforschung, DZL), Giessen, Germany",,,pub.1104356870,ur.01107460041.32,Werner,Seeger
,,,,,"Excellence Cluster Cardio Pulmonary System (ECCPS), the Universities of Giessen and Marburg Lung Center (UGMLC), and the German Center of Lung Research (Deutsches Zentrum für Lungenforschung, DZL), Giessen, Germany",,,pub.1104356870,ur.01040300527.03,Thomas,Braun
,,,,,"Excellence Cluster Cardio Pulmonary System (ECCPS), the Universities of Giessen and Marburg Lung Center (UGMLC), and the German Center of Lung Research (Deutsches Zentrum für Lungenforschung, DZL), Giessen, Germany",,,pub.1104356870,ur.01015056400.52,Guillermo,Barreto
,,,,,"BrainWorkup, LLC, Los Angeles, CA, USA",,,pub.1105094590,ur.01061335475.70,Joey W.,Trampush
,,,,,"Department of Psychiatry, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1105094590,ur.01101244402.00,Katherine E.,Burdick
,,,,,"Human Longevity, Inc., Durham, NC, USA",,,pub.1105094590,ur.016212132224.08,Elizabeth T.,Cirulli
,,,,,"Neurobiology Research Institute, Theodor-Theohari Cozzika Foundation, Athens, Greece",,,pub.1105094590,ur.01030767053.95,Alex,Hatzimanolis
,,,,,"Neurobiology Research Institute, Theodor-Theohari Cozzika Foundation, Athens, Greece",,,pub.1105094590,ur.013407245527.57,Nikos C.,Stefanis
,,,,,"Fundación Pública Galega de Medicina Xenómica–SERGAS, Grupo de Medicina Xenómica, CIBERER, IDIS, Santiago de Compostela, Spain",,,pub.1104478461,ur.0773006021.08,Laura,Fachal
,,,,,"CHRISTUS Santa Rosa Hospital–Medical Center, San Antonio, TX, USA",,,pub.1104478461,,Ian M.,Thompson
,,,,,"Fundación Pública Galega de Medicina Xenómica–SERGAS, Grupo de Medicina Xenómica, CIBERER, IDIS, Santiago de Compostela, Spain",,,pub.1104478461,ur.015473756524.43,Ana,Vega
,,,,,"Scandinavian Development Services, Danderyd, Sweden",,,pub.1104478461,ur.01012034763.26,Robert,Szulkin
,,,,,"ISGlobal, Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain",,,pub.1104478461,ur.0760442276.14,Manolis,Kogevinas
,,,,,"ISGlobal, Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain",,,pub.1104478461,ur.01043522775.44,Gemma,Castaño-Vinyals
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104478461,ur.0664172257.33,Børge G.,Nordestgaard
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104478461,ur.0611452663.46,Sune F.,Nielsen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104478461,ur.015105344354.07,Maren,Weischer
,,,,,"Department of Urology, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104478461,ur.01074612250.51,Rasmus,Bisbjerg
,,,,,"Copenhagen Prostate Cancer Center, Department of Urology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1104478461,ur.0716410453.42,Martin Andreas,Røder
,,,,,"Copenhagen Prostate Cancer Center, Department of Urology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1104478461,ur.01127030340.08,Peter,Iversen
,,,,,"Department of Genetics, Portuguese Oncology Institute of Porto, Porto, Portugal",,,pub.1104478461,ur.0765377607.72,Manuel R.,Teixeira
,,,,,"Department of Genetics, Portuguese Oncology Institute of Porto, Porto, Portugal",,,pub.1104478461,ur.011343570524.54,Paula,Paulo
,,,,,"Department of Genetics, Portuguese Oncology Institute of Porto, Porto, Portugal",,,pub.1104478461,ur.0712127205.54,Marta,Cardoso
,,,,,"University of Southampton, Southampton General Hospital, Southampton, UK",,,pub.1104478461,ur.015243301524.12,Samantha,Larkin
,,,,,"Department of Neuropediatrics, University Medical Center Schleswig–Holstein, Christian–Albrechts University, Kiel, Germany",,,pub.1105071621,,Hiltrud,Muhle
,,,,,"Department of Neuropediatrics, University Medical Center Schleswig–Holstein, Christian–Albrechts University, Kiel, Germany",,,pub.1105071621,ur.0673615535.06,Manuela,Pendziwiat
,,,,,"Department of Neuropediatrics, University Medical Center Schleswig–Holstein, Christian–Albrechts University, Kiel, Germany",,,pub.1105071621,ur.01352621667.39,Ingo,Helbig
,,,,,"Cologne Center for Genomics (CCG), Cologne, Germany",,,pub.1105071621,ur.0604153274.57,Dennis,Lal
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,ur.0701410675.01,Lang,Wu
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,ur.013512014047.87,Jirong,Long
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,ur.0622277427.05,Xingyi,Guo
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,,Xiao-Ou,Shu
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,ur.012174013326.14,Yingchang,Lu
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,ur.016617734537.91,Qiuyin,Cai
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,ur.01015443045.30,Chenjie,Zeng
,,,,,"Department of Gynaecology and Obstetrics, University Hospital Erlangen, Friedrich-Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany",,,pub.1104887944,,Matthias W.,Beckmann
,,,,,"Centro de Investigación en Red de Enfermedades Raras (CIBERER), Valencia, Spain",,,pub.1104887944,ur.01333446703.24,Javier,Benitez
,,,,,"Department of Oncology, Helsinki University Hospital, University of Helsinki, Helsinki, Finland",,,pub.1104887944,ur.01366662541.49,Carl,Blomqvist
,,,,,"N.N. Alexandrov Research Institute of Oncology and Medical Radiology, Minsk, Belarus",,,pub.1104887944,ur.07706004704.87,Natalia V.,Bogdanova
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104887944,ur.01043635414.51,Stig E.,Bojesen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104887944,ur.01043635414.51,Stig E.,Bojesen
,,,,,"Oncology and Genetics Unit, Instituto de Investigacion Biomedica Galicia Sur (IISGS), Xerencia de Xestion Integrada de Vigo-SERGAS, Vigo, Spain",,,pub.1104887944,ur.0632020004.57,J. Esteban,Castelao
,,,,,"Channing Division of Network Medicine, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1104887944,ur.0753243413.17,A. Heather,Eliassen
,,,,,"Department of Gynaecology and Obstetrics, University Hospital Erlangen, Friedrich-Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany",,,pub.1104887944,ur.012335771642.02,Peter A.,Fasching
,,,,,"Department of Breast Surgery, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104887944,ur.012740635377.26,Henrik,Flyger
,,,,,"Department of Gynaecology and Obstetrics, University Hospital Erlangen, Friedrich-Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany",,,pub.1104887944,ur.0746623111.51,Alexander,Hein
,,,,,"Department of Clinical Molecular Biology, Oslo University Hospital, University of Oslo, Oslo, Norway",,,pub.1104887944,ur.01215000714.10,Vessela N.,Kristensen
,,,,,"Department of Gynaecology and Obstetrics, University Hospital Erlangen, Friedrich-Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany",,,pub.1104887944,ur.01371435441.90,Michael P.,Lux
,,,,,"Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1104887944,ur.011571562657.02,JoAnn E.,Manson
,,,,,"Department of Obstetrics and Gynecology, Helsinki University Hospital, University of Helsinki, Helsinki, Finland",,,pub.1104887944,ur.01260477271.91,Heli,Nevanlinna
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104887944,ur.0611452663.46,Sune F.,Nielsen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104887944,ur.0611452663.46,Sune F.,Nielsen
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104887944,ur.0664172257.33,Børge G.,Nordestgaard
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1104887944,ur.0664172257.33,Børge G.,Nordestgaard
,,,,,"Center for Clinical Cancer Genetics and Global Health, The University of Chicago, Chicago, IL, USA",,,pub.1104887944,ur.010541512137.94,Olufunmilayo I.,Olopade
,,,,,"IFOM, The FIRC (Italian Foundation for Cancer Research) Institute of Molecular Oncology, Milan, Italy",,,pub.1104887944,ur.01162764321.86,Paolo,Peterlongo
,,,,,"Laboratory of Cancer Genetics and Tumor Biology, Northern Finland Laboratory Centre Oulu, Oulu, Finland",,,pub.1104887944,ur.01064606177.62,Katri,Pylkäs
,,,,,"Epidemiology Branch, National Institute of Environmental Health Sciences, NIH, Research Triangle Park, NC, USA",,,pub.1104887944,ur.014030453657.41,Dale P.,Sandler
,,,,,"National Center for Tumor Diseases, University of Heidelberg, Heidelberg, Germany",,,pub.1104887944,ur.01321116407.53,Andreas,Schneeweiss
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,ur.01063525214.90,Martha J.,Shrubsole
,,,,,"Channing Division of Network Medicine, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1104887944,ur.01117365224.55,Rulla M.,Tamimi
,,,,,"Epidemiology Branch, National Institute of Environmental Health Sciences, NIH, Research Triangle Park, NC, USA",,,pub.1104887944,ur.011021022757.77,Jack A.,Taylor
,,,,,"Epigenetic and Stem Cell Biology Laboratory, National Institute of Environmental Health Sciences, NIH, Research Triangle Park, NC, USA",,,pub.1104887944,ur.011021022757.77,Jack A.,Taylor
,,,,,"Department of Gynecology and Obstetrics, Helios Clinics Berlin-Buch, Berlin, Germany",,,pub.1104887944,ur.012701631413.15,Michael,Untch
,,,,,"Laboratory of Cancer Genetics and Tumor Biology, Northern Finland Laboratory Centre Oulu, Oulu, Finland",,,pub.1104887944,ur.01225351146.26,Quinten,Waisfisz
,,,,,"Biostatistics and Computational Biology Branch, National Institute of Environmental Health Sciences, NIH, Research Triangle Park, NC, USA",,,pub.1104887944,ur.01005541755.78,Clarice R.,Weinberg
,,,,,"Channing Division of Network Medicine, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,pub.1104887944,ur.0607477203.05,Walter C.,Willett
,,,,,"Laboratory of Cancer Genetics and Tumor Biology, Northern Finland Laboratory Centre Oulu, Oulu, Finland",,,pub.1104887944,ur.0657071261.03,Robert,Winqvist
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1104887944,,Wei,Zheng
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.01130150524.14,Jelle,Jacobs
,,,,,"VIB Center for Cancer Biology, Leuven, Belgium",,,pub.1104356871,ur.0603462255.31,Mardelle,Atkins
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.01101155610.31,Kristofer,Davie
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.0635601641.05,Hana,Imrichova
,,,,,"VIB Center for Cancer Biology, Leuven, Belgium",,,pub.1104356871,ur.014311753035.50,Lucia,Romanelli
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.0710205204.79,Valerie,Christiaens
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.01333061544.17,Gert,Hulselmans
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.01063521570.21,Delphine,Potier
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.01112351743.21,Jasper,Wouters
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.014517432373.26,Carmen B.,González-Blas
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.0606226510.95,Duygu,Koldere
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.0754054510.36,Sara,Aibar
,,,,,"VIB Center for Cancer Biology, Leuven, Belgium",,,pub.1104356871,ur.0640231460.01,Georg,Halder
,,,,,"VIB Center for Brain and Disease Research, Laboratory of Computational Biology, Leuven, Belgium",,,pub.1104356871,ur.01065743343.04,Stein,Aerts
,,,,,"Section of Genetic Medicine, Department of Medicine, The University of Chicago, Chicago, IL, USA",,,pub.1105156420,ur.0621721526.17,Dan L.,Nicolae
,,,,,"Department of Statistics, The University of Chicago, Chicago, IL, USA",,,pub.1105156420,ur.0621721526.17,Dan L.,Nicolae
,,,,,"Department of Internal Medicine III, Ulm University Medical Centre, Ulm, Germany",,,pub.1103817434,ur.01173601565.99,Lars,Bullinger
,,,,,"Department of Ophthalmology, National University of Singapore and National University Health System, Singapore, Singapore",,,pub.1104139211,ur.0772101217.51,Ching-Yu,Cheng
,,,,,"Department of Computational Medicine and Bioinformatics, Ann Arbor, MI, USA",,,pub.1104216232,,Yajia,Zhang
,,,,,"Department of Computational Medicine and Bioinformatics, Ann Arbor, MI, USA",,,pub.1104216232,ur.010157556777.24,Matthew K.,Iyer
,,,,,"Department of Computational Medicine and Bioinformatics, Ann Arbor, MI, USA",,,pub.1104216232,ur.01057336674.48,Arul M.,Chinnaiyan
,,,,,"Univ Lyon, UJM-Saint-Etienne, CNRS, Saint-Etienne, France",,,pub.1103683148,,Sandrine,Moja
,,,,,"Univ Lyon, UJM-Saint-Etienne, CNRS, Saint-Etienne, France",,,pub.1103683148,ur.01070372646.22,Jean-Claude,Caissard
,,,,,"INRA, US 1426, GeT-PlaGe, Genotoul, Castanet-Tolosan, France",,,pub.1103683148,ur.011746743573.08,Céline,Lopez-Roques
,,,,,"Univ Lyon, UJM-Saint-Etienne, CNRS, Saint-Etienne, France",,,pub.1103683148,ur.01227753037.72,Sylvie,Baudino
,,,,,"Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1104216235,ur.0617452367.36,Jonas,Zierer
,,,,,"Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1104216235,ur.0620106734.75,Gabi,Kastenmüller
,,,,,"NIHR Nottingham Biomedical Research Centre, Nottingham, UK",,,pub.1104216235,ur.0701147373.33,Ana M.,Valdes
,,,,,"Birat-Nepal Medical Trust, Kathmandu, Nepal",,,pub.1104136969,ur.0733537001.95,Maxine,Caws
,,,,,"Department of Population Health Sciences, Bristol Medical School, Bristol, UK",,,pub.1104216233,ur.016555374462.34,Cathy,Williams
,,,,,"Research Unit of Molecular Epidemiology, Institute of Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1104216233,ur.01230632011.15,Janina S.,Ried
,,,,,"Institute of Human Genetics, Helmholtz Zentrum München, Neuherberg, Germany",,,pub.1104216233,ur.015725517277.33,Thomas,Meitinger
,,,,,"Institute of Human Genetics, Klinikum rechts der Isar, Technische Universität München, Munich, Germany",,,pub.1104216233,ur.015725517277.33,Thomas,Meitinger
,,,,,"Research Unit of Molecular Epidemiology, Institute of Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1104216233,ur.011673465237.05,Christian,Gieger
,,,,,"Academic Medicine Research Institute, Singapore, Singapore",,,pub.1104216233,,Tien Yin,Wong
,,,,,"Centre for Ophthalmology and Visual Science, Lions Eye Institute, University of Western Australia, Perth, Western Australia, Australia",,,pub.1104216233,ur.01127542415.10,Alex W.,Hewitt
,,,,,"Centre for Ophthalmology and Visual Science, Lions Eye Institute, University of Western Australia, Perth, Western Australia, Australia",,,pub.1104216233,ur.01230014411.44,David A.,Mackey
,,,,,"State Forestry Administration Key Laboratory of Orchid Conservation and Utilization, The Orchid Conservation and Research Center of Shenzhen, Shenzhen, China",,,pub.1104216236,,Qing,Xu
,,,,,"State Forestry Administration Key Laboratory of Orchid Conservation and Utilization, The Orchid Conservation and Research Center of Shenzhen, Shenzhen, China",,,pub.1104216236,ur.01362235124.05,Zhong-Jian,Liu
,,,,,"Weill Graduate School of Medical Sciences at Cornell University/The Rockefeller University/Sloan Kettering Institute Tri-Institutional MD–PhD Program, New York, NY, USA",,,pub.1099701770,ur.01177146154.31,Nipun,Verma
