journal_id,title,total
jour.1034722,Immunity & Ageing,14
jour.1098114,Trends in Ecology & Evolution,14
jour.1297421,Pest Management Science,14
jour.1026250,Journal of the Renin-Angiotensin-Aldosterone System,14
jour.1093272,Paediatrics and International Child Health,14
jour.1033357,Acta Biochimica et Biophysica Sinica,14
jour.1117815,Annals of Transplantation,14
jour.1295180,Archives des Maladies Professionnelles et de l Environnement,14
jour.1044553,International Forum of Allergy & Rhinology,14
jour.1019797,Developmental period medicine,14
jour.1081998,"Annals, Academy of Medicine, Singapore",14
jour.1094644,Pharmaceutical Research,14
jour.1114412,Journal of Oncology Pharmacy Practice,14
jour.1050100,Schizophrenia Research Cognition,14
jour.1125016,Applied Physics Letters,14
jour.1140654,Journal of Archaeological Science Reports,14
jour.1313750,The Veterinary Journal,14
jour.1017030,The American Surgeon,14
jour.1312201,Journal of Human Nutrition and Dietetics,14
jour.1042252,Journal of Cheminformatics,14
jour.1295041,Journal of Otolaryngology,14
jour.1113812,Current Opinion in Pulmonary Medicine,14
jour.1058884,Journal of Personality,14
jour.1036750,Current Bioinformatics,14
jour.1050189,Advanced Materials Interfaces,14
jour.1116342,Stress,14
jour.1041201,Investigative and Clinical Urology,14
jour.1041460,Journal of Applied Microbiology,14
jour.1091193,Current Genetics,14
jour.1035849,Evolutionary Bioinformatics,14
jour.1098474,Journal of Traumatic Stress,14
jour.1040251,Metallomics,14
jour.1040232,Frontiers in Neuroinformatics,14
jour.1117236,Apoptosis,14
jour.1015037,Insect Biochemistry and Molecular Biology,14
jour.1137075,Renewable and Sustainable Energy Reviews,14
jour.1101346,Hippocampus,14
jour.1040593,Journal of Clinical Urology,14
jour.1093948,Health Affairs,14
jour.1032373,Zootaxa,14
jour.1037120,Hepatitis Monthly,14
jour.1041547,Asian Journal of Endoscopic Surgery,14
jour.1108431,Chinese journal of biotechnology,14
jour.1160474,Current Protocols in Bioinformatics,14
jour.1016994,Bioscience Biotechnology and Biochemistry,14
jour.1159619,Epigenomes,14
jour.1048822,Annual Review of Animal Biosciences,14
jour.1036981,Advances in Medical Sciences,14
jour.1090502,Chinese Journal of Oncology,14
jour.1045022,Journal of Clinical & Experimental Ophthalmology,14
jour.1039903,Statistics and Its Interface,14
jour.1081893,The Journal of the Acoustical Society of America,14
jour.1096528,Biomedical Chromatography,14
jour.1045443,BMJ Supportive & Palliative Care,14
jour.1047137,Current Nutrition Reports,14
jour.1047670,Plants,14
jour.1028434,BMC Oral Health,14
jour.1048296,Infectious Diseases of Poverty,14
jour.1143326,Turkish Journal of Pediatric Disease,14
jour.1085962,Neurochemical Research,14
jour.1090969,Psychotherapie Psychosomatik Medizinische Psychologie,14
jour.1117239,AIDS and Behavior,14
jour.1032690,Journal of Bioinformatics and Computational Biology,14
jour.1088557,Journal of Behavioral Medicine,14
jour.1053409,Gene Reports,14
jour.1147792,Pediatria i Medycyna Rodzinna,14
jour.1031529,Current Neuropharmacology,14
jour.1052490,Lithos,14
jour.1021886,HIV Medicine,14
jour.1300579,npj Digital Medicine,14
jour.1088620,Aktuelle Ernährungsmedizin,14
jour.1295023,Journal of Biochemistry and Molecular Biology,14
jour.1021479,Neurorehabilitation and Neural Repair,14
jour.1034557,Biogeosciences Discussions,13
jour.1083221,Brain and Language,13
jour.1312110,Human Gene Therapy Methods,13
jour.1017281,Behaviour Research and Therapy,13
jour.1105350,Journal of Cutaneous Medicine and Surgery,13
jour.1039326,Journal of the Mechanical Behavior of Biomedical Materials,13
jour.1357737,InFo Hämatologie + Onkologie,13
jour.1010997,Journal of Periodontology,13
jour.1022448,Neurotoxicity Research,13
jour.1018386,Differentiation,13
jour.1100338,Neurología,13
jour.1093009,Electrophoresis,13
jour.1041191,International Journal of Computer Assisted Radiology and Surgery,13
jour.1030723,Neuroinformatics,13
jour.1043159,Separation and Purification Technology,13
jour.1297496,Journal of Consulting and Clinical Psychology,13
jour.1006395,Lipids,13
jour.1019609,Urologia Internationalis,13
jour.1050169,Microbial Cell,13
jour.1022987,Plant Systematics and Evolution,13
jour.1042608,Materials Letters,13
jour.1301348,Environmental Epidemiology,13
jour.1023041,Journal of Avian Biology,13
jour.1046367,Clinical Sarcoma Research,13
jour.1012170,Journal of Fish Biology,13
jour.1017387,Canadian Journal of Microbiology,13
jour.1116935,Parasitology International,13
jour.1036154,Emergency Care Journal,13
jour.1031277,International Journal of Health Geographics,13
jour.1101461,European Journal of Pharmaceutics and Biopharmaceutics,13
jour.1039418,Diabetes & Metabolic Syndrome Clinical Research & Reviews,13
jour.1097337,Research in Developmental Disabilities,13
jour.1041863,CrystEngComm,13
jour.1033329,Preventing Chronic Disease,13
jour.1115280,Helicobacter,13
jour.1016811,Pharmacology Biochemistry and Behavior,13
jour.1114577,Molecular Human Reproduction,13
jour.1089830,Acta Médica Portuguesa,13
jour.1047024,Journal of the Pediatric Infectious Diseases Society,13
jour.1040701,Journal of Current Ophthalmology,13
jour.1014280,Archives of Medical Research,13
jour.1116510,CNS Spectrums,13
jour.1045403,Chonnam Medical Journal,13
jour.1102205,Occupational Medicine,13
jour.1022603,Revue du Rhumatisme,13
jour.1037510,Irish Journal of Medical Science,13
jour.1043522,Thoracic Cancer,13
jour.1094536,American Journal of Perinatology,13
jour.1044589,Pratique Neurologique - FMC,13
jour.1298173,Canadian Journal of Biotechnology,13
jour.1043149,Clinical Neuroradiology,13
jour.1030660,American Journal of Case Reports,13
jour.1297525,Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms,13
jour.1312242,Journal of Photochemistry and Photobiology A Chemistry,13
jour.1050901,Ophthalmology journal,13
jour.1053004,Clinical Spine Surgery,13
jour.1045530,International Medical Case Reports Journal,13
jour.1045320,best practice onkologie,13
jour.1119344,The Journal of Gene Medicine,13
jour.1035881,Journal of Neuroimmune Pharmacology,13
jour.1312245,Applied Catalysis A General,13
jour.1358158,Hellenic Journal of Cardiology,13
jour.1081800,Memórias do Instituto Oswaldo Cruz,13
jour.1006328,Journal of Veterinary Medical Science,13
jour.1049704,Pharmacology Research & Perspectives,13
jour.1016989,Clinical Laboratory,13
jour.1114878,European Journal of Medical Research,13
jour.1135259,Polymer,13
jour.1023465,Journal of Toxicology and Environmental Health Part A,13
jour.1048354,Cancer & Metabolism,13
jour.1040936,Current Journal of Glaucoma Practice with DVD,13
jour.1019465,Journal of Research in Personality,13
jour.1298895,Annals of Gastroenterological Surgery,13
jour.1345588,Clinical Oncology and Cancer Research,13
jour.1105434,Experimental and Clinical Psychopharmacology,13
jour.1028430,BMC Medical Ethics,13
jour.1024958,BMC Surgery,13
jour.1291795,The EuroBiotech Journal,13
jour.1093515,Journal of Equine Veterinary Science,13
jour.1101549,European Respiratory Review,13
jour.1297497,Journal of Plastic Reconstructive & Aesthetic Surgery,13
jour.1115198,Surgical technology international,13
jour.1050864,Journal of Managed Care & Specialty Pharmacy,13
jour.1119257,Archives of Women's Mental Health,13
jour.1111874,Assessment,13
jour.1077110,Health Physics,13
jour.1299968,Kidney Cancer,13
jour.1112192,Amyloid,13
jour.1312317,Pediatric Neurosurgery,13
jour.1038407,Developmental Neurobiology,13
jour.1013562,Gynecologic and Obstetric Investigation,13
jour.1043917,World Journal of Cardiology,13
jour.1031087,Acta Physiologiae Plantarum,13
jour.1093251,Annual Review of Nutrition,13
jour.1036793,Military Medicine,13
jour.1012535,Human Reproduction Update,13
jour.1319557,Adipositas - Ursachen Folgeerkrankungen Therapie,13
jour.1047354,Journal of Radiation Oncology,13
jour.1020094,International Journal of Immunogenetics,13
jour.1126601,Industrial & Engineering Chemistry Research,13
jour.1016494,Toxicology,13
jour.1113565,Annals of Agricultural and Environmental Medicine,13
jour.1041473,Conservation Genetics Resources,13
jour.1029960,Dementia,13
jour.1041079,Fungal Ecology,13
jour.1093015,Hämostaseologie,13
jour.1295040,"Cognitive, Affective, & Behavioral Neuroscience",13
jour.1015543,Der Orthopäde,13
jour.1019359,The Canadian Journal of Psychiatry,13
jour.1048370,Journal of Vascular Surgery Venous and Lymphatic Disorders,12
jour.1017748,Academic Medicine,12
jour.1016707,Infection,12
jour.1297486,ChemSusChem,12
jour.1040868,PM&R,12
jour.1023171,Hydrobiologia,12
jour.1017886,Progress in Cardiovascular Diseases,12
jour.1047791,Clinical and Translational Medicine,12
jour.1017857,Medicina Clínica,12
jour.1084384,Journal of Endodontics,12
jour.1096731,Journal of Biological Rhythms,12
jour.1052548,JMIR Public Health and Surveillance,12
jour.1046372,Quantitative Imaging in Medicine and Surgery,12
jour.1024933,BMC Anesthesiology,12
jour.1099656,Behavioural Neurology,12
jour.1018321,Progress in Biophysics and Molecular Biology,12
jour.1129825,IEEE Transactions on Image Processing,12
jour.1097807,Clinical Rehabilitation,12
jour.1022986,Photosynthesis Research,12
jour.1047422,Translational Neurodegeneration,12
jour.1044813,Cardiorenal Medicine,12
jour.1049812,Frontiers in Chemistry,12
jour.1082891,The Japanese Journal of Gastroenterological Surgery,12
jour.1327707,EClinicalMedicine,12
jour.1023785,Cell and Tissue Banking,12
jour.1046542,The Application of Clinical Genetics,12
jour.1029808,Gene Expression Patterns,12
jour.1297345,Chinese medical journal,12
jour.1094145,Seminars in Reproductive Medicine,12
jour.1087529,Artificial Organs,12
jour.1096844,American Journal of Health Promotion,12
jour.1049701,Urology Case Reports,12
jour.1020974,Oncologie,12
jour.1048730,Frontiers in Bioscience,12
jour.1049598,SAGE Open Medicine,12
jour.1006703,Danish Medical Journal,12
jour.1093729,Orbit,12
jour.1036845,Annals of Indian Academy of Neurology,12
jour.1097239,Blood Reviews,12
jour.1094070,Systematic and Applied Microbiology,12
jour.1315420,Annual Review of Biomedical Data Science,12
jour.1033387,Experimental and Clinical Transplantation,12
jour.1029803,Emotion,12
jour.1077157,Annual Review of Biochemistry,12
jour.1040941,Journal of Gastric Cancer,12
jour.1294866,Acta Orthopaedica,12
jour.1319730,European Journal of Applied Physiology,12
jour.1038079,Biomicrofluidics,12
jour.1028479,Academic Pediatrics,12
jour.1041042,Annals of Pediatric Cardiology,12
jour.1092331,Neuropeptides,12
jour.1095061,Aquatic Toxicology,12
jour.1050613,JMM Case Reports,12
jour.1090935,Annals of Emergency Medicine,12
jour.1017624,Ginekologia Polska,12
jour.1039872,Journal of Computational and Graphical Statistics,12
jour.1005598,Carbohydrate Research,12
jour.1090622,Disability and Rehabilitation,12
jour.1049886,Journal of Clinical & Translational Endocrinology,12
jour.1117707,Annals of Diagnostic Pathology,12
jour.1018188,Mycoses,12
jour.1099668,Journal of Separation Science,12
jour.1345452,Animal Production Science,12
jour.1002129,Israel Medical Association Journal,12
jour.1297449,Current Opinion in Endocrinology Diabetes and Obesity,12
jour.1022805,Hellenic journal of nuclear medicine,12
jour.1018285,Primates,12
jour.1096949,Parasitology Research,12
jour.1031175,Applied Health Economics and Health Policy,12
jour.1050818,Journal of Medical Imaging,12
jour.1017840,Kardiologia Polska,12
jour.1098270,American Journal of Rhinology and Allergy,12
jour.1119516,Current Treatment Options in Cardiovascular Medicine,12
jour.1033833,Journal of Neural Engineering,12
jour.1023502,动物学研究,12
jour.1371280,Endocrinology and Metabolism,12
jour.1049616,Public Health Action,12
jour.1095005,Japanese Journal of Radiology,12
jour.1045175,Skeletal Muscle,12
jour.1019665,Acta Medica Okayama,12
jour.1099614,Journal of Neuroendocrinology,12
jour.1019275,Journal of Korean Medical Association,12
jour.1035147,Journal of Preventive Medicine and Public Health,12
jour.1312315,Tropical Medicine and Health,12
jour.1081615,Biological Conservation,12
jour.1147012,Asian Journal of Urology,12
jour.1028438,BMC Women's Health,12
jour.1034078,Childhood Obesity,12
jour.1097920,Virus Genes,12
jour.1313755,Pulmonary Pharmacology & Therapeutics,12
jour.1097565,Oncology,12
jour.1044311,Systems Biology in Reproductive Medicine,12
jour.1002377,Journal of Personality and Social Psychology,12
jour.1118264,Journal of Palliative Medicine,12
jour.1312116,Journal of Materials Science,12
jour.1077061,Pediatria Polska,12
jour.1037303,Gastroenterology Review,12
jour.1019381,Biological Reviews,12
jour.1119013,Growth Hormone & IGF Research,12
jour.1047970,Cardiovascular Diagnosis and Therapy,12
jour.1040295,Functional Ecology,12
jour.1294874,Zeitschrift für Gerontologie und Geriatrie,12
jour.1038416,Journal of Robotic Surgery,12
jour.1053290,npj Aging and Mechanisms of Disease,12
jour.1100403,Pathobiology,12
jour.1022293,Journal of Breast Cancer,12
jour.1098099,Journal of Photochemistry and Photobiology B Biology,12
jour.1077060,Spinal Cord,12
jour.1040781,Food & Nutrition Research,12
jour.1023256,Nihon Chikusan Gakkaiho,12
jour.1297512,The European Journal of Health Economics,12
jour.1088956,Hearing Research,12
jour.1284254,Biogeosciences,12
jour.1046273,Case Reports in Hematology,12
jour.1312340,Turkish Journal of Medical Sciences,12
jour.1292770,BMJ Open Ophthalmology,12
jour.1033315,Carbon,12
jour.1030189,International Journal of MS Care,12
jour.1028435,BMC Palliative Care,12
jour.1070789,Croatian Medical Journal,12
jour.1038625,The Journal of Infection in Developing Countries,12
jour.1115743,Cell Stress and Chaperones,12
jour.1087247,Annals of Biomedical Engineering,12
jour.1052660,AACE Clinical Case Reports,12
jour.1040071,Journal of Ovarian Research,12
jour.1084599,Critical Reviews in Food Science and Nutrition,12
jour.1042314,Case Reports in Neurology,12
jour.1114722,Canadian journal of urology,12
jour.1156840,Global Health Epidemiology and Genomics,11
jour.1050381,Current Opinion in Insect Science,11
jour.1358846,Journal of Hospital Medicine,11
jour.1150349,ASVIDE,11
jour.1103555,Current Opinion in Nephrology & Hypertension,11
jour.1085871,Central European Journal of Immunology,11
jour.1041600,Beneficial Microbes,11
jour.1044487,Journal of Cardiology Cases,11
jour.1319842,Nucleic Acid Therapeutics,11
jour.1029189,Transfusion and Apheresis Science,11
jour.1029542,Ecology Letters,11
jour.1041745,Journal of the American Ceramic Society,11
jour.1122763,Optical Engineering,11
jour.1099601,Annals of Nuclear Medicine,11
jour.1289037,Biotechnology Letters,11
jour.1024975,Journal of Archaeological Science,11
jour.1115000,Journal of Mammary Gland Biology and Neoplasia,11
jour.1097625,The International Journal of Biological Markers,11
jour.1087955,Annals of Plastic Surgery,11
jour.1102263,Pediatric Anesthesia,11
jour.1053989,Critical Reviews in Clinical Laboratory Sciences,11
jour.1031884,Economics & Human Biology,11
jour.1097230,Asia Pacific Journal of Public Health,11
jour.1115620,Journal of Investigative Dermatology Symposium Proceedings,11
jour.1312279,Therapie,11
jour.1294966,Expert Opinion on Emerging Drugs,11
jour.1043612,World Journal of Gastrointestinal Endoscopy,11
jour.1029973,Biotechnology & Biotechnological Equipment,11
jour.1018915,Annals of Clinical & Laboratory Science,11
jour.1017334,Clinical Pediatrics,11
jour.1036442,Current Opinion in HIV and AIDS,11
jour.1077147,Chemical Reviews,11
jour.1097391,Advanced Drug Delivery Reviews,11
jour.1019063,Nagoya Journal of Medical Science,11
jour.1016484,Journal of Perinatal Medicine,11
jour.1117930,Current Opinion in Clinical Nutrition & Metabolic Care,11
jour.1046744,Translational Gastroenterology and Hepatology,11
jour.1042098,Journal of Agronomy and Crop Science,11
jour.1045261,Polymer Chemistry,11
jour.1045645,Adipocyte,11
jour.1049675,Microorganisms,11
jour.1015107,Vasa,11
jour.1093653,Cardiology Clinics,11
jour.1092618,American Journal of Primatology,11
jour.1312212,In Vitro Cellular & Developmental Biology - Animal,11
jour.1099934,Seminars in Thoracic and Cardiovascular Surgery,11
jour.1037130,Nanomedicine,11
jour.1134078,Physica A Statistical Mechanics and its Applications,11
jour.1031009,Annals of General Psychiatry,11
jour.1042402,Allergy Asthma and Immunology Research,11
jour.1032453,Expert Review of Anti-infective Therapy,11
jour.1049792,BMC Psychology,11
jour.1030282,Journal of Clinical Child & Adolescent Psychology,11
jour.1077195,Jornal de Pediatria,11
jour.1102025,Journal of Occupational Rehabilitation,11
jour.1297442,Dermatitis,11
jour.1023085,Ibis,11
jour.1131238,IEEE Transactions on Knowledge and Data Engineering,11
jour.1297433,Fetal and Pediatric Pathology,11
jour.1032121,Cancer Imaging,11
jour.1034401,Travel Medicine and Infectious Disease,11
jour.1031409,Expert Review of Vaccines,11
jour.1053360,The Korean Journal of Urological Oncology,11
jour.1049316,Proteomes,11
jour.1027866,Journal of Economic Behavior & Organization,11
jour.1033088,Physical Biology,11
jour.1327822,Chinese Physics C,11
jour.1052269,Future Science OA,11
jour.1093878,Radio Graphics,11
jour.1102257,Journal of Shoulder and Elbow Surgery,11
jour.1017662,International Journal of Radiation Biology,11
jour.1297504,European Journal of Oncology Nursing,11
jour.1043961,Applied Clinical Informatics,11
jour.1042163,PLoS Currents,11
jour.1285062,Turkish Journal of Ophthalmology,11
jour.1023139,Botanical Journal of the Linnean Society,11
jour.1115380,Blood Pressure Monitoring,11
jour.1295038,BoneKEy Reports,11
jour.1042508,Oman Journal of Ophthalmology,11
jour.1088160,Journal of Rheumatology Supplement,11
jour.1033224,Tobacco Induced Diseases,11
jour.1086850,Regional Anesthesia and Pain Medicine,11
jour.1160040,Tropical Medicine and Infectious Disease,11
jour.1050961,Journal of Patient-Centered Research and Reviews,11
jour.1063077,Pathogens and Global Health,11
jour.1092656,Journal of Applied Toxicology,11
jour.1126577,Marine Ecology Progress Series,11
jour.1044150,Journal of Pain Research,11
jour.1008428,Journal of Plastic Surgery and Hand Surgery,11
jour.1105665,Journal of Biomedical Science,11
jour.1005581,Experimental Brain Research,11
jour.1020138,Reviews on Environmental Health,11
jour.1126648,Agronomy Journal,11
jour.1097355,Journal of Anxiety Disorders,11
jour.1040046,Gut Pathogens,11
jour.1118549,Notfall +  Rettungsmedizin,11
jour.1006831,Clinical Obstetrics & Gynecology,11
jour.1104209,The Journal of Heart Valve Disease,11
jour.1015694,Journal of Youth and Adolescence,11
jour.1050291,Microbiology Spectrum,11
jour.1048505,Algal Research,11
jour.1016701,Connective Tissue Research,11
jour.1035617,Journal of Clinical Neurology,11
jour.1019621,The Yale journal of biology and medicine,11
jour.1087248,Journal of Pediatric Psychology,11
jour.1091289,Journal of Virological Methods,11
jour.1031315,Magnetic Resonance in Medical Sciences,11
jour.1029001,Hemodialysis International,11
jour.1041131,ZooKeys,11
jour.1115887,Heart Failure Reviews,11
jour.1017466,Actas Dermo-Sifiliográficas,11
jour.1312256,Scandinavian Journal of Surgery,11
jour.1111847,Aging Neuropsychology and Cognition,11
jour.1043632,Clinical and Experimental Gastroenterology,11
jour.1092626,Journal of Pediatric Orthopaedics,11
jour.1031242,Hepatobiliary & Pancreatic Diseases International,11
jour.1358260,Molecular Biology,11
jour.1060433,Fitoterapia,11
jour.1297148,The Journal of Laryngology and Otology,11
jour.1104145,"Magnetic Resonance Materials in Physics, Biology and Medicine",11
jour.1013049,Contraception,11
jour.1017877,Photochemistry and Photobiology,11
jour.1091062,CardioVascular and Interventional Radiology,11
jour.1099422,Biomedical and Environmental Sciences,11
jour.1113835,Molecular Catalysis,11
jour.1097312,Free Radical Research,11
jour.1045300,Annals of Intensive Care,11
jour.1031100,Behavioral Sleep Medicine,11
jour.1036877,Iranian Journal of Pediatrics,11
jour.1035361,Clinical Otolaryngology,11
jour.1046155,Medizinische Klinik - Intensivmedizin und Notfallmedizin,11
jour.1012633,Development Growth & Differentiation,11
jour.1087229,Child Abuse & Neglect,11
jour.1052520,Current Plant Biology,11
jour.1029782,Current Gene Therapy,11
jour.1052246,Zoological Letters,11
jour.1083168,The Transactions of the American Ophthalmological Society,11
jour.1086415,Academic Psychiatry,11
jour.1031540,Computational Biology and Chemistry,11
jour.1007730,Молекулярная биология,11
jour.1327785,Current Opinion in Chemical Biology,11
jour.1033929,Archives of Disease in Childhood - Education and Practice,11
jour.1042813,Ticks and Tick-borne Diseases,11
jour.1096613,Immunologic Research,11
jour.1114244,Microbial Drug Resistance,11
jour.1026093,Astronomy and Astrophysics,11
jour.1014923,Allergologie,11
jour.1037176,World Journal of Pediatrics,11
jour.1033646,International Dairy Journal,11
jour.1037006,Source Code for Biology and Medicine,11
jour.1016873,Journal of Cranio-Maxillofacial Surgery,11
jour.1017071,Australian Veterinary Journal,11
jour.1052367,Frontiers in Veterinary Science,11
jour.1051849,Diagnostics,11
jour.1298618,Structural Heart,11
jour.1032253,Current Osteoporosis Reports,11
jour.1047908,Acta Pharmaceutica Sinica B,11
jour.1040889,ADHD Attention Deficit and Hyperactivity Disorders,11
jour.1029227,Women and Birth,11
jour.1042747,Middle East African Journal of Ophthalmology,11
jour.1150088,Journal of Hematopoietic Cell Transplantation,11
jour.1104301,Harvard Review of Psychiatry,11
jour.1294910,Telemedicine Journal and e-Health,11
jour.1053930,Cellular Immunology,11
jour.1043609,World Journal of Gastrointestinal Oncology,11
jour.1021211,Diabetes Technology & Therapeutics,11
jour.1358110,Transfusion Medicine and Hemotherapy,11
jour.1094447,Biotechnology Advances,11
jour.1047870,Current Dermatology Reports,10
jour.1034053,Reproductive Health,10
jour.1046291,International Journal for Parasitology Drugs and Drug Resistance,10
jour.1030434,Mycological Progress,10
jour.1082799,L Encéphale,10
jour.1103761,Journal of Medical Economics,10
jour.1157168,Open Journal of Bioresources,10
jour.1096282,Microbial Pathogenesis,10
jour.1018922,Community Dentistry And Oral Epidemiology,10
jour.1019838,Panminerva Medica,10
jour.1038760,The Patient - Patient-Centered Outcomes Research,10
jour.1036121,Hematológia−Transzfuziológia,10
jour.1029868,Catalysis Communications,10
jour.1299425,Biomedical and Biotechnology Research Journal (BBRJ),10
jour.1022731,ACM SIGPLAN Notices,10
jour.1052368,Molecular Therapy - Oncolytics,10
jour.1088158,Journal of Medical Systems,10
jour.1050217,Applied Sciences,10
jour.1294869,Chemical Biology & Drug Design,10
jour.1007903,Radiology and Oncology,10
jour.1295208,Chinese Physics B,10
jour.1016244,Immunological Investigations,10
jour.1005580,Essays in Biochemistry,10
jour.1050619,BMC Obesity,10
jour.1091271,Ear and Hearing,10
jour.1043518,Virulence,10
jour.1015080,Chromatographia,10
jour.1149865,Journal of Cancer Metastasis and Treatment,10
jour.1028472,Journal of Applied Clinical Medical Physics,10
jour.1114288,CONTINUUM Lifelong Learning in Neurology,10
jour.1050424,Frontiers in Marine Science,10
jour.1029398,Foodborne Pathogens and Disease,10
jour.1098275,Clinical Microbiology Reviews,10
jour.1139689,Neurología (English Edition),10
jour.1043101,EvoDevo,10
jour.1049599,New Microbes and New Infections,10
jour.1141021,Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),10
jour.1294995,Revista Española de Medicina Nuclear e Imagen Molecular,10
jour.1094633,Journal of Neurogenetics,10
jour.1112527,European Eating Disorders Review,10
jour.1046652,Journal of Neurological Surgery Part A Central European Neurosurgery,10
jour.1093339,Chinese journal of hematology,10
jour.1093329,Seminars in Cutaneous Medicine and Surgery,10
jour.1050276,Ophthalmology and Therapy,10
jour.1126813,Journal of Applied Statistics,10
jour.1031281,Journal of Negative Results in BioMedicine,10
jour.1012775,Chemico-Biological Interactions,10
jour.1044962,IMA Fungus,10
jour.1094864,Journal of Pediatric Oncology Nursing,10
jour.1043479,Transcription,10
jour.1358696,Current Issues in Molecular Biology,10
jour.1039679,Journal of Korean Neurosurgical Society,10
jour.1097586,Journal of Voice,10
jour.1138651,Peanut Science,10
jour.1015404,Naunyn-Schmiedeberg's Archives of Pharmacology,10
jour.1112351,Allergo Journal,10
jour.1297326,Journal of Environmental Sciences,10
jour.1036688,Reviews on Recent Clinical Trials,10
jour.1291800,Annals of Eye Science,10
jour.1010970,Equine Veterinary Journal,10
jour.1033685,Atmospheric Chemistry and Physics,10
jour.1049135,World Journal of Clinical Cases,10
jour.1295021,Paediatrics and Child Health,10
jour.1116404,Norsk Epidemiologi,10
jour.1017033,Der Anaesthesist,10
jour.1050373,Immunity Inflammation and Disease,10
jour.1023226,Korean Journal of Radiology,10
jour.1034980,Future Cardiology,10
jour.1045417,Annals of Surgical Treatment and Research,10
jour.1312389,Journal of Laparoendoscopic & Advanced Surgical Techniques,10
jour.1035030,Medicinal Chemistry,10
jour.1098323,BioFactors,10
jour.1049769,Journal of Intensive Care,10
jour.1114177,Journal of Alternative and Complementary Medicine,10
jour.1093250,Microbiological Research,10
jour.1313724,中华医学遗传学杂志,10
jour.1006195,Journal of Periodontal Research,10
jour.1017643,Indian Journal of Dermatology Venereology and Leprology,10
jour.1039375,Psychosis,10
jour.1112262,Journal of Travel Medicine,10
jour.1034940,Dialogues in Clinical Neuroscience,10
jour.1016442,Journal of Molecular Evolution,10
jour.1040219,Natural Product Communications,10
jour.1115178,Psychology Health & Medicine,10
jour.1021488,Nutritional Neuroscience,10
jour.1095833,Scandinavian Journal of Primary Health Care,10
jour.1140831,Medicina Clínica (English Edition),10
jour.1036291,Gastroenterology & hepatology,10
jour.1015489,Forensic Science International,10
jour.1115722,Dermatology Online Journal,10
jour.1100382,Current Opinion in Obstetrics & Gynecology,10
jour.1093190,Behavioural and Cognitive Psychotherapy,10
jour.1051609,ACS Biomaterials Science & Engineering,10
jour.1018128,British Journal of Oral and Maxillofacial Surgery,10
jour.1022078,Current Urology Reports,10
jour.1103977,Complementary Therapies in Medicine,10
jour.1097067,Palliative Medicine,10
jour.1045519,AIP Advances,10
jour.1050197,Journal of Transport & Health,10
jour.1018164,Minerva Medica,10
jour.1297513,Science China Chemistry,10
jour.1037429,Nature Nanotechnology,10
jour.1043822,Polymer Journal,10
jour.1033957,Turkish Journal Of Neurology,10
jour.1045459,Journal of radiosurgery and SBRT,10
jour.1031269,Annals of Clinical Microbiology and Antimicrobials,10
jour.1044941,Advanced Energy Materials,10
jour.1087172,American Journal of Health Behavior,10
jour.1062083,Journal of Pharmacological Sciences,10
jour.1020741,Evidence-Based Mental Health,10
jour.1039811,Journal of Medical Imaging and Radiation Sciences,10
jour.1029519,Applied Energy,10
jour.1050419,CEN Case Reports,10
jour.1028967,National journal of andrology,10
jour.1088739,Journal of Adolescence,10
jour.1034462,Heart Failure Clinics,10
jour.1033355,Esophagus,10
jour.1022091,High Altitude Medicine & Biology,10
jour.1126747,Crop Protection,10
jour.1098380,Psychology and Health,10
jour.1030494,Sensors and Actuators A Physical,10
jour.1100266,DNA and Cell Biology,10
jour.1155782,Horticultural Plant Journal,10
jour.1019185,Vnitr̆ní lékar̆ství,10
jour.1107859,Herzschrittmachertherapie + Elektrophysiologie,10
jour.1087714,Annual Review of Neuroscience,10
jour.1017032,Anaesthesia,10
jour.1095985,Food Microbiology,10
jour.1050400,Genes & Diseases,10
jour.1299785,TH Open,10
jour.1045364,Am j nucl med mol imaging,10
jour.1094395,Blood Purification,10
jour.1312244,Small Ruminant Research,10
jour.1327459,Bioanalysis,10
jour.1099682,Artificial Intelligence in Medicine,10
jour.1042010,Industrial Crops and Products,10
jour.1062014,Annali dell Istituto Superiore di Sanità,10
jour.1021361,Gout and Nucleic Acid Metabolism,10
jour.1050565,ACG Case Reports Journal,10
jour.1042864,Ardea,10
jour.1022713,Reviews in Endocrine and Metabolic Disorders,10
jour.1112539,Folia Neuropathologica,10
jour.1033386,Clinical Psychopharmacology and Neuroscience,10
jour.1013076,Biologia Plantarum,10
jour.1016892,Progress in Neurobiology,10
jour.1087969,Cancer Nursing,10
jour.1013993,Zoological Journal of the Linnean Society,10
jour.1101258,Clinical Autonomic Research,10
jour.1312251,The Journal of Physical Chemistry A,10
jour.1098944,FEMS Microbiology Reviews,10
jour.1018713,Scandinavian Journal of Psychology,10
jour.1119514,Current Treatment Options in Neurology,10
jour.1312198,Gastroenterology Clinics of North America,10
jour.1119025,Developmental Science,10
jour.1091361,Journal of Clinical Pharmacy and Therapeutics,10
jour.1093527,Preventive Veterinary Medicine,10
jour.1118269,Prostaglandins and Other Lipid Mediators,10
jour.1141963,Jornal de Pediatria (Versão em Português),10
jour.1295804,Revue de Chirurgie Orthopédique et Traumatologique,10
jour.1312199,Immunology and Allergy Clinics of North America,10
