,researcher_id
9241,ur.07521273041.88
9242,ur.010542430025.96
9261,ur.011631314473.29
9263,ur.07376626130.57
9270,ur.015063114633.62
9277,ur.01331012634.32
9324,ur.016542561163.68
9348,ur.016423723125.41
9358,ur.01304611400.80
9386,ur.012213244571.85
9440,ur.01261175153.30
9442,ur.010002742625.66
9444,ur.01047375070.86
9449,ur.013647026665.57
9464,ur.015172122271.53
9467,ur.010373720327.77
9472,ur.013472126721.35
9473,ur.015662450321.10
9474,ur.010552340121.45
9501,ur.014740222635.13
9519,ur.014546127617.22
9521,ur.016261136460.71
9524,ur.012536122507.29
9528,ur.013271777171.38
9529,ur.016257701171.19
9571,ur.01311067756.27
9582,ur.0657745252.77
9608,ur.0676010337.17
9615,ur.011022532271.66
9618,ur.01237046773.11
9652,ur.012364506407.05
9654,ur.0635706544.67
9673,ur.011324630652.90
9691,ur.010165264617.50
9693,ur.013153166617.28
9758,ur.013527523003.18
9759,ur.014067262631.38
9761,ur.010560336374.52
9763,ur.015651001245.22
9820,ur.01057006707.88
9821,ur.013051434622.55
9831,ur.0710306165.59
9839,ur.013353550635.33
9842,ur.010506657122.66
9843,ur.014374254503.28
9865,ur.013221442503.48
9877,ur.016017547621.04
9879,ur.016065663021.04
9881,ur.010370600451.38
9895,ur.0700127432.51
9899,ur.012013702545.32
9904,ur.015550053657.16
9910,ur.014160627041.87
9913,ur.015405702673.94
9985,ur.01334470424.50
9995,ur.0665465330.14
9997,ur.014236707314.51
9998,ur.011317120514.50
9999,ur.012237344321.32
10000,ur.015677763514.52
10013,ur.013407142366.01
10032,ur.014674750135.37
10050,ur.014135036003.48
10056,ur.0737661542.04
10103,ur.016460450013.10
10152,ur.015522553345.67
10180,ur.0727721445.97
10226,ur.012643473377.61
10228,ur.012263276327.35
10237,ur.0646704303.16
10240,ur.010517101130.22
10253,ur.01132503201.78
10267,ur.015127646532.22
10268,ur.010017536332.09
10287,ur.01250335017.18
10314,ur.014322122576.15
10332,ur.0675675712.04
10341,ur.011031121103.88
10371,ur.010227671107.36
10379,ur.010525770330.49
10383,ur.07706074430.00
10387,ur.012076416030.50
10406,ur.014730512667.72
10410,ur.016642226440.71
10415,ur.012706015047.88
10442,ur.010512140067.57
10443,ur.013726656302.59
10452,ur.010527406001.37
10477,ur.010324112575.69
10497,ur.010504515447.18
10499,ur.015653247474.59
10505,ur.010376176550.57
10508,ur.010217672230.71
10509,ur.012410213630.78
10539,ur.013003725541.53
10542,ur.015310517641.55
10553,ur.016535443265.91
10566,ur.015334354722.22
10570,ur.012416040165.40
10571,ur.015665710761.32
10572,ur.014076411236.38
10576,ur.016472103416.31
10577,ur.011473536404.51
10578,ur.014145466753.07
10584,ur.011607536164.10
10586,ur.07444146720.32
10590,ur.013722634164.08
10629,ur.014356440235.31
10630,ur.014556545261.13
10635,ur.016141077043.57
10652,ur.013537134017.59
10654,ur.012144173017.79
10669,ur.010626511602.53
10679,ur.011622632107.94
10716,ur.011041720372.04
10717,ur.015755453141.67
10721,ur.012643521716.24
10750,ur.07472552260.65
10764,ur.013506307172.34
10789,ur.015404170641.42
10814,ur.015606525006.32
10835,ur.016062054741.89
10836,ur.014510476642.96
10850,ur.011541270201.13
10902,ur.015664361742.31
10934,ur.013153470277.14
10936,ur.015437770703.32
10937,ur.012450356107.67
10945,ur.011334751672.33
10960,ur.012203564717.40
10961,ur.013150062060.16
10962,ur.014510451416.46
10963,ur.07570311143.09
10966,ur.015164270067.98
10986,ur.0723273366.39
10987,ur.010536070652.68
10990,ur.012726412252.73
11006,ur.011006347147.64
11034,ur.012152560563.81
11044,ur.012363162455.36
11072,ur.014744630445.14
11078,ur.013247417635.75
11084,ur.013620074077.30
11099,ur.011407616671.81
11100,ur.011203576172.35
11101,ur.011465715727.62
11124,ur.014036526657.20
11125,ur.07615230421.46
11169,ur.010076567740.23
11174,ur.016605710107.92
11175,ur.012456456345.41
11213,ur.013201170521.97
11216,ur.012167761063.25
11219,ur.07766604171.10
11254,ur.016225550517.19
11264,ur.012360124707.94
11272,ur.01032513610.59
11297,ur.012006441252.69
11333,ur.015623740474.13
11335,ur.011661241625.19
11340,ur.010220705760.37
11347,ur.07423161240.29
11349,ur.010166554273.01
11351,ur.015472722203.93
11402,ur.010715545264.46
11506,ur.010662122677.35
11517,ur.016470642663.43
11522,ur.013724067727.39
11530,ur.015325214567.31
11576,ur.013670446152.34
11598,ur.011574020273.06
11612,ur.07762600327.07
11613,ur.010560160727.14
11614,ur.011355541327.07
11652,ur.07546734443.45
11653,ur.014001676251.26
11666,ur.011730617340.95
11670,ur.011451631301.53
11672,ur.012635135313.86
11675,ur.015025456713.67
11702,ur.014000527062.92
11715,ur.07610351753.08
11764,ur.016110332625.86
11790,ur.0713345271.93
11791,ur.0761460471.01
11819,ur.01050705422.43
11820,ur.016017007411.39
11877,ur.011062307013.23
11984,ur.012447263515.33
12003,ur.013364727151.98
12012,ur.010336141245.40
12039,ur.014750764243.70
12041,ur.014030774421.99
12075,ur.014207567070.26
12076,ur.016370371371.03
12077,ur.012055641571.86
12078,ur.01107105370.50
12096,ur.010507333145.55
12097,ur.014026512557.67
12099,ur.07642156565.73
12117,ur.012713566761.36
12169,ur.015275514367.23
12177,ur.07577003401.38
12195,ur.012531223630.44
12196,ur.013063463271.78
12210,ur.0714501367.39
12214,ur.012361742421.18
12259,ur.015675732511.83
12277,ur.015336765747.53
12278,ur.010226655547.18
12290,ur.012430057665.40
12317,ur.012156113063.49
12318,ur.013747562722.75
12328,ur.010647607673.28
12333,ur.01325621323.84
12345,ur.01004062131.45
12361,ur.012227141267.28
12375,ur.014002425662.11
12377,ur.012423177572.06
12419,ur.016341007031.73
12424,ur.011262551137.51
12432,ur.014407764041.46
12439,ur.011150224507.19
12452,ur.010770754545.64
12480,ur.014202463551.39
12517,ur.012425000375.05
12522,ur.07523635112.06
12527,ur.015676257674.91
12533,ur.01103721623.35
12581,ur.013204550745.84
12584,ur.014577511745.46
12592,ur.016413552642.01
12594,ur.07745351251.38
12595,ur.011316141501.38
12602,ur.07504706525.02
12616,ur.013767404501.45
12631,ur.010124167565.19
12632,ur.013226535757.76
12633,ur.012732503167.34
12645,ur.07366502344.25
12669,ur.013025030157.92
12724,ur.011562164261.56
12728,ur.016325045611.35
12753,ur.07366634273.97
12783,ur.01063430634.88
12801,ur.016323265065.88
12813,ur.011443157340.59
12837,ur.0612105632.89
12841,ur.011254504421.90
12856,ur.07420541171.80
12857,ur.011611062571.11
12858,ur.0705375707.74
12866,ur.013644046507.03
12872,ur.011715744317.66
12881,ur.010106231362.09
12883,ur.012135443127.23
12889,ur.011777610052.63
12894,ur.011636144030.83
12901,ur.015111134456.05
12918,ur.013434032101.50
12921,ur.012107204301.13
12923,ur.012170172235.84
12925,ur.07734476043.92
12926,ur.014360513635.53
12946,ur.015404004310.15
12949,ur.010305013750.53
12955,ur.016326015735.72
12962,ur.014002767025.89
12972,ur.014076044151.15
12993,ur.015223716327.81
12994,ur.010113606127.54
13007,ur.010120556412.48
13009,ur.015045455451.47
13022,ur.016421734101.61
13044,ur.016556604047.22
13060,ur.015550514515.11
13061,ur.07643023715.10
13073,ur.016645072725.12
13083,ur.014174640115.83
13089,ur.011312174004.93
13093,ur.015626044455.37
13094,ur.013327331346.02
13095,ur.011201344021.29
13100,ur.07355307775.12
13101,ur.012343211775.49
13112,ur.011021121321.87
13114,ur.014007023321.86
13136,ur.016617504257.86
13137,ur.013102335057.90
13150,ur.07732266734.90
13169,ur.014770457647.56
13178,ur.016471100442.78
13182,ur.07512100153.64
13227,ur.07455477077.27
13299,ur.01020304042.57
13301,ur.01025766547.48
13328,ur.013720037721.82
13337,ur.015025101553.22
13342,ur.011356045553.74
13352,ur.015127520033.02
13353,ur.010521045745.14
13422,ur.01363435554.47
13493,ur.011265610607.44
13522,ur.01032175254.16
13533,ur.0775361534.49
13554,ur.016321003761.28
13566,ur.01156670436.97
13717,ur.014311262733.76
13736,ur.012425247143.37
13739,ur.07537025047.56
13804,ur.015670576150.37
13887,ur.014542031701.68
13962,ur.014472321525.05
13976,ur.013172063565.01
13994,ur.01274574426.61
14021,ur.011704003567.45
14039,ur.014214755213.36
14067,ur.01250764004.01
14231,ur.011705761301.58
14232,ur.012453502160.60
14273,ur.014754726154.69
14274,ur.01050716140.02
14299,ur.015171754061.33
14300,ur.011020235575.46
14301,ur.013374441370.07
14312,ur.01047257460.17
14330,ur.016157711716.39
14357,ur.0661163475.60
14392,ur.015012335613.69
14438,ur.013554654265.65
14453,ur.01265363356.41
14464,ur.012675717175.32
14499,ur.0614012363.00
14589,ur.01205722552.06
14658,ur.016307426665.31
14675,ur.013702153357.43
14711,ur.013445424453.72
14732,ur.016156111041.55
14739,ur.0620051541.76
14742,ur.010170740274.28
14756,ur.012313671521.03
14856,ur.0633062555.55
14885,ur.012447711711.98
14891,ur.01124720235.40
14893,ur.013347617013.43
15037,ur.015144665027.04
15090,ur.015776317351.22
15109,ur.014576745545.59
15138,ur.015002462166.19
15140,ur.010467732366.07
15172,ur.012537450303.56
15203,ur.010570624411.54
15269,ur.012363157331.17
15275,ur.01323220577.63
15294,ur.015071076031.95
15317,ur.07750402557.23
15318,ur.013533665157.33
15336,ur.01343443442.43
15384,ur.012145317375.47
15480,ur.014573661112.45
15482,ur.010312651201.56
15584,ur.014324307713.18
15585,ur.012424713251.66
15588,ur.012114224671.43
15589,ur.013566624751.10
15677,ur.016051063015.72
15770,ur.014156551030.88
15771,ur.012540137173.33
15835,ur.01141453471.01
16062,ur.01211250445.07
16080,ur.013625432167.08
16120,ur.011122340433.45
16122,ur.015503203433.27
16141,ur.015526612121.94
16192,ur.01300506353.55
16199,ur.016004302114.13
16212,ur.010603646043.50
16223,ur.014665172255.95
16310,ur.010141313731.35
16340,ur.013636741640.72
16343,ur.010737662515.65
16407,ur.011553007351.05
16409,ur.012555375257.39
16437,ur.016163634020.47
16443,ur.013771334041.56
16444,ur.010102217273.52
16477,ur.07564054011.17
16522,ur.015263541555.01
16535,ur.010330530221.88
16589,ur.011136151542.06
16596,ur.013515307705.34
16663,ur.07507645664.77
16667,ur.011700772651.70
16689,ur.014211043261.68
16713,ur.012115172442.84
16729,ur.014040053513.51
16755,ur.011306537043.62
16848,ur.010335212507.29
16863,ur.012174267167.39
16866,ur.013046602011.86
16868,ur.011400716361.09
16907,ur.013541065044.21
16917,ur.012104117443.24
16935,ur.014707532363.98
16990,ur.013117434073.69
16991,ur.016105336073.13
17003,ur.010164167315.41
17045,ur.013635140156.85
17058,ur.015553332226.80
17119,ur.011420615356.66
17142,ur.011470653557.33
17164,ur.015067433121.78
17167,ur.015711153721.39
17191,ur.07762304443.46
17318,ur.012320227007.88
17329,ur.015630660051.27
17338,ur.012276534771.27
17371,ur.011261103773.50
17408,ur.016122360133.35
17416,ur.012202334013.39
17417,ur.013575275013.32
17469,ur.014771747754.62
17527,ur.015016275565.27
17561,ur.011141615451.79
17562,ur.011077776021.13
17619,ur.015504161316.94
17679,ur.010303570461.09
17719,ur.015772657160.81
17725,ur.014502315022.10
17735,ur.013741614367.91
17740,ur.010163476563.22
17993,ur.014371675535.52
17995,ur.015405700116.58
17997,ur.011452106735.48
18014,ur.014106202303.19
18017,ur.015522753541.18
18018,ur.013555472102.33
18038,ur.012720467566.13
18061,ur.07515555460.83
18072,ur.013442207650.08
18093,ur.07443743137.85
18123,ur.015260771624.01
18136,ur.0727414150.29
18201,ur.012074323334.29
18256,ur.01171163003.22
18389,ur.07760667174.22
18439,ur.01124441650.28
18486,ur.0757145210.39
18505,ur.0747451366.09
18526,ur.012134451573.62
18552,ur.01264701000.14
18553,ur.01305213054.26
18594,ur.01131173451.81
18643,ur.0723636500.91
18717,ur.015430017677.52
18719,ur.015200316206.33
18720,ur.013740447364.72
18724,ur.016244232020.09
18762,ur.010274574067.86
18790,ur.014742246663.34
18791,ur.015537627263.58
18821,ur.012700222557.46
18837,ur.014535302417.99
18838,ur.015332663017.80
18866,ur.013024547400.39
18868,ur.012170457234.89
18875,ur.011645110703.01
18888,ur.015065550043.45
18924,ur.015211403765.93
18928,ur.016431367300.33
18976,ur.011516554271.59
18989,ur.015420631405.20
19043,ur.013062223655.97
19051,ur.07677701061.39
19071,ur.013560270231.68
19253,ur.014546667435.13
19256,ur.015517552231.23
19270,ur.012742072103.52
19285,ur.010551626063.85
19412,ur.016661445563.16
19611,ur.01131167557.99
19618,ur.013476326077.41
19619,ur.015666647477.24
19641,ur.014267175325.38
19646,ur.016301316113.35
19678,ur.015300245047.32
19726,ur.015606643333.33
19817,ur.010643621061.03
19847,ur.010336702713.75
19864,ur.014167245465.85
1464,ur.015020505647.10
11770,ur.01321222633.65
