journal.title,count
Australian and New Zealand Journal of Public Health,6
Middle East African Journal of Ophthalmology,6
The Cerebellum,6
Experimental & Molecular Medicine,6
Autonomic Neuroscience,6
JMIR Research Protocols,6
Endoscopy International Open,6
European Journal of Orthopaedic Surgery & Traumatology,6
Journal of Occupational and Environmental Medicine,6
Der Gynäkologe,6
Journal of Neuropathology & Experimental Neurology,6
Cancer Biotherapy & Radiopharmaceuticals,6
Practical Laboratory Medicine,6
Annales de Chirurgie Vasculaire,6
Acta Neuropsychiatrica,6
Journal of Molecular Medicine,6
Current Orthopaedic Practice,6
BMC Psychiatry,6
BMC Medical Genomics,6
The FEBS Journal,6
Hip International,6
Frontiers in Cellular and Infection Microbiology,6
Bone and Joint Research,6
International Ophthalmology,6
CPT Pharmacometrics & Systems Pharmacology,6
FMC - Formación Médica Continuada en Atención Primaria,6
European Journal of Epidemiology,6
Expert Opinion on Drug Discovery,6
Evidence-Based Medicine,6
Biological Psychiatry,6
International Journal of Ophthalmology,6
Journal of Veterinary Cardiology,6
Kidney International Supplements,6
Physical Medicine and Rehabilitation Clinics of North America,6
Journal of the Academy of Nutrition and Dietetics,6
Atherosclerosis Supplements,6
SSRN Electronic Journal,6
Cold Spring Harbor Perspectives in Biology,6
Journal of Chromatographic Science,6
Neurología (English Edition),6
The Physician and Sportsmedicine,6
EMC - Técnicas Quirúrgicas - Aparato Digestivo,6
Acute Cardiac Care,6
Journal of Hepato-Biliary-Pancreatic Sciences,6
Clinical Pharmacology in Drug Development,6
Child Care Health and Development,6
Archives de Pédiatrie,6
Toxicologic Pathology,6
Science China Life Sciences,6
Korean Journal of Anesthesiology,6
Rinsho Shinkeigaku,6
Current Hematologic Malignancy Reports,6
Angewandte Chemie International Edition,6
BMC Genetics,6
Folia Microbiologica,6
Research and Reports in Urology,6
Neuropsychology,6
The Egyptian Heart Journal,6
Journal of Equine Veterinary Science,6
Surgery (Oxford),6
Australian Veterinary Journal,6
Journal of Cutaneous Medicine and Surgery,6
Journal of Investigative Surgery,6
European Journal of Drug Metabolism and Pharmacokinetics,6
Journal of Experimental & Clinical Cancer Research,6
Congenital Anomalies,6
Biochemistry,6
Human Reproduction,6
International Journal of Women's Health,6
Journal of Arrhythmia,6
Neurobiology of Disease,6
Annals of Cardiac Anaesthesia,6
Journal of Coloproctology,6
Journal of Clinical Neurophysiology,6
Nutrition & Metabolism,6
IEEE Journal of Biomedical and Health Informatics,6
Revista Brasileira de Terapia Intensiva,6
Orthopedic Clinics of North America,6
Revista Brasileira de Cardiologia Invasiva,6
Neurocirugía,6
Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques,6
Clinical Reviews in Bone and Mineral Metabolism,6
American Journal of Psychiatry,6
Canadian Journal of Physiology and Pharmacology,6
Gut Pathogens,6
Applied Immunohistochemistry & Molecular Morphology,6
Der Nervenarzt,6
International Journal of Geriatric Psychiatry,6
Ophthalmic Plastic and Reconstructive Surgery,6
Urologia Journal,6
Clinical and Molecular Hepatology,6
Asian Journal of Surgery,6
Cortex,6
Bosnian Journal of Basic Medical Sciences,6
Psychosomatic Medicine,6
Revista Española de Anestesiología y Reanimación (English Edition),6
Acta Radiologica,6
Hepatology Communications,6
Pathophysiology,6
Journal of Human Nutrition and Dietetics,6
Epidemiology and Infection,6
Journal of Orthopaedic and Sports Physical Therapy,6
Medicina,6
World Journal of Critical Care Medicine,6
Surgery for Obesity and Related Diseases,6
Archivos de Cardiología de México,6
Oral and Maxillofacial Surgery Clinics of North America,6
Revista Clínica Española,6
Biologics: Targets and Therapy,6
InFo Hämatologie + Onkologie,6
Accident Analysis & Prevention,6
Journal of Clinical Epidemiology,6
Biochemia Medica,6
Primary Care Clinics in Office Practice,6
Dermatologic Clinics,6
Journal of Biomechanics,6
Journal of Evolution of Medical and Dental Sciences,6
Microbes and Infection,6
American Journal of Perinatology,6
Journal of Functional Foods,6
Emergency Radiology,6
Journal of Bone and Mineral Metabolism,6
Veterinary Clinics of North America Equine Practice,6
Perspectives in Public Health,6
Respiratory Investigation,6
Developmental Psychobiology,6
Cardiac Failure Review,6
Ophthalmic & Physiological Optics,6
Acute and Critical Care,6
Journal of Orthopaedic Surgery,6
International Surgery,6
Psychiatry Research,6
BJS Open,6
International Journal of Impotence Research,6
Canadian Family Physician,6
Behavior Research Methods,6
Acta Otorrinolaringológica Española,6
Australasian Journal of Dermatology,6
Applied Health Economics and Health Policy,6
Pediatric Gastroenterology Hepatology & Nutrition,6
Acta Histochemica,6
Angewandte Chemie,6
Clinical EEG and Neuroscience,6
Clinical Endoscopy,6
Molecular Cancer,6
Therapeutic Delivery,6
European Journal of Medicinal Chemistry,6
Progress in Retinal and Eye Research,6
Bipolar Disorders,6
Asia-Pacific Journal of Ophthalmology,6
Annals of Clinical and Translational Neurology,6
Journal Of Clinical Periodontology,6
Electrophoresis,6
Chemical Reviews,6
Cardiovascular Pathology,6
Journal of Proteomics,6
Burns,6
Scandinavian Cardiovascular Journal,6
Journal of Renal Care,6
Trends in Molecular Medicine,6
Journal of Applied Microbiology,6
Journal of Biomedical Informatics,6
The Journal of Steroid Biochemistry and Molecular Biology,6
Gynecologic and Obstetric Investigation,6
Annual Review of Medicine,6
Experimental Cell Research,6
Therapeutic Advances in Drug Safety,6
BMC Microbiology,6
American Journal of Physiology - Cell Physiology,6
American Journal of Speech-Language Pathology,6
Critical Care Research and Practice,6
Khirurgiya Zhurnal im N I Pirogova,6
Pathology - Research and Practice,6
Progress in Transplantation,6
Journal of Shoulder and Elbow Surgery,6
Pathogens,6
Regional blood circulation and microcirculation,6
Der Orthopäde,6
Applied and Environmental Microbiology,6
Korean Journal of Radiology,6
Neuropharmacology,6
Human Reproduction Update,6
World Journal of Emergency Surgery,6
Brain Behavior and Immunity,6
Computational and Mathematical Methods in Medicine,6
Neuroscience Bulletin,6
The Journal of Dermatology,6
Drug and Alcohol Dependence,6
Hepatitis Monthly,6
International Psychogeriatrics,6
Expert Review of Obstetrics & Gynecology,6
Journal of the American Association of Nurse Practitioners,6
Diagnostics,6
Open Access Macedonian Journal of Medical Sciences,6
Drugs in R&D,6
Clinical Liver Disease,6
Neurological Research,6
Scientifica,6
Diagnosis,6
Surgical and Radiologic Anatomy,6
Therapeutic Apheresis and Dialysis,6
Developmental Neuroscience,6
Forensic Science International,6
Revista do Colégio Brasileiro de Cirurgiões,6
Journal of Neuroendocrinology,6
Revue des Maladies Respiratoires Actualités,6
OncoImmunology,6
Neurobiology of Aging,6
Reviews in Clinical Gerontology,6
Journal of Medical Toxicology,6
Journal of Medical Biochemistry,6
Contrast Media & Molecular Imaging,6
Srce i krvni sudovi,6
Journal of Cancer Survivorship,6
Human Psychopharmacology Clinical and Experimental,6
Cancer Communications,6
Mechanisms of Ageing and Development,6
Urology Practice,6
Blood Pressure,6
Sexual Medicine Reviews,5
Journal of Ethnopharmacology,5
Organic & Biomolecular Chemistry,5
Cellular and Molecular Life Sciences,5
Clinical and Experimental Hypertension,5
Development,5
Cancer and Metastasis Reviews,5
American Journal of Dermatopathology,5
CardioVascular Journal of Africa,5
Rambam Maimonides Medical Journal,5
Dyes and Pigments,5
Biomedical Engineering / Biomedizinische Technik,5
Journal of Neuroscience,5
British Journal of Community Nursing,5
Pediatric Allergy Immunology and Pulmonology,5
Anaesthesia & intensive care medicine,5
Journal for ImmunoTherapy of Cancer,5
International Immunology,5
Gastroenterology Research,5
BMC Bioinformatics,5
Genes Chromosomes and Cancer,5
Revista Clínica Española (English Edition),5
Tuberculosis and Respiratory Diseases,5
Nature Reviews Microbiology,5
Modern Pathology,5
Pediatric Transplantation,5
Pflügers Archiv - European Journal of Physiology,5
Terapevticheskii arkhiv,5
Journal of Anaesthesiology Clinical Pharmacology,5
Proceedings of the Institution of Mechanical Engineers Part H Journal of Engineering in Medicine,5
Korean Journal of Ophthalmology,5
Ultrasound Clinics,5
Journal of Plastic Surgery and Hand Surgery,5
Journal of Innate Immunity,5
Journal of Chromatography A,5
JACC Clinical Electrophysiology,5
Case Reports in Neurological Medicine,5
Environmental and Molecular Mutagenesis,5
心臓,5
Immunology and Allergy Clinics of North America,5
Suizo,5
Emergency Medicine International,5
Journal of Vascular Surgery Cases and Innovative Techniques,5
Asian Journal of Andrology,5
Brazilian Journal of Anesthesiology,5
Wiener klinisches Magazin,5
Journal of Theoretical Biology,5
Proteomics Clinical Applications,5
Accreditation and Quality Assurance,5
Asian Cardiovascular and Thoracic Annals,5
RMD Open,5
Medical Journal Armed Forces India,5
Clinical Otolaryngology,5
Journal of Hand Surgery (European Volume),5
Progress in Neuro-Psychopharmacology and Biological Psychiatry,5
Current Allergy and Asthma Reports,5
Psycho-Oncology,5
Clinical Cases in Mineral and Bone Metabolism,5
Foot & Ankle International,5
Diagnostic Histopathology,5
Revue Francophone des Laboratoires,5
Anticancer Research,5
Southern African Journal of Anaesthesia and Analgesia,5
Journal of Pediatric Psychology,5
Journal of Oral Medicine and Oral Surgery,5
Clinical and Experimental Hepatology,5
Case Reports in Infectious Diseases,5
Journal of Infusion Nursing,5
Hospital Medicine Clinics,5
Scandinavian Journal of Caring Sciences,5
Arquivos Brasileiros de Oftalmologia,5
Clinical Queries Nephrology,5
Inflammopharmacology,5
Annual Review of Genomics and Human Genetics,5
Proteomics,5
International Emergency Nursing,5
Japanese Journal of Radiology,5
Gastroenterology & Hepatology Open Access,5
Acta Cirurgica Brasileira,5
Journal of Minimal Access Surgery,5
Cytogenetic and Genome Research,5
Sveikatos mokslai,5
Journal of Molecular and Cellular Cardiology,5
Innate Immunity,5
Food & Function,5
The Anatomical Record,5
Journal of Korean Diabetes,5
The American Journal of Gastroenterology Supplements,5
FEMS Microbiology Letters,5
Archives of Gerontology and Geriatrics,5
Chemico-Biological Interactions,5
Microcirculation,5
Toxins,5
Anesthesiology and Pain Medicine,5
Best Practice & Research Clinical Haematology,5
Dermatologic Surgery,5
Sports Medicine,5
Laboratory Investigation,5
Australian Dental Journal,5
Current HIV/AIDS Reports,5
Science Immunology,5
Journal of Process Control,5
International Journal of Language & Communication Disorders,5
Journal of Genetics,5
Journal of Neuroscience Research,5
Current Research in Translational Medicine,5
Current Vascular Pharmacology,5
Ecancermedicalscience,5
Alcoholism Clinical and Experimental Research,5
Canadian Respiratory Journal,5
Case Reports in Oncology,5
Journal of Physical Therapy Science,5
Auris Nasus Larynx,5
Annals of Pediatric Surgery,5
Cancer Genetics,5
The Turkish Journal of Gastroenterology,5
African Journal of Paediatric Surgery,5
Translational Neurodegeneration,5
F1000Prime Reports,5
World Journal of Clinical Oncology,5
Annals of Human Genetics,5
Scottish Medical Journal,5
Sleep Medicine,5
Urology Annals,5
"GMS Current Topics in Otorhinolaryngology, Head and Neck Surgery",5
Journal of Bacteriology,5
Breast Cancer,5
Medizinische Klinik - Intensivmedizin und Notfallmedizin,5
Seminars in Hematology,5
Joint Bone Spine,5
ACG Case Reports Journal,5
Craniomaxillofacial Trauma & Reconstruction,5
Journal of Perioperative Practice,5
Arthroscopy The Journal of Arthroscopic and Related Surgery,5
Journal of Athletic Training,5
Disaster Medicine and Public Health Preparedness,5
Clinics in Podiatric Medicine and Surgery,5
Saudi Pharmaceutical Journal,5
Reproductive Toxicology,5
Journal of Emergency Nursing,5
Journal of Visualized Experiments,5
Journal of Ect,5
American Journal of Medical Genetics Part C Seminars in Medical Genetics,5
Journal of Nutrition and Metabolism,5
ERJ Open Research,5
Developmental Dynamics,5
Physiology,5
Annals of Thoracic Medicine,5
Proceedings of Singapore Healthcare,5
Placenta,5
Diabetes Therapy,5
Cold Spring Harbor Perspectives in Medicine,5
Journal of Nuclear Medicine,5
Environmental Health Perspectives,5
Expert Reviews in Molecular Medicine,5
Surgical Pathology Clinics,5
Therapeutic Advances in Endocrinology and Metabolism,5
European Journal of Medical Research,5
Pain,5
Acta Neuropathologica,5
mSystems,5
Pharmacological Reviews,5
The Journal of the American Board of Family Medicine,5
Nutrition Research,5
Social Care and Neurodisability,5
International Journal of Surgical Pathology,5
Multidisciplinary Respiratory Medicine,5
Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,5
Physiological Reports,5
Clinics in Geriatric Medicine,5
Comprehensive Psychiatry,5
Clinical and Developmental Immunology,5
Journal of Biomedical Science,5
The Indian Journal of Medical Research,5
Equine Veterinary Journal,5
Współczesna Onkologia,5
The Egyptian Journal of Surgery,5
Korean Journal of Pediatrics,5
AIDS Research and Human Retroviruses,5
Advances in Medical Sciences,5
Journal of Developmental and Behavioral Pediatrics,5
Prostate Cancer,5
Physiological Genomics,5
Endocrinología Diabetes y Nutrición (English ed ),5
American Journal of Hospice and Palliative Medicine®,5
日本消化器病学会雑誌,5
Human Gene Therapy,5
Vision Research,5
Heliyon,5
Diabetology International,5
Open Journal of Gastroenterology,5
Statistical Methods in Medical Research,5
Hormone Molecular Biology and Clinical Investigation,5
Italian Journal of Pediatrics,5
Expert Review of Vaccines,5
Journal of Clinical Ultrasound,5
Journal of Investigative Medicine,5
European Child & Adolescent Psychiatry,5
American Journal of Hypertension,5
Theriogenology,5
Biological Research For Nursing,5
Diabetes Management,5
Trends in Pharmacological Sciences,5
International Journal of Nanomedicine,5
Topics in Magnetic Resonance Imaging,5
Update on Cancer Therapeutics,5
Nucleosides Nucleotides & Nucleic Acids,5
Clinics in Laboratory Medicine,5
EMC - Endocrinologie - Nutrition,5
Facial Plastic Surgery Clinics of North America,5
Clinical Pharmacist,5
Neurosurgery Clinics of North America,5
Iranian Journal of Public Health,5
IEEE Transactions on Neural Systems and Rehabilitation Engineering,5
Anaerobe,5
Journal of Vestibular Research,5
Journal of Burn Care & Research,5
Revista del Laboratorio Clínico,5
Journal of Cardiovascular Electrophysiology,5
International Heart Journal,5
Annals of Human Biology,5
Clinical Epidemiology,5
Fish Physiology and Biochemistry,5
Clinical Nutrition ESPEN,5
Journal of Clinical and Experimental Neuropsychology,5
Reviews in the Neurosciences,5
Current Opinion in Microbiology,5
Child and Adolescent Psychiatric Clinics of North America,5
Indian Journal of Orthopaedics,5
Journal of Clinical Case Reports,5
International Journal of Pediatric Endocrinology,5
Journal of the Intensive Care Society,5
The Journal of the Korean Society for Transplantation,5
Aging Health,5
Drug Metabolism Reviews,5
Future Neurology,5
Medical & Biological Engineering & Computing,5
PLoS Biology,5
Annals of Medicine and Surgery,5
Anesthésie & Réanimation,5
The Neuroradiology Journal,5
Molecular Medicine,5
Inflammation,5
Le Praticien en Anesthésie Réanimation,5
The Journal for Nurse Practitioners,5
Sleep Medicine Reviews,5
The Journal of Cardiovascular Nursing,5
Hawai‘i Journal of Medicine & Public Health,5
Pulmonology,5
Disease Management and Health Outcomes,5
Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment,5
Wellcome Open Research,5
Computer Methods in Biomechanics & Biomedical Engineering,5
Journal of Texture Studies,5
Infection Control and Hospital Epidemiology,5
Journal of Microbiology,5
Bioscience Reports,5
Annual Reviews in Control,5
Annales Francaises d'Oto-Rhino-Laryngologie et de Pathologie Cervico-Faciale,5
RöFo,5
Veterinary Clinics of North America Small Animal Practice,5
Indian Journal of Surgical Oncology,5
Journal of Child Health Care,5
Advanced Biomedical Research,5
Breathe,5
Journal of Cardiovascular Pharmacology and Therapeutics,5
Platelets,5
Brain Sciences,5
Journal of Lipid and Atherosclerosis,5
The EMBO Journal,5
Journal of Anesthesia,5
Clinical and Experimental Medicine,5
Journal of the American Academy of Physician Assistants,5
Public Health Nutrition,5
Neurochemical Research,5
Brain Topography,5
Healthcare,5
Matrix Biology,5
Infection Genetics and Evolution,5
Health Services and Delivery Research,5
Der Ophthalmologe,5
Aerospace Medicine and Human Performance,5
Addiction,5
Piel,5
Revista Brasileira de Ginecologia e Obstetrícia,5
Journal of Ophthalmic and Vision Research,5
Gastroenterología y Hepatología (English Edition),5
Ochsner Journal,5
Journal of Biomedical Optics,5
Revista Brasileira de Cardiologia Invasiva (English Edition),4
Journal of Obstetrics and Gynaecology Canada,4
Journal of the American Academy of Child & Adolescent Psychiatry,4
Neurology India,4
World Journal of Transplantation,4
Indian Journal of Urology,4
Nature Chemical Biology,4
Cancer Biomarkers,4
Tzu Chi Medical Journal,4
"Abstracts of papers, meeting of the Finnish Medical Society",4
Journal of Chemotherapy,4
Journal of Molecular Diagnostics,4
Indian Journal of Psychological Medicine,4
Jornal de Pediatria,4
Seminars in Spine Surgery,4
European Journal of Oncology Nursing,4
The European Journal of Health Economics,4
Anais Brasileiros de Dermatologia,4
Journal of Pediatric Genetics,4
Egyptian Journal of Forensic Sciences,4
Frontiers in Public Health,4
Current Cardiovascular Risk Reports,4
Journal of Binocular Vision and Ocular Motility,4
Case Reports in Endocrinology,4
Journal of Liquid Chromatography &amp Related Technologies,4
Journal of Neurological Surgery Part B Skull Base,4
Microbiome,4
Expert Review of Proteomics,4
AJP Endocrinology and Metabolism,4
Journal of Basic Microbiology,4
Cardiology and Therapy,4
British Journal of Neurosurgery,4
Cell Cycle,4
Critical Reviews in Microbiology,4
Journal of Clinical Otolaryngology,4
Journal of Thoracic Imaging,4
World Journal of Nephrology,4
Tissue Engineering Part A,4
Vestnik otorinolaringologii,4
Indian Journal of Palliative Care,4
Pathogens and Global Health,4
Revista de Gastroenterología de México,4
Journal of the National Comprehensive Cancer Network,4
Australian Prescriber,4
AACE Clinical Case Reports,4
International Journal of Hyperthermia,4
Amino Acids,4
Annales Pharmaceutiques Françaises,4
Advances in Rheumatology,4
Neurocritical Care,4
Journal of Neuroimaging,4
Journal of Rheumatic Diseases,4
Lung India,4
Journal of Gastrointestinal & Digestive System,4
Diabetes Mellitus,4
Applied Sciences,4
Spine Deformity,4
Cell Biochemistry and Biophysics,4
JACC Basic to Translational Science,4
Journal of Analytical Toxicology,4
Melanoma Management,4
Revista de Gastroenterología de México (English Edition),4
Paediatric and Perinatal Epidemiology,4
Revista Española de Cirugía Oral y Maxilofacial,4
International Ophthalmology Clinics,4
European Journal of Neuroscience,4
Computers in Biology and Medicine,4
Nuclear Medicine Communications,4
IEEE Transactions on Medical Imaging,4
Journal of Pharmacokinetics and Pharmacodynamics,4
International Archives of Allergy and Immunology,4
BMC Geriatrics,4
NeoReviews,4
Urolithiasis,4
ACS Omega,4
Food Research International,4
BJA Education,4
Journal of the Royal Army Medical Corps,4
Journal of Biotechnology,4
Biophysical Chemistry,4
Microscopy Research and Technique,4
The Kaohsiung Journal of Medical Sciences,4
Journal of Hospital Medicine,4
LUTS Lower Urinary Tract Symptoms,4
Veterinary Surgery,4
Progress in Lipid Research,4
The International Journal of Biological Markers,4
Journal of Food Composition and Analysis,4
Critical Care Nurse,4
BMJ Supportive & Palliative Care,4
Seminars in Ultrasound CT and MRI,4
GE Portuguese Journal of Gastroenterology,4
Oncology Reviews,4
Practice Nursing,4
Yearbook of Medicine,4
Nephron Extra,4
Therapeutic Advances in Musculoskeletal Disease,4
Bioorganic & Medicinal Chemistry,4
Journal of American Association for Pediatric Ophthalmology and Strabismus,4
Annales de Dermatologie et de Vénéréologie,4
InFo Neurologie & Psychiatrie,4
Military Medical Research,4
Optometry - Journal of the American Optometric Association,4
ChemBioChem,4
Reviews in Obstetrics & Gynecology,4
International Journal of Psychophysiology,4
Journal of Medical Imaging,4
American Journal of Human Biology,4
Pain Management,4
Journal of Immunotherapy,4
Journal of Clinical Biochemistry and Nutrition,4
Schizophrenia Research,4
Sports Medicine - Open,4
Trauma Surgery & Acute Care Open,4
Journal of Fluorescence,4
PPAR Research,4
Revue du Rhumatisme Monographies,4
Advances in Surgery,4
Australasian Psychiatry,4
Virulence,4
Neuroscience and Behavioral Physiology,4
Journal of Medical Radiation Sciences,4
Biological Trace Element Research,4
Biochemistry (Moscow),4
International Journal of Immunopathology and Pharmacology,4
Seminars in Pediatric Neurology,4
International Journal of Speech-Language Pathology,4
Medical Devices Evidence and Research,4
Molecular Carcinogenesis,4
Investigative Radiology,4
Clinical Neuropharmacology,4
Experimental Gerontology,4
Turkish Journal of Surgery,4
Experimental and Toxicologic Pathology,4
Sleep and Breathing,4
Nephro-Urology Monthly,4
Virology Journal,4
Bulletin of Experimental Biology and Medicine,4
Journal of Healthcare Engineering,4
BMJ Open Sport & Exercise Medicine,4
Nature Biotechnology,4
The Journal of Pediatric Pharmacology and Therapeutics,4
International Journal for Numerical Methods in Biomedical Engineering,4
Experimental Biology and Medicine,4
Heart Asia,4
Local and Regional Anesthesia,4
Medical Sciences,4
Theranostics,4
PM&R,4
Canadian Journal on Aging / La Revue canadienne du vieillissement,4
Journal of the Peripheral Nervous System,4
Minerva Medica,4
Journal for Specialists in Pediatric Nursing,4
Cardiovascular Engineering and Technology,4
Annals of Noninvasive Electrocardiology,4
Case Reports in Surgery,4
Journal of Kidney Care,4
Scandinavian Journal of Primary Health Care,4
Biomedical and Environmental Sciences,4
The Endocrinologist,4
The Obstetrician & Gynaecologist,4
Radiation Oncology Journal,4
Microbiology and Molecular Biology Reviews,4
Journal of Renal Injury Prevention,4
Photochemical & Photobiological Sciences,4
Fractals,4
Hand Clinics,4
The Journal of Allergy and Clinical Immunology In Practice,4
International Journal of Mass Spectrometry,4
Neuroepidemiology,4
Journal of Clinical Neonatology,4
FEMS Microbiology Reviews,4
EMC - Aparato Locomotor,4
International Journal of Developmental Neuroscience,4
Journal of Orthopaedics,4
Journal of Natural Science Biology and Medicine,4
Journal of Comparative Pathology,4
Journal of Clinical Immunology,4
Cardiovascular Diagnosis and Therapy,4
Current Drug Targets,4
Critical Reviews in Food Science and Nutrition,4
Biomaterials Science,4
Journal of the Japanese Society of Intensive Care Medicine,4
Palliative & Supportive Care,4
Clinical Epigenetics,4
Fetal and Pediatric Pathology,4
Neurodegenerative Disease Management,4
Sports Health A Multidisciplinary Approach,4
Journal of Clinical Medicine Research,4
Paediatrics & Child Health,4
Radiation Measurements,4
The International Journal of Tuberculosis and Lung Disease,4
International Journal of Gastrointestinal Intervention,4
Seminars in Cardiothoracic and Vascular Anesthesia,4
Microbial Pathogenesis,4
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,4
EXCLI Journal,4
Deutsche Medizin,4
Collegian Journal of the Royal College of Nursing Australia,4
Turkish Journal of Emergency Medicine,4
Revista Española de Medicina Nuclear e Imagen Molecular,4
Ageing Research Reviews,4
Clinical & Translational Immunology,4
Biomedical Physics & Engineering Express,4
Aging,4
Clínica e Investigación en Arteriosclerosis (English Edition),4
Transportation Research Part F Traffic Psychology and Behaviour,4
Virology,4
Progress in Biophysics and Molecular Biology,4
Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,4
Epileptic Disorders,4
Nature Reviews Neuroscience,4
Arthroplasty Today,4
Folia Phoniatrica et Logopaedica,4
Journal of Orthopaedic Trauma,4
neurogenetics,4
Cirugía y Cirujanos,4
Diseases,4
BMJ Open Gastroenterology,4
Thrombosis Journal,4
British Journal of Cardiac Nursing,4
Toxicology in Vitro,4
SAGE Open Medicine,4
Journal of Surgical Education,4
Open Access Rheumatology Research and Reviews,4
Pulmonary Pharmacology & Therapeutics,4
Food Analytical Methods,4
Clinical Trials,4
BMJ Open Diabetes Research & Care,4
PeerJ Preprints,4
Optimal Control Applications and Methods,4
Proteome Science,4
DNA Repair,4
Journal of Radiation Oncology,4
Australasian Emergency Care,4
Epilepsy & Behavior Case Reports,4
Journal of Veterinary Emergency and Critical Care,4
European Heart Journal - Quality of Care and Clinical Outcomes,4
Revista chilena de obstetricia y ginecología,4
Minimally Invasive Therapy & Allied Technologies,4
Frontiers in Surgery,4
Journal of Renal Nutrition,4
Experimental Neurology,4
Annals of Diagnostic Pathology,4
Journal of Prescribing Practice,4
Acta Neuropathologica Communications,4
Nutrition & Diabetes,4
Biomarkers in Cancer,4
BoneKEy Reports,4
EMC - Tecniche Chirurgiche Addominale,4
Hematological Oncology,4
Journal of Movement Disorders,4
Journal of Interdisciplinary Medicine,4
The Transactions of the American Ophthalmological Society,4
Cell Death & Differentiation,4
Mass Spectrometry Reviews,4
Diagnostic and Interventional Imaging,4
Drug Resistance Updates,4
Tissue Engineering Part B Reviews,4
Advances in Nutrition,4
Nurse Education in Practice,4
Hormones and Cancer,4
Upsala Journal of Medical Sciences,4
Cytotherapy,4
JAPANESE JOURNAL OF MICROBIOLOGY,4
Seminars in Thrombosis and Hemostasis,4
Immunogenetics,4
EFSA Journal,4
npj Parkinson's Disease,4
Telemedicine Journal and e-Health,4
Ocular Immunology and Inflammation,4
Proceedings of the 2010 American Control Conference,4
Journal of Paramedic Practice,4
Seminarios de la Fundación Española de Reumatología,4
Research and Practice in Thrombosis and Haemostasis,4
Plastic & Reconstructive Surgery Global Open,4
Journal of Medicine and Life,4
Clinical Biomechanics,4
Pharmacy Practice,4
Speech Language and Hearing,4
Lifestyle Genomics,4
Molecular Biology of the Cell,4
Archives of Virology,4
British Journal of Neuroscience Nursing,4
Enfermedad Inflamatoria Intestinal al Día,4
The Open Orthopaedics Journal,4
Neuro-Oncology,4
Anesthesiology Research and Practice,4
Familial Cancer,4
Intensive Care Medicine Experimental,4
Therapeutic Advances in Neurological Disorders,4
Drugs in Context,4
Am J Cardiovasc Dis,4
Health,4
Journal d imagerie diagnostique et interventionnelle,4
Breast Care,4
Journal of the Chinese Medical Association,4
Comparative Immunology Microbiology and Infectious Diseases,4
Analytical Biochemistry,4
Equine Veterinary Education,4
Open Journal of Obstetrics and Gynecology,4
Critical Care Nursing Quarterly,4
Journal of the American Chemical Society,4
Radiology and Oncology,4
European Cardiology Review,4
Journal of Medical Internet Research,4
Journal of Blood Medicine,4
Journal of Child Psychology and Psychiatry,4
International Journal of Morphology,4
Journal of Emergencies Trauma and Shock,4
Experimental Dermatology,4
Journal of Applied Toxicology,4
Integrative Biology,4
The Annual Review of Pharmacology and Toxicology,4
Iranian Journal of Pediatrics,4
Chemosphere,4
International Journal of Hypertension,4
Journal of Communication Disorders,4
Australian Journal of Primary Health,4
The Veterinary Journal,4
Viral Immunology,4
Drug Development Research,4
Advanced Materials,4
Current Sports Medicine Reports,4
The Open Medical Informatics Journal,4
Revista Brasileira de Ortopedia,4
European Neurology,4
Cirugía y Cirujanos (English Edition),4
Injury Prevention,4
Monatsschrift Kinderheilkunde,4
Birth Defects Research,4
Journal of Nephropathology,4
Translational Stroke Research,4
International Journal of STD & AIDS,4
Journal of Gynecology Obstetrics and Human Reproduction,4
South African Family Practice,4
Journal of Motor Behavior,4
Revista Española de Geriatría y Gerontología,4
Journal of Transcultural Nursing,4
Apollo Medicine,4
Harvard Review of Psychiatry,4
Indian Journal of Pharmacology,4
Journal of Multidisciplinary Healthcare,4
Nature Microbiology,4
Nursing Inquiry,4
Magnetic Resonance Imaging,4
Anaesthesiology Intensive Therapy,4
Current Genomics,4
Blood Advances,4
Mitochondrion,4
Chromatographia,4
Diagnostic Cytopathology,4
IEEE Sensors Journal,4
Operative Techniques in Otolaryngology-Head and Neck Surgery,4
Multiple Sclerosis Journal - Experimental Translational and Clinical,4
Diabetes & Metabolism Journal,4
Molecular and Cellular Biology,4
Physician Assistant Clinics,4
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",4
Nursing and Residential Care,4
Ergonomics,4
The Permanente Journal,4
Cancer Control,4
Colombian Journal of Anesthesiology,4
静脈経腸栄養,4
Current Pharmaceutical Design,4
Archives of Pathology & Laboratory Medicine,4
Journal of Pineal Research,4
International Journal of Medical Sciences,4
Chinese Journal of Cancer Research,4
Pediatric Rheumatology,4
Molecular Psychiatry,4
A & A Case Reports,4
Sociology of Health & Illness,4
Clinical Hemorheology and Microcirculation,4
Micromachines,4
Bulletin de l'Académie Nationale de Médecine,4
International Journal of Medical Robotics and Computer Assisted Surgery,4
Journal of Biomaterials Science Polymer Edition,4
Journal of Investigative Medicine High Impact Case Reports,4
