id,title,year,doi
pub.1033211428,Prediction of driving ability: Are we building valid models?,2015,10.1016/j.aap.2015.01.013
pub.1050844559,"Crisis Leadership in an Acute Clinical Setting: Christchurch Hospital, New Zealand ICU Experience Following the February 2011 Earthquake",2015,10.1017/s1049023x15000059
pub.1043304624,A nurse-run clinic for patients with incidentally discovered small abdominal aortic aneurysms is feasible and cost-effective,2015,10.1177/1708538114537049
pub.1000109371,114PA PHASE 1B STUDY OF ANTI-DLL4 (DELTA-LIKE LIGAND 4) ANTIBODY DEMCIZUMAB (DEM) WITH PEMETREXED (PEM) AND CARBOPLATIN (CARBO) IN PATIENTS WITH 1ST-LINE NON-SQUAMOUS NSCLC,2015,10.1093/annonc/mdv050.18
pub.1034558100,Disease Activity Assessment in IBD,2015,10.1097/mib.0000000000000341
pub.1079064868,Medical image. Terra firma-forme dermatosis.,2015,
pub.1027751130,Serum 25-Hydroxyvitamin D: A Predictor of Macrovascular and Microvascular Complications in Patients With Type 2 Diabetes,2015,10.2337/dc14-0180
pub.1071138814,Delivering patient choice in clinical practice: a conversation analytic study of communication practices used in neurology clinics to involve patients in decision-making,2015,10.3310/hsdr03070
pub.1038332840,Microbiology of otitis media,2015,10.1111/jpc.12710
pub.1033419992,Correlation of extended RAS and PIK3CA gene mutation status with outcomes from the phase III AGITG MAX STUDY involving capecitabine alone or in combination with bevacizumab plus or minus mitomycin C in advanced colorectal cancer,2015,10.1038/bjc.2015.37
pub.1008530571,Combining presentation high-sensitivity cardiac troponin I and glucose measurements to rule-out an acute myocardial infarction in patients presenting to emergency department with chest pain,2015,10.1016/j.clinbiochem.2014.11.019
pub.1019797831,IFCC educational materials on selected analytical and clinical applications of high sensitivity cardiac troponin assays,2015,10.1016/j.clinbiochem.2014.08.021
pub.1043709697,Monte Carlo modelling the dosimetric effects of electrode material on diamond detectors,2015,10.1007/s13246-015-0329-6
pub.1046550725,Comparison of BD Vacutainer® Rapid Serum Tube and plasma for haemolysis markers in the emergency department,2015,10.1177/0004563214533317
pub.1004819104,The Australian and New Zealand Cardiac Pacemaker and Implantable Cardioverter-Defibrillator Survey: Calendar Year 2013,2015,10.1016/j.hlc.2014.09.017
pub.1028218320,Introduction of the Pill Pruner to acute medical care: A simple medication guide to control polypharmacy,2015,10.1111/ajag.12183
pub.1039451283,The relationship of fibroblast growth factor 21 with cardiovascular outcome events in the Fenofibrate Intervention and Event Lowering in Diabetes study,2015,10.1007/s00125-014-3458-7
pub.1073039295,Coenzyme Q10 and congestive heart failure; an evolving evidence base,2015,10.5603/kp.2015.0015
pub.1024039086,"Severe Malarial Thrombocytopenia: A Risk Factor for Mortality in Papua, Indonesia",2015,10.1093/infdis/jiu487
pub.1052499177,Understanding the responsibilities and obligations of the modern paediatric surgeon,2015,10.1016/j.jpedsurg.2014.11.003
pub.1018963815,CMV and EBV Reactivation after Allogeneic Transplantation,2015,10.1016/j.bbmt.2014.11.381
pub.1064123818,Defining airflow obstruction,2015,10.1183/09031936.00126014
pub.1034796824,Microsnare‐assisted microcatheter navigation for flow diversion of a challenging giant intracerebral aneurysm: A novel technique,2015,10.1111/1754-9485.12267
pub.1057331585,Hemostasis and thrombosis in major liver resection.,2015,10.1055/s-0034-1398385
pub.1052969362,Letters to the Editor,2015,10.1111/jpc.12838
pub.1009132634,Role of Magnetic Resonance Imaging in Predicting Surgical Outcome in Patients With Cervical Spondylotic Myelopathy,2015,10.1097/brs.0000000000000678
pub.1048433992,Everolimus and Zoledronic Acid in Patients With Renal Cell Carcinoma With Bone Metastases: A Randomized First-Line Phase II Trial,2015,10.1016/j.clgc.2014.07.002
pub.1020641408,Endoluminal thoracic aortic repair in the octogenarian and nonagenarian: The New Zealand experience,2015,10.1111/1754-9485.12263
pub.1021606275,Radiographic skeletal survey for non‐accidental injury: Systematic review and development of a national New Zealand protocol,2015,10.1111/1754-9485.12271
pub.1003535816,Smoking behaviour modifies IL23r‐associated disease risk in patients with Crohn's disease,2015,10.1111/jgh.12674
pub.1026296007,Stochastic Model Predictive (STOMP) glycaemic control for the intensive care unit: Development and virtual trial validation,2015,10.1016/j.bspc.2014.09.011
pub.1079040873,Sarcoidosis presenting with acute hydrocephalus in a New Zealand European female.,2015,
pub.1079040861,New Zealand is far behind Australia in offering weight-loss surgery.,2015,
pub.1052350011,Time-Varying Respiratory System Elastance: A Physiological Model for Patients Who Are Spontaneously Breathing,2015,10.1371/journal.pone.0114847
pub.1029231461,Altered radiation fractionation schedules for clinically localised and locally advanced prostate cancer,2015,10.1002/14651858.cd011462
pub.1071080812,Expectations of recovery and functional outcomes following thoracolumbar trauma: an evidence-based medicine process to determine what surgeons should be telling their patients.,2015,10.3171/2014.9.spine13849
pub.1079028611,Complications of Intra-Aortic Balloon Pump Use: Does the Final Position of the IABP Tip Matter?,2015,10.1177/0310057x1504300110
pub.1040593727,Peer review report 2 on “Risk factors for the development of metachronous bone metastasis in colorectal cancer patients after curative resection”,2015,10.1016/j.ijsu.2015.08.061
pub.1003382862,Clinical Safety and Effectiveness of Collagenase Clostridium Histolyticum Injection in Patients with Peyronie's Disease: A Phase 3 Open‐Label Study,2015,10.1111/jsm.12731
pub.1023981732,Strategies to manage hepatitis C virus (HCV) infection disease burden – volume 2,2015,10.1111/jvh.12352
pub.1033506762,Peer review report 2 on “Comparison of laparoscopic versus open complete mesocolic excision for right colon cancer”,2015,10.1016/j.ijsu.2015.09.030
pub.1013127637,Revisiting the surface anatomy of the sciatic nerve in the gluteal region,2015,10.1002/ca.22449
pub.1022468132,Peer review report 1 on “Oncological strategies for middle and low rectal cancer with synchronous liver metastases. Observational study”,2015,10.1016/j.ijsu.2015.09.026
pub.1030511170,Does early radiography alter remanipulation rates in paediatric forearm fractures?,2015,10.1111/ans.12755
pub.1016759736,Historical epidemiology of hepatitis C virus (HCV) in select countries – volume 2,2015,10.1111/jvh.12350
pub.1051991495,Comparison of conventional and high-sensitivity troponin in patients with chest pain: A collaborative meta-analysis,2015,10.1016/j.ahj.2014.10.007
pub.1041960787,Torted pulmonary sequestration masquerading as empyema in a child,2015,10.1111/ans.12464
pub.1015035840,The present and future disease burden of hepatitis C virus (HCV) infections with today's treatment paradigm – volume 2,2015,10.1111/jvh.12351
pub.1053704810,Cardiac troponin type II myocardial infarction and late mortality: a report from the 2012 SNAPSHOT OF ACS Care Across Australia and New Zealand,2015,10.1016/j.hlc.2015.06.062
pub.1042822557,Continued improvement in prognosis after acute myocardial infarction (AMI) – 1997 to 2013,2015,10.1016/j.hlc.2015.04.129
pub.1001000402,A regional programme to improve skin cancer management,2015,10.1071/hc15339
pub.1000218796,Frailty in acute cardiology: Comparison of a quick clinical assessment against a validated frailty assessment tool,2015,10.1016/j.hlc.2015.04.085
pub.1031868127,"Christchurch experience with sutureless aortic valve replacement, midterm results",2015,10.1016/j.hlc.2014.12.043
pub.1025517553,Routine measurement of NT-proBNP and post-discharge clinical outcomes: Initial findings from a randomised controlled trial,2015,10.1016/j.hlc.2015.04.109
pub.1033399823,Reducing the Length of Mechanical Ventilation with Significance: A Case Study of Sample Size Estimation Trial Design Using Monte-Carlo Simulation,2015,10.1016/j.ifacol.2015.10.151
pub.1020579243,Contrast fractional flow reserve: a novel screening tool for functional coronary stenosis,2015,10.1016/j.hlc.2015.06.374
pub.1011050495,Use of ABSORB bioresorbable vascular scaffold (BVS) in Kawasaki disease,2015,10.1016/j.hlc.2015.04.120
pub.1037536521,Frailty in Acute Cardiology: Comparison of a quick clinical assessment against a validated frailty assessment tool,2015,10.1016/j.hlc.2015.06.628
pub.1031999787,The association of delay in presentation and 12-month health outcomes in emergency patients with symptoms of possible acute coronary syndromes,2015,10.1016/j.hlc.2015.06.134
pub.1030519181,Relationship between Stroke Volume and Pulse Wave Velocity,2015,10.1016/j.ifacol.2015.10.153
pub.1029187328,Risk assessment and management of anticoagulation in patients with AF in an Australasian setting: the Christchurch Hospital experience,2015,10.1016/j.hlc.2015.04.087
pub.1004120543,Investigating the Effects of Temperature on Photoplethysmography,2015,10.1016/j.ifacol.2015.10.166
pub.1005430502,Occult Infection in Aseptic Joint Loosening and the Diagnostic Role of Implant Sonication,2015,10.1155/2015/946215
pub.1002215589,Accounting for individual body surface area does improve estimation of absolute GFR using the CKD-EPI equation,2015,10.1097/01.pat.0000461557.00460.df
pub.1010934141,Chronic Thoracic Aortic Aneurysm Presenting 29 Years following Trauma,2015,10.1155/2015/470917
pub.1040773542,Medium-term outcomes after the use of bioresorbable scaffolds for treatment of coronary stenosis in real-world clinical practice: The Christchurch experience,2015,10.1016/j.hlc.2015.06.403
pub.1042909450,4-Year outcomes of maximal versus sub-maximal revascularisation in ST-segment-elevation myocardial infarction with separate non-culprit lesions: The Christchurch experience,2015,10.1016/j.hlc.2015.04.069
pub.1001923235,Operative risks and mid-term outcomes following offpump coronary artery bypass grafting at Christchurch Hospital,2015,10.1016/j.hlc.2014.12.056
pub.1024340060,Insulin Sensitivity as a Model-Based Marker for Sepsis Diagnosis,2015,10.1016/j.ifacol.2015.10.168
pub.1042475448,Detecting Facet Joint and Lateral Mass Injuries of the Subaxial Cervical Spine in Major Trauma Patients,2015,10.4184/asj.2015.9.3.327
pub.1000827958,Spontaneous intracranial hypotension and single entry multi-site epidural blood patch,2015,10.4103/1793-5482.161168
pub.1024631133,Use of cardioversion in acute atrial fibrillation: A prospective audit from Christchurch Hospital,2015,10.1016/j.hlc.2015.04.108
pub.1035956733,Assessing Respiratory Mechanics of Reverse-Triggered Breathing Cycles - Case Study of Two Mechanically Ventilated Patients,2015,10.1016/j.ifacol.2015.10.191
pub.1004060013,Parkinson's Disease in the Gulf Countries: An Updated Review,2015,10.1159/000442283
pub.1006864978,Bilateral Common Iliac Artery Stenosis: A Novel Technique for Deployment of Kissing Iliac Artery Stents,2015,10.1016/j.ejvssr.2015.09.002
pub.1027849563,Rare complication of a saphenous vein graft aneurysm: A Case Report,2015,10.1016/j.hlc.2015.06.433
pub.1051104572,Long-term outcomes of multivessel intervention versus culprit vessel intervention in ST-segment-elevation myocardial infarction: The Christchurch experience,2015,10.1016/j.hlc.2015.06.397
pub.1079019475,An uncommon side effect in a common procedure: a case report of an adverse reaction to prilocaine during a Bier's block.,2014,
pub.1121669240,"A Next Generation Sequencing-Based Approach to Detect Gene Mutations, Copy Number Changes and IGH Translocations in Multiple Myeloma",2014,10.1182/blood.v124.21.3364.3364
pub.1050409565,A case of otitis media complicated by intracranial infection with Actinomyces turicensis,2014,10.1099/jmmcr.0.004408
pub.1004415090,Cell cycle arrest biomarkers win race for AKI diagnosis,2014,10.1038/nrneph.2014.198
pub.1018625569,Age and gender effects on submental motor-evoked potentials,2014,10.1007/s11357-014-9735-z
pub.1034937916,International donor corneas usage in New Zealand in 2013,2014,10.1111/ceo.12461
pub.1029817136,The clinical utility window for acute kidney injury biomarkers in the critically ill,2014,10.1186/s13054-014-0601-2
pub.1007147669,The Clinical Utilisation of Respiratory Elastance Software (CURE Soft): a bedside software for real-time respiratory mechanics monitoring and mechanical ventilation management,2014,10.1186/1475-925x-13-140
pub.1016795791,When the value of gold is zero,2014,10.1186/1756-0500-7-404
pub.1021770542,Assessment of the Relationship Between Methotrexate Polyglutamates in Red Blood Cells and Clinical Response in Patients Commencing Methotrexate for Rheumatoid Arthritis,2014,10.1007/s40262-014-0179-5
pub.1018349371,Visualisation of time-varying respiratory system elastance in experimental ARDS animal models,2014,10.1186/1471-2466-14-33
pub.1045334096,Incidence and Imaging Outcomes of Acute Scaffold Disruption and Late Structural Discontinuity After Implantation of the Absorb Everolimus-Eluting Fully Bioresorbable Vascular Scaffold Optical Coherence Tomography Assessment in the ABSORB Cohort B Trial (A Clinical Evaluation of the Bioabsorbable Everolimus Eluting Coronary Stent System in the Treatment of Patients With De Novo Native Coronary Artery Lesions),2014,10.1016/j.jcin.2014.06.016
pub.1079006988,A protocol for the 0.9% saline versus Plasma-Lyte 148 for intensive care fluid therapy (SPLIT) study.,2014,
pub.1095738712,Pressure Reconstruction by Eliminating the Demand Effect of Spontaneous Respiration (PREDATOR) Method for Assessing Respiratory Mechanics of Reverse-Triggered Breathing Cycles,2014,10.1109/iecbes.2014.7047515
pub.1051685863,Rationale and design of the myocardial microinjury and cardiac remodeling extension study in the sodium lowering in dialysate trial (Mac-SoLID study),2014,10.1186/1471-2369-15-120
pub.1026210433,Neurologist assessment of reactions to the diagnosis of psychogenic nonepileptic seizures: Relationship to short- and long-term outcomes,2014,10.1016/j.yebeh.2014.09.037
pub.1011316720,Development of an international online learning platform for hepatopancreatobiliary surgical training: a needs assessment,2014,10.1111/hpb.12289
pub.1018243400,HyperOxic Therapy OR NormOxic Therapy after out-of-hospital cardiac arrest (HOT OR NOT): A randomised controlled feasibility trial,2014,10.1016/j.resuscitation.2014.09.011
pub.1031881694,Increased paired box transcription factor 8 has a survival function in Glioma,2014,10.1186/1471-2407-14-159
pub.1022180311,Reliability of the Spinal Instability Neoplastic Score (SINS) among radiation oncologists: an assessment of instability secondary to spinal metastases,2014,10.1186/1748-717x-9-69
pub.1019511167,Reducing the impact of insulin sensitivity variability on glycaemic outcomes using separate stochastic models within the STAR glycaemic protocol,2014,10.1186/1475-925x-13-43
pub.1018333514,"Consensus guidelines for the treatment of invasive mould infections in haematological malignancy and haemopoietic stem cell transplantation, 2014",2014,10.1111/imj.12598
pub.1018032744,"Letter by Chin et al Regarding Article, “Efficacy and Safety of Dabigatran Compared With Warfarin in Relation to Baseline Renal Function in Patients With Atrial Fibrillation",2014,10.1161/circulationaha.114.010099
pub.1003931438,Reply to Boethel et al,2014,10.1093/cid/ciu608
pub.1083398792,Quality of life (QoL) in patients with malignant dysphagia: An international randomized trial comparing radiotherapy alone (RT) versus chemoradiotherapy (CRT)—TROG03.01 NCICCTG ES2.,2014,10.1200/jco.2014.32.31_suppl.163
pub.1022346063,"Source-space ICA for EEG source separation, localization, and time-course reconstruction",2014,10.1016/j.neuroimage.2014.07.052
pub.1036781381,Therapeutic approaches to disease modifying therapy for multiple sclerosis in adults: An Australian and New Zealand perspective Part 3 Treatment practicalities and recommendations,2014,10.1016/j.jocn.2014.01.017
pub.1015650510,An Early Pregnancy HbA1c ≥5.9% (41 mmol/mol) Is Optimal for Detecting Diabetes and Identifies Women at Increased Risk of Adverse Pregnancy Outcomes,2014,10.2337/dc14-1312
pub.1042635740,A minimal algorithm for a minimal recruitment model–model estimation of alveoli opening pressure of an acute respiratory distress syndrome (ARDS) lung,2014,10.1016/j.bspc.2014.05.006
pub.1039019633,Comparison of new point-of-care troponin assay with high sensitivity troponin in diagnosing myocardial infarction,2014,10.1016/j.ijcard.2014.09.026
pub.1004695947,Therapeutic approaches to disease modifying therapy for multiple sclerosis in adults: An Australian and New Zealand perspective Part 1 Historical and established therapies,2014,10.1016/j.jocn.2014.01.016
pub.1018160971,Therapeutic approaches to disease modifying therapy for multiple sclerosis in adults: An Australian and New Zealand perspective Part 2 New and emerging therapies and their efficacy,2014,10.1016/j.jocn.2014.01.018
pub.1021188062,Gynecologic Cancer InterGroup (GCIG) Consensus Review for Uterine Serous Carcinoma,2014,10.1097/igc.0000000000000264
pub.1046496343,Comparison of beamformers for EEG source signal reconstruction,2014,10.1016/j.bspc.2014.07.014
pub.1003890334,Response to Re: Accuracy of visual prediction of pathology of colorectal polyps: how accurate are we?,2014,10.1111/ans.12790
pub.1042676037,Is it time to standardize patient factors for HPB surgery?,2014,10.1111/hpb.12304
pub.1014396363,Chronic lymphocytic leukaemia cells become both activated and immunosuppressive following interaction with CD3 and CD28 stimulated PBMC,2014,10.1016/j.leukres.2014.06.004
pub.1044147745,Impaired response or insufficient dosage?—Examining the potential causes of “inadequate response” to allopurinol in the treatment of gout,2014,10.1016/j.semarthrit.2014.05.007
pub.1021622116,Echinacea‐induced acute liver failure in a child,2014,10.1111/jpc.12726
pub.1030681075,Evolution of insulin sensitivity and its variability in out-of-hospital cardiac arrest (OHCA) patients treated with hypothermia,2014,10.1186/s13054-014-0586-x
pub.1020161309,Outcomes of Merkel Cell Carcinoma Treated with Radiotherapy without Radical Surgical Excision,2014,10.1245/s10434-014-3757-8
pub.1029469247,The heart cannot pump blood that it does not receive,2014,10.3389/fphys.2014.00360
pub.1019215938,Electrophysiology assessment and radiofrequency ablation of arrhythmias in adult patients with congenital heart defects: The Christchurch experience,2014,10.1016/j.hlc.2014.04.060
pub.1078973808,Metastatic renal cell carcinoma--an unexpected finding after laparoscopic cholecystectomy.,2014,
pub.1050703054,Mobile selected ion flow tube mass spectrometry (SIFT-MS) devices and their use for pollution exposure monitoring in breath and ambient air–pilot study,2014,10.1088/1752-7155/8/3/037106
pub.1049263164,"Primary and secondary care attendance, anticonvulsant and antidepressant use and psychiatric contact 5–10 years after diagnosis in 188 patients with psychogenic non-epileptic seizures",2014,10.1136/jnnp-2013-306671
pub.1051834124,A Multi-institutional Study Evaluating the Reliability of the Spinal Instability Neoplastic Score (SINS) Among Radiation Oncologists for Spinal Metastases,2014,10.1016/j.ijrobp.2014.05.1142
pub.1035277157,Jejunal Tackle,2014,10.1097/jsm.0000000000000012
pub.1030694281,Best Practice in Advanced Esophageal Cancer: A Report on Trans-Tasman Radiation Oncology Group TROG 03.01 and NCIC CTG ES.2 Multinational Phase 3 Study in Advanced Esophageal Cancer (OC) Comparing Quality of Life (QOL) and Palliation of Dysphagia in Patients Treated With Radiation Therapy (RT) or Chemoradiation Therapy (CRT),2014,10.1016/j.ijrobp.2014.06.021
pub.1039305979,Skin closure after laparotomy with staples or sutures: a study of the mature scar,2014,10.1111/ans.12257
pub.1001522469,Hypertriglyceridaemia with acitretin use: a proposal for its management in the context of overall cardiovascular risk,2014,10.1111/bjd.13027
pub.1025700611,A proposal for dose‐adjustment of dabigatran etexilate in atrial fibrillation guided by thrombin time,2014,10.1111/bcp.12364
pub.1026882683,Coagulation assays and plasma fibrinogen concentrations in real‐world patients with atrial fibrillation treated with dabigatran,2014,10.1111/bcp.12366
pub.1015562256,Bleeding disorders,2014,10.1177/1755738014532804
pub.1078973131,The impact of alcohol-related presentations on a New Zealand hospital emergency department.,2014,
pub.1078973130,What are the Health Policies of the next New Zealand Government?,2014,
pub.1078973132,Patterns and sources of alcohol consumption preceding alcohol-affected attendances to a New Zealand hospital emergency department.,2014,
pub.1022779094,Monte Carlo validation of optimal material discrimination using spectral x-ray imaging,2014,10.1088/1748-0221/9/08/t08003
pub.1078959555,Cephalic tetanus complicating geriatric fall.,2014,
pub.1078959536,A review of the Christchurch Hospital Breast Cancer Service in 2012: meeting the new Tumour Standards.,2014,
pub.1027166291,Continuous positive airway pressure (CPAP) during the postoperative period for prevention of postoperative morbidity and mortality following major abdominal surgery,2014,10.1002/14651858.cd008930.pub2
pub.1007344329,Outcome at 5–10years in psychogenic nonepileptic seizures: What patients report vs. what family doctors report,2014,10.1016/j.yebeh.2014.06.011
pub.1002934397,Broken heart syndrome — Is it a psychosomatic disorder?,2014,10.1016/j.jpsychores.2014.05.003
pub.1028090249,"Pharyngeal mis-sequencing in dysphagia: Characteristics, rehabilitative response, and etiological speculation",2014,10.1016/j.jns.2014.05.064
pub.1040129013,Multiple sclerosis in New Zealand,2014,10.1016/j.jocn.2013.09.009
pub.1028819907,Reply to letter to the editor,2014,10.1002/hed.23668
pub.1079026564,Optimal EEG feature selection from average distance between events and non-events,2014,10.1109/embc.2014.6944165
pub.1009528740,HDL-C and HDL-C/ApoA-I Predict Long-Term Progression of Glycemia in Established Type 2 Diabetes,2014,10.2337/dc13-2738
pub.1050610803,"Epigenetic and neurological effects and safety of high-dose nicotinamide in patients with Friedreich's ataxia: an exploratory, open-label, dose-escalation study",2014,10.1016/s0140-6736(14)60382-2
pub.1009259461,Three families with Perry syndrome from distinct parts of the world,2014,10.1016/j.parkreldis.2014.05.004
pub.1011388490,Health-related quality-of-life outcomes after thoracic (T1–T10) fractures,2014,10.1016/j.spinee.2013.09.049
pub.1045059613,Are vitamin D levels affected by acute bacterial infections in children?,2014,10.1111/jpc.12620
pub.1078959788,The current state of ototoxicity monitoring in New Zealand.,2014,
pub.1078959781,Lack of effect of seasonal trivalent influenza vaccine against influenza A(H3N2) infections in hospitalised patients in winter 2012.,2014,
pub.1031170155,Continuous Stroke Volume Estimation from Aortic Pressure Using Zero Dimensional Cardiovascular Model: Proof of Concept Study from Porcine Experiments,2014,10.1371/journal.pone.0102476
pub.1078937967,A case of extensive cutaneous Mycobacterium marinum infection in a Pacific Islander living in New Zealand.,2014,
pub.1073074068,Such a good operation. Pity we don't need it,2014,10.5694/mja14.00662
pub.1002628884,Adverse drug events are a major cause of acute medical admission,2014,10.1111/imj.12455
pub.1009869001,Correlation of ABCD2 Score with Degree of Internal Carotid Artery Stenosis: An Observational Pilot Study,2014,10.1016/j.avsg.2013.08.007
pub.1004054924,Skill Training for Swallowing Rehabilitation in Patients With Parkinson's Disease,2014,10.1016/j.apmr.2014.03.001
pub.1093143426,Donor and Recipient Angiotensin II Type 1 Receptor Polymorphisms and Haplotypes and Allograft Outcome in Renal Transplantation.,2014,10.1097/00007890-201407151-03042
pub.1045093064,Are you and your patients safe from a surgical fire?,2014,10.1111/ans.12647
pub.1078937934,One-year follow-up of the 2011 Christchurch Earthquake stress cardiomyopathy cases.,2014,
pub.1078927477,Surgery for cancer: less and less for more and more patients.,2014,
pub.1078927486,Pseudotumours and IgG4-related disease: a case report.,2014,
pub.1078927485,Anorectal melanoma: not a haemorrhoid.,2014,
pub.1060392396,Association between HACEK bacteraemia and endocarditis,2014,10.1099/jmm.0.070060-0
pub.1050396307,Effect of B-type natriuretic peptide-guided treatment of chronic heart failure on total mortality and hospitalization: an individual patient meta-analysis,2014,10.1093/eurheartj/ehu090
pub.1037473661,Therapeutic drug monitoring in rheumatic diseases: utile or futile?,2014,10.1093/rheumatology/ket355
pub.1038563919,Low-Risk Chest Pain in the Emergency Department—Reply,2014,10.1001/jamainternmed.2014.914
pub.1049403063,Meta‐cognition and emergency medicine,2014,10.1111/1742-6723.12210
pub.1007508416,Correlation Between Trough Plasma Dabigatran Concentrations and Estimates of Glomerular Filtration Rate Based on Creatinine and Cystatin C,2014,10.1007/s40268-014-0045-9
pub.1014394582,Comment on Kalfon et al.: Tight computerized versus conventional glucose control in the ICU: a randomized controlled trial,2014,10.1007/s00134-014-3302-z
pub.1002276656,PACSIN2 Does Not Influence Thiopurine-Related Toxicity In Patients With Inflammatory Bowel Disease,2014,10.1038/ajg.2014.89
pub.1019362912,Voxel-ICA for reconstruction of source signal time-series and orientation in EEG and MEG,2014,10.1007/s13246-014-0265-x
pub.1078936426,Two fatal cases of immersion pulmonary oedema - using dive accident investigation to assist the forensic pathologist.,2014,
pub.1028474765,"Rare Complete and Partial Monosomy 7 Mosaicism Detected in a Case with FTT and Borderline Motor Delay, Subsequently Diagnosed with Juvenile MDS: An Exposition of this Case and Other Interesting Mosaic Cancer Case Studies",2014,10.1016/j.cancergen.2014.06.009
pub.1017560736,Total soluble and endogenous secretory receptor for advanced glycation endproducts (RAGE) in IBD,2014,10.1016/j.crohns.2013.11.004
pub.1094530516,Novel Visualisation Approach for Intensive Care Unit Clinical Activity Monitoring,2014,10.1109/iciea.2014.6931136
pub.1029305642,How the Subcutaneous Implantable Cardioverter Defibrillator Works Indications/Limitations and Special Groups to Consider,2014,10.1016/j.ccep.2014.02.005
pub.1028637366,Comparison of two plasma urate assays in patients receiving vitamin C supplementation,2014,10.1097/pat.0000000000000095
pub.1027860045,Comparing Cerebral Perfusion in Alzheimer's Disease and Parkinson's Disease Dementia: An ASL-MRI Study,2014,10.1038/jcbfm.2014.40
pub.1078927458,Allowing violence in New Zealand hospitals is bad business.,2014,
pub.1078927457,Leprosy in the South Pacific.,2014,
pub.1078927466,Endocrine encephalopathy.,2014,
pub.1111106147,Correlation of PI3KCA and extended RAS gene mutation status with outcomes from the phase III AGITG MAX involving capecitabine (C) alone or in combination with bevacizumab (B) with or without mitomycin C (M) in advanced colorectal cancer (CRC).,2014,10.1200/jco.2014.32.15_suppl.3539
pub.1111106667,Carboplatin hypersensitivity reaction (HSR): Analysis of safety and success of a short outpatient platinum rechallenge protocol (PRP) in epithelial ovarian carcinoma (EOC).,2014,10.1200/jco.2014.32.15_suppl.5538
pub.1111105915,"A phase 1b study of the anticancer stem cell agent demcizumab (DEM), pemetrexed (PEM), and carboplatin (CARBO) in pts with first-line nonsquamous NSCLC.",2014,10.1200/jco.2014.32.15_suppl.2544
pub.1111106652,A phase I study of the vascular-disrupting agent BNC105P in combination with gemcitabine-carboplatin in platinum-sensitive ovarian cancer patients in first or second relapse.,2014,10.1200/jco.2014.32.15_suppl.5524
pub.1111106265,A randomized phase III study in advanced esophageal cancer (OC) to compare the quality of life (QoL) and palliation of dysphagia in patients treated with radiotherapy (RT) or chemoradiotherapy (CRT) TROG 03.01 NCIC CTG ES.2.,2014,10.1200/jco.2014.32.15_suppl.4009
pub.1014545719,Dermoid cyst of the glans penis in a toddler,2014,10.1136/bcr-2014-204585
pub.1052400747,Reduced grey matter perfusion without volume loss in early relapsing-remitting multiple sclerosis,2014,10.1136/jnnp-2013-305612
pub.1039242138,"A comparison of invasive angiography, revascularisation and time delays delivered to Australian and New Zealand non-ST-elevation myocardial infarction/unstable angina pectoris (NSTEMI/UAP) patients: results of the 2012 SNAPSHOT Bi-National acute coronary Syndrome (ACS) audit",2014,10.1016/j.hlc.2014.04.063
pub.1078905420,Low-Cost High-Fidelity Anaesthetic Simulation,2014,10.1177/0310057x1404200315
pub.1028601961,Performance of Risk Stratification for Acute Coronary Syndrome with Two-hour Sensitive Troponin Assay Results,2014,10.1016/j.hlc.2013.11.003
pub.1004769754,The double loop mattress suture,2014,10.1111/wrr.12159
pub.1044191505,"Mutations in PIEZO2 Cause Gordon Syndrome, Marden-Walker Syndrome, and Distal Arthrogryposis Type 5",2014,10.1016/j.ajhg.2014.03.015
pub.1052304147,Measurement of oxygen concentration delivered via nasal cannulae by tracheal sampling,2014,10.1111/resp.12268
pub.1001502949,When does ultrasonography influence management in suspected appendicitis?,2014,10.1111/ans.12415
pub.1023295539,"A decade of improvement in investigations received and treatments delivered to New Zealand (NZ) ST-elevation myocardial infarction (STEMI) patients: Results from the NZACS national audits of 2002, 2007 and 2012",2014,10.1016/j.hlc.2014.04.062
pub.1031179547,"Management of non ST-elevation acute coronary syndrome (NSTEACS) patients in New Zealand (NZ): A longitudinal analysis. Results from the NZACS national audits of 2002, 2007 and 2012",2014,10.1016/j.hlc.2014.04.025
pub.1001521814,Systematic review of pathophysiological changes following hepatic resection,2014,10.1111/hpb.12164
pub.1033318315,Interstitial insulin kinetic parameters for a 2-compartment insulin model with saturable clearance,2014,10.1016/j.cmpb.2014.01.011
pub.1018141437,A comparison of discharge medications and rehabilitation services available for acute coronary syndrome (ACS) patients in Australia and New Zealand: Results of the 2012 SNAPSHOT Bi-National audit,2014,10.1016/j.hlc.2014.04.026
pub.1012543805,Transitioning to a National (New Zealand) Sole Supply Scheme for Glucose Meters,2014,10.1177/1932296814524860
pub.1024653795,Second generation cryoballoons - are they any better?,2014,10.1016/j.hlc.2014.04.051
pub.1030647282,"Effect of vitamin D3 supplementation on Staphylococcus aureus nasal carriage: a randomized, double‐blind, placebo‐controlled trial in healthy adults",2014,10.1111/1469-0691.12350
pub.1036088570,The outcome of a multi-centre feasibility study of online adaptive radiotherapy for muscle-invasive bladder cancer TROG 10.01 BOLART,2014,10.1016/j.radonc.2014.02.015
pub.1017934970,Impact of sensor and measurement timing errors on model-based insulin sensitivity,2014,10.1016/j.cmpb.2013.08.007
pub.1015811028,Cardiac sarcoidosis: The Christchurch experience,2014,10.1016/j.hlc.2014.04.034
pub.1050337665,Are guidelines adhered to at first assessment of atrial fibrillation,2014,10.1016/j.hlc.2014.04.091
