issn,year,publisher,id,journal.id,journal.title
['2341-1929'],2017,Elsevier,pub.1084534638,jour.1150985,Revista Española de Anestesiología y Reanimación (English Edition)
"['1520-9512', '1522-1709']",2017,Springer Nature,pub.1083845717,jour.1312231,Sleep and Breathing
"['0012-1622', '1469-8749']",2017,Wiley,pub.1083535146,jour.1001475,Developmental Medicine & Child Neurology
"['1546-1440', '1558-349X']",2017,Elsevier,pub.1083854307,jour.1032868,Journal of the American College of Radiology
"['0168-8278', '1600-0641']",2017,Elsevier,pub.1084846925,jour.1095400,Journal of Hepatology
"['0012-7515', '2530-0172', '2530-0164']",2017,Elsevier,pub.1085200698,jour.1312264,Endocrinología Diabetes y Nutrición
['2059-7908'],2017,BMJ,pub.1085642364,jour.1053749,BMJ Global Health
"['0034-9356', '2340-3284']",2017,Elsevier,pub.1083765260,jour.1008906,Revista Española de Anestesiología y Reanimación
"['0169-4332', '1873-5584']",2017,Elsevier,pub.1074194545,jour.1038686,Applied Surface Science
"['1068-9265', '1534-4681']",2017,Springer Nature,pub.1074241096,jour.1105545,Annals of Surgical Oncology
"['1092-8480', '1534-3138']",2017,Springer Nature,pub.1085070905,jour.1119514,Current Treatment Options in Neurology
"['0361-803X', '1546-3141']",2017,American Roentgen Ray Society,pub.1084394711,jour.1018528,American Journal of Roentgenology
"['1546-1440', '1558-349X']",2017,Elsevier,pub.1085098288,jour.1032868,Journal of the American College of Radiology
"['0001-5172', '1399-6576']",2017,Wiley,pub.1084511132,jour.1016901,Acta Anaesthesiologica Scandinavica
"['1355-008X', '1559-0100']",2017,Springer Nature,pub.1084519923,jour.1112251,Endocrine
"['1462-2416', '1744-8042']",2017,Future Science Group,pub.1085173171,jour.1021880,Pharmacogenomics
['2053-3624'],2017,BMJ,pub.1085524703,jour.1050038,Open Heart
"['0140-6736', '1474-547X']",2017,Elsevier,pub.1085609822,jour.1077219,The Lancet
"['1512-8601', '1840-4812']",2017,Association of Basic Medical Sciences of FBIH,pub.1085237330,jour.1033194,Bosnian Journal of Basic Medical Sciences
"['0732-183X', '1527-7755']",2017,American Society of Clinical Oncology (ASCO),pub.1084253737,jour.1312191,Journal of Clinical Oncology
['1932-6203'],2017,Public Library of Science (PLoS),pub.1084844646,jour.1037553,PLoS ONE
"['0835-1813', '1532-7973']",2017,Taylor & Francis,pub.1085973063,jour.1049840,Research on Language and Social Interaction
"['1750-8460', '1759-7390']",2017,Mark Allen Group,pub.1084780574,jour.1319839,British Journal of Hospital Medicine
"['0085-4530', '1433-0431']",2017,Springer Nature,pub.1083395729,jour.1015543,Der Orthopäde
"['0026-0495', '1532-8600']",2017,Elsevier,pub.1043817272,jour.1017709,Metabolism
"['1751-6161', '1878-0180']",2017,Elsevier,pub.1083880657,jour.1039326,Journal of the Mechanical Behavior of Biomedical Materials
"['0378-7966', '2107-0180']",2017,Springer Nature,pub.1014629387,jour.1085481,European Journal of Drug Metabolism and Pharmacokinetics
"['0265-0215', '1365-2346']",2017,Wolters Kluwer,pub.1084194399,jour.1094972,European Journal of Anaesthesiology
"['0960-0760', '1879-1220']",2017,Elsevier,pub.1083849242,jour.1014183,The Journal of Steroid Biochemistry and Molecular Biology
"['1759-5029', '1759-5037']",2017,Springer Nature,pub.1054002190,jour.1345278,Nature Reviews Endocrinology
"['1522-1946', '1522-726X']",2017,Wiley,pub.1083400452,jour.1294875,Catheterization and Cardiovascular Interventions
"['0889-5406', '1097-6752']",2017,Elsevier,pub.1084508106,jour.1017015,American Journal of Orthodontics and Dentofacial Orthopedics
"['1769-7255', '1872-9177']",2017,Elsevier,pub.1085726901,jour.1312351,Néphrologie & Thérapeutique
"['0939-5555', '1432-0584']",2017,Springer Nature,pub.1028078840,jour.1358129,Annals of Hematology
"['2048-8726', '2048-8734']",2017,SAGE Publications,pub.1064084842,jour.1047386,European Heart Journal Acute Cardiovascular Care
"['2223-4683', '2223-4691']",2017,AME Publishing Company,pub.1085298423,jour.1046678,Translational Andrology and Urology
"['1936-8798', '1876-7605']",2017,Elsevier,pub.1084527683,jour.1039677,JACC Cardiovascular Interventions
"['1754-9477', '1754-9485']",2017,Wiley,pub.1010476375,jour.1005890,Journal of Medical Imaging and Radiation Oncology
"['0750-7658', '1769-6623', '2352-5568']",2017,Elsevier,pub.1023045646,jour.1358075,Anaesthesia Critical Care & Pain Medicine
"['2192-5682', '2192-5690']",2017,SAGE Publications,pub.1084612196,jour.1044389,Global Spine Journal
"['1460-4086', '1477-0350']",2017,SAGE Publications,pub.1017685132,jour.1015482,"Trauma (London, England)"
"['1389-9457', '1878-5506']",2017,Elsevier,pub.1046638594,jour.1021970,Sleep Medicine
['2202-4433'],2017,Wolters Kluwer,pub.1084766291,jour.1051098,The JBI Database of Systematic Reviews and Implementation Reports
"['0342-4642', '1432-1238']",2017,Springer Nature,pub.1074245239,jour.1313639,Intensive Care Medicine
"['1754-9477', '1754-9485']",2017,Wiley,pub.1012563505,jour.1005890,Journal of Medical Imaging and Radiation Oncology
"['0194-5998', '1097-6817']",2017,SAGE Publications,pub.1084510167,jour.1312301,Otolaryngology
"['1718-1879', '1925-8348']",2017,Canadian Geriatrics Society,pub.1084737844,jour.1294955,Canadian Geriatrics Journal
['1663-9812'],2017,Frontiers,pub.1084434091,jour.1044455,Frontiers in Pharmacology
['1932-6203'],2017,Public Library of Science (PLoS),pub.1084307019,jour.1037553,PLoS ONE
['2072-6643'],2017,MDPI,pub.1084436845,jour.1042723,Nutrients
"['0300-7995', '1473-4877']",2017,Taylor & Francis,pub.1025862138,jour.1016176,Current Medical Research and Opinion
"['0360-3016', '1879-355X']",2017,Elsevier,pub.1053793194,jour.1085033,International Journal of Radiation Oncology • Biology • Physics
"['2049-4394', '2049-4408']",2017,British Editorial Society of Bone & Joint Surgery,pub.1084265266,jour.1312309,The Bone & Joint Journal
"['0003-2417', '1432-055X']",2017,Springer Nature,pub.1083847704,jour.1017033,Der Anaesthesist
"['1672-2930', '2524-1753']",2017,Elsevier,pub.1083753208,jour.1040555,Journal of Otology
"['1092-8472', '1534-309X']",2017,Springer Nature,pub.1083526978,jour.1119515,Current Treatment Options in Gastroenterology
"['2190-7188', '2190-7196']",2017,Springer Nature,pub.1052159904,jour.1044824,Health and Technology
"['0748-7983', '1532-2157']",2017,Elsevier,pub.1009356408,jour.1095417,European Journal of Surgical Oncology
"['1069-6563', '1553-2712']",2017,Wiley,pub.1042381140,jour.1105391,Academic Emergency Medicine
"['1828-0447', '1970-9366']",2017,Springer Nature,pub.1034319088,jour.1295016,Internal and Emergency Medicine
['2475-7241'],2017,American Association for Clinical Chemistry (AACC),pub.1105778871,jour.1284397,The Journal of Applied Laboratory Medicine
['1177-889X'],2017,Taylor & Francis,pub.1084386733,jour.1040120,Patient Preference and Adherence
"['2352-0779', '2352-0787']",2017,Wolters Kluwer,pub.1026681576,jour.1050352,Urology Practice
"['1099-8004', '1552-4175']",2017,SAGE Publications,pub.1063982899,jour.1119339,Biological Research For Nursing
['2397-5776'],2017,BMJ,pub.1084225791,jour.1159424,Trauma Surgery & Acute Care Open
"['0959-4973', '1473-5741']",2017,Wolters Kluwer,pub.1034928636,jour.1100912,Anti-Cancer Drugs
"['0167-5273', '1874-1754']",2017,Elsevier,pub.1018158087,jour.1313661,International Journal of Cardiology
"['0003-4932', '1528-1140']",2017,Wolters Kluwer,pub.1060344419,jour.1017225,Annals of Surgery
"['1443-9506', '1444-2892']",2017,Elsevier,pub.1023926746,jour.1023705,Heart Lung and Circulation
"['0954-6928', '1473-5830']",2017,Wolters Kluwer,pub.1060342892,jour.1100553,Coronary Artery Disease
['2173-5727'],2017,Elsevier,pub.1084095811,jour.1142785,Medicina Intensiva (English Edition)
"['0364-2313', '1432-2323']",2017,Springer Nature,pub.1050947080,jour.1086446,World Journal of Surgery
"['1167-1122', '1952-4013']",2017,John Libbey Eurotext,pub.1079366135,jour.1102237,European Journal of Dermatology
"['0933-7407', '1439-0507']",2017,Wiley,pub.1011804727,jour.1018188,Mycoses
['2468-1253'],2017,Elsevier,pub.1027701977,jour.1157751,The Lancet Gastroenterology & Hepatology
"['1547-5654', '1547-5646']",2017,Journal of Neurosurgery Publishing Group (JNSPG),pub.1071082868,jour.1034018,Journal of Neurosurgery Spine
['1178-7066'],2017,Taylor & Francis,pub.1084386727,jour.1042018,Pharmacogenomics and Personalized Medicine
"['1877-1203', '1877-122X']",2017,Elsevier,pub.1085992561,jour.1042298,Revue des Maladies Respiratoires Actualités
"['0742-3071', '1464-5491']",2017,Wiley,pub.1043105699,jour.1095137,Diabetic Medicine
"['0022-3476', '1097-6833']",2017,Elsevier,pub.1028561146,jour.1017754,The Journal of Pediatrics
['2376-0605'],2017,AACE Corp (American Association of Clinical Endocrinologists),pub.1000562322,jour.1052660,AACE Clinical Case Reports
['2405-6324'],2017,Elsevier,pub.1074208288,jour.1293068,Technical Innovations & Patient Support in Radiation Oncology
"['0925-5710', '1865-3774']",2017,Springer Nature,pub.1007028663,jour.1076985,International Journal of Hematology
"['0148-6071', '1941-2444']",2017,Wiley,pub.1032217272,jour.1087749,Journal of Parenteral and Enteral Nutrition
"['0360-3016', '1879-355X']",2017,Elsevier,pub.1013618839,jour.1085033,International Journal of Radiation Oncology • Biology • Physics
"['0210-5691', '1578-6749']",2017,Elsevier,pub.1083743636,jour.1102359,Medicina Intensiva
"['2047-2919', '2047-2927']",2017,Wiley,pub.1083750912,jour.1046945,Andrology
"['1547-5654', '1547-5646']",2017,Journal of Neurosurgery Publishing Group (JNSPG),pub.1084429101,jour.1034018,Journal of Neurosurgery Spine
['1949-2553'],2017,"Impact Journals, LLC",pub.1000894921,jour.1043645,Oncotarget
['2076-3298'],2017,MDPI,pub.1083821422,jour.1357486,Environments
"['1464-780X', '1465-1858']",2017,Wiley,pub.1083763712,jour.1021883,Cochrane Database of Systematic Reviews
['2057-1976'],2017,IOP Publishing,pub.1083553314,jour.1053001,Biomedical Physics & Engineering Express
"['2373-6372', '23736372']",2017,"MedCrave Group, LLC",pub.1084855686,jour.1053577,Gastroenterology & Hepatology Open Access
['1932-6203'],2017,Public Library of Science (PLoS),pub.1083401772,jour.1037553,PLoS ONE
"['0090-4295', '1527-9995']",2017,Elsevier,pub.1045065141,jour.1016775,Urology
"['0960-8931', '1473-5636']",2017,Wolters Kluwer,pub.1033496059,jour.1101448,Melanoma Research
"['0002-9270', '1572-0241']",2017,Wolters Kluwer,pub.1040548491,jour.1019809,The American Journal of Gastroenterology
"['0733-8627', '1558-0539']",2017,Elsevier,pub.1015318697,jour.1093597,Emergency Medicine Clinics of North America
"['0090-3493', '1530-0293']",2017,Wolters Kluwer,pub.1021693847,jour.1016342,Critical Care Medicine
"['1473-7175', '1744-8360']",2017,Taylor & Francis,pub.1050690105,jour.1030018,Expert Review of Neurotherapeutics
"['1068-9265', '1534-4681']",2017,Springer Nature,pub.1050046956,jour.1105545,Annals of Surgical Oncology
"['2223-4683', '2223-4691']",2017,AME Publishing Company,pub.1083792719,jour.1046678,Translational Andrology and Urology
"['1682-8631', '1682-4016']",2017,Springer Nature,pub.1018607713,jour.1371289,European Surgery
"['0025-5564', '1879-3134']",2017,Elsevier,pub.1003996504,jour.1007478,Mathematical Biosciences
"['1759-5045', '1759-5053']",2017,Springer Nature,pub.1008888286,jour.1294865,Nature Reviews Gastroenterology & Hepatology
"['2163-0755', '2163-0763']",2017,Wolters Kluwer,pub.1060345229,jour.1017854,Journal of Trauma and Acute Care Surgery
"['0022-0795', '1479-6805']",2017,Bioscientifica,pub.1012355474,jour.1017739,Journal of Endocrinology
"['0733-8627', '1558-0539']",2017,Elsevier,pub.1015941113,jour.1093597,Emergency Medicine Clinics of North America
"['1878-8750', '1878-8769']",2017,Elsevier,pub.1049710042,jour.1016817,World Neurosurgery
"['0924-2708', '1601-5215']",2017,Cambridge University Press (CUP),pub.1054964431,jour.1115906,Acta Neuropsychiatrica
"['0167-0115', '1873-1686', '0196-9781', '1873-5169']",2017,Elsevier,pub.1019597250,jour.1091987,Peptides
"['1466-4860', '1476-5632', '0390-6078', '1592-8721']",2017,Ferrata Storti Foundation (Haematologica),pub.1071145289,jour.1023804,Haematologica
"['0021-9150', '1879-1484']",2017,Elsevier,pub.1035938220,jour.1013420,Atherosclerosis
"['0022-510X', '1878-5883']",2017,Elsevier,pub.1018603213,jour.1017752,Journal of the Neurological Sciences
"['0364-216X', '1432-5241']",2017,Springer Nature,pub.1005516477,jour.1086134,Aesthetic Plastic Surgery
"['0303-8467', '1872-6968']",2017,Elsevier,pub.1051787722,jour.1081627,Clinical Neurology and Neurosurgery
"['1520-7552', '1099-0895', '1520-7560']",2017,Wiley,pub.1007895225,jour.1095981,Diabetes/Metabolism Research and Reviews
"['0022-3085', '1933-0693']",2017,Journal of Neurosurgery Publishing Group (JNSPG),pub.1071082179,jour.1013927,Journal of Neurosurgery
"['1040-8428', '1879-0461']",2017,Elsevier,pub.1041083343,jour.1099795,Critical Reviews in Oncology/Hematology
"['0003-2417', '1432-055X']",2017,Springer Nature,pub.1035886675,jour.1017033,Der Anaesthesist
"['0362-2436', '1528-1159']",2017,Wolters Kluwer,pub.1038975050,jour.1085727,Spine
"['2223-4683', '2223-4691']",2017,AME Publishing Company,pub.1083792718,jour.1046678,Translational Andrology and Urology
"['0268-4012', '0143-6236']",2017,Elsevier,pub.1021073577,jour.1028008,International Journal of Information Management
"['0303-7207', '1872-8057']",2017,Elsevier,pub.1009193640,jour.1081470,Molecular and Cellular Endocrinology
"['1746-8094', '1746-8108']",2017,Elsevier,pub.1035421390,jour.1039070,Biomedical Signal Processing and Control
"['0815-9319', '1440-1746']",2017,Wiley,pub.1039245821,jour.1096383,Journal of Gastroenterology and Hepatology
"['0360-3016', '1879-355X']",2017,Elsevier,pub.1044978486,jour.1085033,International Journal of Radiation Oncology • Biology • Physics
"['0025-5564', '1879-3134']",2017,Elsevier,pub.1016685429,jour.1007478,Mathematical Biosciences
['2432-3853'],2017,The Japan Society of Coloproctology,pub.1083992072,jour.1292936,Journal of the Anus Rectum and Colon
['2379-3708'],2017,American Society for Clinical Investigation,pub.1083395684,jour.1053075,JCI Insight
"['1465-6566', '1744-7666']",2017,Taylor & Francis,pub.1058392700,jour.1021879,Expert Opinion on Pharmacotherapy
['2054-8397'],2017,Oxford University Press (OUP),pub.1059794539,jour.1050813,Journal of Hip Preservation Surgery
['1932-6203'],2017,Public Library of Science (PLoS),pub.1052515728,jour.1037553,PLoS ONE
"['0964-6906', '1460-2083']",2017,Oxford University Press (OUP),pub.1059646124,jour.1102504,Human Molecular Genetics
"['1474-0338', '1744-764X']",2017,Taylor & Francis,pub.1038354476,jour.1031779,Expert Opinion on Drug Safety
"['1040-8363', '1549-781X']",2017,Taylor & Francis,pub.1058361231,jour.1053989,Critical Reviews in Clinical Laboratory Sciences
"['1747-4086', '1747-4094']",2017,Taylor & Francis,pub.1016947416,jour.1040643,Expert Review of Hematology
"['1042-8194', '1029-2403']",2017,Taylor & Francis,pub.1030352520,jour.1100399,Leukemia & Lymphoma
"['0250-4685', '1303-829X']",2017,De Gruyter,pub.1084630994,jour.1295805,Turkish Journal of Biochemistry
"['1434-6621', '1437-4331']",2017,De Gruyter,pub.1041065548,jour.1294896,Clinical Chemistry and Laboratory Medicine
"['2168-6076', '2168-6092']",2017,American Medical Association (AMA),pub.1000995334,jour.1020768,JAMA Facial Plastic Surgery
"['0304-8608', '1432-8798']",2017,Springer Nature,pub.1041167295,jour.1083335,Archives of Virology
"['0003-9888', '1468-2044']",2017,BMJ,pub.1004215644,jour.1017253,Archives of Disease in Childhood
"['0815-9319', '1440-1746']",2017,Wiley,pub.1045869884,jour.1096383,Journal of Gastroenterology and Hepatology
"['1357-8170', '1528-252X', '2047-2900']",2017,Wiley,pub.1083690040,jour.1045902,Practical Diabetes
"['0195-6108', '1936-959X']",2017,American Society of Neuroradiology (ASNR),pub.1071105645,jour.1091087,American Journal of Neuroradiology
"['0031-3025', '1465-3931']",2017,Elsevier,pub.1000302920,jour.1011155,Pathology
"['0360-3016', '1879-355X']",2017,Elsevier,pub.1016985432,jour.1085033,International Journal of Radiation Oncology • Biology • Physics
"['1055-3207', '1558-5042']",2017,Elsevier,pub.1046976324,jour.1102730,Surgical Oncology Clinics of North America
"['0009-8981', '1873-3492']",2017,Elsevier,pub.1030960142,jour.1055382,Clinica Chimica Acta
"['0724-4983', '1433-8726']",2017,Springer Nature,pub.1013230680,jour.1094127,World Journal of Urology
"['2305-5839', '2305-5847', '23055847']",2017,AME Publishing Company,pub.1083685144,jour.1049091,Annals of Translational Medicine
"['1073-2322', '1540-0514']",2017,Wolters Kluwer,pub.1049561796,jour.1105662,Shock
"['0248-8663', '1768-3122']",2017,Elsevier,pub.1047519514,jour.1092108,La Revue de Médecine Interne
"['0967-0661', '1873-6939']",2017,Elsevier,pub.1047940883,jour.1026216,Control Engineering Practice
"['1056-8727', '1873-460X']",2017,Elsevier,pub.1001947208,jour.1102168,Journal of Diabetes and its Complications
['1092-0684'],2017,Journal of Neurosurgery Publishing Group (JNSPG),pub.1071082636,jour.1021822,Neurosurgical FOCUS
"['1179-559X', '1179-1713']",2017,SAGE Publications,pub.1092643001,jour.1041670,Clinical Medicine Insights Therapeutics
"['0009-9120', '1873-2933']",2017,Elsevier,pub.1046767852,jour.1008871,Clinical Biochemistry
"['2164-9049', '2164-9057']",2017,Hans Publishers,pub.1084788096,jour.1152831,World Journal of Cancer Research
"['1108-7471', '1792-7463']",2017,Hellenic Society of Gastroenterology,pub.1092008706,jour.1029535,Annals of Gastroenterology
"['0253-5068', '1421-9735']",2017,Karger Publishers,pub.1074191291,jour.1094395,Blood Purification
"['2314-6133', '2314-6141']",2017,Hindawi,pub.1090899667,jour.1047896,BioMed Research International
"['2093-596X', '2093-5978']",2017,Korean Endocrine Society (KAMJE),pub.1085616927,jour.1371280,Endocrinology and Metabolism
"['0066-782X', '1678-4170']",2017,,pub.1092249979,jour.1019810,Arquivos Brasileiros de Cardiologia
"['2040-2295', '2040-2309']",2017,Hindawi,pub.1085176602,jour.1043255,Journal of Healthcare Engineering
"['0972-2327', '1998-3549']",2017,Wolters Kluwer,pub.1085352282,jour.1036845,Annals of Indian Academy of Neurology
"['0363-9568', '1550-5103']",2017,Wolters Kluwer,pub.1084195796,jour.1086423,Nursing Administration Quarterly
"['0962-9351', '1466-1861']",2017,Hindawi,pub.1099914163,jour.1102513,Mediators of Inflammation
"['0012-2823', '1421-9867']",2017,Karger Publishers,pub.1091354784,jour.1009590,Digestion
['1019-5149'],2017,Turkish Neurosurgical Society,pub.1084463243,jour.1106215,Turkish Neurosurgery
"['1687-9627', '1687-9635']",2017,Hindawi,pub.1086363172,jour.1041920,Case Reports in Medicine
"['0973-1296', '0976-4062']",2017,Wolters Kluwer,pub.1090800406,jour.1038418,Pharmacognosy Magazine
['1758-2652'],2017,Wiley,pub.1090979401,jour.1040261,Journal of the International AIDS Society
['2213-1582'],2017,Elsevier,pub.1085222160,jour.1047740,NeuroImage Clinical
"['1061-5377', '1538-4683']",2017,Wolters Kluwer,pub.1092104303,jour.1103617,Cardiology in Review
"['1061-3749', '1945-7049']",2017,Springer Publishing Company,pub.1091108123,jour.1104876,Journal of Nursing Measurement
"['2149-2263', '2149-2271']",2017,Kare Publishing,pub.1091189577,jour.1029122,The Anatolian Journal of Cardiology
"['0012-2823', '1421-9867']",2017,Karger Publishers,pub.1091691980,jour.1009590,Digestion
"['1524-9557', '1537-4513']",2017,Wolters Kluwer,pub.1085703305,jour.1105418,Journal of Immunotherapy
['2155-9880'],2017,OMICS International,pub.1084454812,jour.1046032,Journal of Clinical & Experimental Cardiology
"['2008-7802', '2008-8213']",2017,Wolters Kluwer,pub.1090347850,jour.1043764,International Journal of Preventive Medicine
"['1598-9100', '2288-1956']",2017,Korean Association for the Study of Intestinal Diseases,pub.1086143759,jour.1040836,Intestinal Research
"['2093-596X', '2093-5978']",2017,Korean Endocrine Society (KAMJE),pub.1084441990,jour.1371280,Endocrinology and Metabolism
"['1949-4998', '1949-5005']",2017,Scientific Research Publishing,pub.1092367976,jour.1043937,Health
"['1426-3912', '1644-4124']",2017,Termedia Sp. z.o.o.,pub.1084462712,jour.1085871,Central European Journal of Immunology
"['0887-9303', '1550-5111']",2017,Wolters Kluwer,pub.1091314706,jour.1097037,Critical Care Nursing Quarterly
"['0889-4698', '1537-1913', '0020-5907']",2017,Wolters Kluwer,pub.1085952729,jour.1017141,International Anesthesiology Clinics
"['0066-782X', '1678-4170']",2017,,pub.1090828007,jour.1019810,Arquivos Brasileiros de Cardiologia
"['0250-8095', '1421-9670']",2017,Karger Publishers,pub.1048730081,jour.1092645,American Journal of Nephrology
"['2287-4208', '2287-4690']",2017,Korean Society for Sexual Medicine and Andrology (KAMJE),pub.1091614621,jour.1047734,The World Journal of Men's Health
['2048-6790'],2017,Cambridge University Press (CUP),pub.1092195943,jour.1047335,Journal of Nutritional Science
"['0470-8105', '1349-8029']",2017,Japan Neurosurgical Society,pub.1090844267,jour.1018195,Neurologia Medico-Chirurgica
"['1007-9327', '2219-2840']",2017,Baishideng Publishing Group,pub.1091254925,jour.1020753,World Journal of Gastroenterology
"['0032-6313', '2185-1557', '1884-4545']",2017,The Society of Practical Otolaryngology,pub.1085331993,jour.1285865,Jibi inkōka rinshō. Hosatsu
['2046-1402'],2017,Faculty of 1000,pub.1092485488,jour.1047556,F1000Research
"['0889-4698', '1537-1913', '0020-5907']",2017,Wolters Kluwer,pub.1083860687,jour.1017141,International Anesthesiology Clinics
"['0102-7638', '1678-9741']",2017,Sociedade Brasileira de Cirurgia Cardiovascular,pub.1084640659,jour.1053146,Brazilian Journal of Cardiovascular Surgery
"['0030-2414', '1423-0232']",2017,Karger Publishers,pub.1084987726,jour.1008902,Oncology
['2542-4157'],2017,Wolters Kluwer,pub.1072249705,jour.1292178,Clinical Trials in Orthopedic Disorders
"['0042-4668', '2309-1274']",2017,Media Sphere Publishing Group,pub.1085229739,jour.1019542,Vestnik otorinolaringologii
"['0002-9637', '1476-1645']",2016,American Society of Tropical Medicine and Hygiene,pub.1035819834,jour.1017021,American Journal of Tropical Medicine and Hygiene
"['1424-6783', '1422-0067']",2016,MDPI,pub.1052099759,jour.1028874,International Journal of Molecular Sciences
['2047-9980'],2016,Wolters Kluwer,pub.1063345302,jour.1046624,Journal of the American Heart Association
"['1735-143X', '1735-3408']",2016,Kowsar Medical Institute,pub.1073143936,jour.1037120,Hepatitis Monthly
"['0028-3878', '1526-632X']",2016,Wolters Kluwer,pub.1064354120,jour.1018238,Neurology
"['0732-183X', '1527-7755']",2016,American Society of Clinical Oncology (ASCO),pub.1049795664,jour.1312191,Journal of Clinical Oncology
['2054-3581'],2016,SAGE Publications,pub.1049629107,jour.1050683,Canadian Journal of Kidney Health and Disease
"['1070-5295', '1531-7072']",2016,Wolters Kluwer,pub.1036595433,jour.1113861,Current Opinion in Critical Care
"['1531-7129', '1537-4505']",2016,Wolters Kluwer,pub.1048263582,jour.1294902,Otology & Neurotology
"['0163-2116', '1573-2568']",2016,Springer Nature,pub.1015446095,jour.1018525,Digestive Diseases and Sciences
"['1364-8535', '1466-609X']",2016,Springer Nature,pub.1008471699,jour.1117766,Critical Care
"['1364-8535', '1466-609X']",2016,Springer Nature,pub.1045555319,jour.1117766,Critical Care
['1744-8603'],2016,Springer Nature,pub.1009626558,jour.1035292,Globalization and Health
['1471-2202'],2016,Springer Nature,pub.1035208989,jour.1024257,BMC Neuroscience
"['0342-4642', '1432-1238']",2016,Springer Nature,pub.1022841402,jour.1313639,Intensive Care Medicine
"['1356-5524', '1473-6810']",2016,BMJ,pub.1008306414,jour.1327780,Evidence-Based Medicine
['1178-6930'],2016,Taylor & Francis,pub.1021181701,jour.1042041,OncoTargets and Therapy
['1475-2840'],2016,Springer Nature,pub.1034828448,jour.1031021,Cardiovascular Diabetology
"['0042-6822', '1096-0341']",2016,Elsevier,pub.1050313090,jour.1007902,Virology
['1742-4682'],2016,Springer Nature,pub.1032373296,jour.1034054,Theoretical Biology and Medical Modelling
"['1936-878X', '1876-7591']",2016,Elsevier,pub.1043035065,jour.1039717,JACC Cardiovascular Imaging
['2059-7908'],2016,BMJ,pub.1062809746,jour.1053749,BMJ Global Health
['2051-1426'],2016,Springer Nature,pub.1025492514,jour.1049249,Journal for ImmunoTherapy of Cancer
"['1364-8535', '1466-609X']",2016,Springer Nature,pub.1022480955,jour.1117766,Critical Care
['1471-2261'],2016,Springer Nature,pub.1052459863,jour.1024935,BMC Cardiovascular Disorders
"['2049-4394', '2049-4408']",2016,British Editorial Society of Bone & Joint Surgery,pub.1064888066,jour.1312309,The Bone & Joint Journal
"['1364-8535', '1466-609X']",2016,Springer Nature,pub.1040735740,jour.1117766,Critical Care
['1750-9378'],2016,Springer Nature,pub.1033542666,jour.1037008,Infectious Agents and Cancer
['2045-2322'],2016,Springer Nature,pub.1008252842,jour.1045337,Scientific Reports
"['1474-760X', '1465-6906']",2016,Springer Nature,pub.1008599753,jour.1023439,Genome Biology
"['0025-7974', '1536-5964']",2016,Wolters Kluwer,pub.1046805450,jour.1077253,Medicine
"['0196-0644', '1097-6760']",2016,Elsevier,pub.1001532325,jour.1090935,Annals of Emergency Medicine
"['1535-282X', '1535-2811']",2016,Wolters Kluwer,pub.1051916516,jour.1031867,Critical Pathways in Cardiology
"['1364-8535', '1466-609X']",2016,Springer Nature,pub.1041567503,jour.1117766,Critical Care
['1471-2318'],2016,Springer Nature,pub.1009513177,jour.1024943,BMC Geriatrics
['2387-0206'],2016,Elsevier,pub.1004053908,jour.1140831,Medicina Clínica (English Edition)
['2110-5820'],2016,Springer Nature,pub.1047268872,jour.1045300,Annals of Intensive Care
['2110-5820'],2016,Springer Nature,pub.1027099727,jour.1045300,Annals of Intensive Care
"['0949-2321', '2047-783X']",2016,Springer Nature,pub.1004106782,jour.1114878,European Journal of Medical Research
"['0300-0664', '1365-2265']",2016,Wiley,pub.1018453099,jour.1016108,Clinical Endocrinology
['2110-5820'],2016,Springer Nature,pub.1049665924,jour.1045300,Annals of Intensive Care
"['0025-7753', '1578-8989']",2016,Elsevier,pub.1037950387,jour.1017857,Medicina Clínica
"['1941-9066', '1941-9074']",2016,Springer Nature,pub.1049666432,jour.1040596,Current Cardiovascular Imaging Reports
['2110-5820'],2016,Springer Nature,pub.1003209861,jour.1045300,Annals of Intensive Care
"['2049-4394', '2049-4408']",2016,British Editorial Society of Bone & Joint Surgery,pub.1064888073,jour.1312309,The Bone & Joint Journal
"['1553-8389', '1878-5727', '1878-0938']",2016,Elsevier,pub.1037273522,jour.1021154,Cardiovascular Revascularization Medicine
"['0090-3493', '1530-0293']",2016,Wolters Kluwer,pub.1013516981,jour.1016342,Critical Care Medicine
"['0960-8931', '1473-5636']",2016,Wolters Kluwer,pub.1047305900,jour.1101448,Melanoma Research
"['0305-7453', '1460-2091']",2016,Oxford University Press (OUP),pub.1059736421,jour.1084666,Journal of Antimicrobial Chemotherapy
"['1068-9265', '1534-4681']",2016,Springer Nature,pub.1045761968,jour.1105545,Annals of Surgical Oncology
['1475-2875'],2016,Springer Nature,pub.1018106176,jour.1030597,Malaria Journal
"['0009-921X', '1528-1132']",2016,Wolters Kluwer,pub.1012924377,jour.1007212,Clinical Orthopaedics and Related Research®
"['1070-5295', '1531-7072']",2016,Wolters Kluwer,pub.1039613509,jour.1113861,Current Opinion in Critical Care
"['0889-8529', '1558-4410']",2016,Elsevier,pub.1040559335,jour.1016411,Endocrinology and Metabolism Clinics of North America
"['1531-7129', '1537-4505']",2016,Wolters Kluwer,pub.1037639625,jour.1294902,Otology & Neurotology
"['0342-4642', '1432-1238']",2016,Springer Nature,pub.1018501071,jour.1313639,Intensive Care Medicine
