Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID,Resulting Publications,Associated Patents,Associated Clinical Trials
R21CA105837,Multimodality Therapy for Metastatic Breast Cancer,569924.0,2005,2008,National Cancer Institute,United States,grant.2603843,3,0,2
R01MH072556,The STIRR Intervention for Dually Diagnosed Clients,1696698.0,2005,2010,National Institute of Mental Health,United States,grant.2550846,4,0,1
R01CA112198,"Melanoma Vaccines with Peptides, Protein and Adjuvant",1579638.0,2005,2011,National Cancer Institute,United States,grant.2477864,16,0,1
U01AI064002,Chemoprophylaxis for HIV Prevention in  Men,41279316.0,2004,2013,National Institute of Allergy and Infectious Diseases,United States,grant.2687742,44,0,2
U01AI063565,CMV Subunit Vaccine in Young Women at Risk,4674628.0,2004,2012,National Institute of Allergy and Infectious Diseases,United States,grant.2687738,11,0,1
P01AI057127,Immunopathogenesis of acute and early HIV infection,8985629.0,2004,2010,National Institute of Allergy and Infectious Diseases,United States,grant.2435126,27,0,1
P50CA108786,SPORE in Brain Cancer,12266496.0,2004,2010,National Cancer Institute,United States,grant.2440212,183,12,1
P30AI060354,Harvard University Center for AIDS Research,60230920.0,2004,2024,National Institute of Allergy and Infectious Diseases,United States,grant.2438712,1281,1,2
R21CA091624,Autologous Dendritic Cell Vaccines in NSCLC,603827.0,2004,2007,National Cancer Institute,United States,grant.2603257,1,0,1
R21CA099265,Peptide Booster Vaccination in A2+ Melanoma Patients,583430.0,2004,2007,National Cancer Institute,United States,grant.2603582,3,0,1
U01CI000164,A School-Based Intervention to Reduce Lyme Disease,,2004,2009,Centers for Disease Control and Prevention,United States,grant.2689337,1,0,1
R01DE015324,MAGE-A3/HPV 16 Peptide Vaccines for Head and Neck Cancer,792436.0,2004,2010,National Institute of Dental and Craniofacial Research,United States,grant.2490908,1,1,1
R43AI058870,iMIC for HIV Research,99941.0,2004,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2641176,0,0,1
P50CA098252,SPORE in Cervical Cancer,37810968.0,2003,2024,National Cancer Institute,United States,grant.2440195,364,35,3
R01DA017476,A Randomized Trial of Vaccine Adherence in Young IDU,2010333.0,2003,2008,National Institute on Drug Abuse,United States,grant.2485745,5,0,1
R01DA017482,HIV Vaccine Trials in Women,1653241.0,2003,2007,National Institute on Drug Abuse,United States,grant.2485747,5,0,1
U54HD061221,Rare Diseases Clinical Research Consortia (RDCRC) for the Rare Diseases Clinical Research Network (RDCRN) (U54 Clinical Trial Optional),14223792.0,2003,2024,National Institute of Child Health and Human Development,United States,grant.2699292,146,0,3
U54RR019453,Rare Diseases CRC- Urea Cycle Disorders,7038501.0,2003,2009,National Center for Advancing Translational Sciences,United States,grant.2699521,68,0,2
P50CA101451,Michigan Center for Health Communications Research II,18207004.0,2003,2015,National Cancer Institute,United States,grant.2440199,82,0,3
R21CA105776,CTLA-4 Blockade in GM-CSF Vaccinated Patients,729356.0,2003,2006,National Cancer Institute,United States,grant.2603838,1,0,1
P50CA101942,DF/HCC Kidney Cancer SPORE,35617792.0,2003,2020,National Cancer Institute,United States,grant.2440200,227,4,1
R21CA105696,A Phase I/II Trial of a Therapeutic HPV Vaccine,606000.0,2003,2007,National Cancer Institute,United States,grant.2603831,1,0,1
U19AI055794,Dendritic Cell-Based Immunotherapy for HIV Infection,1626362.0,2003,2013,National Institute of Allergy and Infectious Diseases,United States,grant.2695741,5,0,1
U10HL074424,COPD Clinical Research Network - Data Coordinating Center,20977188.0,2003,2015,National Heart Lung and Blood Institute,United States,grant.2694404,22,0,5
U54AI057168,Middle Atlantic Regional Center for Excellence for Biodefense and Emerging Infect,91450944.0,2003,2015,National Institute of Allergy and Infectious Diseases,United States,grant.2698983,413,53,1
U54AI057159,New England Regional Center of Excellence in Biodefense and Emerging Infectious D,113703600.0,2003,2015,National Institute of Allergy and Infectious Diseases,United States,grant.2698981,438,66,2
U19AI057229,"Influenza responses and repertoire in vaccination, infection and tonsil organoids.",63578120.0,2003,2024,National Institute of Allergy and Infectious Diseases,United States,grant.2695759,351,36,20
U19AI057266,Vaccine Induced Immunity in the Young and Aged,58817920.0,2003,2024,National Institute of Allergy and Infectious Diseases,United States,grant.2695761,369,14,3
P01AI055793,Basic and Clinical Studies of CpG ODN in HIV Disease,2201316.0,2003,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2435110,22,0,1
R01AI051355,PHASE IB TRIAL OF CYTOMEGALOVIRUS GLYCOPROTEIN B VACCINE,865817.0,2003,2010,National Institute of Allergy and Infectious Diseases,United States,grant.2455742,6,0,1
R01AI051986,HIV Therapy &Interruption RCT in Resource Poor Clinic,983015.0,2003,2007,National Institute of Allergy and Infectious Diseases,United States,grant.2455853,4,0,1
K23CA100691,T Cell Memory After Immunization with a HER2 DNA Vaccine,655290.0,2003,2009,National Cancer Institute,United States,grant.2418414,2,0,1
P01AG020677,"Aging Well, Sleeping Efficiently",17511796.0,2003,2017,National Institute on Aging,United States,grant.2434755,101,0,3
P50CA105632,Reducing Cervical Cancer in Appalachia,17226688.0,2003,2017,National Cancer Institute,United States,grant.2440207,84,0,2
R01DA014502,SYRINGE EXCHANGE BASED HEPATITIS B VACCINATION OF IDU'S,1607768.0,2003,2007,National Institute on Drug Abuse,United States,grant.2485242,2,0,1
U01AI053719,INDO-US Collaboration to Develop Rotavirus Vaccines,1130283.0,2003,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2687567,2,0,1
U19AI053217,CIPRA-SA:  Safeguard the household: comprehensive AIDS research: Extension,44850708.0,2002,2012,National Institute of Allergy and Infectious Diseases,United States,grant.2695737,144,0,5
U01DE014961,Integrated Microfluidic System for Oral Diagnostics,4200000.0,2002,2008,National Institute of Dental and Craniofacial Research,United States,grant.2689673,24,4,1
R01HL072705,Cardiovascular Status of HAART-Exposed Infants/Children,5630880.0,2002,2009,National Heart Lung and Blood Institute,United States,grant.2539155,63,0,1
P50CA096888,SPORE in Lymphoma,13583458.0,2002,2010,National Cancer Institute,United States,grant.2440186,70,8,4
R01MH065867,SOUTH AFRICAN ADOLESCENT HEALTH PROMOTION PROJECT,5616071.0,2002,2011,National Institute of Mental Health,United States,grant.2550162,16,0,1
P50CA097186,The Pacific Northwest Prostate Cancer SPORE,40271988.0,2002,2023,National Cancer Institute,United States,grant.2440188,488,25,10
R01AI049644,Interventions to Increase HBV Vaccination in STD Clinics,2997512.0,2002,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2455438,4,0,1
R01CA093714,Chemotherapy plus vaccine for metastatic breast cancer,1769241.0,2002,2008,National Cancer Institute,United States,grant.2475817,3,0,1
M01RR016587,GENERAL CLINICAL RESEARCH CENTER,6761860.0,2002,2007,National Center for Advancing Translational Sciences,United States,grant.2424052,251,4,12
P30CA093373,Cancer Center Support Grant P30,59376908.0,2002,2021,National Cancer Institute,United States,grant.2438874,1110,4,39
K08AI051223,Cytokine-Augmented DNA Vaccine-Elicited Immunity to HIV,447620.0,2002,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2409959,12,1,1
R01MH064882,RCT OF STEPPING STONES BEHAVIOURAL INTERVENTION FOR HIV,1458000.0,2002,2007,National Institute of Mental Health,United States,grant.2550038,23,0,1
R01CA095648,Immunotherapy for Renal Cell Carcinoma,2261484.0,2002,2012,National Cancer Institute,United States,grant.2476088,21,0,2
R01AI051181,Hiv Immune Reactivity 'in Vivo' and 'In Vitro',2108792.0,2002,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2455701,1,0,1
P01CA095426,Innate Immunity: Elucidation and Modulation for Cancer Therapy,29634280.0,2002,2017,National Cancer Institute,United States,grant.2435776,317,13,1
P01CA094237,ENHANCING T CELL THERAPY OF CANCER,27835980.0,2001,2020,National Cancer Institute,United States,grant.2435773,250,17,3
R01AI050467,Role of Immunization Site in Eliciting Mucosal Immunity,1248486.0,2001,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2455566,6,0,2
U01HL069294,BMT Clinical Research Network Data Coordinating Center,63255056.0,2001,2011,National Heart Lung and Blood Institute,United States,grant.2691735,204,0,26
U01DK061055,Type 1 Diabetes Trialnet: Operations Coord. Center,93180848.0,2001,2010,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2689988,34,0,5
R01HL069114,Chlamydia Infection as a Risk Factor for Cerebrovascula*,1422870.0,2001,2006,National Heart Lung and Blood Institute,United States,grant.2538393,0,0,1
R21CA094523,Immunotherapy with TRICOM Modified Dendritic Cells,634872.0,2001,2003,National Cancer Institute,United States,grant.2603357,1,0,1
P01AI049364,"DNA/MWA Immunogens, Cross-clade Immune Responses",12774926.0,2001,2007,National Institute of Allergy and Infectious Diseases,United States,grant.2435070,21,5,1
T32HD040672,Training in Epidemiology and Clinical Trials (TECT),4168854.0,2001,2017,National Institute of Child Health and Human Development,United States,grant.2684418,50,0,1
U10HD040498,MULTICENTER NETWORK OF NEONATAL INTENSIVE CARE UNITS,2074426.0,2001,2007,National Institute of Child Health and Human Development,United States,grant.2694218,131,0,12
U10HD040521,MULTICENTER NETWORK OF NEONATAL INTENSIVE CARE UNITS,2292384.0,2001,2009,National Institute of Child Health and Human Development,United States,grant.2694221,133,0,11
U10HD040492,Eunice Kennedy Shriver NICHD Cooperative Multicenter Neonatal Research Network,5423450.0,2001,2016,National Institute of Child Health and Human Development,United States,grant.2694217,193,0,28
U10HD040689,NICHD Cooperative Multicenter Neonatal Research Network,5631441.0,2001,2016,National Institute of Child Health and Human Development,United States,grant.2694225,214,0,31
R01CA089102,IMMUNOTHERAPY WITH RENAL TUMOR RNA TRANSFECTED  CELLS,1032504.0,2001,2005,National Cancer Institute,United States,grant.2475224,2,0,1
R01CA088972,CEA BASED VACCINE THERAPY IN PATIENTS WITH ADVANCED CA,1465467.0,2001,2006,National Cancer Institute,United States,grant.2475203,1,0,1
U01AI058935,Protecutive immunity to human cholera in Bangladesh,7806005.0,2000,2016,National Institute of Allergy and Infectious Diseases,United States,grant.2687680,120,1,1
P01AI047490,NOVEL HIV VACCINES,5698191.0,2000,2007,National Institute of Allergy and Infectious Diseases,United States,grant.2435058,12,0,1
R01AG018367,BEHAVIORAL INTERVENTION FOR HERPES ZOSTER RISK IN AGING,1316250.0,2000,2005,National Institute on Aging,United States,grant.2447007,32,0,1
R01AI045407,DISSEMINATED TUBERCULOSIS IN HIV INFECTION,4588139.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2454586,16,0,1
U01AI045407,Disseminated Tuberculosis in HIV Infection,4287054.0,2000,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2687451,16,0,1
R01CA088058,ALLOGENIC PANCREATIC TUMOR VACCINE CELL LINE,1599665.0,2000,2005,National Cancer Institute,United States,grant.2475134,4,0,1
R01AG016634,RANDOMIZED TRIAL OF TAPWATER TREATMENT IN THE ELDERLY,2858456.0,2000,2007,National Institute on Aging,United States,grant.2446737,3,0,1
R01AI047062,Assessing Laboratory Correlates of Immune Protection,3606069.0,2000,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2454889,28,0,1
P50CA083639,The University of Texas M. D. Anderson Cancer Center SPORE in Ovarian Cancer,33020950.0,1999,2017,National Cancer Institute,United States,grant.2440150,717,9,9
U10CA081851,Comprehensive Cancer Center of Wake Forest COOP Research Base,22009600.0,1999,2015,National Cancer Institute,United States,grant.2693681,29,0,22
R21CA082614,IMMUNE RESPONSE TO THE MUTATED GP?00 PEPTIDE (209O-2M),139348.0,1999,2001,National Cancer Institute,United States,grant.2602921,3,0,1
R01CA082661,PHASE I TRIAL OF A PEPTIDE VACCINE AGAINST EGFRVIII,603043.0,1999,2006,National Cancer Institute,United States,grant.2474417,0,0,1
P30CA082103,Cancer Center Support Grant,150120496.0,1999,2023,National Cancer Institute,United States,grant.2438870,318,2,8
P01CA078673,"Immunotherapy with High Frequency, CEA Specific T Cells",13164640.0,1999,2010,National Cancer Institute,United States,grant.2435718,50,0,1
P01AI045142,DEVELOPMENT OF A NOVEL MULTIENVELOPE AIDS VACCINE,7044139.0,1999,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2435034,34,0,1
R01AI044628,IN VIVO INDUCTION OF HIV SPECIFIC CTL BY DENDRITIC CELLS,2337090.0,1999,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2454445,45,0,1
P01AI043664,ANTIGEN DELIVERY FOR ADJUVANT HIV IMMUNOTHERAPY,3127447.0,1998,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2435022,18,0,1
N01AI085346,Malaria:Clinical Research and Trial Preparation Sites-26685346,2765994.0,1998,2003,National Institute of Allergy and Infectious Diseases,United States,grant.2424955,40,0,1
U01HD036790,Data Ctr for the Cooperative Neonatal Research Network,21844932.0,1998,2008,National Institute of Child Health and Human Development,United States,grant.2691028,127,0,7
U01CA076576,Phase I Trials of Anti-Cancer Agents,9098593.0,1998,2015,National Cancer Institute,United States,grant.2688806,82,4,55
R01CA077544,Control of CMV infection post-HCT using attenuated MVA-based CMV subunit vaccine,5568224.0,1998,2018,National Cancer Institute,United States,grant.2473626,84,29,3
P30CA076292,Moffitt Cancer Center Support Grant,63066708.0,1998,2022,National Cancer Institute,United States,grant.2438867,1538,12,18
P01CA073743,Dendritic Cell Biology and Therapy,12298725.0,1998,2011,National Cancer Institute,United States,grant.2435679,88,5,1
K12CA076930,Career Development in Pediatric and Medical Oncology,9763326.0,1997,2021,National Cancer Institute,United States,grant.2416431,67,8,5
R01AI041050,Control of Epidemic Influenza,4457497.0,1997,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2453708,2,0,1
U01AI041534,Understanding and Altering the Virologic Setpoint,10131316.0,1997,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2687417,62,1,1
P51OD011106,Wisconsin National Primate Research Center Support,89781568.0,1997,2022,Office of the Director,United States,grant.2441127,502,3,1
P30CA072720,Cancer Center Support Grant,64367452.0,1997,2024,National Cancer Institute,United States,grant.2438866,970,3,117
P50HL056384,Immune Dysregulation in Allergic Asthma,9745710.0,1996,2007,National Heart Lung and Blood Institute,United States,grant.2440735,43,0,1
U10HD034216,Cooperative Multicenter Neonatal Research Network - UAB,6447199.0,1996,2016,National Institute of Child Health and Human Development,United States,grant.2694198,267,0,38
P01CA068484,Therapeutic Index of Acute Lymphoblastic Leukemia,31949828.0,1995,2013,National Cancer Institute,United States,grant.2435657,241,7,2
U01CA069853,Phase I Clinical Trials of Anti-Cancer Agents,3611323.0,1995,2009,National Cancer Institute,United States,grant.2688755,27,0,13
U01CA069912,Phase I Clinical Trials of Anticancer Agents,10132902.0,1995,2014,National Cancer Institute,United States,grant.2688759,50,0,34
U01CA062490,Early Clinical Trials of New Anti-Cancer Agents with Phase I Emphasis,10220664.0,1994,2014,National Cancer Institute,United States,grant.2688662,15,0,40
U01CA062461,Phase I Studies of Targeted Anti-Cancer Therapies,7240486.0,1994,2015,National Cancer Institute,United States,grant.2688655,44,0,32
U01CA062500,EARLY CLINICAL TRIALS OF ANTIANGIOGENESIS AGENTS,,1994,1998,National Cancer Institute,United States,grant.2688664,4,0,1
R01HL051630,EXPRESSION OF TUBERCULOSIS IN THE LUNG,2217527.0,1993,2007,National Heart Lung and Blood Institute,United States,grant.2534757,13,0,1
U01CA061498,SYSTEMIC IMMUNITY BY PARTICLE MEDIATED BRM GENE TRANSFER,,1993,2001,National Cancer Institute,United States,grant.2688632,10,0,1
P30CA060553,The Robert H. Lurie Comprehensive Cancer Center,107854592.0,1993,2023,National Cancer Institute,United States,grant.2438861,2301,10,83
P50CA058204,SPORE in Prostate Cancer,21273374.0,1992,2010,National Cancer Institute,United States,grant.2440137,230,11,4
P50CA058223,SPORE in Breast Cancer,43018240.0,1992,2023,National Cancer Institute,United States,grant.2440139,669,14,4
M01RR007122,General Clinical Research Center,35231168.0,1992,2011,National Center for Advancing Translational Sciences,United States,grant.2424041,642,0,12
U01CA058211,TREATMENT OF NEUROBLASTOMA WITH IL2 TRANSDUCED TUMOR,,1992,1996,National Cancer Institute,United States,grant.2688565,12,0,1
R01CA057653,Melanoma vaccines using MHC-associated peptides,3388834.0,1992,2014,National Cancer Institute,United States,grant.2471259,55,5,1
R01AI032391,Killer Cells &Viral Load in Vertical HIV Infection,2711141.0,1991,2010,National Institute of Allergy and Infectious Diseases,United States,grant.2452395,22,7,1
P30CA054174,Cancer Therapy & Research Center at UTHSCSA,40827196.0,1991,2020,National Cancer Institute,United States,grant.2438859,1218,16,13
R01AI030904,Protective CMI mechanisms of a dual-subtype FIV vaccine,4213791.0,1991,2015,National Institute of Allergy and Infectious Diseases,United States,grant.2452138,33,28,1
U10HD021385,Cooperative Multicenter Network of Neontal Intensive Care Units,8748209.0,1991,2016,National Institute of Child Health and Human Development,United States,grant.2694140,341,0,49
U10HD021397,Maternal Lifestyle Study,6688404.0,1991,2007,National Institute of Child Health and Human Development,United States,grant.2694141,249,0,28
U10HD027880,NICHD Cooperative Multicenter Neonatal Research Network,6142607.0,1991,2016,National Institute of Child Health and Human Development,United States,grant.2694169,272,0,46
U10HD027851,Eunice Kennedy Shriver NICHD Cooperative Multicenter Neonatal Research Network,5024081.0,1991,2016,National Institute of Child Health and Human Development,United States,grant.2694162,250,0,43
P30CA051008,Georgetown University Lombardi Comprehensive Cancer Center Support Grant,54687552.0,1990,2023,National Cancer Institute,United States,grant.2438858,894,6,16
R37CA051323,Natural History of HPV Infection to Neoplasia,15443312.0,1990,2017,National Cancer Institute,United States,grant.2634352,30,0,1
P30CA044579,University of Virginia Cancer Center Support Grant,52850196.0,1987,2022,National Cancer Institute,United States,grant.2438852,538,5,3
P30CA043703,Case Comprehensive Cancer Center Support Grant,101426208.0,1987,2023,National Cancer Institute,United States,grant.2438851,528,19,231
K12HD000850,Pediatric Scientist Development Program (K12) 2017-2022,34799756.0,1986,2022,National Institute of Child Health and Human Development,United States,grant.2416545,261,8,1
P01AG005842,Improving Health Outcomes for an Aging Population,39924648.0,1986,2023,National Institute on Aging,United States,grant.2434634,656,0,4
P30CA036727,Fred & Pamela Buffett Cancer Center Support Grant,35622972.0,1984,2021,National Cancer Institute,United States,grant.2438847,570,14,51
P50NS020023,SRC on Primary Tumors of the CNS,17310368.0,1984,2015,National Institute of Neurological Disorders and Stroke,United States,grant.2441054,103,30,4
U10CA031946,Cancer and Leukemia Group B,158397808.0,1982,2015,National Cancer Institute,United States,grant.2693347,269,5,218
U10CA032102,Southwest Oncology Group Treatment Grant,141286976.0,1981,2015,National Cancer Institute,United States,grant.2693350,229,2,264
P01CA030206,Hematopoietic Cell Transplantation for Hematologic Malignancies,31844534.0,1981,2013,National Cancer Institute,United States,grant.2435461,92,70,6
P30CA033572,Cancer Center Support Grant,55374368.0,1981,2022,National Cancer Institute,United States,grant.2438845,975,89,165
U10CA027469,Gynecologic Oncology Group,132577192.0,1980,2015,National Cancer Institute,United States,grant.2693310,198,2,139
P30CA014089,USC Norris Comprehensive Cancer Center (Core) Grant,132882592.0,1980,2020,National Cancer Institute,United States,grant.2438805,999,25,110
P30CA015083,Mayo Comprehensive Cancer Center Grant,110102400.0,1980,2024,National Cancer Institute,United States,grant.2438813,1096,21,362
P30CA006927,Comprehensive Cancer Center Program at Fox Chase,124246648.0,1979,2021,National Cancer Institute,United States,grant.2438790,1125,43,40
P30CA022453,Cancer Center Support Grant,48334076.0,1979,2020,National Cancer Institute,United States,grant.2438835,871,3,120
M01RR000070,General Clinical Research Center,32397614.0,1978,2008,National Center for Advancing Translational Sciences,United States,grant.2423981,168,9,25
M01RR000032,General Clinical Research Center,23574104.0,1978,2008,National Center for Advancing Translational Sciences,United States,grant.2423956,194,0,9
M01RR000633,GENERAL CLINICAL RESEARCH CENTER,20980404.0,1978,2007,National Center for Advancing Translational Sciences,United States,grant.2424011,186,1,14
P30CA023074,University of Arizona Cancer Center - Cancer Center Support Grant,81123232.0,1978,2021,National Cancer Institute,United States,grant.2438836,766,13,49
P01CA023766,Immunobiology of Allogeneic Hematopoietic Cell Transplantation,51138044.0,1978,2024,National Cancer Institute,United States,grant.2435422,287,40,3
P30CA016672,Cancer Center Support Grant,207129520.0,1978,2024,National Cancer Institute,United States,grant.2438826,11839,97,778
P30CA023108,Cancer Center Support Grant,67678440.0,1978,2024,National Cancer Institute,United States,grant.2438839,1335,13,16
P30CA016056,Roswell Park Cancer Center Support Grant,83418016.0,1978,2024,National Cancer Institute,United States,grant.2438818,1409,18,152
U10CA021115,Eastern Cooperative Oncology Group Operations Office,132636432.0,1978,2016,National Cancer Institute,United States,grant.2693275,274,2,134
P30CA006973,Regional Oncology Research Center,151138480.0,1978,2022,National Cancer Institute,United States,grant.2438791,2407,26,140
M01RR000042,General Clinical Research Center,40798736.0,1977,2007,National Center for Advancing Translational Sciences,United States,grant.2423963,144,4,11
P30CA006516,Dana-Farber/Harvard Cancer Center,238734720.0,1977,2021,National Cancer Institute,United States,grant.2438789,529,9,58
P30CA016042,Cancer Center Support Grant,94728944.0,1977,2025,National Cancer Institute,United States,grant.2438817,799,22,163
P30CA021765,Cancer Center Support Grant (CCSG),117691216.0,1977,2024,National Cancer Institute,United States,grant.2438833,2220,120,9
P30CA016058,Cancer Center Support Grant,90288128.0,1977,2020,National Cancer Institute,United States,grant.2438819,2158,54,111
P30CA013330,Core Support for Cancer Center,82920984.0,1977,2022,National Cancer Institute,United States,grant.2438800,922,17,55
P30CA014599,Cancer Center Support Grant,89704640.0,1977,2023,National Cancer Institute,United States,grant.2438810,567,13,54
P30CA008748,Cancer Center Support Grant,250916048.0,1977,2023,National Cancer Institute,United States,grant.2438793,12716,192,98
P30CA015704,Cancer Center Support Grant,216676224.0,1977,2024,National Cancer Institute,United States,grant.2438816,1350,21,350
P01CA015396,Bone  Marrow Transplantation in Human Disease,38146988.0,1976,2019,National Cancer Institute,United States,grant.2435375,108,11,18
P30CA014236,Cancer Center Support Grant,130248544.0,1976,2024,National Cancer Institute,United States,grant.2438807,504,13,12
P30CA012197,Cancer Center Support Grant,38103464.0,1976,2022,National Cancer Institute,United States,grant.2438796,644,24,129
P01HL009011,A RESEARCH AND RESOURCE PROGRAM IN BLOOD,,1976,1986,National Heart Lung and Blood Institute,United States,grant.2436693,0,1,2
P30CA014520,UW Comprehensive CANCER CENTER SUPPORT,103526592.0,1976,2023,National Cancer Institute,United States,grant.2438809,1548,25,56
M01RR000030,GENERAL CLINICAL RESEARCH CENTER,20045440.0,1975,2006,National Center for Advancing Translational Sciences,United States,grant.2423955,61,0,12
M01RR000039,GENERAL CLINICAL RESEARCH CENTER,21262572.0,1974,2007,National Center for Advancing Translational Sciences,United States,grant.2423961,370,4,11
M01RR000044,General Clinical Research Center,13806891.0,1974,2006,National Center for Advancing Translational Sciences,United States,grant.2423965,93,12,10
,Development of recombinant TB vaccine,101459.0,1999,2003,Canadian Institutes of Health Research,Canada,grant.7664870,0,0,0
,Hepatitis C: Vaccines and Immunotherapy,9841.0,2000,2001,Canadian Institutes of Health Research,Canada,grant.7628231,0,0,0
,DNA vaccine for chlamydia,67329.0,1999,2001,Canadian Institutes of Health Research,Canada,grant.7623304,0,0,0
211347,nd,1514.0,2016,2017,Fonds de Recherche du Québec – Nature et technologies,Canada,grant.7575791,0,0,0
VIRX0201,New Generation Recombinant Viral Vaccine Vectors,81841.0,2002,2003,"Ministry of Business, Innovation and Employment",New Zealand,grant.7568437,0,0,0
SWSS0402,The automated synthesis of tuberculosis vaccines,182350.0,2004,2007,"Ministry of Business, Innovation and Employment",New Zealand,grant.7567590,0,0,0
762208,Mucosal Vaccine against HIV-1 Infection,66584.0,2008,2010,University Grants Committee,China,grant.7437133,2,0,0
AF/090/97,Oral DNA Vaccines,638466.0,1997,1999,Innovation and Technology Commission,China,grant.7167590,0,0,0
,Microcontainers for oral vaccine delivery,579532.0,2014,2014,Danish Agency for Science and Higher Education,Denmark,grant.7148384,0,0,0
,Microcontainers for oral vaccine delivery,88992.0,2014,2014,Danish Agency for Science and Higher Education,Denmark,grant.7148384,0,0,0
VM0108,EC collaborative study for tetanus vaccines,23691.0,1992,1993,Department for Environment Food and Rural Affairs,United Kingdom,grant.7043734,0,0,0
SE2805,Antigenic properties of vaccine virus strains,230794.0,1996,1999,Department for Environment Food and Rural Affairs,United Kingdom,grant.7042974,0,0,0
SE1203,Alternative methods of formulating FMDV vaccines,74889.0,1990,1993,Department for Environment Food and Rural Affairs,United Kingdom,grant.7042624,0,0,0
SE1201,To maintain the footandmouth vaccine bank,552165.0,1990,1993,Department for Environment Food and Rural Affairs,United Kingdom,grant.7042622,0,0,0
609967,Vaccins et adjuvants pour la vache laitière,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6972056,0,0,0
606399,Prototype vaccine against sea lice,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6968725,0,0,0
604388,Thermal Stabilization of Phage and Vaccines,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6966722,0,0,0
159106,A DNA Vaccine to Prevent Schistosomiasis,71382.0,2001,2004,National Health and Medical Research Council,Australia,grant.6844591,0,0,0
890745,Immune response to malaria vaccine candidate,229287.0,1989,1991,National Health and Medical Research Council,Australia,grant.6735165,0,0,0
900006,Development of a contraceptive vaccine,46740.0,1990,1991,National Health and Medical Research Council,Australia,grant.6732885,0,0,0
920969,Challenging the malaria vaccine development strategy,78134.0,1992,1998,National Health and Medical Research Council,Australia,grant.6731341,0,0,0
596899,Diabetes Vaccine Development Centre (DVDC),5147415.0,2010,2017,National Health and Medical Research Council,Australia,grant.6730713,0,0,0
900655,Vivax malaria sporozoite vaccine development,84188.0,1990,1992,National Health and Medical Research Council,Australia,grant.6729465,0,0,0
920275,New vaccines produced by genetic engineering,136593.0,1992,1994,National Health and Medical Research Council,Australia,grant.6729082,0,0,0
997640,A Mucosal HIV Polytype Vaccine,33003.0,1999,2001,National Health and Medical Research Council,Australia,grant.6726453,0,0,0
960338,HIV (AIDS) vaccine delivery vectors,120675.0,1996,1998,National Health and Medical Research Council,Australia,grant.6725165,0,0,0
920330,A vaccine for cervical cancer,133297.0,1992,1994,National Health and Medical Research Council,Australia,grant.6725082,0,0,0
910123,Development of an oral pneumococcal vaccine.,68538.0,1991,1993,National Health and Medical Research Council,Australia,grant.6725032,0,0,0
910471,Development of new types of vaccines.,116900.0,1991,1993,National Health and Medical Research Council,Australia,grant.6724834,0,0,0
209187,DNA and avipox vaccines for HIV.,64693.0,2002,2007,National Health and Medical Research Council,Australia,grant.6723804,0,0,0
456152,Characterisation of Neisseria meningitidis vaccine candidates,298213.0,2007,2013,National Health and Medical Research Council,Australia,grant.6723056,0,0,0
950876,Towards a vaccine against hepatitis e,96548.0,1995,1997,National Health and Medical Research Council,Australia,grant.6716599,0,0,0
880246,A modern vaccine against leptospirosis,158968.0,1988,1990,National Health and Medical Research Council,Australia,grant.6714669,0,0,0
900820,Development of an improved pneumococcal vaccine,148678.0,1990,1992,National Health and Medical Research Council,Australia,grant.6714037,0,0,0
971030,Additional vaccine antigens for chlamydia,109364.0,1997,1999,National Health and Medical Research Council,Australia,grant.6713255,0,0,0
OPP3431,To support the Vaccine Leadership Conference,40000.0,2000,2001,Bill & Melinda Gates Foundation,United States,grant.6582874,0,0,0
X46120----570027,風診生ワクチンに関する研究,5523.0,1971,1971,Japan Society for the Promotion of Science,Japan,grant.6370857,0,0,0
X45120-----70027,風疹生ワクチンに関する研究,5523.0,1970,1970,Japan Society for the Promotion of Science,Japan,grant.6363940,0,0,0
X44120----371029,流行性耳下腺炎生ワクチンに関する研究,6907.0,1969,1969,Japan Society for the Promotion of Science,Japan,grant.6363488,0,0,0
X41120-----71094,インフルエンザ生ワクチンに関する研究,6907.0,1966,1966,Japan Society for the Promotion of Science,Japan,grant.6343961,0,0,0
